target_geometry_residual_signed,target_readout_residual_signed,model,condition,seed,update,valid,target_self_residual,total_self_residual,target_z_residual,prediction_residual,target_v_norm_ratio,loss,sham_loss,c_difference,rho
1.0000000000000002,0.0,leaky100,pulse_plus,0,0,True,1.0,1.0,1.0,1.0,1.0,111.82793009641148,5.3029750071494966e-08,0.0,0.8717357060646972
0.7268681135858478,0.29853496132693297,leaky100,pulse_plus,0,1,True,1.0254030749127807,1.0575022797429514,0.9371904836866894,1.8402232427745542,0.9095747884943138,378.7014116598068,4.915154848445812e-08,0.20776220797571965,0.8763910824359117
0.5062193857136996,-0.10191513806733145,leaky100,pulse_plus,0,2,True,0.4043042476463681,0.3790077644811966,0.6642801471026444,1.3289824296513504,0.8091099113137376,197.5112666929608,4.748306715451842e-08,-0.17064029709539835,0.7194990466928977
0.12537498913275144,-0.12152396536373335,leaky100,pulse_plus,0,5,True,0.00385102376901808,0.03649905958729828,0.3919410020200415,0.10854727685305988,0.28712722025092435,1.3176213683881608,4.448296914353675e-08,0.05884770183596433,0.2740859486521958
0.12876019526820906,-0.12459217762743426,leaky100,pulse_plus,0,10,True,0.004168017640774782,0.03376229660190728,0.3931437337486744,0.0883085247553138,0.28550221017033545,0.8720748252837803,4.1696796763196194e-08,0.043049286002745935,0.2454912166258623
0.13019841094818446,-0.1263065792335774,leaky100,pulse_plus,0,20,True,0.003891831714607081,0.029439362400195266,0.39112893407627247,0.06818510729568102,0.2773753350324369,0.5199017645474644,3.9254027287526374e-08,0.04236288200049665,0.20205818361883185
0.1301660811407904,-0.12641372940114623,leaky100,pulse_plus,0,50,True,0.003752351739644187,0.020882740055779676,0.3873521368180156,0.04452370463479607,0.26813806601354717,0.22167601224030925,3.6755020955668794e-08,0.04309547062685637,0.12236853524362988
0.12610885161126606,-0.12286032276435604,leaky100,pulse_plus,0,100,True,0.0032485288469100695,0.016032005495979204,0.3827171164864774,0.03727542185907159,0.2599759399741809,0.15537719391495455,3.460783934675318e-08,0.04064399362573856,0.0810019180372362
0.11874695297991297,-0.11633241264755328,leaky100,pulse_plus,0,200,True,0.0024145403323597076,0.012518685695657353,0.3758374887314838,0.031240575895873767,0.25051880373567326,0.10914392256077184,3.1335411236427785e-08,0.03358177552870101,0.05267031880466817
0.10372569933860598,-0.10158322426450309,leaky100,pulse_plus,0,500,True,0.0021424750741028805,0.0071654417405697494,0.3620366699431759,0.02320358735318974,0.2650029355096912,0.0602165285224742,2.3707001313190494e-08,0.025236366836157043,0.012332507275294865
0.0953753128758861,-0.09188429150687001,leaky100,pulse_plus,0,1000,True,0.003491021369016084,0.002482539896014312,0.35218426247521784,0.016388940023263188,0.3249740107768133,0.030042063629862205,1.4997898950598845e-08,0.022635878051473268,0.020239240610531048
0.0932195405933979,-0.08710223570113437,leaky100,pulse_plus,0,2000,True,0.0061173048922635405,0.0043279866950630165,0.34928192777729417,0.00893169471517575,0.425502508415971,0.008922853122287822,6.021325663775013e-09,0.020264619886555035,0.06332929229327076
1.0,0.0,leaky100,pulse_plus,1,0,True,1.0,1.0,1.0000000000000002,1.0,1.0,13.962665946037571,1.810808349330134e-05,0.0,0.538657320911262
0.9559611315086145,-0.25477747280726254,leaky100,pulse_plus,1,1,True,0.701183658701352,0.667383643486258,0.9865700861803482,0.8018857842679373,0.8971164975860088,8.959981692974726,1.2255753295025958e-05,-0.07163341885288754,0.438919584513506
0.9505206983438659,-0.22341638677440148,leaky100,pulse_plus,1,2,True,0.7271043115694644,0.7138740876212787,0.9806208219064404,0.5725552120293929,0.8983372185929462,4.572785941041409,1.1034127380125746e-05,-0.015880191501652874,0.45619915765001645
0.9289492746202413,-0.3735088698428223,leaky100,pulse_plus,1,5,True,0.555440404777419,0.5450315321578995,0.9734782786402382,0.20654912520166654,0.8191464941689715,0.5947141188503245,1.0327526537308752e-05,-0.047188903864309406,0.39185358802379483
0.9291215375065178,-0.41010638279493844,leaky100,pulse_plus,1,10,True,0.5190151547115792,0.5316689586256611,0.9737383421383973,0.10516713125620973,0.7922095179575203,0.15411442712372067,9.80489059474218e-06,-0.04182436305791115,0.38658150740442665
0.929559419471595,-0.45086549744421983,leaky100,pulse_plus,1,20,True,0.47869392202737543,0.5124470730236202,0.9743670090240152,0.07367926423592512,0.7623070281163447,0.0756103436474682,9.276821709969601e-06,-0.04415621354520538,0.3785857919374362
0.9327335559318988,-0.49368297316420445,leaky100,pulse_plus,1,50,True,0.4390505827676943,0.4849842918076311,0.9758178629952052,0.05355080229860115,0.7296530797385755,0.03994189452945772,8.714949522852313e-06,-0.044944190527218986,0.3666337331750979
0.9361282144896068,-0.5323879815167714,leaky100,pulse_plus,1,100,True,0.40374023297283534,0.45314738604907007,0.9771438006810516,0.04062761731163813,0.7004848138082317,0.022992647209195458,8.258922439960034e-06,-0.04403904114643442,0.35187248214568373
0.9393781566821865,-0.5777584554924597,leaky100,pulse_plus,1,200,True,0.3616197011897268,0.4098797875049639,0.9782383101218207,0.027410045423190442,0.663959583380472,0.01045388035377998,7.5919269481951225e-06,-0.04176828035227742,0.3303268705249773
0.9421604903767936,-0.6309652818446537,leaky100,pulse_plus,1,500,True,0.31119520853213994,0.3498896133923038,0.9787401433323211,0.01127913637489413,0.6166720063506181,0.0017551629403899762,6.027597797984313e-06,-0.03734671073495455,0.29765946002823723
