id,pass,note
S1_seed_and_boundary_count,True,"paths=10, counts={0: 99, 1: 99, 2: 99, 3: 99, 4: 99, 5: 99, 6: 99, 7: 99, 8: 99, 9: 99}"
S2_exactly_one_flip_bit,True,max=1
S3_flip_direction,True,"values=[-1, 1]"
S4_formula_direct,True,max_abs=1.1102230246251565e-16
S5_c_range,True,"range=[0.87447463219520616,0.96665724510200446]"
S6_dead2path_event_match,True,computed set equals path=reclass set
S7_rate_bounds,True,counts bounded; rates bounded where denominator > 0
S8_finite_source,True,c finite; rate finite iff its denominator is positive
