seed,boundary_step,step_post,pair_index,n_old,n_new,overlap,flipped_bit,n_flipped_bits,flip_direction,q_other_ones,c_formula,c_direct,n_risk_005,n_death_005,r005,n_risk_strict,n_death_strict,r_strict
4,430000,430001,8930,10,9,9,3,1,-1,9,0.9545214042184236,0.9545214042184236,4,0,0.0,5,0,0.0
4,440000,440001,9140,9,10,9,5,1,1,9,0.9545214042184236,0.9545214042184236,4,0,0.0,4,0,0.0
4,450000,450001,9350,10,11,10,0,1,1,10,0.9583148474999099,0.9583148474999099,4,0,0.0,4,0,0.0
4,460000,460001,9560,11,10,10,4,1,-1,10,0.9583148474999099,0.9583148474999099,3,0,0.0,3,0,0.0
4,470000,470001,9770,10,11,10,8,1,1,10,0.9583148474999099,0.9583148474999099,3,0,0.0,4,0,0.0
4,480000,480001,9980,11,10,10,8,1,-1,10,0.9583148474999099,0.9583148474999099,4,0,0.0,4,0,0.0
4,490000,490001,10190,10,11,10,4,1,1,10,0.9583148474999099,0.9583148474999099,4,0,0.0,4,0,0.0
4,500000,500001,10400,11,10,10,10,1,-1,10,0.9583148474999099,0.9583148474999099,3,0,0.0,5,0,0.0
4,510000,510001,10610,10,11,10,10,1,1,10,0.9583148474999099,0.9583148474999099,5,1,0.2,5,0,0.0
4,520000,520001,10820,11,10,10,5,1,-1,10,0.9583148474999099,0.9583148474999099,4,0,0.0,4,0,0.0
4,530000,530001,11030,10,9,9,1,1,-1,9,0.9545214042184236,0.9545214042184236,4,0,0.0,4,0,0.0
4,540000,540001,11240,9,8,8,14,1,-1,8,0.9499679070317291,0.9499679070317292,4,0,0.0,4,0,0.0
4,550000,550001,11450,8,7,7,11,1,-1,7,0.9444002816030351,0.9444002816030351,7,0,0.0,9,0,0.0
4,560000,560001,11660,7,6,6,10,1,-1,6,0.9374368665610922,0.9374368665610922,9,0,0.0,14,0,0.0
4,570000,570001,11870,6,7,6,2,1,1,6,0.9374368665610922,0.9374368665610922,14,4,0.2857142857142857,17,1,0.058823529411764705
4,580000,580001,12080,7,8,7,10,1,1,7,0.9444002816030351,0.9444002816030351,8,2,0.25,10,1,0.1
4,590000,590001,12290,8,9,8,14,1,1,8,0.9499679070317291,0.9499679070317292,4,0,0.0,6,0,0.0
4,600000,600001,12500,9,8,8,2,1,-1,8,0.9499679070317291,0.9499679070317292,3,0,0.0,3,0,0.0
4,610000,610001,12710,8,7,7,4,1,-1,7,0.9444002816030351,0.9444002816030351,5,0,0.0,8,0,0.0
4,620000,620001,12920,7,6,6,6,1,-1,6,0.9374368665610922,0.9374368665610922,4,0,0.0,10,0,0.0
4,630000,630001,13130,6,5,5,12,1,-1,5,0.9284766908852593,0.9284766908852593,5,0,0.0,11,0,0.0
4,640000,640001,13340,5,6,5,3,1,1,5,0.9284766908852593,0.9284766908852593,9,3,0.3333333333333333,19,1,0.05263157894736842
4,650000,650001,13550,6,7,6,8,1,1,6,0.9374368665610922,0.9374368665610922,8,0,0.0,12,0,0.0
4,660000,660001,13760,7,8,7,5,1,1,7,0.9444002816030351,0.9444002816030351,7,0,0.0,14,3,0.21428571428571427
4,670000,670001,13970,8,9,8,9,1,1,8,0.9499679070317291,0.9499679070317292,9,0,0.0,11,0,0.0
4,680000,680001,14180,9,8,8,10,1,-1,8,0.9499679070317291,0.9499679070317292,7,0,0.0,9,0,0.0
4,690000,690001,14390,8,7,7,5,1,-1,7,0.9444002816030351,0.9444002816030351,9,0,0.0,10,0,0.0
4,700000,700001,14600,7,8,7,6,1,1,7,0.9444002816030351,0.9444002816030351,8,0,0.0,8,0,0.0
4,710000,710001,14810,8,9,8,2,1,1,8,0.9499679070317291,0.9499679070317292,6,0,0.0,6,0,0.0
4,720000,720001,15020,9,10,9,12,1,1,9,0.9545214042184236,0.9545214042184236,7,0,0.0,7,0,0.0
4,730000,730001,15230,10,9,9,3,1,-1,9,0.9545214042184236,0.9545214042184236,6,0,0.0,7,0,0.0
4,740000,740001,15440,9,10,9,1,1,1,9,0.9545214042184236,0.9545214042184236,6,0,0.0,6,0,0.0
4,750000,750001,15650,10,11,10,11,1,1,10,0.9583148474999099,0.9583148474999099,4,0,0.0,6,0,0.0
4,760000,760001,15860,11,12,11,4,1,1,11,0.9615239476408232,0.9615239476408232,4,1,0.25,4,0,0.0
4,770000,770001,16070,12,11,11,14,1,-1,11,0.9615239476408232,0.9615239476408232,1,0,0.0,3,0,0.0
4,780000,780001,16280,11,10,10,13,1,-1,10,0.9583148474999099,0.9583148474999099,1,0,0.0,1,0,0.0
4,790000,790001,16490,10,9,9,6,1,-1,9,0.9545214042184236,0.9545214042184236,3,0,0.0,5,0,0.0
4,800000,800001,16700,9,10,9,13,1,1,9,0.9545214042184236,0.9545214042184236,3,2,0.6666666666666666,4,1,0.25
4,810000,810001,16910,10,9,9,9,1,-1,9,0.9545214042184236,0.9545214042184236,1,0,0.0,2,0,0.0
4,820000,820001,17120,9,8,8,0,1,-1,8,0.9499679070317291,0.9499679070317292,2,0,0.0,3,0,0.0
4,830000,830001,17330,8,9,8,5,1,1,8,0.9499679070317291,0.9499679070317292,2,0,0.0,3,0,0.0
4,840000,840001,17540,9,8,8,5,1,-1,8,0.9499679070317291,0.9499679070317292,2,0,0.0,3,0,0.0
4,850000,850001,17750,8,7,7,4,1,-1,7,0.9444002816030351,0.9444002816030351,2,0,0.0,3,0,0.0
4,860000,860001,17960,7,8,7,10,1,1,7,0.9444002816030351,0.9444002816030351,4,0,0.0,7,2,0.2857142857142857
4,870000,870001,18170,8,7,7,2,1,-1,7,0.9444002816030351,0.9444002816030351,1,0,0.0,3,0,0.0
4,880000,880001,18380,7,6,6,8,1,-1,6,0.9374368665610922,0.9374368665610922,3,0,0.0,4,0,0.0
4,890000,890001,18590,6,5,5,11,1,-1,5,0.9284766908852593,0.9284766908852593,5,0,0.0,7,0,0.0
4,900000,900001,18800,5,6,5,0,1,1,5,0.9284766908852593,0.9284766908852593,6,1,0.16666666666666666,11,4,0.36363636363636365
4,910000,910001,19010,6,7,6,6,1,1,6,0.9374368665610922,0.9374368665610922,5,0,0.0,5,0,0.0
4,920000,920001,19220,7,8,7,2,1,1,7,0.9444002816030351,0.9444002816030351,5,0,0.0,5,0,0.0
4,930000,930001,19430,8,9,8,11,1,1,8,0.9499679070317291,0.9499679070317292,5,1,0.2,5,0,0.0
4,940000,940001,19640,9,8,8,11,1,-1,8,0.9499679070317291,0.9499679070317292,2,0,0.0,2,0,0.0
4,950000,950001,19850,8,9,8,3,1,1,8,0.9499679070317291,0.9499679070317292,4,0,0.0,4,0,0.0
4,960000,960001,20060,9,8,8,0,1,-1,8,0.9499679070317291,0.9499679070317292,4,0,0.0,4,0,0.0
4,970000,970001,20270,8,9,8,14,1,1,8,0.9499679070317291,0.9499679070317292,3,0,0.0,5,1,0.2
4,980000,980001,20480,9,8,8,10,1,-1,8,0.9499679070317291,0.9499679070317292,2,0,0.0,2,0,0.0
4,990000,990001,20690,8,9,8,10,1,1,8,0.9499679070317291,0.9499679070317292,3,1,0.3333333333333333,3,1,0.3333333333333333
5,10000,10001,110,4,3,3,9,1,-1,3,0.8997354108424374,0.8997354108424374,81,5,0.06172839506172839,82,2,0.024390243902439025
5,20000,20001,320,3,4,3,0,1,1,3,0.8997354108424374,0.8997354108424374,81,5,0.06172839506172839,84,3,0.03571428571428571
5,30000,30001,530,4,5,4,7,1,1,4,0.9165151389911681,0.9165151389911681,71,5,0.07042253521126761,78,3,0.038461538461538464
5,40000,40001,740,5,4,4,7,1,-1,4,0.9165151389911681,0.9165151389911681,71,7,0.09859154929577464,73,5,0.0684931506849315
5,50000,50001,950,4,5,4,4,1,1,4,0.9165151389911681,0.9165151389911681,73,10,0.136986301369863,80,6,0.075
5,60000,60001,1160,5,4,4,4,1,-1,4,0.9165151389911681,0.9165151389911681,62,9,0.14516129032258066,68,6,0.08823529411764706
5,70000,70001,1370,4,3,3,11,1,-1,3,0.8997354108424374,0.8997354108424374,60,3,0.05,72,5,0.06944444444444445
5,80000,80001,1580,3,4,3,1,1,1,3,0.8997354108424374,0.8997354108424374,69,4,0.057971014492753624,74,2,0.02702702702702703
5,90000,90001,1790,4,5,4,2,1,1,4,0.9165151389911681,0.9165151389911681,66,6,0.09090909090909091,67,1,0.014925373134328358
5,100000,100001,2000,5,6,5,9,1,1,5,0.9284766908852593,0.9284766908852593,64,8,0.125,68,6,0.08823529411764706
5,110000,110001,2210,6,7,6,13,1,1,6,0.9374368665610922,0.9374368665610922,55,1,0.01818181818181818,60,1,0.016666666666666666
5,120000,120001,2420,7,6,6,0,1,-1,6,0.9374368665610922,0.9374368665610922,52,7,0.1346153846153846,58,3,0.05172413793103448
5,130000,130001,2630,6,7,6,12,1,1,6,0.9374368665610922,0.9374368665610922,59,8,0.13559322033898305,63,3,0.047619047619047616
5,140000,140001,2840,7,8,7,4,1,1,7,0.9444002816030351,0.9444002816030351,52,8,0.15384615384615385,55,5,0.09090909090909091
5,150000,150001,3050,8,7,7,9,1,-1,7,0.9444002816030351,0.9444002816030351,49,2,0.04081632653061224,52,1,0.019230769230769232
5,160000,160001,3260,7,6,6,6,1,-1,6,0.9374368665610922,0.9374368665610922,48,1,0.020833333333333332,51,3,0.058823529411764705
5,170000,170001,3470,6,7,6,11,1,1,6,0.9374368665610922,0.9374368665610922,50,7,0.14,55,6,0.10909090909090909
5,180000,180001,3680,7,6,6,8,1,-1,6,0.9374368665610922,0.9374368665610922,43,0,0.0,47,0,0.0
5,190000,190001,3890,6,7,6,10,1,1,6,0.9374368665610922,0.9374368665610922,53,5,0.09433962264150944,57,6,0.10526315789473684
5,200000,200001,4100,7,8,7,7,1,1,7,0.9444002816030351,0.9444002816030351,45,6,0.13333333333333333,47,3,0.06382978723404255
5,210000,210001,4310,8,9,8,9,1,1,8,0.9499679070317291,0.9499679070317292,39,8,0.20512820512820512,44,3,0.06818181818181818
5,220000,220001,4520,9,10,9,3,1,1,9,0.9545214042184236,0.9545214042184236,30,3,0.1,35,1,0.02857142857142857
5,230000,230001,4730,10,11,10,6,1,1,10,0.9583148474999099,0.9583148474999099,32,3,0.09375,36,3,0.08333333333333333
5,240000,240001,4940,11,10,10,11,1,-1,10,0.9583148474999099,0.9583148474999099,24,0,0.0,30,0,0.0
5,250000,250001,5150,10,9,9,10,1,-1,9,0.9545214042184236,0.9545214042184236,26,1,0.038461538461538464,31,2,0.06451612903225806
5,260000,260001,5360,9,8,8,7,1,-1,8,0.9499679070317291,0.9499679070317292,21,2,0.09523809523809523,23,1,0.043478260869565216
5,270000,270001,5570,8,9,8,14,1,1,8,0.9499679070317291,0.9499679070317292,21,3,0.14285714285714285,25,1,0.04
5,280000,280001,5780,9,8,8,12,1,-1,8,0.9499679070317291,0.9499679070317292,16,2,0.125,20,1,0.05
5,290000,290001,5990,8,9,8,12,1,1,8,0.9499679070317291,0.9499679070317292,23,8,0.34782608695652173,25,4,0.16
5,300000,300001,6200,9,10,9,0,1,1,9,0.9545214042184236,0.9545214042184236,16,1,0.0625,17,0,0.0
5,310000,310001,6410,10,9,9,13,1,-1,9,0.9545214042184236,0.9545214042184236,17,0,0.0,18,0,0.0
5,320000,320001,6620,9,10,9,8,1,1,9,0.9545214042184236,0.9545214042184236,20,7,0.35,24,5,0.20833333333333334
5,330000,330001,6830,10,11,10,11,1,1,10,0.9583148474999099,0.9583148474999099,15,1,0.06666666666666667,17,2,0.11764705882352941
5,340000,340001,7040,11,10,10,8,1,-1,10,0.9583148474999099,0.9583148474999099,12,0,0.0,13,0,0.0
5,350000,350001,7250,10,9,9,4,1,-1,9,0.9545214042184236,0.9545214042184236,12,0,0.0,13,0,0.0
5,360000,360001,7460,9,8,8,2,1,-1,8,0.9499679070317291,0.9499679070317292,13,0,0.0,15,0,0.0
5,370000,370001,7670,8,7,7,14,1,-1,7,0.9444002816030351,0.9444002816030351,16,0,0.0,23,1,0.043478260869565216
5,380000,380001,7880,7,8,7,13,1,1,7,0.9444002816030351,0.9444002816030351,18,1,0.05555555555555555,21,2,0.09523809523809523
5,390000,390001,8090,8,7,7,12,1,-1,7,0.9444002816030351,0.9444002816030351,17,0,0.0,18,0,0.0
5,400000,400001,8300,7,8,7,14,1,1,7,0.9444002816030351,0.9444002816030351,17,2,0.11764705882352941,19,1,0.05263157894736842
5,410000,410001,8510,8,9,8,5,1,1,8,0.9499679070317291,0.9499679070317292,20,3,0.15,22,2,0.09090909090909091
5,420000,420001,8720,9,8,8,9,1,-1,8,0.9499679070317291,0.9499679070317292,15,1,0.06666666666666667,17,0,0.0
5,430000,430001,8930,8,7,7,0,1,-1,7,0.9444002816030351,0.9444002816030351,18,1,0.05555555555555555,28,2,0.07142857142857142
5,440000,440001,9140,7,6,6,3,1,-1,6,0.9374368665610922,0.9374368665610922,20,0,0.0,28,1,0.03571428571428571
5,450000,450001,9350,6,5,5,14,1,-1,5,0.9284766908852593,0.9284766908852593,21,3,0.14285714285714285,26,2,0.07692307692307693
5,460000,460001,9560,5,6,5,9,1,1,5,0.9284766908852593,0.9284766908852593,18,7,0.3888888888888889,30,10,0.3333333333333333
5,470000,470001,9770,6,7,6,8,1,1,6,0.9374368665610922,0.9374368665610922,13,3,0.23076923076923078,17,3,0.17647058823529413
5,480000,480001,9980,7,8,7,14,1,1,7,0.9444002816030351,0.9444002816030351,9,1,0.1111111111111111,11,1,0.09090909090909091
5,490000,490001,10190,8,9,8,3,1,1,8,0.9499679070317291,0.9499679070317292,6,0,0.0,7,0,0.0
5,500000,500001,10400,9,10,9,7,1,1,9,0.9545214042184236,0.9545214042184236,8,0,0.0,9,0,0.0
5,510000,510001,10610,10,9,9,7,1,-1,9,0.9545214042184236,0.9545214042184236,8,0,0.0,9,0,0.0
5,520000,520001,10820,9,8,8,5,1,-1,8,0.9499679070317291,0.9499679070317292,6,0,0.0,9,0,0.0
5,530000,530001,11030,8,7,7,8,1,-1,7,0.9444002816030351,0.9444002816030351,6,0,0.0,6,0,0.0
5,540000,540001,11240,7,6,6,14,1,-1,6,0.9374368665610922,0.9374368665610922,7,0,0.0,9,0,0.0
5,550000,550001,11450,6,7,6,12,1,1,6,0.9374368665610922,0.9374368665610922,6,1,0.16666666666666666,10,0,0.0
5,560000,560001,11660,7,8,7,7,1,1,7,0.9444002816030351,0.9444002816030351,8,0,0.0,12,1,0.08333333333333333
5,570000,570001,11870,8,9,8,4,1,1,8,0.9499679070317291,0.9499679070317292,5,0,0.0,9,0,0.0
5,580000,580001,12080,9,8,8,11,1,-1,8,0.9499679070317291,0.9499679070317292,6,0,0.0,7,0,0.0
5,590000,590001,12290,8,7,7,6,1,-1,7,0.9444002816030351,0.9444002816030351,10,0,0.0,14,2,0.14285714285714285
5,600000,600001,12500,7,6,6,1,1,-1,6,0.9374368665610922,0.9374368665610922,15,1,0.06666666666666667,19,0,0.0
5,610000,610001,12710,6,5,5,4,1,-1,5,0.9284766908852593,0.9284766908852593,18,0,0.0,28,0,0.0
5,620000,620001,12920,5,6,5,11,1,1,5,0.9284766908852593,0.9284766908852593,17,5,0.29411764705882354,24,5,0.20833333333333334
5,630000,630001,13130,6,5,5,11,1,-1,5,0.9284766908852593,0.9284766908852593,13,0,0.0,18,0,0.0
5,640000,640001,13340,5,4,4,13,1,-1,4,0.9165151389911681,0.9165151389911681,13,0,0.0,21,0,0.0
5,650000,650001,13550,4,5,4,8,1,1,4,0.9165151389911681,0.9165151389911681,24,6,0.25,43,11,0.2558139534883721
5,660000,660001,13760,5,6,5,5,1,1,5,0.9284766908852593,0.9284766908852593,18,2,0.1111111111111111,24,1,0.041666666666666664
5,670000,670001,13970,6,7,6,14,1,1,6,0.9374368665610922,0.9374368665610922,11,2,0.18181818181818182,14,3,0.21428571428571427
5,680000,680001,14180,7,6,6,12,1,-1,6,0.9374368665610922,0.9374368665610922,7,0,0.0,7,0,0.0
5,690000,690001,14390,6,7,6,6,1,1,6,0.9374368665610922,0.9374368665610922,13,4,0.3076923076923077,20,4,0.2
5,700000,700001,14600,7,6,6,5,1,-1,6,0.9374368665610922,0.9374368665610922,8,0,0.0,11,0,0.0
5,710000,710001,14810,6,5,5,3,1,-1,5,0.9284766908852593,0.9284766908852593,11,0,0.0,13,0,0.0
5,720000,720001,15020,5,6,5,10,1,1,5,0.9284766908852593,0.9284766908852593,15,1,0.06666666666666667,18,1,0.05555555555555555
5,730000,730001,15230,6,7,6,13,1,1,6,0.9374368665610922,0.9374368665610922,13,2,0.15384615384615385,20,3,0.15
5,740000,740001,15440,7,8,7,0,1,1,7,0.9444002816030351,0.9444002816030351,11,0,0.0,14,1,0.07142857142857142
5,750000,750001,15650,8,9,8,12,1,1,8,0.9499679070317291,0.9499679070317292,11,3,0.2727272727272727,11,0,0.0
5,760000,760001,15860,9,8,8,7,1,-1,8,0.9499679070317291,0.9499679070317292,8,0,0.0,11,0,0.0
5,770000,770001,16070,8,7,7,0,1,-1,7,0.9444002816030351,0.9444002816030351,7,0,0.0,9,0,0.0
5,780000,780001,16280,7,6,6,8,1,-1,6,0.9374368665610922,0.9374368665610922,5,0,0.0,8,0,0.0
5,790000,790001,16490,6,5,5,6,1,-1,5,0.9284766908852593,0.9284766908852593,9,1,0.1111111111111111,16,1,0.0625
5,800000,800001,16700,5,6,5,2,1,1,5,0.9284766908852593,0.9284766908852593,17,4,0.23529411764705882,33,6,0.18181818181818182
5,810000,810001,16910,6,7,6,11,1,1,6,0.9374368665610922,0.9374368665610922,13,2,0.15384615384615385,19,3,0.15789473684210525
5,820000,820001,17120,7,6,6,10,1,-1,6,0.9374368665610922,0.9374368665610922,8,0,0.0,10,0,0.0
5,830000,830001,17330,6,7,6,4,1,1,6,0.9374368665610922,0.9374368665610922,13,3,0.23076923076923078,17,2,0.11764705882352941
5,840000,840001,17540,7,8,7,5,1,1,7,0.9444002816030351,0.9444002816030351,8,2,0.25,11,0,0.0
5,850000,850001,17750,8,7,7,4,1,-1,7,0.9444002816030351,0.9444002816030351,7,0,0.0,8,0,0.0
5,860000,860001,17960,7,6,6,5,1,-1,6,0.9374368665610922,0.9374368665610922,9,0,0.0,14,0,0.0
5,870000,870001,18170,6,5,5,9,1,-1,5,0.9284766908852593,0.9284766908852593,9,1,0.1111111111111111,13,0,0.0
5,880000,880001,18380,5,6,5,10,1,1,5,0.9284766908852593,0.9284766908852593,18,3,0.16666666666666666,26,3,0.11538461538461539
5,890000,890001,18590,6,5,5,10,1,-1,5,0.9284766908852593,0.9284766908852593,13,0,0.0,16,0,0.0
5,900000,900001,18800,5,6,5,7,1,1,5,0.9284766908852593,0.9284766908852593,13,3,0.23076923076923078,20,3,0.15
5,910000,910001,19010,6,5,5,2,1,-1,5,0.9284766908852593,0.9284766908852593,9,0,0.0,13,0,0.0
5,920000,920001,19220,5,6,5,1,1,1,5,0.9284766908852593,0.9284766908852593,14,4,0.2857142857142857,23,4,0.17391304347826086
5,930000,930001,19430,6,7,6,8,1,1,6,0.9374368665610922,0.9374368665610922,9,0,0.0,12,0,0.0
5,940000,940001,19640,7,6,6,8,1,-1,6,0.9374368665610922,0.9374368665610922,8,0,0.0,9,0,0.0
5,950000,950001,19850,6,5,5,13,1,-1,5,0.9284766908852593,0.9284766908852593,9,0,0.0,11,0,0.0
5,960000,960001,20060,5,6,5,2,1,1,5,0.9284766908852593,0.9284766908852593,19,5,0.2631578947368421,23,1,0.043478260869565216
5,970000,970001,20270,6,5,5,2,1,-1,5,0.9284766908852593,0.9284766908852593,15,1,0.06666666666666667,19,0,0.0
5,980000,980001,20480,5,6,5,2,1,1,5,0.9284766908852593,0.9284766908852593,19,2,0.10526315789473684,22,0,0.0
5,990000,990001,20690,6,5,5,7,1,-1,5,0.9284766908852593,0.9284766908852593,15,1,0.06666666666666667,17,0,0.0
6,10000,10001,110,8,7,7,5,1,-1,7,0.9444002816030351,0.9444002816030351,76,3,0.039473684210526314,76,2,0.02631578947368421
6,20000,20001,320,7,8,7,9,1,1,7,0.9444002816030351,0.9444002816030351,69,12,0.17391304347826086,72,9,0.125
6,30000,30001,530,8,9,8,5,1,1,8,0.9499679070317291,0.9499679070317292,41,1,0.024390243902439025,52,4,0.07692307692307693
6,40000,40001,740,9,10,9,10,1,1,9,0.9545214042184236,0.9545214042184236,32,4,0.125,40,2,0.05
6,50000,50001,950,10,11,10,8,1,1,10,0.9583148474999099,0.9583148474999099,26,4,0.15384615384615385,29,0,0.0
6,60000,60001,1160,11,10,10,13,1,-1,10,0.9583148474999099,0.9583148474999099,26,9,0.34615384615384615,30,4,0.13333333333333333
6,70000,70001,1370,10,9,9,10,1,-1,9,0.9545214042184236,0.9545214042184236,19,0,0.0,20,0,0.0
6,80000,80001,1580,9,10,9,0,1,1,9,0.9545214042184236,0.9545214042184236,19,2,0.10526315789473684,22,0,0.0
6,90000,90001,1790,10,11,10,1,1,1,10,0.9583148474999099,0.9583148474999099,18,1,0.05555555555555555,25,2,0.08
6,100000,100001,2000,11,12,11,10,1,1,11,0.9615239476408232,0.9615239476408232,13,0,0.0,15,1,0.06666666666666667
6,110000,110001,2210,12,11,11,0,1,-1,11,0.9615239476408232,0.9615239476408232,13,1,0.07692307692307693,13,0,0.0
6,120000,120001,2420,11,10,10,5,1,-1,10,0.9583148474999099,0.9583148474999099,9,0,0.0,10,0,0.0
6,130000,130001,2630,10,9,9,11,1,-1,9,0.9545214042184236,0.9545214042184236,18,1,0.05555555555555555,20,0,0.0
6,140000,140001,2840,9,10,9,2,1,1,9,0.9545214042184236,0.9545214042184236,14,1,0.07142857142857142,21,1,0.047619047619047616
6,150000,150001,3050,10,11,10,11,1,1,10,0.9583148474999099,0.9583148474999099,14,1,0.07142857142857142,15,0,0.0
6,160000,160001,3260,11,10,10,14,1,-1,10,0.9583148474999099,0.9583148474999099,11,0,0.0,11,0,0.0
6,170000,170001,3470,10,9,9,6,1,-1,9,0.9545214042184236,0.9545214042184236,11,0,0.0,17,0,0.0
6,180000,180001,3680,9,8,8,1,1,-1,8,0.9499679070317291,0.9499679070317292,17,2,0.11764705882352941,24,2,0.08333333333333333
6,190000,190001,3890,8,9,8,5,1,1,8,0.9499679070317291,0.9499679070317292,19,2,0.10526315789473684,26,5,0.19230769230769232
6,200000,200001,4100,9,8,8,10,1,-1,8,0.9499679070317291,0.9499679070317292,17,1,0.058823529411764705,19,1,0.05263157894736842
6,210000,210001,4310,8,9,8,13,1,1,8,0.9499679070317291,0.9499679070317292,17,2,0.11764705882352941,22,0,0.0
6,220000,220001,4520,9,10,9,3,1,1,9,0.9545214042184236,0.9545214042184236,14,2,0.14285714285714285,23,3,0.13043478260869565
6,230000,230001,4730,10,9,9,13,1,-1,9,0.9545214042184236,0.9545214042184236,11,1,0.09090909090909091,16,0,0.0
6,240000,240001,4940,9,8,8,8,1,-1,8,0.9499679070317291,0.9499679070317292,10,0,0.0,17,0,0.0
6,250000,250001,5150,8,9,8,6,1,1,8,0.9499679070317291,0.9499679070317292,15,3,0.2,19,2,0.10526315789473684
6,260000,260001,5360,9,8,8,12,1,-1,8,0.9499679070317291,0.9499679070317292,8,1,0.125,9,0,0.0
6,270000,270001,5570,8,7,7,6,1,-1,7,0.9444002816030351,0.9444002816030351,10,1,0.1,20,1,0.05
6,280000,280001,5780,7,8,7,6,1,1,7,0.9444002816030351,0.9444002816030351,20,9,0.45,28,6,0.21428571428571427
6,290000,290001,5990,8,7,7,11,1,-1,7,0.9444002816030351,0.9444002816030351,9,0,0.0,13,0,0.0
6,300000,300001,6200,7,6,6,6,1,-1,6,0.9374368665610922,0.9374368665610922,18,3,0.16666666666666666,23,0,0.0
6,310000,310001,6410,6,7,6,0,1,1,6,0.9374368665610922,0.9374368665610922,16,2,0.125,24,2,0.08333333333333333
6,320000,320001,6620,7,6,6,0,1,-1,6,0.9374368665610922,0.9374368665610922,15,1,0.06666666666666667,19,0,0.0
6,330000,330001,6830,6,7,6,13,1,1,6,0.9374368665610922,0.9374368665610922,13,1,0.07692307692307693,14,1,0.07142857142857142
6,340000,340001,7040,7,6,6,9,1,-1,6,0.9374368665610922,0.9374368665610922,12,0,0.0,13,0,0.0
6,350000,350001,7250,6,5,5,5,1,-1,5,0.9284766908852593,0.9284766908852593,20,0,0.0,26,0,0.0
6,360000,360001,7460,5,6,5,14,1,1,5,0.9284766908852593,0.9284766908852593,24,10,0.4166666666666667,32,8,0.25
6,370000,370001,7670,6,7,6,9,1,1,6,0.9374368665610922,0.9374368665610922,13,1,0.07692307692307693,18,1,0.05555555555555555
6,380000,380001,7880,7,6,6,13,1,-1,6,0.9374368665610922,0.9374368665610922,10,0,0.0,12,0,0.0
6,390000,390001,8090,6,7,6,13,1,1,6,0.9374368665610922,0.9374368665610922,11,1,0.09090909090909091,12,0,0.0
6,400000,400001,8300,7,6,6,7,1,-1,6,0.9374368665610922,0.9374368665610922,8,1,0.125,9,0,0.0
6,410000,410001,8510,6,7,6,10,1,1,6,0.9374368665610922,0.9374368665610922,11,2,0.18181818181818182,16,2,0.125
6,420000,420001,8720,7,8,7,6,1,1,7,0.9444002816030351,0.9444002816030351,10,1,0.1,13,0,0.0
6,430000,430001,8930,8,9,8,1,1,1,8,0.9499679070317291,0.9499679070317292,6,0,0.0,7,0,0.0
6,440000,440001,9140,9,10,9,12,1,1,9,0.9545214042184236,0.9545214042184236,4,0,0.0,5,0,0.0
6,450000,450001,9350,10,11,10,5,1,1,10,0.9583148474999099,0.9583148474999099,4,0,0.0,5,0,0.0
6,460000,460001,9560,11,10,10,5,1,-1,10,0.9583148474999099,0.9583148474999099,3,0,0.0,4,0,0.0
6,470000,470001,9770,10,9,9,14,1,-1,9,0.9545214042184236,0.9545214042184236,4,0,0.0,5,0,0.0
6,480000,480001,9980,9,8,8,6,1,-1,8,0.9499679070317291,0.9499679070317292,3,0,0.0,4,0,0.0
6,490000,490001,10190,8,7,7,4,1,-1,7,0.9444002816030351,0.9444002816030351,9,0,0.0,9,0,0.0
6,500000,500001,10400,7,8,7,4,1,1,7,0.9444002816030351,0.9444002816030351,19,8,0.42105263157894735,27,10,0.37037037037037035
6,510000,510001,10610,8,7,7,12,1,-1,7,0.9444002816030351,0.9444002816030351,11,1,0.09090909090909091,12,0,0.0
6,520000,520001,10820,7,6,6,2,1,-1,6,0.9374368665610922,0.9374368665610922,15,0,0.0,20,1,0.05
6,530000,530001,11030,6,7,6,12,1,1,6,0.9374368665610922,0.9374368665610922,17,3,0.17647058823529413,23,6,0.2608695652173913
6,540000,540001,11240,7,8,7,8,1,1,7,0.9444002816030351,0.9444002816030351,11,0,0.0,15,1,0.06666666666666667
6,550000,550001,11450,8,7,7,4,1,-1,7,0.9444002816030351,0.9444002816030351,11,0,0.0,13,0,0.0
6,560000,560001,11660,7,8,7,4,1,1,7,0.9444002816030351,0.9444002816030351,14,3,0.21428571428571427,19,6,0.3157894736842105
6,570000,570001,11870,8,9,8,6,1,1,8,0.9499679070317291,0.9499679070317292,7,2,0.2857142857142857,10,1,0.1
6,580000,580001,12080,9,10,9,5,1,1,9,0.9545214042184236,0.9545214042184236,5,0,0.0,7,1,0.14285714285714285
6,590000,590001,12290,10,9,9,13,1,-1,9,0.9545214042184236,0.9545214042184236,4,0,0.0,4,0,0.0
6,600000,600001,12500,9,8,8,3,1,-1,8,0.9499679070317291,0.9499679070317292,3,0,0.0,7,0,0.0
6,610000,610001,12710,8,9,8,0,1,1,8,0.9499679070317291,0.9499679070317292,5,2,0.4,7,1,0.14285714285714285
6,620000,620001,12920,9,8,8,4,1,-1,8,0.9499679070317291,0.9499679070317292,6,0,0.0,7,0,0.0
6,630000,630001,13130,8,9,8,14,1,1,8,0.9499679070317291,0.9499679070317292,8,0,0.0,8,0,0.0
6,640000,640001,13340,9,8,8,12,1,-1,8,0.9499679070317291,0.9499679070317292,5,0,0.0,5,0,0.0
