act,reg,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,pen_l2_total,pen_l2init_total,pen_shell_total
R,shell,0.001,0.001,0,1,0.1476666667,0.276666671,0.276666671,0.09000000358,0.09000000358,-0.2732096314,0.4768736362,-1.046092272,0.3000000119,47.71828815,0.07999999821,0.07999999821,-0.03933219239,0.2460680753,-0.5511636138,0.448333323,36.96560296,0.7887911797,0.6194189787,0.6599562764,0.003153729213,0.09792102093,0.0560345818,0.003153729213
R,shell,0.001,0.001,0,2,0.1643333333,0.2908333242,0.2908333242,0.1400000006,0.1400000006,-0.4513371885,0.6265246272,-1.550543666,0.1866666675,51.58072502,0.03999999911,0.03999999911,0.08641887456,0.2871702909,-0.3921951652,0.6000000238,45.52925284,0.8786042929,0.6605878472,0.7969833612,0.008505588833,0.1212704432,0.09162299518,0.008505588833
