arm,mode,seed,task,step,global_step,window_start,window_steps,loss,acc,advantage,confidence,online_acc_window,initial_positive_count,observed,down,up,net,conf,hist,label,correction,roundoff,conf_common,correction_common,zmean_l1,zsd_l1,outputsd_l1,gain_l1,ppos_l1,dead_l1,output_sd_ratio_l1,output_sd_ratio_n_l1,eff_rank_l1,zmean_l2,zsd_l2,outputsd_l2,gain_l2,ppos_l2,dead_l2,output_sd_ratio_l2,output_sd_ratio_n_l2,eff_rank_l2
R,base,1001,1,0,0,0,0,2.309206247,0.1024999991,-0.001901766052,2.307304859,nan,3285,True,0,0,0,0,0,0,0,0,0,0,0.002915133024,0.1344939023,0.07698073983,0.5083333254,0.5099416375,0.03999999911,1,96,37.9879403,-0.02183630131,0.05274239555,0.0218140278,0.3358333409,0.4661250114,0.08999999613,1,91,28.18148237
R,base,1002,1,0,0,0,0,2.305888414,0.1083333343,-0.001445810776,2.304442644,nan,2812,True,0,0,0,0,0,0,0,0,0,0,-0.07532576472,0.1381797642,0.05043400824,0.2791666687,0.4403500259,0.009999999776,1,99,38.99618072,0.0195098538,0.0492644161,0.03095142916,0.6791666746,0.5428333282,0.1400000006,1,86,29.53454524
R,base,1003,1,0,0,0,0,2.304617167,0.09666667134,0.0007610351313,2.305378199,nan,3529,True,0,0,0,0,0,0,0,0,0,0,0.06789471209,0.1295589507,0.08746940643,0.7158333659,0.5523416996,0.03999999911,1,96,38.62673064,-0.02305244841,0.05527948588,0.02556763217,0.3275000155,0.4745500088,0.1799999923,1,82,28.715069
R,base,1004,1,0,0,0,0,2.30488801,0.09833333641,-0.0007181740948,2.304169893,nan,2895,True,0,0,0,0,0,0,0,0,0,0,-0.02965964749,0.1370248497,0.06257596612,0.4091666639,0.4538916647,0.03999999911,1,96,39.65909923,-0.0265426375,0.0466985479,0.01826877706,0.2933333516,0.4367833138,0.1299999952,1,87,32.13170481
R,base,1005,1,0,0,0,0,2.303646326,0.1033333391,0.00072864705,2.304374695,nan,3581,True,0,0,0,0,0,0,0,0,0,0,0.02931751311,0.1314351708,0.08176867664,0.5841667056,0.5594667196,0,1,100,41.34882419,-0.0202185791,0.05435338989,0.02001981623,0.3591666818,0.4315083325,0.08999999613,1,91,30.59331751
R,base,1001,1,1,1,0,1,2.332672596,0.1050000042,0.002323054243,2.334995747,0,3285,True,4.518101692,3.908281565,-0.6098197699,-0.3387919962,0,-0.2710276246,0,-1.490116119e-07,0.03679268807,0,-0.3053207099,0.3053474128,0.01005631499,0.01416666713,0.3765749931,0.3299999833,1,96,,-0.04148342088,0.09640116245,0.01527611259,0.1950000077,0.4903000295,0.3400000036,1.670965195,91,
R,base,1002,1,1,1,0,1,2.381393671,0.09166666865,-0.0143166557,2.367076874,0.125,2812,True,4.084170341,4.210764885,0.1265944242,-0.4546827972,0,0.5812771916,0,5.960464478e-08,-0.03259408846,0,-0.2717185616,0.3134914637,0.01308163907,0.03083333373,0.4347416461,0.2699999809,1,99,,0.03277367726,0.1308205724,0.04449304193,0.7450000048,0.54080832,0.2699999809,1.63264668,86,
R,base,1003,1,1,1,0,1,2.313029528,0.1024999991,-0.0004796167195,2.312549829,0,3529,True,4.261496544,4.59164238,0.3301458359,0.7011967897,0,-0.3710511327,0,1.788139343e-07,0.07222643495,0,-0.2095112652,0.3329120576,0.02040476166,0.05083333328,0.4352833331,0.3299999833,1,96,,-0.2154947966,0.1003817767,0.0005369355786,0.001666666707,0.3346583545,0.4499999881,0.1231503636,82,
R,base,1004,1,1,1,0,1,2.31767869,0.1058333367,-0.001715891412,2.315962791,0.125,2895,True,4.820347786,3.279615879,-1.54073143,0.08560665697,0,-1.626336813,0,-1.311302185e-06,0.01246065274,0,-0.4625420868,0.3374140859,0.00401174929,0.004999999888,0.4054166377,0.4099999964,1,96,,-0.06383945793,0.09207960218,0.01314728335,0.1350000054,0.4428666532,0.2599999905,1.284463286,87,
R,base,1005,1,1,1,0,1,2.364992619,0.0958333388,-0.005025575403,2.359966993,0.0625,3581,True,4.345229626,4.847045422,0.5018159151,-1.455482244,0,1.95729804,0,1.192092896e-07,-0.175992012,0,-0.1584236324,0.3573600054,0.0300236512,0.08916667104,0.4997500181,0.2699999809,1,100,,0.003854626557,0.1203743815,0.03762425482,0.5225000381,0.5170000196,0.3100000024,2.299952507,91,
R,base,1001,1,10,10,1,9,2.332069635,0.09666667134,0.00548930699,2.337558985,0.08333333582,3285,True,22.99904251,6.417756081,-16.58128548,-14.39581299,0,-2.185469389,0,-3.001652658e-06,-1.127632141,0,-2.879795551,0.9076715112,0,0,0.2600750029,0.6200000048,0,96,,-0.1285668164,0.220263496,0.00958998315,0.02083333395,0.4593416452,0.4399999976,0.8861062527,91,
R,base,1002,1,10,10,1,9,2.344518185,0.1050000042,0.003463974921,2.347982168,0.09722222388,2812,True,23.65358734,6.271787643,-17.38180161,-10.99892521,0,-6.382872581,0,-2.324581146e-06,-1.557153463,0,-2.132436275,0.8966036439,0,0,0.2732666731,0.6200000048,0,99,,-0.4433321357,0.2907234728,0.0007146033458,0.0008333333535,0.4043416381,0.4799999893,0.2644350231,86,
R,base,1003,1,10,10,1,9,2.335052252,0.0958333388,0.001937275752,2.336989403,0.125,3529,True,20.09640694,8.725133896,-11.37127304,-6.788787365,0,-4.582480431,0,-4.708766937e-06,-0.9011109471,0,-1.927540779,0.9919652343,0,0,0.3172833323,0.5399999619,0,96,,-0.7659464478,0.2801451683,0,0,0.2805749774,0.5899999738,0,82,
R,base,1004,1,10,10,1,9,2.311885118,0.1075000018,0.002628304064,2.314513683,0.09722222388,2895,True,26.06786346,4.623621941,-21.44424248,-9.232940674,0,-12.21129608,0,-3.278255463e-06,-1.031878471,0,-3.453404188,1.045497179,0,0,0.2181166857,0.6899999976,0,96,,-0.2819598317,0.1688371003,0.0006827820907,0.0008333333535,0.3958666623,0.4599999785,0.2424916774,87,
R,base,1005,1,10,10,1,9,2.388395548,0.1075000018,0.01290542074,2.401300907,0.1388888955,3581,True,27.57009697,8.181792259,-19.38830566,-21.43917084,0,2.050868988,0,-4.380941391e-06,-2.24588418,0,-2.883602858,1.154869318,0,0,0.2092416734,0.6499999762,0,100,,-0.6486791372,0.2734496593,0,0,0.3653250039,0.5600000024,0,91,
R,base,1001,1,30,30,10,20,2.331132174,0.08416666836,-0.002331046388,2.328801155,0.09687499702,3285,True,20.90277481,2.992498636,-17.91027641,-16.01442909,0,-1.895846963,0,-7.199123502e-07,-1.616949797,0,-5.949294567,1.62365222,0,0,0.1442833245,0.8100000024,0,96,,-0.4013465345,0.2074504048,0.000871573342,0.001666666707,0.3182500005,0.4699999988,0.05839533731,91,
R,base,1002,1,30,30,10,20,2.322712898,0.1174999997,0.01425670367,2.336969614,0.1000000015,2812,True,16.57303047,2.427378416,-14.14565182,-10.36848831,0,-3.77716279,0,1.264270395e-07,-1.675485134,0,-4.63146162,1.340248346,0,0,0.1643916667,0.7400000095,0,99,,-0.4493809044,0.2621620297,0.0002601144661,0.0008333333535,0.342566669,0.4799999893,0.03286195919,86,
R,base,1003,1,30,30,10,20,2.305848837,0.1108333394,0.01014688704,2.315995693,0.08749999851,3529,True,21.32205772,4.533468723,-16.78859138,-8.430452347,0,-8.358138084,0,8.195638657e-07,-1.183314085,0,-5.195014,1.457701325,0,0,0.1764333248,0.7899999619,0,96,,-0.9924399853,0.2911606431,0,0,0.2426833361,0.5999999642,0,82,
R,base,1004,1,30,30,10,20,2.30325079,0.1208333373,0.0109475879,2.314198494,0.09062500298,2895,True,17.39353561,3.231287718,-14.16224861,-6.164945126,0,-7.997302055,0,-1.311302185e-06,-1.002036452,0,-6.52478981,1.812465429,0,0,0.1676499844,0.8100000024,0,96,,-0.4344140589,0.2137037665,0.0001643694995,0.0008333333535,0.321541667,0.4799999893,0.03997328505,87,
R,base,1005,1,30,30,10,20,2.315765142,0.1258333325,0.009157618508,2.3249228,0.09687499702,3581,True,22.42466736,1.449601531,-20.97506142,-19.06830406,0,-1.906758547,0,5.960464478e-08,-2.344707727,0,-6.156313419,1.897112846,0,0,0.1471666694,0.7799999714,0,100,,-0.5231460929,0.3013254702,0,0,0.3702249825,0.5699999928,0,91,
R,base,1001,1,75,75,30,45,2.305548906,0.1050000042,0.008898268454,2.314447165,0.07361111045,3285,True,11.44661427,3.031149864,-8.415466309,-7.973385334,0,-0.4420823157,0,1.362059265e-06,-1.061825156,0,-6.989743233,1.844402313,0,0,0.06872499734,0.8899999857,0,96,,-0.2699870765,0.1492099166,0.0003570931149,0.0008333333535,0.381008327,0.4899999797,0.202000007,91,
R,base,1002,1,75,75,30,45,2.302786827,0.1125000045,0.008045754395,2.3108325,0.07638888806,2812,True,12.27829647,2.150460243,-10.12783718,-8.365355492,0,-1.762486696,0,1.265434548e-06,-0.8961620331,0,-5.87740469,1.654993892,0,0,0.08180833608,0.8700000048,0,99,,-0.2384032458,0.1794475317,0.000962951628,0.0008333333535,0.4151249528,0.4599999785,0.2471052855,86,
R,base,1003,1,75,75,30,45,2.305637598,0.1066666692,0.003678718815,2.309316158,0.07916666567,3529,True,13.09208488,5.427369595,-7.664717674,-5.812952042,0,-1.851767302,0,1.145352144e-06,-0.6132482886,0,-6.018437862,1.654786348,0,0,0.1056500003,0.8399999738,0,96,,-0.6811235547,0.2529034913,0,0,0.2470999807,0.5899999738,0,82,
R,base,1004,1,75,75,30,45,2.302733183,0.113333337,0.002707010601,2.305440187,0.09861110896,2895,True,11.58944511,2.088867426,-9.500576973,-7.806177616,0,-1.694398403,0,1.45251397e-06,-1.030133247,0,-7.037008762,1.979597449,0,0,0.04849999771,0.8999999762,0,96,,-0.09569332749,0.1127209291,0.01482022461,0.09333333373,0.3867499828,0.3400000036,0.7130508423,87,
R,base,1005,1,75,75,30,45,2.301103592,0.125,0.005179926753,2.306283474,0.1041666642,3581,True,14.43849087,1.874021292,-12.56446934,-6.98169136,0,-5.582777977,0,1.095235348e-06,-0.9957743883,0,-7.375600815,2.097468376,0,0,0.05014166608,0.8999999762,0,100,,-0.329741627,0.1618421972,0.001409254852,0.001666666707,0.3783999979,0.4799999893,0.1121567264,91,
R,base,1001,1,150,150,75,75,2.298854113,0.1208333373,0.005487586837,2.304341793,0.08666666597,3285,True,4.386322498,2.538584471,-1.84773612,-5.270312786,0,3.422574043,0,3.268032742e-06,-0.6386092305,0,-7.038977146,1.8457973,0,0,0.03564999998,0.9199999571,0,96,,-0.1485326588,0.08579661697,0.004047230352,0.01416666713,0.3001666665,0.3400000036,0.4184762239,91,
R,base,1002,1,150,150,75,75,2.301545382,0.1099999994,0.001911144704,2.303456545,0.09666666389,2812,True,3.785748959,1.009683728,-2.776064634,-2.757018089,0,-0.01904981211,0,4.266141332e-06,-0.6297901273,0,-5.951729774,1.667424798,0,0,0.01247500069,0.9499999881,0,99,,-0.03790502995,0.03698220104,0.006920614745,0.04333333299,0.3934416771,0.1899999976,0.3585822582,86,
R,base,1003,1,150,150,75,75,2.302507401,0.1000000015,0.002542771399,2.305050135,0.1083333343,3529,True,14.45237637,4.925240993,-9.527142525,-12.15634918,0,2.629206419,0,2.489890903e-06,-0.9503086209,0,-6.029007912,1.645429134,0,0,0.02297500148,0.8899999857,0,96,,-0.03428031504,0.04914621264,0.01421855669,0.3125,0.3990416527,0.1700000018,0.6515880227,82,
R,base,1004,1,150,150,75,75,2.302628517,0.1075000018,0.001527883345,2.304156303,0.09749999642,2895,True,3.193374395,1.162872791,-2.030502319,-2.788135767,0,0.7576293945,0,4.400731996e-06,-0.4181043506,0,-7.043634415,1.981033087,0,0,0.008033333346,0.9399999976,0,96,,-0.02646673098,0.03846469149,0.01074295025,0.2333333343,0.3775083125,0.1700000018,0.5424177051,87,
R,base,1005,1,150,150,75,75,2.302179098,0.09916666895,0.001245803898,2.303424835,0.09833333641,3581,True,5.473120213,1.429881454,-4.043239117,-1.440814137,0,-2.602428913,0,3.979774192e-06,-0.3135561645,0,-7.719806671,2.099771738,0,0,0.005408333614,0.9399999976,0,100,,-0.01272947062,0.02351534367,0.009428837337,0.1908333451,0.4331166744,0.2399999946,0.2739463449,91,
R,base,1001,1,300,300,150,150,2.300711632,0.1016666666,0.003203425091,2.303915262,0.1000000015,3285,True,7.73134613,3.938981533,-3.79236412,-8.870376587,0,5.077996731,0,1.698109554e-05,-0.8603097796,0,-7.16254425,1.936080694,0,0,0.001633333275,0.9599999785,0,96,,-0.0120214643,0.0166502744,0.004544835538,0.06000000238,0.471450001,0.2299999893,0.2189493477,91,
R,base,1002,1,300,300,150,150,2.301639795,0.1058333367,0.001699371962,2.303339005,0.1141666695,2812,True,1.8020854,1.40877223,-0.3933129311,-2.765828848,0,2.372498989,0,1.66677637e-05,-0.4753102958,0,-6.006803036,1.694256902,0,0,0.002374999924,0.969999969,0,99,,-0.009040382691,0.01526575256,0.001870486769,0.01166666672,0.4361333251,0.3599999845,0.1032860801,86,
R,base,1003,1,300,300,150,150,2.2972188,0.1166666672,0.007492081728,2.304710865,0.09416666627,3529,True,9.227131844,6.051065922,-3.176068068,-8.424354553,0,5.248267174,0,1.772738324e-05,-0.9703074098,0,-6.359755039,1.735080004,0,0,0.01239166595,0.9399999976,0,96,,-0.03534639627,0.09253498167,0.02653746866,0.4074999988,0.4034000337,0.1599999964,0.9779796004,82,
