act,arm,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,wt_q10_l1,wt_med_l1,wt_q90_l1,wt_max_l1,wt_ratio0_med_l1,rowmean_abs_med_l1,b_med_l1,exceed_t1_frac_l1,exceed_2x0_frac_l1,bind_frac_l1,proj_rows_l1,proj_removed_l1,wt_q10_l2,wt_med_l2,wt_q90_l2,wt_max_l2,wt_ratio0_med_l2,rowmean_abs_med_l2,b_med_l2,exceed_t1_frac_l2,exceed_2x0_frac_l2,bind_frac_l2,proj_rows_l2,proj_removed_l2
LR,capT1,0,0.001,4,1,0.9696645833,1,1,0,0,-0.7326446176,1.472174287,-3.304898262,0.3744999766,75.95743905,0,0,0.895050168,1.315414548,0.1167549416,0.7802500129,47.85801647,3.512152672,2.064277411,3.560154676,0,3.213297799,3.497067765,3.750693493,3.918669552,6.054958011,0.006693200253,0.01267828699,0,1,nan,nan,nan,1.87862404,2.00888479,2.134111411,2.283748948,3.501610462,0.03858720745,0.08678718656,0,1,nan,nan,nan
LR,capT1,0,0.001,4,2,0.94120625,1,1,0,0,-1.478837729,1.310054541,-4.189044952,0.2042499781,77.36752799,0,0,0.6506902575,0.7915923595,-1.070831776,0.8357499838,45.8154476,3.510214806,2.026243687,6.107005119,0,3.213297793,3.497066855,3.750693488,3.918484062,6.054958254,0.01054281067,-0.01828708872,0,1,1,2408674,282.6473157,1.878623999,2.008884793,2.13409848,2.283748652,3.501610489,0.01334014027,0.1539537236,0,1,1,2444608,98.29330277
LR,capT1,0,0.001,4,3,0.9508,1,1,0,0,-1.44920516,1.269334674,-3.34787631,0.1982499808,78.35376937,0,0,0.2575261891,0.7941965461,-1.167535663,0.6804999709,60.18071648,3.522944689,2.031853199,7.252600193,0,3.213291669,3.497067715,3.750693361,3.918669278,6.05494803,0.01265374924,-0.04855879396,0,1,0.98,2303979,298.1959741,1.878623873,2.008884631,2.134111373,2.283748931,3.501610341,0.01881681619,0.165906772,0,1,0.99,2194485,71.75332034
LR,capT1,0,0.001,4,4,0.9565041667,1,1,0,0,-1.324210286,1.253716469,-3.932688713,0.2154999822,77.40307964,0,0,0.5143581033,0.8110186458,-1.079925179,0.7847500443,55.20513898,3.512467623,2.047925711,8.208618164,0,3.213298057,3.497067766,3.750693425,3.918669378,6.054957816,0.01088393287,-0.04860833287,0,1,0.98,2271789,221.2610011,1.878623988,2.008882578,2.134111322,2.283749034,3.501610323,0.02104616114,0.1749424189,0,1,1,2305958,60.23303485
LR,capT1,0,0.001,4,5,0.9511458333,1,1,0,0,-1.490371108,1.239929676,-3.830962658,0.1884999871,75.45989655,0,0,0.2776948214,0.7057449818,-1.17165184,0.715749979,58.26091879,3.545743942,2.054485798,9.273001671,0,3.213297773,3.497067733,3.75069318,3.918378021,6.054958064,0.01593068897,-0.04865539633,0,1,0.98,2358770,230.3901069,1.878617695,2.008884775,2.134111528,2.283748977,3.501610489,0.0215768476,0.1897445545,0,1,0.98,2239109,63.60178185
LR,capT1,0,0.001,4,6,0.9570979167,1,1,0,0,-1.41095829,1.193951607,-3.935602188,0.1944999844,66.19189342,0,0,0.6270594597,0.7729253769,-0.797167182,0.836499989,51.0238458,3.518460751,2.048534393,9.726569176,0,3.213291586,3.496999648,3.750693591,3.918669668,6.054893744,0.01605516043,-0.07018062845,0,1,0.99,2139227,210.0288584,1.878612274,2.008864087,2.13411153,2.28374884,3.501610484,0.02196369252,0.1965494156,0,1,0.99,2194936,52.52213764
LR,capT1,0,0.001,4,7,0.9455020833,1,1,0,0,-1.564465284,1.226599932,-3.615563154,0.1749999672,73.1691687,0,0,-0.01205263659,0.7361912727,-1.824278593,0.5567499995,61.88949233,3.526301146,2.057988405,10.35295391,0,3.213297655,3.497061161,3.750693113,3.918669558,6.05495808,0.01791262707,-0.09454902634,0,1,0.93,2125701,270.572113,1.875656571,2.006158291,2.133526182,2.283459302,3.498864767,0.02334761559,0.1839827523,0,1,0.75,2012432,59.07383609
LR,capT1,0,0.001,4,8,0.950025,1,1,0,0,-1.526984453,1.192409635,-3.25923562,0.1622499973,79.63588633,0,0,-0.05341721699,0.7549971342,-2.129047155,0.5365000367,66.00021842,3.535905361,2.060342073,10.78703213,0,3.213296394,3.497067668,3.75068288,3.918669435,6.054924252,0.01602331651,-0.11559394,0,1,0.92,2110570,286.3160717,1.866927873,2.008882827,2.134111364,2.283748943,3.497711966,0.02172216596,0.1669365689,0,1,0.81,1885359,55.4616245
LR,capT1,0,0.001,4,9,0.9513541667,1,1,0,0,-1.442277789,1.176803231,-4.726742744,0.1869999766,74.3991762,0,0,0.3212096989,0.6835853457,-1.403459787,0.742749989,57.93540015,3.530101538,2.057710171,11.43546009,0,3.213297929,3.497059918,3.750693331,3.918669492,6.054958138,0.01905362756,-0.1103907824,0,1,0.98,2181610,202.2983427,1.878624021,2.008884542,2.134111265,2.283749015,3.501610552,0.02423631576,0.1800361425,0,1,1,2286179,54.16070986
LR,capT1,0,0.001,4,10,0.9424354167,0.9933333397,0.9933333397,0,0,-1.655739069,1.196555376,-3.962406874,0.1674999744,75.95526665,0,0,-0.3197973371,0.7336498499,-2.611308575,0.3894999623,66.09142175,3.537553072,2.077736378,11.89829731,0,3.207970247,3.494776215,3.747985329,3.91866956,6.054075008,0.0193516328,-0.1608614251,0,1,0.61,2118197,309.1051333,1.876699861,2.00757616,2.134075077,2.281275729,3.489394168,0.02851408509,0.1414590999,0,1,0.29,1942288,61.65804362
