arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,steps,stop_step,tc,hit99,hit999,correct_at_hit_plus_500,hit_plus_500_observed,min_correct_after_hit
LR,std,0,0,0.001,1,none,1,1,1,0,0,-6.470755577,35.141716,-14.14564514,0.4705001414,78.59431303,0,0,-42.08223343,39.55121613,-76.05792999,0.2147499621,77.59452944,10.7273941,1.861918569,0.9301115274,600,600,300600,100,100,1200,1,1200
LR,std,1,1,0.001,1,none,1,1,1,0,0,-7.233725071,37.36571503,-19.8237381,0.4795001447,77.50173548,0,0,-41.44100189,40.29382706,-73.95579529,0.2237499803,77.62065085,10.6457653,1.887215137,0.949000597,600,600,300600,100,100,1200,1,1200
LR,std,2,2,0.001,1,none,1,1,1,0,0,-9.268180847,35.85299683,-19.13564873,0.4517500997,77.16768831,0,0,-39.60896683,40.11578751,-67.12011719,0.2199999839,78.70297427,10.67817211,1.910807371,0.9834325314,600,600,300600,100,100,1200,1,1200
LR,std,3,3,0.001,1,none,1,1,1,0,0,-7.576377869,36.59786606,-20.10285568,0.4690001607,77.34565029,0,0,-43.04029083,40.9870491,-68.92299652,0.2132499814,78.69947495,10.85501862,1.922090769,1.00719285,600,600,300600,100,100,1200,1,1200
LR,std,4,4,0.001,1,none,1,1,1,0,0,-5.562394142,34.92644882,-12.24738407,0.4795001447,77.94633564,0,0,-39.65930939,39.44589996,-66.47018433,0.2237500101,75.17249854,10.63874245,1.867747068,0.9652816057,600,600,300600,100,100,1200,1,1200
LR,std,5,5,0.001,1,none,1,1,1,0,0,-6.966351032,35.11225128,-21.60534859,0.4727500975,78.08517318,0,0,-41.18037796,40.35679626,-59.79049683,0.2109999657,78.23254913,10.70375347,1.889114618,0.9622352123,600,600,300600,100,100,1200,1,1200
LR,std,6,6,0.001,1,none,1,1,1,0,0,-5.682177544,36.02442932,-13.8410387,0.4870001376,77.88783025,0,0,-42.85819244,39.30796814,-72.02262115,0.2087499946,80.02066425,10.6744976,1.840212464,0.9429851174,600,600,300600,100,100,1200,1,1200
LR,std,7,7,0.001,1,none,1,1,1,0,0,-6.67943716,35.96094513,-21.47097015,0.4742500782,78.03381303,0,0,-41.301754,41.0985527,-76.24401855,0.2102499753,76.20152036,10.98502922,1.923587441,0.9508658051,600,600,300600,100,100,1200,1,1200
LR,std,8,8,0.001,1,none,1,1,1,0,0,-6.468118668,36.61375046,-15.12872791,0.4780001044,78.55983381,0,0,-43.71747971,41.00959778,-69.69480896,0.2102499753,79.4326975,10.95043564,1.897469282,1.02057898,600,600,300600,100,100,1200,1,1200
LR,std,9,9,0.001,1,none,1,1,1,0,0,-5.198493004,36.36776733,-15.07132339,0.490750134,78.56241742,0,0,-44.66366959,40.57008362,-78.80781555,0.1989999861,74.76071547,10.91620827,1.894332409,0.964407742,600,600,300600,100,100,1200,1,1200
