registered,arm,n_seeds,n_seeds_with_units,pred_kind,start_record,seedmed_n_units,seedmed_n_units_ff,seedmed_med_d_wmu,seedmed_med_d_b,seedmed_share_of_medians,seedmed_med_share_unit,seedmed_share_of_medians_ff,seedmed_med_share_unit_ff,seedmed_share_of_medians_incl_nodesc,seedmed_med_pred,seedmed_med_pred_meanrecip,seedmed_med_pred_ff,seedmed_med_t_sub,seedmed_med_win_len,seedmed_frac_routes_same_sign,seedmed_frac_share_outside01,seedmed_med_frac_db_ff,seedmed_med_frac_dwmu_ff,seedmed_frac_share_ff_outside01,diff_share_minus_pred,diff_medshare_minus_pred,diff_ff_minus_pred,n_ok_total,n_never_submerged_total,n_submerged_at_start_total,n_degenerate_denom_total,n_no_descent_total,seed_share_of_medians
0,E_1216,10,10,oracle,1,82.5,82.5,-1.0891736361207478,-0.11191621619079489,0.10447878705875885,0.09099435505169254,0.0967424540524462,0.09543984129893704,0.11835982722977666,0.09758305318051957,0.09758305318051957,0.09758305318051957,166000.0,165.0,0.7783993115318417,0.22160068846815834,0.3019342677404196,0.2004947834216283,0.18836276083467096,0.006895733878239274,-0.006588698128827036,-0.0008405991280733688,811,4,128,0,57,"[0.1025, 0.0675, 0.0928, 0.084, 0.1162, 0.154, 0.1306, 0.1064, 0.1202, 0.0936]"
0,E_933,10,10,oracle,1,85.0,85.0,-0.6890117928329336,-0.13762527066842878,0.15797973622175543,0.14676774536240747,0.16392256474820432,0.15152360746720647,0.16822343439363743,0.15520987556979482,0.15520987556979482,0.15520987556979482,141000.0,140.0,0.7440476190476191,0.25595238095238093,0.3554588472618515,0.21825249202647984,0.09428571428571428,0.0027698606519606095,-0.00844213020738735,0.008712689178409505,841,0,102,0,57,"[0.182, 0.1852, 0.1596, 0.1564, 0.1459, 0.1857, 0.1478, 0.1121, 0.1292, 0.233]"
0,E_off,10,10,raw,1,82.0,82.0,-0.8196606380209561,-0.11503058551231549,0.11912259288359137,0.09340067187778223,0.1064445833208165,0.10055386046861862,0.1313967272952976,0.10625033880847834,0.10805755904211684,0.10625033880847834,161000.0,160.0,0.7502734802312861,0.24972651976871385,0.3122360733905446,0.1842049389321532,0.21799335337869916,0.012872254075113027,-0.012849666930696113,0.0001942445123381542,821,1,124,0,54,"[0.1177, 0.146, 0.1249, 0.0885, 0.1205, 0.1732, 0.1046, 0.0913, 0.1151, 0.1448]"
0,LR_1216,10,10,oracle,1,74.5,74.5,-1.2380521497858883,-0.11444888312032608,0.08949661949725707,0.09660412037042423,0.10942053230822293,0.0944627740221834,0.08949661949725707,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,40.0,0.9643451143451143,0.03565488565488566,0.18002242779626654,0.11053646522789154,0.2602564102564103,-0.008086433683262506,-0.0009789328100953398,0.01183747912770336,740,0,260,0,0,"[0.099, 0.0895, 0.0787, 0.0958, 0.087, 0.0786, 0.0895, 0.0962, 0.0831, 0.1085]"
0,LR_933,10,10,oracle,1,81.0,81.0,-1.0897802577189069,-0.170283628677522,0.13524376738594068,0.1314988327168577,0.1876573548212752,0.15666551085709612,0.13524376738594068,0.15520987556979482,0.15520987556979482,0.15520987556979482,61000.0,60.0,0.9629629629629629,0.037037037037037035,0.1483489998606567,0.08555047965685508,0.16691358024691358,-0.019966108183854137,-0.023711042852937125,0.03244747925148039,801,0,199,0,0,"[0.1364, 0.1438, 0.1307, 0.1318, 0.1308, 0.1264, 0.1694, 0.1341, 0.1567, 0.1562]"
0,LR_off,10,10,raw,1,77.5,77.5,-1.1648756869799923,-0.13441298084669606,0.09598811571730675,0.09766891195130059,0.12055001870307235,0.11975125630157327,0.09598811571730675,0.11119691119691119,0.11138411138411139,0.11119691119691119,44000.0,43.0,0.9622507122507122,0.03774928774928775,0.19192486326211125,0.11766427639047228,0.24322344322344322,-0.015208795479604437,-0.0135279992456106,0.009353107506161154,759,0,241,0,0,"[0.0957, 0.1154, 0.0803, 0.1073, 0.0848, 0.1403, 0.0876, 0.0962, 0.0838, 0.1168]"
0,R_1216,10,10,oracle,1,73.5,73.5,-1.1951518207946314,-0.11302473936444574,0.0915823211245623,0.08938003596444534,0.12572239569242452,0.09735984451309626,0.0915823211245623,0.09758305318051957,0.09758305318051957,0.09758305318051957,43500.0,42.5,0.9497721623860812,0.05022783761391881,0.17688683444988584,0.10061191138884049,0.2697505197505198,-0.006000732055957275,-0.008203017216074235,0.028139342511904947,736,0,264,0,0,"[0.0908, 0.0864, 0.0729, 0.0923, 0.0791, 0.083, 0.097, 0.0967, 0.1014, 0.0955]"
0,R_933,10,10,oracle,1,80.5,80.5,-1.0779221407925874,-0.15633037513724504,0.12454700844515496,0.13704258775611045,0.15163861060067524,0.1570122477431038,0.12454700844515496,0.15520987556979482,0.15520987556979482,0.15520987556979482,71000.0,70.0,0.9411764705882353,0.058823529411764705,0.11503832359586585,0.08953155322992162,0.19848804500703235,-0.030662867124639864,-0.018167287813684374,-0.003571264969119581,797,0,203,0,0,"[0.1336, 0.1406, 0.1221, 0.1252, 0.1215, 0.1138, 0.1522, 0.1239, 0.1203, 0.1719]"
0,R_off,10,10,raw,1,77.0,77.0,-1.1950090739724466,-0.12759392111710338,0.09804534057846373,0.09691838742388087,0.15134367368271423,0.1022311161638176,0.09804534057846373,0.11047872393791681,0.11138411138411138,0.11047872393791681,51250.0,50.25,0.9543589743589743,0.04564102564102564,0.17114340817270982,0.10952030169802313,0.22835365853658537,-0.012433383359453085,-0.013560336514035945,0.040864949744797416,754,0,246,0,0,"[0.1046, 0.1071, 0.0829, 0.0883, 0.0778, 0.1401, 0.0907, 0.1032, 0.0929, 0.1169]"
