registered,arm,seed,pred_kind,target_mu_norm,n_units,med_d_wmu,med_d_b,share_of_medians,med_share_unit,share_of_medians_ff,med_share_unit_ff,share_of_medians_incl_nodesc,med_pred,med_pred_meanrecip,med_pred_ff,med_t_sub,med_win_len,frac_routes_same_sign,frac_share_outside01,n_units_ff,n_ok,n_never_submerged,n_submerged_at_start,n_degenerate_denom,n_no_descent
0,E_off,6,raw,nan,89,-0.9574475100788362,-0.11183954968336574,0.10459263362659384,0.09590200618322146,0.1053436542581158,0.075958425821586,0.08745394920127171,0.08888888888888889,0.08996810516763183,0.08888888888888889,201000.0,200.0,0.7752808988764045,0.2247191011235955,89,89,0,8,0,3
0,E_off,7,raw,nan,78,-0.5833702989295009,-0.05858159467708379,0.0912554277984342,0.07904377509287808,0.2244305638074765,0.09314922885086459,0.09236767829113687,0.10256410256410256,0.10378217066224579,0.10256410256410256,161000.0,160.0,0.6923076923076923,0.3076923076923077,78,78,0,16,0,6
0,E_off,8,raw,nan,89,-0.47549826008919993,-0.06187012583838669,0.1151354033073394,0.08668092704891134,0.1441307285151403,0.09765274708144148,0.12132962929982376,0.10993657505285412,0.11485343133546906,0.10993657505285412,131000.0,130.0,0.6179775280898876,0.38202247191011235,89,89,0,9,0,2
0,E_off,9,raw,nan,88,-0.5042766556685434,-0.08538384770107332,0.14480170744546578,0.090899337572343,0.41859129661019195,0.08382099979166852,0.1325482572020722,0.11726384364820845,0.11796692674435622,0.11726384364820845,161000.0,160.0,0.6590909090909091,0.3409090909090909,88,88,0,8,0,4
0,LR_1216,0,oracle,3.041,70,-1.3458777186042132,-0.14795646228072146,0.09904476960961846,0.09828473790058043,0.08556146496640239,0.09255964783579282,0.09904476960961846,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,40.0,0.9285714285714286,0.07142857142857142,70,70,0,30,0,0
0,LR_1216,1,oracle,3.041,81,-1.1751920529107949,-0.11554736866786719,0.08952029103329384,0.09906005395609019,0.06558556019941163,0.08802441794246217,0.08952029103329384,0.09758305318051957,0.09758305318051957,0.09758305318051957,34000.0,33.0,0.9259259259259259,0.07407407407407407,81,81,0,19,0,0
0,LR_1216,2,oracle,3.041,78,-1.2317397628034072,-0.10526022633468754,0.07872866655933497,0.07711377896001562,0.12567372375549565,0.09195591304712974,0.07872866655933497,0.09758305318051957,0.09758305318051957,0.09758305318051957,51000.0,50.0,0.9487179487179487,0.05128205128205128,78,78,0,22,0,0
0,LR_1216,3,oracle,3.041,70,-1.2443645367683693,-0.13180434280201103,0.09577628498848077,0.09492350284026804,0.10977909898828896,0.08735596191203365,0.09577628498848077,0.09758305318051957,0.09758305318051957,0.09758305318051957,46000.0,45.0,0.9714285714285714,0.02857142857142857,70,70,0,30,0,0
0,LR_1216,4,oracle,3.041,70,-1.1891105101507091,-0.11335039757278498,0.08702786924400245,0.0863917471605988,0.0710503454153214,0.0942833569910762,0.08702786924400245,0.09758305318051957,0.09758305318051957,0.09758305318051957,41500.0,40.5,0.9428571428571428,0.05714285714285714,70,70,0,30,0,0
0,LR_1216,5,oracle,3.041,74,-1.2478715315605475,-0.10640801084056306,0.07857167409610558,0.09890240086244176,0.175612110652064,0.10141945260596769,0.07857167409610558,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,40.0,0.9594594594594594,0.04054054054054054,74,74,0,26,0,0
0,LR_1216,6,oracle,3.041,77,-1.4282884463911927,-0.14035077546727148,0.08947294796122031,0.10090346067476759,0.1976930544340776,0.1030494418750555,0.08947294796122031,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,40.0,0.987012987012987,0.012987012987012988,77,77,0,23,0,0
0,LR_1216,7,oracle,3.041,65,-0.9680387404393684,-0.10298495695400867,0.09615562867997238,0.09314090607516783,0.19632790760605867,0.10174030556850491,0.09615562867997238,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,30.0,0.9692307692307692,0.03076923076923077,65,65,0,35,0,0
0,LR_1216,8,oracle,3.041,80,-1.0210154071021111,-0.09252149709467294,0.08308794863104292,0.08442725595051637,0.10565266270209887,0.09762166641936582,0.08308794863104292,0.09758305318051957,0.09758305318051957,0.09758305318051957,34500.0,33.5,1.0,0.0,80,80,0,20,0,0
0,LR_1216,9,oracle,3.041,75,-1.384898009979981,-0.16853848489874484,0.1084939651246589,0.10037340443299086,0.10906196562815691,0.09464219105329057,0.1084939651246589,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,30.0,0.9733333333333334,0.02666666666666667,75,75,0,25,0,0
0,LR_933,0,oracle,2.333,75,-1.0947284605220347,-0.17289150463487735,0.13639064497810746,0.1498131528264193,0.21072809855215432,0.17126457889519073,0.13639064497810746,0.15520987556979482,0.15520987556979482,0.15520987556979482,71000.0,70.0,0.9733333333333334,0.02666666666666667,75,75,0,25,0,0
0,LR_933,1,oracle,2.333,86,-1.0460834945169397,-0.1756582533517741,0.14377691002063558,0.14794750586488037,0.19049818885630881,0.16569809296634966,0.14377691002063558,0.15520987556979482,0.15520987556979482,0.15520987556979482,101000.0,100.0,0.9302325581395349,0.06976744186046512,86,86,0,14,0,0
0,LR_933,2,oracle,2.333,85,-1.084832054915779,-0.16306748415057215,0.13067356709865874,0.1254809663118271,0.24646342367591775,0.15378860337221606,0.13067356709865874,0.15520987556979482,0.15520987556979482,0.15520987556979482,61000.0,60.0,0.9176470588235294,0.08235294117647059,85,85,0,15,0,0
0,LR_933,3,oracle,2.333,81,-1.1088949474641367,-0.1682897430699022,0.13176617627598866,0.13329839820016814,0.167733489362191,0.16157560621503622,0.13176617627598866,0.15520987556979482,0.15520987556979482,0.15520987556979482,81000.0,80.0,0.9629629629629629,0.037037037037037035,81,81,0,19,0,0
0,LR_933,4,oracle,2.333,76,-1.1451154403754735,-0.17227751428514182,0.1307715466942995,0.12398913352945867,0.1658588126903333,0.1591147273358756,0.1307715466942995,0.15520987556979482,0.15520987556979482,0.15520987556979482,61000.0,60.0,0.9605263157894737,0.039473684210526314,76,76,0,24,0,0
0,LR_933,5,oracle,2.333,81,-0.9731940982284613,-0.1407644537951931,0.12636417534519187,0.12807134002222412,0.2184074348769497,0.16998681402032761,0.12636417534519187,0.15520987556979482,0.15520987556979482,0.15520987556979482,71000.0,70.0,0.9629629629629629,0.037037037037037035,81,81,0,19,0,0
0,LR_933,6,oracle,2.333,79,-1.1840903479534726,-0.2414531651219062,0.1693762153924086,0.1538198981745155,0.33588328200632667,0.15270403186459222,0.1693762153924086,0.15520987556979482,0.15520987556979482,0.15520987556979482,61000.0,60.0,0.9746835443037974,0.02531645569620253,79,79,0,21,0,0
0,LR_933,7,oracle,2.333,72,-0.9515678973380481,-0.14736324879378626,0.1340968897937739,0.12969926723354724,0.17832720067871694,0.15421629437831663,0.1340968897937739,0.15520987556979482,0.15520987556979482,0.15520987556979482,52000.0,51.0,0.9583333333333334,0.041666666666666664,72,72,0,28,0,0
0,LR_933,8,oracle,2.333,85,-0.8103695704334761,-0.15052968482106388,0.15665501247702487,0.12865064193371017,0.13057131977563258,0.14743855142201392,0.15665501247702487,0.15520987556979482,0.15520987556979482,0.15520987556979482,61000.0,60.0,0.9882352941176471,0.011764705882352941,85,85,0,15,0,0
0,LR_933,9,oracle,2.333,81,-1.1116852493070049,-0.20582829358081867,0.15622480291904173,0.15742566619971726,0.1848165207862416,0.1539144789930036,0.15622480291904173,0.15520987556979482,0.15520987556979482,0.15520987556979482,41000.0,40.0,0.9876543209876543,0.012345679012345678,81,81,0,19,0,0
0,LR_off,0,raw,nan,70,-1.28997019405386,-0.13656603997662087,0.09573261212634776,0.09990316664860371,0.1224614421249458,0.1048412984368709,0.09573261212634776,0.10256410256410256,0.10283454185893211,0.10256410256410256,42000.0,41.0,0.9428571428571428,0.05714285714285714,70,70,0,30,0,0
0,LR_off,1,raw,nan,82,-1.2369597066654263,-0.16131768772093852,0.11536887342138068,0.11544155996696076,0.1186385952811989,0.13724148005885436,0.11536887342138068,0.13793103448275862,0.13971438523162663,0.13793103448275862,76500.0,75.5,0.9390243902439024,0.06097560975609756,82,82,0,18,0,0
0,LR_off,2,raw,nan,81,-1.161763172291181,-0.10146776883117292,0.0803240053168908,0.08968165732014835,0.11772857099072193,0.14024772784671857,0.0803240053168908,0.11560693641618497,0.11720487212497305,0.11560693641618497,51000.0,50.0,0.9259259259259259,0.07407407407407407,81,81,0,19,0,0
0,LR_off,3,raw,nan,76,-1.140246984539239,-0.13708846836993183,0.10732377940165101,0.10413837328940691,0.13553441057348,0.12018314736675234,0.10732377940165101,0.11428571428571428,0.11466011466011465,0.11428571428571428,61000.0,60.0,0.9736842105263158,0.02631578947368421,76,76,0,24,0,0
0,LR_off,4,raw,nan,70,-1.1679882016688037,-0.10815797214325729,0.08475359199657467,0.08360869152297086,0.08579563860845159,0.08887135681451773,0.08475359199657467,0.09302325581395349,0.09322493224932246,0.09302325581395349,41000.0,40.0,0.9285714285714286,0.07142857142857142,70,70,0,30,0,0
0,LR_off,5,raw,nan,81,-1.0348150073937852,-0.1688956325676556,0.1403124862077035,0.14105096449651536,0.18057974197568927,0.17419828710405533,0.1403124862077035,0.16,0.16168144499178982,0.16,81000.0,80.0,0.9629629629629629,0.037037037037037035,81,81,0,19,0,0
0,LR_off,6,raw,nan,77,-1.3782011235781235,-0.13225992171677126,0.08756261681078276,0.09257543829409995,0.223239899577668,0.1243568853215229,0.08756261681078276,0.0975609756097561,0.0980297370541273,0.0975609756097561,31000.0,30.0,1.0,0.0,77,77,0,23,0,0
0,LR_off,7,raw,nan,64,-1.065600863622123,-0.11347890431988938,0.09624361930826576,0.09543465725399747,0.2449565974092269,0.11931936523639419,0.09624361930826576,0.10810810810810811,0.10810810810810811,0.10810810810810811,46000.0,45.0,1.0,0.0,64,64,0,36,0,0
0,LR_off,8,raw,nan,80,-0.9522118394769673,-0.08707613475146547,0.08378441482122485,0.08837420061662335,0.06953701919640258,0.07286848335781865,0.08378441482122485,0.08888888888888889,0.08888888888888889,0.08888888888888889,31000.0,30.0,0.9875,0.0125,80,80,0,20,0,0
0,LR_off,9,raw,nan,78,-1.3329052688592142,-0.17623024727406056,0.11677562776177967,0.11679281076199932,0.10910935708484745,0.10365964017412958,0.11677562776177967,0.11650485436893206,0.11684411684411682,0.11650485436893206,31000.0,30.0,0.9615384615384616,0.038461538461538464,78,78,0,22,0,0
0,R_1216,0,oracle,3.041,68,-1.2756254352933603,-0.1274530037452838,0.09083811724212053,0.10029599524591373,0.13646973673764803,0.09363243181288039,0.09083811724212053,0.09758305318051957,0.09758305318051957,0.09758305318051957,46500.0,45.5,0.9558823529411765,0.04411764705882353,68,68,0,32,0,0
0,R_1216,1,oracle,3.041,81,-1.1845010198073709,-0.1119558671472336,0.08635525660264685,0.09449641822237947,0.18453031332026368,0.11197921845200154,0.08635525660264685,0.09758305318051957,0.09758305318051957,0.09758305318051957,51000.0,50.0,0.9259259259259259,0.07407407407407407,81,81,0,19,0,0
0,R_1216,2,oracle,3.041,78,-1.2157129175231196,-0.09559947943433011,0.07290366479882535,0.0790768105244237,0.0835168265477621,0.08836993908337144,0.07290366479882535,0.09758305318051957,0.09758305318051957,0.09758305318051957,56500.0,55.5,0.9102564102564102,0.08974358974358974,78,78,0,22,0,0
0,R_1216,3,oracle,3.041,71,-1.205802621781892,-0.1226515580554075,0.09232652500700406,0.09322414780836186,0.1159906093344135,0.09626066612666909,0.09232652500700406,0.09758305318051957,0.09758305318051957,0.09758305318051957,51000.0,50.0,0.9436619718309859,0.056338028169014086,71,71,0,29,0,0
0,R_1216,4,oracle,3.041,72,-1.1733172731538861,-0.10075280655406149,0.07907948562543501,0.08020746009317183,0.07903685758867036,0.09845902289952344,0.07907948562543501,0.09758305318051957,0.09758305318051957,0.09758305318051957,40500.0,39.5,0.9305555555555556,0.06944444444444445,72,72,0,28,0,0
0,R_1216,5,oracle,3.041,74,-1.1284191919378292,-0.10208777854035883,0.08296399857100073,0.08463458601723012,0.13545418205043555,0.11154451708448138,0.08296399857100073,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,30.0,0.9594594594594594,0.04054054054054054,74,74,0,26,0,0
0,R_1216,6,oracle,3.041,76,-1.3481220623054835,-0.14484895370825468,0.09702060666589779,0.09667601651127616,0.14280559016741015,0.08511538503480126,0.09702060666589779,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,30.0,1.0,0.0,76,76,0,24,0,0
0,R_1216,7,oracle,3.041,65,-1.006844050767576,-0.10778443077890654,0.09669987135925495,0.08437295806640731,0.2453071519117842,0.11547264598574916,0.09669987135925495,0.09758305318051957,0.09758305318051957,0.09758305318051957,51000.0,50.0,0.9846153846153847,0.015384615384615385,65,65,0,35,0,0
0,R_1216,8,oracle,3.041,78,-1.0111710955438156,-0.11409361158165787,0.10139268641341632,0.08553592412052882,0.09872823413175665,0.08893097460538266,0.10139268641341632,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,30.0,0.9102564102564102,0.08974358974358974,78,78,0,22,0,0
0,R_1216,9,oracle,3.041,73,-1.25409416009877,-0.13233814404462985,0.09545229409985098,0.09792782637893697,0.11392037145112607,0.10550533453045606,0.09545229409985098,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,30.0,0.958904109589041,0.0410958904109589,73,73,0,27,0,0
0,R_933,0,oracle,2.333,75,-1.0572385835874272,-0.16309187712865214,0.1336456659722738,0.14821127634764786,0.1687408522953872,0.16187493093594738,0.1336456659722738,0.15520987556979482,0.15520987556979482,0.15520987556979482,81000.0,80.0,0.9466666666666667,0.05333333333333334,75,75,0,25,0,0
0,R_933,1,oracle,2.333,85,-1.102737774601228,-0.18046955709340828,0.14063943731920203,0.1569032664846827,0.0677816472601563,0.16299613147516084,0.14063943731920203,0.15520987556979482,0.15520987556979482,0.15520987556979482,91000.0,90.0,0.9411764705882353,0.058823529411764705,85,85,0,15,0,0
0,R_933,2,oracle,2.333,85,-1.0228870416034894,-0.14220381961259632,0.12205384519467295,0.1324736927470334,0.1289727755558704,0.1620665548721317,0.12205384519467295,0.15520987556979482,0.15520987556979482,0.15520987556979482,71000.0,70.0,0.9411764705882353,0.058823529411764705,85,85,0,15,0,0
0,R_933,3,oracle,2.333,81,-1.0986056979977477,-0.15718596658798933,0.12516882459149156,0.13107450547899588,0.18238648513281444,0.15256424298800572,0.12516882459149156,0.15520987556979482,0.15520987556979482,0.15520987556979482,73000.0,72.0,0.9135802469135802,0.08641975308641975,81,81,0,19,0,0
0,R_933,4,oracle,2.333,76,-1.1241727085676545,-0.15547478368650075,0.12149813493763435,0.1362955936733154,0.11913525416613645,0.15523235378592914,0.12149813493763435,0.15520987556979482,0.15520987556979482,0.15520987556979482,66000.0,65.0,0.9210526315789473,0.07894736842105263,76,76,0,24,0,0
0,R_933,5,oracle,2.333,81,-0.9752292662805573,-0.12526746075549844,0.1138281084150778,0.13778958183890552,0.20323037653940926,0.14536302543743396,0.1138281084150778,0.15520987556979482,0.15520987556979482,0.15520987556979482,61000.0,60.0,0.9382716049382716,0.06172839506172839,81,81,0,19,0,0
0,R_933,6,oracle,2.333,79,-1.1176125244913662,-0.20057892709127736,0.1521622119840474,0.1549686021772864,0.24626994729394958,0.15879214170027844,0.1521622119840474,0.15520987556979482,0.15520987556979482,0.15520987556979482,61000.0,60.0,0.9620253164556962,0.0379746835443038,79,79,0,21,0,0
0,R_933,7,oracle,2.333,72,-0.9376924879955562,-0.13264132340128007,0.12392519229881833,0.1220645958729851,0.14808221937335683,0.16154114837206976,0.12392519229881833,0.15520987556979482,0.15520987556979482,0.15520987556979482,71000.0,70.0,0.9305555555555556,0.06944444444444445,72,72,0,28,0,0
0,R_933,8,oracle,2.333,83,-0.9443887518273533,-0.1291244514951015,0.12028212703436675,0.11015915425118213,0.12570833098286277,0.1398288172871818,0.12028212703436675,0.15520987556979482,0.15520987556979482,0.15520987556979482,81000.0,80.0,0.9518072289156626,0.04819277108433735,83,83,0,17,0,0
0,R_933,9,oracle,2.333,80,-1.1024375082164717,-0.22885321511417267,0.17190325982413823,0.15104697478358042,0.15519500182799367,0.147596540914405,0.17190325982413823,0.15520987556979482,0.15520987556979482,0.15520987556979482,61000.0,60.0,0.9625,0.0375,80,80,0,20,0,0
0,R_off,0,raw,nan,68,-1.2307965082581211,-0.1438529738653503,0.10464702146698178,0.10129267727337452,0.14898938993357042,0.08336787953152941,0.10464702146698178,0.10256410256410256,0.10283454185893211,0.10256410256410256,51500.0,50.5,0.9705882352941176,0.029411764705882353,68,68,0,32,0,0
0,R_off,1,raw,nan,81,-1.2703818942019254,-0.15234806650164434,0.10708150577380478,0.11176259237001863,0.0889983390247669,0.10605522292125506,0.10708150577380478,0.13793103448275862,0.13971438523162663,0.13793103448275862,101000.0,100.0,0.9012345679012346,0.09876543209876543,81,81,0,19,0,0
0,R_off,2,raw,nan,80,-1.1629320519521773,-0.10511654062283649,0.08289630321609155,0.09141860967146842,0.16621403238037474,0.11764045911221799,0.08289630321609155,0.11284933976772552,0.11484520685529935,0.11284933976772552,56000.0,55.0,0.9125,0.0875,80,80,0,20,0,0
0,R_off,3,raw,nan,75,-1.227086095992716,-0.1189070202906013,0.0883414772721413,0.09867065537504259,0.0767037395799063,0.09926746231875269,0.0883414772721413,0.11428571428571428,0.11466011466011464,0.11428571428571428,61000.0,60.0,0.96,0.04,75,75,0,25,0,0
0,R_off,4,raw,nan,72,-1.1239294810682225,-0.0947751385410292,0.07776711191216833,0.08596866562044844,0.0743967613272446,0.1051947700088825,0.07776711191216833,0.09302325581395349,0.09322493224932246,0.09302325581395349,31000.0,30.0,0.9305555555555556,0.06944444444444445,72,72,0,28,0,0
0,R_off,5,raw,nan,82,-0.9387887041727208,-0.15296810220509882,0.1401118832614466,0.13141572651889605,0.1952200243609247,0.17714826024888952,0.1401118832614466,0.16,0.16168144499178982,0.16,61000.0,60.0,0.926829268292683,0.07317073170731707,82,82,0,18,0,0
0,R_off,6,raw,nan,76,-1.3661607217511529,-0.13628082194360547,0.09070623913158568,0.09516611947271914,0.15416115737284017,0.09728714612195186,0.09070623913158568,0.0975609756097561,0.0980297370541273,0.0975609756097561,31000.0,30.0,1.0,0.0,76,76,0,24,0,0
0,R_off,7,raw,nan,64,-1.020904371765143,-0.11743312365186187,0.10316195691054071,0.0915718008365671,0.15778110263702405,0.09328428152193316,0.10316195691054071,0.10810810810810811,0.10810810810810811,0.10810810810810811,51000.0,50.0,0.96875,0.03125,64,64,0,36,0,0
0,R_off,8,raw,nan,78,-1.0079096171790596,-0.10325953139933386,0.09292872424638673,0.08488545668564473,0.15369795743185807,0.0899840251418306,0.09292872424638673,0.08888888888888889,0.08888888888888889,0.08888888888888889,31000.0,30.0,0.9487179487179487,0.05128205128205128,78,78,0,22,0,0
0,R_off,9,raw,nan,78,-1.2295231417731625,-0.16280906273669568,0.11693262729206876,0.11570262871892098,0.13848578298743305,0.12682538902918294,0.11693262729206876,0.11650485436893206,0.11684411684411682,0.11650485436893206,31000.0,30.0,0.9743589743589743,0.02564102564102564,78,78,0,22,0,0
