seed,arm,k,s,neffT2,zero2,gtr2,zarm2,dmean2,effbar2,neffS2,zeroS2
32,S2dyn_10r,1,0,0.0083694694131273,0.925775,0.007143132771551609,-0.005011767708116289,-44.36409383350685,-44.36910560121497,0.0083694694131273,0.925775
32,S2dyn_10r,1,750,0.0011019856710851456,0.9905,0.00040567805419365567,1.1324324768666274,-63.05208200807075,-61.91964953120412,0.0011019856710851456,0.9905
32,S2dyn_10r,1,1500,0.002901561348616531,0.9759916666666667,0.0021436379780371984,2.8320716414802494,-62.16192531966517,-59.329853678184925,0.002901561348616531,0.9759916666666667
32,S2dyn_10r,1,2250,0.005939242450616517,0.95775,0.004978018289804459,4.322167317709088,-61.25072307224559,-56.928555754536504,0.005939242450616517,0.95775
32,S2dyn_10r,1,3000,0.009383922835600461,0.9457916666666667,0.008170214832822481,4.870370273224656,-60.422305355291314,-55.551935082066656,0.009383922835600461,0.9457916666666667
32,S2dyn_10r,1,3750,0.013949217200401196,0.92945,0.012448262035350004,6.044906742493968,-59.62855180395531,-53.58364506146134,0.013949217200401196,0.92945
32,S2dyn_10r,1,4500,0.017206291355857096,0.9189666666666667,0.015653077064454554,6.202060101111129,-58.49416694290737,-52.29210684179624,0.017206291355857096,0.9189666666666667
32,S2dyn_10r,1,5250,0.022886793199879376,0.9029,0.021065169071157772,6.546492676886934,-58.07149691858788,-51.52500424170095,0.022886793199879376,0.9029
32,S2dyn_10r,1,6000,0.02749162921104146,0.8932,0.025471519645055136,6.3881972068606565,-56.87954106879585,-50.49134386193519,0.02749162921104146,0.8932
32,S2dyn_10r,2,0,0.02749162921104146,0.8932,0.025471519645055136,6.3881972068606565,-56.87954106879585,-50.49134386193519,0.02749162921104146,0.8932
32,S2dyn_10r,2,750,0.0012083039017268392,0.9927166666666667,0.0008104312022527059,-2.153774434291253,-71.37645013934126,-73.53022457363251,0.0012083039017268392,0.9927166666666667
32,S2dyn_10r,2,1500,0.0017315124893439982,0.9889666666666667,0.0013547891731063525,-1.0130939949246085,-71.08484857552946,-72.09794257045407,0.0017315124893439982,0.9889666666666667
32,S2dyn_10r,2,2250,0.002303019460532876,0.9859583333333334,0.0018479747335116068,-0.6578426138395715,-70.44948215766127,-71.10732477150084,0.002303019460532876,0.9859583333333334
32,S2dyn_10r,2,3000,0.0033162729218106125,0.9816666666666667,0.0028618439252177876,-0.4131369681509483,-70.05961788789008,-70.47275485604104,0.0033162729218106125,0.9816666666666667
32,S2dyn_10r,2,3750,0.004967210598498623,0.9759416666666667,0.004429960832496484,0.569718648304926,-70.41006113198698,-69.84034248368205,0.004967210598498623,0.9759416666666667
32,S2dyn_10r,2,4500,0.006892604044144104,0.9685166666666667,0.006255740706125895,0.735384091291891,-69.37956058709995,-68.64417649580805,0.006892604044144104,0.9685166666666667
32,S2dyn_10r,2,5250,0.009012277685554985,0.9626,0.008190057194232941,0.33428952842036574,-68.83616758237531,-68.50187805395494,0.009012277685554985,0.9626
32,S2dyn_10r,2,6000,0.010889098185052813,0.9580083333333334,0.00994015295803547,-0.047497122331572855,-67.43171938598454,-67.47921650831611,0.010889098185052813,0.9580083333333334
32,S2dyn_m50,1,0,0.0083694694131273,0.925775,0.007143132771551609,-0.005011767708116289,-44.36409383350685,-44.36910560121497,0.004514871342958294,0.9629
32,S2dyn_m50,1,750,0.0013467418598402856,0.9877333333333334,0.0006772164553403854,1.52523678560184,-63.05208200807075,-61.52684522246891,0.0009206287361544048,0.9939416666666666
32,S2dyn_m50,1,1500,0.004833254568599205,0.9643916666666666,0.004052982023358345,3.489499787048584,-62.16192531966517,-58.672425532616586,0.0026163375631604096,0.98215
32,S2dyn_m50,1,2250,0.022996227056941345,0.9189416666666667,0.021340765538811684,5.458726152851177,-61.25072307224559,-55.791996919394414,0.011359446697942128,0.9592916666666667
32,S2dyn_m50,1,3000,0.030667921520579774,0.9032083333333333,0.028869868649542333,5.708180636326344,-60.422305355291314,-54.71412471896497,0.014974035911649775,0.9517833333333333
32,S2dyn_m50,1,3750,0.053499115280585464,0.8685416666666667,0.051149347340563936,7.056634514502068,-59.62855180395531,-52.57191728945324,0.026482499511309845,0.934075
32,S2dyn_m50,1,4500,0.07073185319378077,0.8453666666666667,0.06825822270512581,7.879025482527803,-58.49416694290737,-50.61514146037957,0.034580608596920887,0.9227666666666666
32,S2dyn_m50,1,5250,0.09086591074483966,0.8225166666666667,0.08829991955806811,9.279741620858184,-58.07149691858788,-48.7917552977297,0.044438572240665,0.9113
