arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3,alpha_med_c1,alpha_min_c1,alpha_max_c1,alpha_clip_frac_c1,alpha_W_med_c1,alpha_med_c2,alpha_min_c2,alpha_max_c2,alpha_clip_frac_c2,alpha_W_med_c2,alpha_med_f1,alpha_min_f1,alpha_max_f1,alpha_clip_frac_f1,alpha_W_med_f1,alpha_med_f2,alpha_min_f2,alpha_max_f2,alpha_clip_frac_f2,alpha_W_med_f2
SWA3u,0,0.001,1,none,0.9682541667,1,1,0,0,-0.2598854899,0.4978815615,-2.025878429,0.2186949253,0.3289168477,7.776921401,0,0,-1.023483396,1.461046338,-1.793438554,0.1904683709,0.3682017624,14.04035864,0,0,-1.399062753,4.772312164,-7.98366785,0.3668023348,81.05008569,0,0,3.118319988,3.88035202,-3.476839304,0.8392698765,48.54629784,0.9824749231,2.254448175,3.100386381,1.39213562,1.731692553,5.667454243,2.889793396,16.05047798,0,3,2.005560398,1.335591912,12.63315582,0,3,0.6485663056,0.4612327814,0.8512889743,0,3,0.8020380735,0.55410254,1.629534602,0,3
SWA3u,0,0.001,2,none,0.8634291667,0.9983333349,0.9983333349,0,0,-1.901523232,1.102035284,-13.20920944,-0.00242165057,0.01524540596,6.429044189,0,0,-7.88863039,4.560729504,-27.95321655,0.004680045415,0.06395113468,10.59259971,0,0,-15.24603844,6.253335953,-44.86871719,-0.01291343756,61.49098599,0,0,0.5852924585,0.5171450973,0.1808398962,0.973395288,32.96272146,1.450330257,3.463615417,5.06453228,3.14663744,4.604935169,2.599035025,0.5053447485,4.333334923,0,3,0.6250896454,0.2328687906,1.405790687,0,3,0.4846329689,0.2234722972,0.7383359671,0,3,6.098736763,2.938624859,9.294023514,0,3
SWA3u,0,0.001,3,none,0.2513083333,0.3841666877,0.3841666877,0,0,0.3614494503,0.9598462582,-0.9621589184,0.8492188454,0.9005120993,3.238190958,0,0,-96.77411652,39.59620667,-1646.03064,-0.01440238487,-0.005480185617,3.316599453,0.02999999933,0,-1680.030273,241.2554474,-3247.877197,-1.186167424e-06,22.05782706,0,0,0.1264940351,0.938221693,-1.311924696,0.6149833202,29.31073517,2.086512089,7.480207443,6.943386078,4.127429008,4.287508011,2.087665081,0.4757070243,25.15891457,0,3,0.04856860265,0.004667527042,0.1382172108,0,3,0.0127443485,0.006881468929,0.02786595002,0,3,2.544196844,1.723557472,4.670116425,0,3
SWA3u,0,0.001,4,none,0.1692833333,0.2100000083,0.2100000083,0,0,374.9741211,169.925766,-0.5346676707,1.018670201,1.015523911,1.063636604,0,0,-1743.539673,9083.526367,-6483.311035,0.2539373934,0.3343371749,1.162680862,0,0,-147757552,32644356,-462881056,-0.0008178729331,3.873371633,0,0,-25773.54492,157570.0781,-549546.3125,0.429320395,14.6803297,96.98514557,10.02555943,16.94997787,3.798422575,1.959708571,0.01785761677,0.01719472185,671.5374146,0,3,0.0002408120345,7.562019164e-06,0.002942046616,0,3,8.83838851e-08,2.781726138e-08,9.586850638e-07,0,3,1.884449557e-05,8.626482213e-07,9.832629439e-05,0,3
SWA3u,0,0.001,5,none,0.1412854167,0.137500003,0.137500003,0,0,909.394165,413.5021057,-0.6944214106,1.018934131,1.01579392,1.029998265,0,0,267636.5625,131317.2031,-4126.713867,1.015421987,1.012152314,1.156434924,0,0,-1868555008,462941696,-2844221952,-0.0001716935367,2.896965719,0,0,-126211.7891,1776812.5,-974456,0.4826357663,10.8486781,235.6796722,28.13105011,28.40563583,3.805663109,1.5447644,0.007313555572,0.007202760782,677.963501,0,3,2.191792373e-05,1.32435332e-06,0.0004699929268,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,4.469437599,1.741608457e-06,2.371230323e-07,6.253577794e-06,0,3
SWA3u,0,0.001,6,none,0.1278604167,0.1391666681,0.1391666681,0,0,995.8869019,453.2596741,-2.246179342,1.018984199,1.015851855,1.028091416,0,0,453777.6562,209371.1406,-11114.22656,1.01711309,1.012224913,1.162363418,0,0,-2671793152,662021248,-3109137920,-3.426117109e-05,2.152203323,0,0,-41337.90625,839457.875,-243737.2812,0.4931357503,7.370908574,258.3313904,40.2806015,32.77076721,4.021722317,1.674072146,0.006664638408,0.006572420709,678.6176758,0,3,1.340385279e-05,1.101466751e-06,0.0001657447283,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,6.424489021,3.279109933e-06,5.722052947e-07,2.528440382e-05,0,3
SWA3u,0,0.001,7,none,0.1371354167,0.1308333427,0.1308333427,0,0,1036.077759,471.6235046,-3.692320585,1.018896341,1.015769124,1.026590969,0,0,543815.3125,247449.4531,-18403.15039,1.017014623,1.012132168,1.161314068,0,0,-3107404800,781539456,-3777970176,-1.641903509e-05,1.956941725,0,0,-14996.42578,350896.9688,-264110.625,0.4947202802,2.995163415,268.8215637,44.22768402,35.18508911,4.237273693,1.925981045,0.006419757381,0.006334468722,676.8862305,0,3,1.157801671e-05,1.019567776e-06,0.000120223558,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,7.553749084,8.235037058e-06,4.821176276e-07,5.043577767e-05,0,3
SWA3u,0,0.001,8,none,0.1316708333,0.1483333409,0.1483333409,0,0,1055.403198,480.4742126,-2.581256628,1.018852115,1.015728116,1.026234448,0,0,597447.1875,270247.9062,-9736.047852,1.016982317,1.012101054,1.162610215,0,0,-3432796416,857936384,-4311639040,-9.550702998e-06,1.864896655,0,0,-14239.18652,329763,-189274.5156,0.4959352314,2.604717256,273.8629456,47.10150146,37.39777756,4.310426235,2.058702946,0.006309052929,0.006226839498,678.6963501,0,3,1.073809017e-05,9.843905673e-07,0.0001224472944,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,8.271285057,9.431522813e-06,7.06967171e-07,0.0002823670511,0,3
SWA3u,0,0.001,9,none,0.1305791667,0.1433333308,0.1433333308,0,0,1071.43335,487.8219299,-2.582126856,1.018895149,1.015770316,1.025791906,0,0,657688.125,296087.9062,-10099.31152,1.017051816,1.012163877,1.164603165,0,0,-3868821760,953505024,-4953114112,-4.719283879e-06,1.805970441,0,0,-7783.271973,216491.9531,-73165.07031,0.4971679747,2.119916841,278.0429382,50.27906799,39.30195999,4.492864132,2.327403545,0.006207299419,0.006128166802,677.8092041,0,3,9.845558452e-06,9.547322861e-07,0.0001130169549,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,9.23354435,1.32552077e-05,1.586636699e-06,9.0389869e-05,0,3
SWA3u,0,0.001,10,none,0.1415166667,0.1416666657,0.1416666657,0,0,1083.025269,493.0793762,-5.986697674,1.01883018,1.015706897,1.025266995,0,0,706762.5,316442,-30263.41992,1.016983509,1.012099862,1.161675709,0,0,-4101939456,1011018368,-5003069440,-2.620799251e-06,1.788053228,0,0,-3330.477051,108563.4219,-42541.81641,0.4978723824,2.063388902,281.0440979,53.2381134,40.45411682,4.454638958,2.497325182,0.006151812617,0.006074444391,678.2475586,0,3,9.068477993e-06,9.369108511e-07,0.0001240428537,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,9.811667442,2.855831553e-05,2.934934173e-06,0.0003445311158,0,3
