variant,seed,task,dtype,act,online_acc,online_ce,first75_acc,first75_ce,last750_acc,major_frac,finite,step_w1,step_w1_first75,step_w2,step_w2_first75,step_w3,step_w3_first75,eps_w1_at1,eps_w2_at1,eps_w3_at1,eps_w1_at75,eps_w2_at75,eps_w3_at75,eps_w1_at1500,eps_w2_at1500,eps_w3_at1500,eps_w1_at6000,eps_w2_at6000,eps_w3_at6000,memo_acc,eps_w2_end,zbar2,zbar2_unit_min,z2_max,z2_min,gtr2,zero2,below_2p24_2,log10_g2_median,deadunits2,neffT2,zero_share_below_m1664,state_sha256,sec
f64_felu,3,1,torch.float64,F.elu,0.7929895833333334,0.6083701045470273,0.09416666666666666,2.3184763367970787,0.998,0.12333333333333334,True,0.16425160048765974,0.2235070625708128,0.20401937168298898,0.29133654742812115,0.18082794487205925,0.2997179131489247,0.46938775510204084,0.0,0.0,0.2066454081632653,0.0,0.0,0.2066326530612245,0.0,0.0,0.2066326530612245,0.0,0.0,1.0,0.0,0.35661676008587356,-0.2787214925623684,7.285039215098693,-7.2359494640901865,0.8127584110016371,0.0,0.0,0.0,0.0,0.892082853037173,0.0,2386be445645747bec97162b2376041814a69e0f3939782c4e5e3ab76e447a09,5.168201684951782
f64_felu,3,2,torch.float64,F.elu,0.7805,0.6696207177307903,0.09916666666666667,5.2722677167256675,1.0,0.1175,True,0.1151022331086248,0.49852587961746997,0.17181447981799164,0.9158550156280398,0.15485348262730744,1.326965750195086,0.2066326530612245,0.0,0.0,0.2066326530612245,0.0,0.0,0.2066326530612245,0.0,0.0,0.2067219387755102,0.0,0.0,1.0,0.0,-0.05461589066454705,-1.6280580489774656,11.172086254394799,-8.983082859145215,0.6806531120477984,0.0,0.0,-0.04096943137783028,0.0,0.7811770150386164,0.0,949d900a7172b6affbf800e0a64ba518f79f9d6ed2225319d254bcb24fe10d5e,5.134738206863403
f64_felu,3,3,torch.float64,F.elu,0.78328125,0.6541728048778604,0.11166666666666666,4.756100155512492,1.0,0.1075,True,0.10067413986477428,0.4870545951416716,0.13198576630414513,0.8269202267789902,0.13329916493451793,1.1898955671737592,0.2067219387755102,0.0,0.0,0.20667091836734694,0.0,0.0,0.20669642857142856,0.0,0.0,0.20761479591836735,0.0,0.0,1.0,0.0,-0.8490941424824009,-4.155735804713409,14.687224640458863,-18.607452907754585,0.5238070609569355,0.0,1.6666666666666667e-05,-0.3356744270345465,0.0,0.5994332239674706,1.6666666666666667e-05,ab28b20fdb1fe7e37f3c2e2e51dc11ec7169829f5ad4d68e1c09112619f7c119,5.27190899848938
f64_felu,3,4,torch.float64,F.elu,0.7994270833333333,0.6107586706834846,0.09583333333333334,5.071271146138509,1.0,0.11583333333333333,True,0.11026183231645822,0.6735708630488564,0.1433381304680855,0.8966866519767791,0.13959715843202503,1.2996796254689493,0.20761479591836735,0.0,0.0,0.20713010204081633,0.0,0.0,0.20720663265306122,0.0,0.0,0.20938775510204083,0.0,0.0,1.0,0.0,-2.6517654188281727,-8.020524763188835,22.63912389036501,-30.16815849929106,0.36280641244082934,0.0,0.003108333333333333,-1.0735937125190322,0.0,0.41686779298523513,0.003108333333333333,bd046a95ffee1a01b919c17534255fddf11ae1f1c5ec066b3d7be1f52ae01a6d,5.174953460693359
f64_felu,3,5,torch.float64,F.elu,0.7257083333333333,0.799733812864637,0.11333333333333333,5.1755378023783365,0.9999166666666667,0.1225,True,0.12811295509254705,0.7136024109786376,0.153933088933627,0.8648036963616808,0.16249275710727792,1.3091611803974956,0.20938775510204083,0.0,0.0,0.20880102040816326,0.0,0.0,0.20887755102040817,0.0,0.0,0.2117091836734694,0.0,0.0,1.0,0.0,-5.710940885094632,-13.803077788486856,32.18128760777747,-36.77196716324133,0.2220585481518405,0.0,0.04774166666666667,-2.3986732964524182,0.0,0.2538293224053599,0.04774166666666667,f0242aa4f43493375ce2a23e4e38de009ff6b4fdb341ad7a9efc370c1c17048a,5.370641469955444
f64_felu,3,6,torch.float64,F.elu,0.6085625,1.0947722538579254,0.10416666666666667,4.693702354431152,0.9735833333333334,0.11416666666666667,True,0.16118244885728927,0.6471026906122764,0.1703111878911538,0.7310803023089344,0.2106024674837196,1.246303585746015,0.2117091836734694,0.0,0.0,0.21042091836734694,0.0,0.0,0.2111734693877551,0.0,0.0,0.2139923469387755,0.0,0.0,0.9883333444595337,0.0,-12.65318998142195,-27.851716582554847,33.10073615319107,-65.78839076442242,0.10833367268873154,0.0,0.32255833333333334,-5.268754565515728,0.0,0.12176825769855414,0.32255833333333334,1d2a268319a68648a34a6e74007346941fe9b70b44c74191a8f36b335a3527bc,6.048235893249512
f64_felu,3,7,torch.float64,F.elu,0.44194791666666666,1.4705058846840013,0.105,4.029686762491862,0.7984166666666667,0.10916666666666666,True,0.1708895124314343,0.6274510667814562,0.17341000664055173,0.6508200620495094,0.22042405189252653,0.7418681665634115,0.21389030612244897,0.0,0.0,0.21246173469387755,0.0,0.0,0.21362244897959184,0.0,0.0,0.2156122448979592,0.0,0.0,0.8366666436195374,0.0,-19.3858402870628,-32.794609057522806,43.026769385872,-95.06245749455152,0.06200880199368225,0.0,0.5603333333333333,-8.03056881223937,0.0,0.06893175224846226,0.5603333333333333,c3ccbe8de9bb05da2c827b2b31cab7a1404dd7c39cb9d360862ffd46b40072c6,5.192232131958008
f64_felu,3,8,torch.float64,F.elu,0.2777395833333333,1.842325261026621,0.0975,3.728334897359212,0.5046666666666667,0.11166666666666666,True,0.15874314324567726,0.5851790743569534,0.14631461418108907,0.5929717847417729,0.2216648289601532,0.48753861046861857,0.2156122448979592,0.0,0.0,0.21479591836734693,0.0,0.0,0.21637755102040818,0.0,0.0,0.21901785714285715,0.0,0.0,0.5733333230018616,0.0,-30.113666374057026,-54.38274897600563,58.17490728474327,-127.04600887381287,0.022744689884662647,0.0,0.7837083333333333,-12.461359319328807,0.0,0.02555464019471621,0.7837083333333333,48d7dca7137d3575022dc82afa34f9bd236a4fab4e397609dd2e24308f5cf3a7,5.1144959926605225
f64_felu,3,9,torch.float64,F.elu,0.2285625,1.954330402056376,0.09833333333333333,3.237266696294149,0.3560833333333333,0.11166666666666666,True,0.15374698685112284,0.5264630206511356,0.1296166301838942,0.530099141469691,0.21614444350416306,0.2840832634440934,0.2189923469387755,0.0,0.0,0.2182908163265306,0.0,0.0,0.22038265306122448,0.0,0.0,0.2236734693877551,0.0,0.0,0.3708333373069763,0.0,-40.50159162247066,-64.90362957425091,51.608375123411534,-156.74990471500985,0.014316305949817225,0.0,0.8868916666666666,-16.837110379773232,0.0,0.016158064036641315,0.8868916666666666,b310eeb17c5ba40a25abf2d4f7bbcb722a8bc1b2551c42f68135d46bb2a48378,5.273076295852661
f64_felu,3,10,torch.float64,F.elu,0.14655208333333333,2.190821027080218,0.10333333333333333,3.022231553395589,0.213,0.1125,True,0.12475959186970917,0.5153044862284636,0.10229164958612576,0.48870458869108313,0.2152394738247191,0.25851074868114665,0.22355867346938776,0.0,0.0,0.22309948979591837,0.0,0.0,0.22590561224489797,0.0,0.0,0.23036989795918367,0.0318,0.0,0.23916666209697723,0.0318,-50.69032837075392,-79.45205907175803,53.74241230300457,-183.42366737539749,0.005584542623642906,0.0,0.9425083333333333,-21.1457003269344,0.0,0.006795594192772837,0.9425083333333333,39ccd0441fd29f86224a4b99f876125418b86df480fa057616a48446d831b58f,5.205800294876099
