hidden,seed,task,V,V_next,Q,X,c,rho,w1_sq,train_acc,task_start_acc
8,200,26,631.9020581592206,627.8024481282437,334.14763794239906,-169.123623986688,-0.3680528571421024,0.7271839968475666,56223.39708964301,0.445,0.10416666666666667
8,200,27,627.8024481282437,686.6978417599472,337.0460817755848,-139.0753440719406,-0.30233887951973515,0.732711721049819,59550.17489693024,0.42083333333333334,0.09583333333333334
8,200,28,686.6978417599472,690.2663203696648,345.131025102021,-170.78127324615184,-0.35080470150228277,0.7089394752642731,63460.96520820082,0.4975,0.09333333333333334
8,200,29,690.2663203696648,689.8852350467296,294.48481915916176,-147.4329522410484,-0.3270052795059804,0.653165314372633,66468.74353954516,0.4375,0.10416666666666667
8,200,30,689.8852350467296,732.4727789072381,317.8209472653615,-137.6167017024265,-0.29389450142589735,0.6787390460878403,70562.91088232053,0.44333333333333336,0.09333333333333334
8,200,31,732.4727789072381,778.5477184798112,362.8679940559759,-158.39652724170145,-0.30723845955425,0.7038475240380606,74832.97123881042,0.4075,0.08583333333333333
8,200,32,778.5477184798112,871.0716871625395,409.8076124008096,-158.6418218590406,-0.2808568753531107,0.725516664937689,76668.02843120319,0.4166666666666667,0.08083333333333333
8,200,33,871.0716871625395,902.0151161334854,339.07095469708895,-154.06376286307153,-0.283483807641364,0.6239048268836167,77168.36040002143,0.41333333333333333,0.09166666666666666
8,200,34,902.0151161334854,853.8094950419604,308.3604092905964,-178.28301519106074,-0.3380444078228637,0.5846856013902675,78556.35050472827,0.41,0.11083333333333334
8,200,35,853.8094950419604,927.7980720461637,390.5515199860142,-158.2814714909055,-0.27410087556844226,0.676330037713248,81014.82366359512,0.3908333333333333,0.1075
8,200,36,927.7980720461637,989.8307228134913,405.63899669773673,-171.80317296520457,-0.2800493684342138,0.6612156392507175,84490.5885332725,0.4175,0.08833333333333333
8,200,37,989.8307228134913,1024.3783770973923,383.9372347265789,-174.69479022133885,-0.28338011520306006,0.6228015023785887,86099.30650663542,0.3725,0.095
8,200,38,1024.3783770973923,1080.4440736429883,394.57074192434163,-169.25252268937282,-0.2662211223052271,0.6206292472029422,88040.42041345766,0.37333333333333335,0.1
8,200,39,1080.4440736429883,1045.4068057640952,472.3132866297267,-253.67527725430998,-0.3551091938578402,0.6611712117901296,89354.59842131492,0.3825,0.09916666666666667
8,200,40,1045.4068057640952,1032.7331415967565,502.88888679136244,-257.7812754793506,-0.3555270812682488,0.6935748835546972,90108.04888080622,0.36833333333333335,0.10166666666666667
8,200,41,1032.7331415967565,1135.0754421308352,476.181211229307,-186.91945534761413,-0.2665473211113999,0.6790348601257762,94048.0144410343,0.3416666666666667,0.0875
8,200,42,1135.0754421308352,1004.4789637355874,453.72527025381356,-292.16087432453065,-0.40711134749565336,0.6322431317777248,94117.57933803534,0.36666666666666664,0.105
8,200,43,1004.4789637355874,1069.8969617903672,415.88689549356695,-175.23444871939347,-0.27111993119857003,0.643453540765606,95676.6304121647,0.33416666666666667,0.0825
8,200,44,1069.8969617903672,1043.5131856016874,415.6915990850132,-221.0376876368466,-0.33144366882415044,0.6233251450154386,98885.8337555028,0.3675,0.1075
8,200,45,1043.5131856016874,1195.2612650505475,553.6498940162076,-200.95090728367364,-0.26437682961156955,0.7283978244903329,101696.26842274185,0.37166666666666665,0.10166666666666667
8,200,46,1195.2612650505475,1258.7655996918156,640.1032900081028,-288.2994776834173,-0.32960015185912406,0.7318020250590653,102826.70869692875,0.37,0.10166666666666667
8,200,47,1258.7655996918156,1229.0474421404836,538.360955120365,-284.03955633584854,-0.3450401351699875,0.6539798157737443,106227.37295864067,0.35,0.0975
8,200,48,1229.0474421404836,1129.5249353201766,520.7285745989036,-310.1255407096052,-0.38765688873850207,0.6509106558729615,110057.81081163381,0.3675,0.10166666666666667
8,200,49,1129.5249353201766,1128.0999887397872,607.946546258554,-304.6857464194716,-0.3676812882539278,0.7336430139732525,114954.7071831438,0.3233333333333333,0.09666666666666666
8,200,50,1128.0999887397872,1152.0943406417282,553.5555401903625,-264.78059414421085,-0.3350670746860843,0.7004978447432616,118984.54147912856,0.345,0.10583333333333333
8,201,1,0.1959827378492499,17.358544791152895,17.376870431390785,-0.10715418904356835,-0.05806500425692087,9.416225950442486,2.712945691239992,0.9733333333333334,0.1
8,201,2,17.358544791152895,45.41002339906481,46.87291513331527,-9.410718262701675,-0.32991733271542395,1.6432525877084616,1713.5706117736527,0.7383333333333333,0.10166666666666667
8,201,3,45.41002339906481,110.3396500932721,88.66115419540893,-11.865763750600822,-0.1870049679204717,1.3973037593357538,3546.1969594298985,0.64,0.09833333333333333
8,201,4,110.3396500932721,207.11149499656534,131.09831965583896,-17.163237376272853,-0.14270357239829556,1.0900157202373064,5666.242461852746,0.5991666666666666,0.10916666666666666
8,201,5,207.11149499656534,258.7910911023681,104.19140789110547,-26.255905892651356,-0.17873473143042132,0.7092736919043581,8932.629906450613,0.5825,0.11333333333333333
8,201,6,258.7910911023681,287.6996235226824,114.41132481433135,-42.75139619700854,-0.24845122056112898,0.664905379116611,11178.235712958991,0.5983333333333334,0.12666666666666668
8,201,7,287.6996235226824,342.83921861231914,117.12924995202656,-30.994827431194896,-0.16884449083688446,0.6380622255167587,13570.859062967647,0.545,0.1
8,201,8,342.83921861231914,385.1534898473443,125.8115043574179,-41.74861656119635,-0.2010187938047602,0.6057799978981089,14792.166830766557,0.59,0.1
8,201,9,385.1534898473443,392.1111449448068,138.70842893090736,-65.87538691672242,-0.28500654537393716,0.6001150352835166,17247.716590033855,0.6083333333333333,0.095
8,201,10,392.1111449448068,375.1797665236036,124.17527888206563,-70.55332865163444,-0.31973880172490976,0.562746728359901,19516.787564415285,0.5725,0.1025
8,201,11,375.1797665236036,438.3099504406919,153.9262856950916,-45.39805088900161,-0.18891267951426424,0.6405258928282023,20793.605873324257,0.5825,0.08833333333333333
8,201,12,438.3099504406919,465.7749436610049,153.9853362990873,-63.26017153938718,-0.24350058968685231,0.5927192304341206,23144.06843089128,0.565,0.09333333333333334
8,201,13,465.7749436610049,470.0183672635356,178.12904092710272,-86.94280866228604,-0.30184100627852106,0.6184139871730114,26101.86992469894,0.54,0.0975
8,201,14,470.0183672635356,544.4187537002401,210.47190288859315,-68.03575822594428,-0.2163130648090117,0.6691749097411397,26088.16319922041,0.56,0.08416666666666667
8,201,15,544.4187537002401,560.1185437863885,199.51135390826644,-91.90578191105904,-0.2788640226663935,0.6053649461610523,28566.65941566544,0.5333333333333333,0.09333333333333334
8,201,16,560.1185437863885,595.5088913900754,196.9636135715525,-80.78663298393275,-0.24322405842118944,0.5929977235677554,30657.115069217944,0.5383333333333333,0.105
8,201,17,595.5088913900754,603.4930203346004,217.5426105402653,-104.77924079787013,-0.2911112267052373,0.6044049921797451,33137.51217068944,0.5191666666666667,0.10416666666666667
8,201,18,603.4930203346004,692.3224632596257,244.700380113757,-77.93546859436594,-0.20280642203175095,0.6367679498916629,34510.01361307857,0.49916666666666665,0.10416666666666667
8,201,19,692.3224632596257,760.2441121384697,230.68724072078544,-81.38279592097064,-0.203641650029873,0.577241538701107,36519.055416814816,0.515,0.1125
8,201,20,760.2441121384697,735.4863094111939,249.8564243604139,-137.30711354384485,-0.31504402297271444,0.5732825566313215,40539.785380537476,0.4841666666666667,0.095
8,201,21,735.4863094111939,687.3852547712045,278.7962122929194,-163.44863346645448,-0.3609529228082066,0.6156815481460717,43272.70823012719,0.4533333333333333,0.0925
8,201,22,687.3852547712045,734.509655450245,277.4652630937888,-115.1704312073741,-0.2637160590294359,0.6353370820406768,45331.621288350434,0.4691666666666667,0.0975
8,201,23,734.509655450245,752.2599738017126,328.3997756184224,-155.32472863347738,-0.3162572011169439,0.6686558849852695,48400.94223469056,0.4425,0.095
8,201,24,752.2599738017126,820.2646417158969,301.2559207216095,-116.62562640371266,-0.24498653576518492,0.6328252775325616,49099.67629281505,0.4633333333333333,0.105
8,201,25,820.2646417158969,874.2908301707321,284.5661853742165,-115.26999845969061,-0.23858747754084597,0.5889991261307884,51969.238313873764,0.43,0.115
8,201,26,874.2908301707321,914.3085012673755,299.05182881598796,-129.5170788596723,-0.2532945513453612,0.5848510441702152,52923.389304247845,0.445,0.09083333333333334
8,201,27,914.3085012673755,826.4658157233865,354.7222727330584,-221.2824791385238,-0.38855850572567524,0.6228706257149722,56115.03377817748,0.43833333333333335,0.10416666666666667
8,201,28,826.4658157233865,880.9225578594856,339.8006967149124,-142.6719772894066,-0.269224203126912,0.6412091115094847,60315.67977527892,0.4191666666666667,0.10166666666666667
8,201,29,880.9225578594856,985.2900034810505,382.10658573908495,-138.86957005876002,-0.2393569068105183,0.6586025318270661,60964.709622318915,0.4041666666666667,0.10166666666666667
8,201,30,985.2900034810505,1029.9502165560455,392.2762341682694,-173.80801054663723,-0.2795707628828577,0.6309776269938407,61581.39868694869,0.41083333333333333,0.1
8,201,31,1029.9502165560455,1032.8451409027457,383.98750472820495,-190.54629019075236,-0.3029938649779107,0.6105910434905393,64412.309911224,0.395,0.09583333333333334
8,201,32,1032.8451409027457,1033.9407088709572,461.99652944189853,-230.45048073684347,-0.3336112262588545,0.6688084495273762,66038.44781836268,0.44333333333333336,0.1
8,201,33,1033.9407088709572,1120.5413419303375,412.79412327186594,-163.09674510624285,-0.24964951322710946,0.631857195376293,72167.58851942088,0.39,0.09833333333333333
8,201,34,1120.5413419303375,1103.7859238043254,455.98619064872565,-236.37080438736885,-0.3306770432857969,0.6379136615187314,74270.25626505946,0.385,0.10833333333333334
8,201,35,1103.7859238043254,1282.2168887393982,422.66234469481617,-122.11568987987181,-0.1787854873455546,0.6188057681466936,76575.76118512121,0.40166666666666667,0.09333333333333334
8,201,36,1282.2168887393982,1348.5383215029738,480.3297847351412,-207.00417598578275,-0.26377194484950484,0.6120529737401719,79451.99681293074,0.36916666666666664,0.09083333333333334
8,201,37,1348.5383215029738,1364.9760661294092,557.108096583672,-270.3351759786181,-0.3118898047108807,0.6427440854388665,82350.66730086118,0.385,0.10833333333333334
8,201,38,1364.9760661294092,1294.7828346486272,548.7468837590836,-309.4700576199329,-0.35757741799806114,0.6340500122633411,80544.47446775355,0.39,0.1025
8,201,39,1294.7828346486272,1377.9521246679524,493.28187175220313,-205.05629086643904,-0.25658251230837464,0.6172329626931367,83145.43510250397,0.3641666666666667,0.09583333333333334
8,201,40,1377.9521246679524,1341.158285486158,458.8225421287682,-247.80819065528124,-0.31165652142838934,0.5770391892804655,85991.09871811034,0.3491666666666667,0.10083333333333333
8,201,41,1341.158285486158,1511.5530786131103,616.2636446913705,-222.93442578220908,-0.24521884659676074,0.6778650700559217,87725.14336776803,0.35583333333333333,0.10166666666666667
8,201,42,1511.5530786131103,1595.1267556051546,498.37830097577256,-207.40231199186414,-0.23895841538297602,0.5742061788930404,90565.41261841386,0.3491666666666667,0.10416666666666667
8,201,43,1595.1267556051546,1645.1745964639617,658.6418895258888,-304.2970243335409,-0.2968762335431287,0.6425798078191153,94392.43219256209,0.345,0.10416666666666667
8,201,44,1645.1745964639617,1859.8945757617175,652.2898486675238,-218.78493468488404,-0.21119863465537614,0.6296718996514208,96561.94193559024,0.3675,0.0925
8,201,45,1859.8945757617175,1700.0973113681914,600.938055792435,-380.3676600929805,-0.3597862544503762,0.5684217533041565,98844.24844935897,0.3933333333333333,0.10916666666666666
8,201,46,1700.0973113681914,1792.366477197395,540.1654237255418,-223.94812894816909,-0.23369378217827608,0.5636720497074061,101288.81167751848,0.34833333333333333,0.09166666666666666
8,201,47,1792.366477197395,1891.309310819876,583.9822277189238,-242.51969704822125,-0.2370466354476461,0.5708032127982872,101683.42126826158,0.36333333333333334,0.09666666666666666
8,201,48,1891.309310819876,2022.0362295146404,603.9343541911825,-236.6037177482091,-0.22138358540697053,0.5650847499512685,105530.38879347916,0.3425,0.09583333333333334
8,201,49,2022.0362295146404,2024.3238245448806,635.559825228557,-316.6361150991584,-0.2793108224175374,0.5606395765200141,106256.56989412257,0.3283333333333333,0.1075
8,201,50,2024.3238245448806,1905.1999855136737,700.5902289143714,-409.8570339727891,-0.3441599751427711,0.5882907838162081,107156.42861517053,0.32916666666666666,0.10083333333333333
8,202,1,0.1584059191242308,28.78508232270561,28.622008074431022,0.0023341645751778425,0.0010962149504830589,13.4420141140423,2.6539702656659454,0.9333333333333333,0.10666666666666667
8,202,2,28.78508232270561,47.59874007508485,53.38465658183797,-17.28549941472937,-0.44095062974918187,1.3618349909315488,2052.9489410366823,0.7433333333333333,0.08666666666666667
8,202,3,47.59874007508485,157.3052360820903,104.01198437539915,2.8472558158031434,0.04046570107958135,1.4782366393171285,3887.443033620345,0.6416666666666667,0.10333333333333333
8,202,4,157.3052360820903,290.55840977405546,118.65434598863172,7.299413851666729,0.05342869578163326,0.8685008253844527,5967.996147950667,0.5691666666666667,0.0875
8,202,5,290.55840977405546,362.6278452578023,92.2604273837978,-10.095495950025485,-0.0616599549203865,0.5634962186683066,8658.263123043844,0.5258333333333334,0.09666666666666666
8,202,6,362.6278452578023,461.45420027371466,102.98778651841045,-2.0807157512490537,-0.010766866249352022,0.5329203290237499,10901.721381503237,0.5441666666666667,0.0925
8,202,7,461.45420027371466,585.9890195105992,133.82296210633987,-4.644071434727655,-0.018688277334733872,0.5385189837730229,13385.58542684832,0.5083333333333333,0.1
8,202,8,585.9890195105992,589.7808079534797,149.9742012943983,-73.09120642575891,-0.24655403384970098,0.5058986725041871,15145.166095778499,0.525,0.085
8,202,9,589.7808079534797,597.5337644182099,122.68653833872756,-57.46679093699865,-0.2136353770360416,0.45609271803562673,16657.446899991453,0.5041666666666667,0.1125
8,202,10,597.5337644182099,620.0251883762512,144.11621326333722,-60.81239465264795,-0.20723087407209453,0.49110594991544754,19483.648553153394,0.5116666666666667,0.0875
8,202,11,620.0251883762512,682.0927179529862,152.52550744436593,-45.22898893381548,-0.14707571681266868,0.49598275062974617,21397.550537356678,0.5158333333333334,0.08916666666666667
8,202,12,682.0927179529862,727.4823911837877,158.397644124669,-56.50398544693374,-0.17190282582572966,0.48189525772020564,22955.215531363712,0.5183333333333333,0.09583333333333334
8,202,13,727.4823911837877,760.7139199415471,159.9501703087044,-63.35932077547248,-0.18574063101987903,0.4689009478204011,24669.350964486508,0.5316666666666666,0.09833333333333333
8,202,14,760.7139199415471,739.8253389101444,177.8769800226634,-99.38278052703308,-0.2701721556188169,0.483558689672766,25441.17923694027,0.5316666666666666,0.105
8,202,15,739.8253389101444,757.5130619037801,170.4155607264047,-76.36391886638447,-0.2150646257863816,0.47994339918474466,26473.793109036633,0.485,0.09583333333333334
8,202,16,757.5130619037801,767.1624379828178,190.6906379104723,-90.52063091571726,-0.2381704205676527,0.501729483875762,28383.35853149424,0.5041666666666667,0.08166666666666667
8,202,17,767.1624379828178,835.1778618907028,225.4632924687795,-78.7239342804473,-0.18928892395448602,0.5421185362842152,30165.972561954535,0.5016666666666667,0.095
8,202,18,835.1778618907028,795.9599406963762,236.36405412951186,-137.79098766191925,-0.3101277375716598,0.5319872554386902,29879.127647839734,0.5166666666666667,0.0975
8,202,19,795.9599406963762,753.7572232482808,251.90387988867653,-147.05329866838605,-0.3284064945569846,0.5625638520771844,32325.27846023337,0.49583333333333335,0.09333333333333334
8,202,20,753.7572232482808,757.1301833767013,248.03547240461478,-122.33125613809709,-0.2829207457235271,0.5736422810813174,33856.511779313834,0.49,0.10083333333333333
8,202,21,757.1301833767013,823.8670880571873,251.20035899436888,-92.23172715694145,-0.21148761209652622,0.5760031360044949,35970.757191451994,0.4766666666666667,0.11083333333333334
8,202,22,823.8670880571873,753.6601483111731,271.35285848963406,-170.77989911782413,-0.3611943724810496,0.5739031698073715,37240.205172422364,0.48833333333333334,0.11
8,202,23,753.6601483111731,787.0309734709399,263.5077209950542,-115.06844791764375,-0.25820925642360953,0.5913013856649069,40173.485392827046,0.49,0.09
8,202,24,787.0309734709399,776.2037960485598,239.2087697901544,-125.01797360626725,-0.28812967827527836,0.5513058954013244,40848.399663722535,0.45666666666666667,0.0975
8,202,25,776.2037960485598,852.994116208836,271.8898842922305,-97.54978206597718,-0.2123449306061216,0.5918459005217642,43061.35588987672,0.4375,0.12166666666666667
8,202,26,852.994116208836,852.1652889553803,342.3687719356168,-171.59879959453622,-0.3175368667894925,0.6335400211649477,42484.345358576014,0.44166666666666665,0.09666666666666666
8,202,27,852.1652889553803,876.7821848825316,309.8611457414002,-142.62212490712437,-0.2775501212239988,0.603006010597145,46277.834914887164,0.42583333333333334,0.09666666666666666
8,202,28,876.7821848825316,863.0307429296091,286.7417318256936,-150.2465868893081,-0.299649325622038,0.5718730012320751,48313.96142435777,0.43083333333333335,0.11166666666666666
8,202,29,863.0307429296091,939.383952854452,332.53521623584305,-128.0910031555,-0.23910390623240949,0.6207342217884331,51117.54306224483,0.4175,0.10166666666666667
8,202,30,939.383952854452,1008.0241208923098,326.69936642966525,-129.02959919590373,-0.23291294868178122,0.5897291260439624,55481.25979623576,0.4216666666666667,0.115
8,202,31,1008.0241208923098,1049.0019128711015,322.75955650297624,-140.89088226209242,-0.24700620968544224,0.5658536124661959,58048.77431820733,0.41833333333333333,0.10083333333333333
8,202,32,1049.0019128711015,1185.8891588855154,360.644420689527,-111.87858733755652,-0.18189435660923603,0.5863426275495273,60950.61605766888,0.43,0.09916666666666667
8,202,33,1185.8891588855154,1074.0784558213247,292.8562000010532,-202.33345153262186,-0.3433352774950831,0.49694138033970126,62941.60460303984,0.3883333333333333,0.09166666666666666
8,202,34,1074.0784558213247,1178.1597120682582,302.3650612013678,-99.1419024772172,-0.1739696311394687,0.530576243266593,66812.87811721847,0.4075,0.11333333333333333
8,202,35,1178.1597120682582,1163.3539284249894,409.9842331800517,-212.39500841166034,-0.30560372566290683,0.5899042075416085,68700.40855571022,0.41583333333333333,0.09833333333333333
8,202,36,1163.3539284249894,1256.6964578203913,388.41531800142036,-147.53639430300933,-0.21948005509948454,0.5778195664816833,67145.67747598657,0.38166666666666665,0.09916666666666667
8,202,37,1256.6964578203913,1384.6140592901702,513.9714744108189,-193.02693647051996,-0.24017799469752313,0.6395202675486324,68656.4501672536,0.3925,0.11333333333333333
8,202,38,1384.6140592901702,1298.2635059991956,518.1948597723888,-302.27270653168165,-0.3568519019358031,0.6117615559966282,71355.51184822313,0.37416666666666665,0.09583333333333334
8,202,39,1298.2635059991956,1287.517456600967,447.0890057256433,-228.9175275619359,-0.3004696608633701,0.5868344086923587,72534.98374367559,0.3625,0.10083333333333333
8,202,40,1287.517456600967,1306.7407421458358,424.6218913110513,-202.69930288309132,-0.27414132143296466,0.5742812369735418,73666.7492557011,0.33916666666666667,0.105
8,202,41,1306.7407421458358,1412.4298954821593,561.8972019311616,-228.10402429741916,-0.2662010699016607,0.6557430838387759,76568.31413177623,0.3925,0.10666666666666667
8,202,42,1412.4298954821593,1308.2177428082175,522.8396146984189,-313.52588368618024,-0.36484273860974076,0.6084162322979556,75265.54208508882,0.3541666666666667,0.10333333333333333
8,202,43,1308.2177428082175,1346.3974613216542,548.7415479216913,-255.28091470412738,-0.301296722755201,0.6476552711355062,77679.61502641287,0.3566666666666667,0.08666666666666667
8,202,44,1346.3974613216542,1347.0846385145853,559.6222479795692,-279.46753539331905,-0.3219565292987881,0.6447047111368882,78749.80440804957,0.3775,0.10083333333333333
8,202,45,1347.0846385145853,1474.9655751667726,528.4977870221586,-200.30842518498574,-0.23739971221946624,0.6263601864565482,85297.84430343803,0.315,0.09166666666666666
8,202,46,1474.9655751667726,1519.2583162818214,693.4236853812017,-324.56547213307636,-0.3209312730586395,0.6856593360219091,87219.25364090841,0.37833333333333335,0.09916666666666667
8,202,47,1519.2583162818214,1644.507837266363,617.3638328322652,-246.05715592386193,-0.25406778241895567,0.6374627039983168,91796.62687339404,0.3233333333333333,0.0925
8,202,48,1644.507837266363,1629.4606331825173,527.7372180628057,-271.3922110733256,-0.2913201627014603,0.5664882261051128,92882.09717382512,0.37083333333333335,0.10833333333333334
8,202,49,1629.4606331825173,1633.8406311345918,553.4051761980834,-274.51258912300443,-0.2890804493823577,0.5827733348658232,97445.3905451713,0.3408333333333333,0.10333333333333333
8,202,50,1633.8406311345918,1703.9713511993405,565.716534389431,-247.79290716234112,-0.2577416407175314,0.5884297069852826,100618.8680770038,0.33916666666666667,0.095
8,203,1,0.17641849581846036,27.464238311165687,27.00015286963081,0.14383347285820566,0.06590294125791762,12.371177954357247,2.6910866736606573,0.9475,0.10583333333333333
8,203,2,27.464238311165687,48.90354363700935,58.90341977771107,-18.7320572259337,-0.46572702710958297,1.4644902184946103,2247.0493929923687,0.6666666666666666,0.09583333333333334
8,203,3,48.90354363700935,111.6476392938385,98.94185490172774,-18.098879622449296,-0.26019054003608166,1.4223938274676644,4139.822227519142,0.5975,0.09
8,203,4,111.6476392938385,134.63533457463765,95.34401136122017,-36.178158040210505,-0.35065090922465003,0.9241063139748141,7317.0233810221125,0.6316666666666667,0.1025
8,203,5,134.63533457463765,146.91152882519341,98.39682908334547,-43.06031741639487,-0.3741167460460118,0.8548915504252866,10479.975648226738,0.6216666666666667,0.1
8,203,6,146.91152882519341,201.16463412201554,112.5024500118976,-29.124672357537726,-0.22654376771427287,0.8750906650520904,13144.476584334849,0.6325,0.09916666666666667
8,203,7,201.16463412201554,199.95973501546052,119.64528963338563,-60.42509436997034,-0.38948767453074556,0.7712088183518673,14343.143466311536,0.6283333333333333,0.09833333333333333
8,203,8,199.95973501546052,212.5503532473009,116.99347899300926,-52.20143038058441,-0.341295293423596,0.7649086136233072,15093.298715640827,0.5691666666666667,0.09583333333333334
8,203,9,212.5503532473009,189.95996280051878,125.36177651828721,-73.97608348253468,-0.45318742459730055,0.7679830827577943,17789.95105407469,0.5908333333333333,0.10333333333333333
8,203,10,189.95996280051878,237.56667615185964,150.98150888149314,-51.687397765076106,-0.30520507389923174,0.8915194915602611,19288.78024898636,0.5933333333333334,0.11083333333333334
8,203,11,237.56667615185964,287.1645088008298,140.7024076629432,-45.5522875069865,-0.24915331259731138,0.7695874977576681,20496.919013123803,0.5366666666666666,0.09333333333333334
8,203,12,287.1645088008298,260.5797125584086,149.97320670132612,-88.2790014718737,-0.42538795797900186,0.7226723805951292,20639.05250376946,0.5825,0.09833333333333333
8,203,13,260.5797125584086,295.40089844600993,156.28295674353566,-60.73088542796712,-0.30094248519936473,0.7744359573431429,24376.017202681596,0.5908333333333333,0.095
8,203,14,295.40089844600993,330.2829130067381,164.1259272018649,-64.62195632056836,-0.29348479037874425,0.745388503894998,28195.2949956494,0.5858333333333333,0.09666666666666666
8,203,15,330.2829130067381,327.4331289459923,172.88768760268613,-87.86873583171601,-0.3677132610031851,0.7235007399837553,29400.439313475486,0.5658333333333333,0.09333333333333334
8,203,16,327.4331289459923,298.6671810975324,158.16432986104246,-93.46513885475116,-0.4107088617453876,0.6950130570811072,30973.512097580235,0.555,0.09333333333333334
8,203,17,298.6671810975324,338.545883744182,162.19454667626448,-61.15792201480743,-0.27786947799438805,0.7369268368463864,32858.05145087089,0.5516666666666666,0.09083333333333334
8,203,18,338.545883744182,335.1974649991084,202.31816852470854,-102.8332936348911,-0.3929230754538896,0.773051938598553,34377.80325734345,0.5325,0.09583333333333334
8,203,19,335.1974649991084,306.43495165252216,203.64127765992222,-116.20189550325422,-0.4447643232331626,0.7794397384698032,36981.58742046906,0.5525,0.1075
8,203,20,306.43495165252216,355.5631247095424,190.74295656454393,-70.80739175376182,-0.292876949609737,0.7889602186229131,38311.90569594987,0.5383333333333333,0.0925
8,203,21,355.5631247095424,370.72930309377045,193.22028816661717,-89.02705489119457,-0.33965443278361074,0.7371705989794489,42011.4078970787,0.4975,0.11583333333333333
