arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
LR,raw,0,0,0.001,1,none,0.8761458333,0.8000000119,0.8000000119,0,0,-13.08577347,8.925913811,-54.45550919,0.1577499509,50.82105487,0,0,-6.173146725,6.012372017,-13.55879307,0.217749998,67.11570888,6.609166145,1.500656009,2.049382687
LR,raw,0,0,0.001,2,none,0.8474833333,1,1,0,0,-16.8054657,11.36991119,-44.54626465,0.1569999754,67.64776887,0,0,-6.932202339,9.067544937,-18.29814529,0.2620000243,75.36397117,10.15576744,2.144997835,2.92280674
LR,raw,0,0,0.001,3,none,0.8188354167,1,1,0,0,-25.49206352,13.46639347,-49.11450577,0.1262499541,65.17621704,0,0,-15.56699562,10.9721632,-26.28098297,0.1659999639,72.61195091,13.22317505,2.746198654,3.631182194
LR,raw,0,0,0.001,4,none,0.78175,0.9991666675,0.9991666675,0,0,-27.81557274,13.85727596,-45.86888885,0.112749964,63.57287507,0,0,-14.74148273,9.715154648,-29.93571281,0.155499965,72.05172397,15.34841728,3.09896493,4.203842163
LR,raw,0,0,0.001,5,none,0.7551083333,0.9991666675,0.9991666675,0,0,-29.16751289,13.42322254,-55.6326561,0.111249961,64.22429532,0,0,-15.41582584,9.762887955,-28.87713051,0.1389999539,70.57778301,16.88067627,3.375321627,4.41600275
LR,raw,0,0,0.001,6,none,0.7517291667,0.9991666675,0.9991666675,0,0,-27.96368599,13.39569664,-53.22131348,0.1119999588,66.85021777,0,0,-17.07406235,9.528701782,-30.30607414,0.1344999522,69.21007799,18.09184456,3.479010582,4.510451794
LR,raw,0,0,0.001,7,none,0.7544979167,1,1,0,0,-29.38276672,13.51472092,-52.61975861,0.112749964,64.77201577,0,0,-18.75989914,9.513681412,-28.71130943,0.1277499646,67.21634319,19.08623886,3.597640753,4.55633831
LR,raw,0,0,0.001,8,none,0.7360645833,0.9350000024,0.9350000024,0,0,-28.66805077,13.2703104,-49.62651062,0.1097499654,64.3806502,0,0,-18.66936874,9.834323883,-30.6746788,0.1284999698,66.30969078,20.05697823,3.69525671,4.460252285
LR,raw,0,0,0.001,9,none,0.7423541667,0.7483333349,0.7483333349,0,0,-34.24856949,14.04531956,-57.66080093,0.1067499667,59.3436148,0,0,-20.71185493,9.430919647,-32.64178848,0.1187499538,62.15366828,21.0772953,3.777462244,4.513615131
LR,raw,0,0,0.001,10,none,0.7283229167,0.8850000501,0.8850000501,0,0,-32.12475204,14.00744057,-57.12007904,0.1067499667,60.76853616,0,0,-20.48033905,9.590950966,-35.25972366,0.1194999591,63.97117129,22.06722069,3.897353411,4.517818451
LR,raw,0,0,0.001,11,none,0.7323833333,0.9708333611,0.9708333611,0,0,-34.78930283,14.50000381,-62.01774216,0.1052499637,58.77597082,0,0,-22.09174919,9.282958031,-33.83381653,0.1157499701,58.83663449,22.96606064,3.893726349,4.439504623
LR,raw,0,0,0.001,12,none,0.7286395833,0.9950000048,0.9950000048,0,0,-29.01858711,13.92083073,-54.00075531,0.1134999618,66.94710727,0,0,-18.28001595,10.30563831,-35.40460205,0.1359999478,71.29973877,23.75836182,3.978524208,4.331784725
LR,raw,0,0,0.001,13,none,0.7417479167,1,1,0,0,-30.29587936,14.58337021,-58.68027496,0.1097499654,65.02463992,0,0,-20.93590546,10.68382072,-41.70162201,0.1277499497,68.50520014,24.664011,4.037887096,4.39760685
LR,raw,0,0,0.001,14,none,0.7243375,0.989166677,0.989166677,0,0,-31.93147469,14.05354786,-64.04022217,0.1104999557,64.06982611,0,0,-21.72698402,10.44183445,-46.14434052,0.119499974,64.91314518,25.44961739,4.064789772,4.355830669
LR,raw,0,0,0.001,15,none,0.7380958333,0.7941666842,0.7941666842,0,0,-33.26148605,14.46726894,-61.58150482,0.1067499593,61.97830484,0,0,-21.52510452,10.69817924,-39.88248062,0.1209999621,64.60485672,26.2136364,4.20532465,4.507848263
LR,raw,0,0,0.001,16,none,0.74895625,0.9983333349,0.9983333349,0,0,-29.54035187,14.56213284,-66.71548462,0.1142499596,68.0826198,0,0,-20.63324165,11.45827675,-36.15098953,0.1314999461,70.78733239,26.94794273,4.232866764,4.275579929
LR,raw,0,0,0.001,17,none,0.74431875,0.9816666842,0.9816666842,0,0,-33.91967392,15.28578472,-59.65649796,0.1089999676,61.93328226,0,0,-23.40214729,11.05772305,-41.3636322,0.1187499538,63.96819223,27.70959282,4.303884029,4.384287357
LR,raw,0,0,0.001,18,none,0.7425041667,0.9850000143,0.9850000143,0,0,-32.46194458,15.08179379,-52.94940186,0.1089999676,65.03048406,0,0,-23.10873985,11.70793533,-37.90584564,0.1262499541,67.74632277,28.33076286,4.324689865,4.352305412
LR,raw,0,0,0.001,19,none,0.7384895833,0.9975000024,0.9975000024,0,0,-32.60934448,15.31699562,-60.91856766,0.1097499654,65.51609976,0,0,-22.81680107,11.56237888,-41.68359756,0.1217499599,66.45857603,28.99035454,4.313898087,4.252479076
LR,raw,0,0,0.001,20,none,0.7351979167,0.9991666675,0.9991666675,0,0,-32.52256775,15.11716461,-58.90165329,0.1097499654,66.75711258,0,0,-20.66069603,11.20367336,-36.90693283,0.1322499514,72.02346034,29.77677917,4.390183926,4.389855385
LR,raw,0,0,0.001,21,none,0.7301645833,0.9941666722,0.9941666722,0,0,-33.75106049,15.5480423,-65.70386505,0.1104999557,65.22993193,0,0,-22.83057404,12.17487049,-49.65073776,0.1232499629,69.10593377,30.29787064,4.42959547,4.291782379
LR,raw,0,0,0.001,22,none,0.7339833333,0.9975000024,0.9975000024,0,0,-34.21715546,15.73364639,-57.51882935,0.1104999706,66.22253738,0,0,-22.69819641,12.10567856,-41.04702759,0.1269999593,67.89259469,30.9438324,4.553863525,4.244039059
LR,raw,0,0,0.001,23,none,0.7425729167,0.9991666675,0.9991666675,0,0,-32.89046478,15.62120628,-59.57749557,0.1104999706,67.00190772,0,0,-25.63342094,12.88285637,-47.73684311,0.1232499629,68.51547462,31.6025486,4.590378761,4.260322571
