step,run_id,seed,arm,strict_dead,strict_dead_frac,eval_loss_exact,unfit,signal_var,residual_var,mu_norm,b_mean,b_min,b_max,b_maxabs
20000,A_w100_T10000_centered_lr0.01_s8,8,frozen,0,0.0,0.12792504113275283,0.1579246363061155,0.7646484374999999,0.12075682639422697,0.0863011008482027,0.0,0.0,0.0,0.0
20000,A_w100_T10000_centered_lr0.01_s9,9,frozen,0,0.0,1.152881818924089,0.6453020750008635,1.7724609375,1.1437727208267257,0.03163788611927349,0.0,0.0,0.0,0.0
30000,A_w100_T10000_centered_lr0.01_s0,0,frozen,0,0.0,0.4428058359792412,0.46664538421347085,0.9375,0.43748004770012894,0.07099540645213602,0.0,0.0,0.0,0.0
30000,A_w100_T10000_centered_lr0.01_s1,1,frozen,0,0.0,0.32807913915228326,0.16524137685720863,1.9833984374999996,0.3277394886689362,0.057825719197312976,0.0,0.0,0.0,0.0
30000,A_w100_T10000_centered_lr0.01_s2,2,frozen,0,0.0,0.25620399128248195,0.1614174445656539,1.5537109374999996,0.25079604912495634,0.08738878197734912,0.0,0.0,0.0,0.0
30000,A_w100_T10000_centered_lr0.01_s3,3,frozen,0,0.0,0.09533754581361743,0.10318894525564795,0.9208984375000002,0.09502653845319926,0.08750938325201073,0.0,0.0,0.0,0.0
30000,A_w100_T10000_centered_lr0.01_s4,4,frozen,0,0.0,0.06257259804184737,0.05765672401114593,1.0624999999999998,0.06126026926184254,0.030421010572979718,0.0,0.0,0.0,0.0
30000,A_w100_T10000_centered_lr0.01_s5,5,frozen,0,0.0,0.22431668712665,0.22518918631232243,0.99609375,0.22430954105328993,0.09341265474492008,0.0,0.0,0.0,0.0
30000,A_w100_T10000_centered_lr0.01_s6,6,frozen,0,0.0,0.6141887685783545,0.3579817721630715,1.6162109375000004,0.5785740555955893,0.04341628502679855,0.0,0.0,0.0,0.0
30000,A_w100_T10000_centered_lr0.01_s7,7,frozen,0,0.0,0.25286847692339376,0.07064088132852885,3.5146484374999996,0.24827786318493678,0.03138705975329885,0.0,0.0,0.0,0.0
30000,A_w100_T10000_centered_lr0.01_s8,8,frozen,0,0.0,0.20569710201755353,0.23824576622359506,0.8398437500000002,0.20008921772684746,0.10070868499565001,0.0,0.0,0.0,0.0
30000,A_w100_T10000_centered_lr0.01_s9,9,frozen,0,0.0,0.8212102055724908,0.48492828571689894,1.6523437500000004,0.8012682221025325,0.13245293469711375,0.0,0.0,0.0,0.0
40000,A_w100_T10000_centered_lr0.01_s0,0,frozen,0,0.0,0.45148095062409044,0.2338392182946175,1.921875,0.44940974765996805,0.10900457144775684,0.0,0.0,0.0,0.0
40000,A_w100_T10000_centered_lr0.01_s1,1,frozen,0,0.0,0.19361424341300204,0.17243853456851677,1.12109375,0.1933197633639231,0.026500478863985554,0.0,0.0,0.0,0.0
40000,A_w100_T10000_centered_lr0.01_s2,2,frozen,0,0.0,0.30120856745153207,0.12073052107155036,2.4052734375,0.2903899154289341,0.07737606279658577,0.0,0.0,0.0,0.0
40000,A_w100_T10000_centered_lr0.01_s3,3,frozen,0,0.0,0.3669080592360479,0.3642963261533616,1.0068359375,0.3667866330704256,0.14369268052538936,0.0,0.0,0.0,0.0
40000,A_w100_T10000_centered_lr0.01_s4,4,frozen,0,0.0,0.3939716969461601,0.2626336089847521,1.5,0.3939504134771281,0.04312119144801677,0.0,0.0,0.0,0.0
40000,A_w100_T10000_centered_lr0.01_s5,5,frozen,0,0.0,0.39674073457075365,0.30888491017055203,0.9833984374999999,0.3037569380290487,0.08103156288171622,0.0,0.0,0.0,0.0
40000,A_w100_T10000_centered_lr0.01_s6,6,frozen,0,0.0,0.7303397581471412,0.5023450266205096,1.4521484374999998,0.7294795454928688,0.0758148282345814,0.0,0.0,0.0,0.0
40000,A_w100_T10000_centered_lr0.01_s7,7,frozen,0,0.0,0.2531075542233516,0.11988556322639946,2.061523437500001,0.2471468984091107,0.05660414713864476,0.0,0.0,0.0,0.0
40000,A_w100_T10000_centered_lr0.01_s8,8,frozen,0,0.0,0.5786160608953401,0.42470583853336424,1.2343750000000002,0.5242462694396216,0.10239252100807474,0.0,0.0,0.0,0.0
40000,A_w100_T10000_centered_lr0.01_s9,9,frozen,0,0.0,0.970720230151281,0.7479552051917888,1.2499999999999996,0.9349440064897357,0.07517194553670196,0.0,0.0,0.0,0.0
50000,A_w100_T10000_centered_lr0.01_s0,0,frozen,0,0.0,0.13195297419692836,0.11155689351044064,1.1210937500000002,0.1250657360839706,0.09835823749347126,0.0,0.0,0.0,0.0
50000,A_w100_T10000_centered_lr0.01_s1,1,frozen,0,0.0,0.3007577313229232,0.1496485287810719,1.9833984374999996,0.29681265815855173,0.06361487082367645,0.0,0.0,0.0,0.0
50000,A_w100_T10000_centered_lr0.01_s2,2,frozen,0,0.0,0.14966465358243114,0.08042989922283844,1.7958984374999998,0.144443930342578,0.08342113743162252,0.0,0.0,0.0,0.0
50000,A_w100_T10000_centered_lr0.01_s3,3,frozen,0,0.0,0.1758324351157562,0.1559007054636363,1.125,0.17538829364659084,0.0724624906527415,0.0,0.0,0.0,0.0
50000,A_w100_T10000_centered_lr0.01_s4,4,frozen,0,0.0,0.554563227135497,0.19049012403101132,2.808593749999999,0.535009371790223,0.10862091099011839,0.0,0.0,0.0,0.0
50000,A_w100_T10000_centered_lr0.01_s5,5,frozen,0,0.0,0.26686904916121024,0.24785574277334102,0.99609375,0.24688755627813266,0.08924591690197099,0.0,0.0,0.0,0.0
50000,A_w100_T10000_centered_lr0.01_s6,6,frozen,0,0.0,0.18692258521198735,0.1360384088705561,1.3740234375,0.186919962188352,0.1051427324227534,0.0,0.0,0.0,0.0
50000,A_w100_T10000_centered_lr0.01_s7,7,frozen,0,0.0,0.10079032666143808,0.06864526905506027,1.4374999999999996,0.09867757426664911,0.03422703085877703,0.0,0.0,0.0,0.0
50000,A_w100_T10000_centered_lr0.01_s8,8,frozen,0,0.0,0.06253715732954253,0.09408444216424594,0.6523437500000001,0.06137539781808232,0.0519053748522351,0.0,0.0,0.0,0.0
50000,A_w100_T10000_centered_lr0.01_s9,9,frozen,0,0.0,0.5761347485943621,0.23645769842530198,2.4365234375,0.5761347241905551,0.03831252146160652,0.0,0.0,0.0,0.0
60000,A_w100_T10000_centered_lr0.01_s0,0,frozen,0,0.0,0.46138967333251873,0.35363450088891346,1.296875,0.45861974334030964,0.09869639188865698,0.0,0.0,0.0,0.0
60000,A_w100_T10000_centered_lr0.01_s1,1,frozen,0,0.0,0.2199983443525305,0.14895079518791354,1.4375,0.21411676808262572,0.06614328906430689,0.0,0.0,0.0,0.0
60000,A_w100_T10000_centered_lr0.01_s2,2,frozen,0,0.0,0.16085308478455407,0.10931258297490856,1.46484375,0.1601258539671512,0.0847102810133207,0.0,0.0,0.0,0.0
60000,A_w100_T10000_centered_lr0.01_s3,3,frozen,0,0.0,0.3679811515378927,0.35590079752332904,1.0068359375,0.35833371313139867,0.07432874261607958,0.0,0.0,0.0,0.0
60000,A_w100_T10000_centered_lr0.01_s4,4,frozen,0,0.0,0.6811984494505154,0.33926081523967405,1.9521484374999996,0.6622874703751057,0.08630045860945249,0.0,0.0,0.0,0.0
60000,A_w100_T10000_centered_lr0.01_s5,5,frozen,0,0.0,0.61930602636062,0.30119840351839533,2.0468750000000004,0.6165154822017156,0.04665961318937687,0.0,0.0,0.0,0.0
60000,A_w100_T10000_centered_lr0.01_s6,6,frozen,0,0.0,0.5139957266860163,0.24001864449078017,1.77734375,0.4265956376691601,0.11092432996190546,0.0,0.0,0.0,0.0
60000,A_w100_T10000_centered_lr0.01_s7,7,frozen,0,0.0,0.12355361120848204,0.1606177348486694,0.7646484374999999,0.12281609998682434,0.06542364352633867,0.0,0.0,0.0,0.0
60000,A_w100_T10000_centered_lr0.01_s8,8,frozen,0,0.0,0.32065694608031836,0.30632419684585394,1.0224609375,0.31320452548594635,0.047749203201196855,0.0,0.0,0.0,0.0
60000,A_w100_T10000_centered_lr0.01_s9,9,frozen,0,0.0,0.492010734223172,0.12158197273783686,4.0458984375,0.49190831352818176,0.08254989643471711,0.0,0.0,0.0,0.0
70000,A_w100_T10000_centered_lr0.01_s0,0,frozen,0,0.0,0.16773867216972188,0.14136803366893755,1.1865234375,0.16773648526148352,0.10460623762796774,0.0,0.0,0.0,0.0
70000,A_w100_T10000_centered_lr0.01_s1,1,frozen,0,0.0,0.3750809512431685,0.17513388488876103,1.9833984374999996,0.3473602736416734,0.07309251346639409,0.0,0.0,0.0,0.0
70000,A_w100_T10000_centered_lr0.01_s2,2,frozen,0,0.0,0.15855451469093848,0.11019948914441205,1.4023437499999998,0.15453756485485906,0.0966141076113237,0.0,0.0,0.0,0.0
70000,A_w100_T10000_centered_lr0.01_s3,3,frozen,0,0.0,0.47744614305257277,0.3392932261276275,1.3974609375000002,0.4741490298717139,0.0828494449080883,0.0,0.0,0.0,0.0
70000,A_w100_T10000_centered_lr0.01_s4,4,frozen,0,0.0,0.1568319904892498,0.09289380124447517,1.4335937499999998,0.13317197287782181,0.13633825542426797,0.0,0.0,0.0,0.0
70000,A_w100_T10000_centered_lr0.01_s5,5,frozen,0,0.0,0.21035300455967842,0.21101023623859896,0.99609375,0.21018597750329193,0.0693970587649408,0.0,0.0,0.0,0.0
70000,A_w100_T10000_centered_lr0.01_s6,6,frozen,0,0.0,0.4464270795740981,0.20969968166112965,2.109375,0.44233526600394535,0.029434230569530567,0.0,0.0,0.0,0.0
70000,A_w100_T10000_centered_lr0.01_s7,7,frozen,0,0.0,0.18243875683967686,0.07079636135836773,2.296875,0.16261039249500087,0.07258040225578294,0.0,0.0,0.0,0.0
70000,A_w100_T10000_centered_lr0.01_s8,8,frozen,0,0.0,0.3996434378972402,0.3932332535976346,1.0068359375000002,0.3959213715421498,0.07752741554435529,0.0,0.0,0.0,0.0
70000,A_w100_T10000_centered_lr0.01_s9,9,frozen,0,0.0,0.43865533626002706,0.39610540887090384,1.0898437500000002,0.4316930041991492,0.07117803891196546,0.0,0.0,0.0,0.0
80000,A_w100_T10000_centered_lr0.01_s0,0,frozen,0,0.0,0.43970357583249225,0.33472446550610413,1.296875,0.4340957912032288,0.024664334401885393,0.0,0.0,0.0,0.0
80000,A_w100_T10000_centered_lr0.01_s1,1,frozen,0,0.0,0.11771069788227981,0.10709831974431498,1.0771484375,0.11536078777146429,0.04118587457440161,0.0,0.0,0.0,0.0
80000,A_w100_T10000_centered_lr0.01_s2,2,frozen,0,0.0,0.1713679000949901,0.17149921489400338,0.9960937499999997,0.17082929608582362,0.06118621962843212,0.0,0.0,0.0,0.0
80000,A_w100_T10000_centered_lr0.01_s3,3,frozen,0,0.0,0.24907507812865895,0.1764295132072391,1.3974609374999998,0.24655335292925692,0.14275066292568772,0.0,0.0,0.0,0.0
80000,A_w100_T10000_centered_lr0.01_s4,4,frozen,0,0.0,0.37878015292225126,0.22767464178806476,1.6249999999999998,0.3699712929056052,0.032793345091679055,0.0,0.0,0.0,0.0
80000,A_w100_T10000_centered_lr0.01_s5,5,frozen,0,0.0,0.523087376469182,0.32704662296804915,1.5224609375000002,0.49791570821014525,0.08394431209790856,0.0,0.0,0.0,0.0
80000,A_w100_T10000_centered_lr0.01_s6,6,frozen,0,0.0,0.12977567492295133,0.12495103906544092,0.8750000000000001,0.10933215918226082,0.05935985938322123,0.0,0.0,0.0,0.0
80000,A_w100_T10000_centered_lr0.01_s7,7,frozen,0,0.0,0.38363577902998097,0.13640352787755997,2.7021484375,0.36858257972383635,0.07264879518024839,0.0,0.0,0.0,0.0
80000,A_w100_T10000_centered_lr0.01_s8,8,frozen,0,0.0,0.3866332485569115,0.5743380151517785,0.5771484375000001,0.3314782880417004,0.06701459366945509,0.0,0.0,0.0,0.0
80000,A_w100_T10000_centered_lr0.01_s9,9,frozen,0,0.0,0.6435534834952095,0.5263926197520166,1.2177734375,0.6410269500300436,0.053968725040441305,0.0,0.0,0.0,0.0
90000,A_w100_T10000_centered_lr0.01_s0,0,frozen,0,0.0,0.1558562371434045,0.1454186765390387,1.0537109375000002,0.15322924998595974,0.07887277568479671,0.0,0.0,0.0,0.0
90000,A_w100_T10000_centered_lr0.01_s1,1,frozen,0,0.0,0.11569737238225816,0.12372341209814797,0.9287109375000002,0.11490328604036987,0.08286993682204757,0.0,0.0,0.0,0.0
90000,A_w100_T10000_centered_lr0.01_s2,2,frozen,0,0.0,0.16336177496498272,0.11643597150280686,1.4023437499999998,0.1632832569121393,0.06369245477791358,0.0,0.0,0.0,0.0
90000,A_w100_T10000_centered_lr0.01_s3,3,frozen,0,0.0,0.14068582283596312,0.19515141547500903,0.7148437500000002,0.13950276965596353,0.08337956597922616,0.0,0.0,0.0,0.0
90000,A_w100_T10000_centered_lr0.01_s4,4,frozen,0,0.0,0.10039422099587832,0.05447474695953621,1.8398437499999998,0.10022502272633418,0.03326631224453904,0.0,0.0,0.0,0.0
90000,A_w100_T10000_centered_lr0.01_s5,5,frozen,0,0.0,0.34330487867552906,0.2480794423304819,1.3740234374999998,0.3408669681240117,0.054535075022879576,0.0,0.0,0.0,0.0
90000,A_w100_T10000_centered_lr0.01_s6,6,frozen,0,0.0,0.22777368020068867,0.1561674770148276,1.2773437500000007,0.19947955071815882,0.06249361939732453,0.0,0.0,0.0,0.0
90000,A_w100_T10000_centered_lr0.01_s7,7,frozen,0,0.0,0.25831558577147956,0.07292803834024708,3.5146484374999996,0.25631641600248944,0.044814441690771395,0.0,0.0,0.0,0.0
90000,A_w100_T10000_centered_lr0.01_s8,8,frozen,0,0.0,0.4159098116537935,0.4038567846528739,1.0068359375000002,0.406617524391712,0.07704189799204487,0.0,0.0,0.0,0.0
90000,A_w100_T10000_centered_lr0.01_s9,9,frozen,0,0.0,0.2964760787661227,0.2693509456807562,1.0898437500000002,0.29355044470676167,0.09090140161998045,0.0,0.0,0.0,0.0
100000,A_w100_T10000_centered_lr0.01_s0,0,frozen,0,0.0,0.42447761635943115,0.3287326887342784,1.2802734374999998,0.42086772942445205,0.05134482854493625,0.0,0.0,0.0,0.0
100000,A_w100_T10000_centered_lr0.01_s1,1,frozen,0,0.0,0.3637527435051494,0.2617495427692186,1.3896484375,0.363739843125584,0.07286682987112643,0.0,0.0,0.0,0.0
100000,A_w100_T10000_centered_lr0.01_s2,2,frozen,0,0.0,0.1191394838678604,0.11515613899934277,1.0224609374999998,0.11774265384014829,0.05768440819133618,0.0,0.0,0.0,0.0
100000,A_w100_T10000_centered_lr0.01_s3,3,frozen,0,0.0,0.37834919768401243,0.27520811641463416,1.3583984375000002,0.3738422753249572,0.0661925637913488,0.0,0.0,0.0,0.0
100000,A_w100_T10000_centered_lr0.01_s4,4,frozen,0,0.0,0.32038094553265284,0.1459981645148949,2.1943359375,0.3203690192040711,0.05770022573387449,0.0,0.0,0.0,0.0
100000,A_w100_T10000_centered_lr0.01_s5,5,frozen,0,0.0,0.33857663675967864,0.2586188185925561,1.2490234375000002,0.32302096580066336,0.04121540434262371,0.0,0.0,0.0,0.0
100000,A_w100_T10000_centered_lr0.01_s6,6,frozen,0,0.0,0.6389195642027025,0.23584320807006046,2.5693359375000004,0.6059604301096965,0.06241318478317767,0.0,0.0,0.0,0.0
100000,A_w100_T10000_centered_lr0.01_s7,7,frozen,0,0.0,0.3314125884253715,0.1769417889840291,1.8710937500000007,0.33107467548183583,0.03400123914113141,0.0,0.0,0.0,0.0
100000,A_w100_T10000_centered_lr0.01_s8,8,frozen,0,0.0,0.789822686913647,0.47108010080807955,1.49609375,0.7047799945683377,0.09776672634423972,0.0,0.0,0.0,0.0
100000,A_w100_T10000_centered_lr0.01_s9,9,frozen,0,0.0,1.5337646037980714,0.5814749738213569,2.58984375,1.5059293267326548,0.04339206086842818,0.0,0.0,0.0,0.0
110000,A_w100_T10000_centered_lr0.01_s0,0,frozen,0,0.0,0.15568102082595528,0.1383811281276979,1.0537109375000002,0.1458137082517442,0.07280926830765777,0.0,0.0,0.0,0.0
110000,A_w100_T10000_centered_lr0.01_s1,1,frozen,0,0.0,0.3634042385113563,0.15199650991451458,1.9833984374999996,0.3014696402699014,0.06969985816864395,0.0,0.0,0.0,0.0
110000,A_w100_T10000_centered_lr0.01_s2,2,frozen,0,0.0,0.14766958222198923,0.10525526290781795,1.4023437499999998,0.1476040600933853,0.08061440336578485,0.0,0.0,0.0,0.0
110000,A_w100_T10000_centered_lr0.01_s3,3,frozen,0,0.0,0.2753355686908898,0.3344896718573599,0.7802734374999999,0.26099340606838917,0.03360162100783143,0.0,0.0,0.0,0.0
110000,A_w100_T10000_centered_lr0.01_s4,4,frozen,0,0.0,0.12304856529762441,0.11550281508821504,1.0625000000000002,0.1227217410312285,0.07071938937847869,0.0,0.0,0.0,0.0
110000,A_w100_T10000_centered_lr0.01_s5,5,frozen,0,0.0,0.1415012785450635,0.2394429499509579,0.58984375,0.14123392751013533,0.045236163111241366,0.0,0.0,0.0,0.0
110000,A_w100_T10000_centered_lr0.01_s6,6,frozen,0,0.0,0.12278287285479218,0.05456980644435832,2.25,0.12278206449980622,0.05783901664156197,0.0,0.0,0.0,0.0
110000,A_w100_T10000_centered_lr0.01_s7,7,frozen,0,0.0,0.4753875360193657,0.27709144806079294,1.702148437500001,0.47165077536129146,0.044299938347367056,0.0,0.0,0.0,0.0
110000,A_w100_T10000_centered_lr0.01_s8,8,frozen,0,0.0,0.5400566081368027,0.4021309478452902,1.1865234375,0.4771377945625269,0.057581176911470223,0.0,0.0,0.0,0.0
110000,A_w100_T10000_centered_lr0.01_s9,9,frozen,0,0.0,0.5064519921607586,0.2220926551666496,2.0898437500000004,0.464138947320928,0.09712789006656541,0.0,0.0,0.0,0.0
120000,A_w100_T10000_centered_lr0.01_s0,0,frozen,0,0.0,0.5226177622846433,0.43970883328860877,1.0693359374999998,0.4701964574717056,0.04978602839435932,0.0,0.0,0.0,0.0
120000,A_w100_T10000_centered_lr0.01_s1,1,frozen,0,0.0,0.13066235990497793,0.1182529014451083,1.0771484375,0.1273759280214399,0.06604956714374363,0.0,0.0,0.0,0.0
120000,A_w100_T10000_centered_lr0.01_s2,2,frozen,0,0.0,0.21902171279177216,0.23218188120882216,0.9365234375000001,0.21744377351490282,0.09352834624103801,0.0,0.0,0.0,0.0
120000,A_w100_T10000_centered_lr0.01_s3,3,frozen,0,0.0,0.49773700827067885,0.3509036245640588,1.3662109375000004,0.479408369887811,0.053495667165943124,0.0,0.0,0.0,0.0
120000,A_w100_T10000_centered_lr0.01_s4,4,frozen,0,0.0,0.3675329454540617,0.14204432555268046,2.4287109375,0.34498460707960577,0.04304985731135035,0.0,0.0,0.0,0.0
120000,A_w100_T10000_centered_lr0.01_s5,5,frozen,0,0.0,0.1352611512445937,0.19664609377212555,0.6865234374999999,0.13500215226738696,0.03806096755004743,0.0,0.0,0.0,0.0
120000,A_w100_T10000_centered_lr0.01_s6,6,frozen,0,0.0,0.2510913312932464,0.09800931707037479,2.546875,0.2496174794136108,0.10575474906633642,0.0,0.0,0.0,0.0
120000,A_w100_T10000_centered_lr0.01_s7,7,frozen,0,0.0,0.22472641689041475,0.10874910691451214,2.062499999999999,0.2242950330111812,0.05606920390976896,0.0,0.0,0.0,0.0
120000,A_w100_T10000_centered_lr0.01_s8,8,frozen,0,0.0,0.39092239148838337,0.339895978964732,1.08984375,0.3704335083248447,0.08445225729657772,0.0,0.0,0.0,0.0
120000,A_w100_T10000_centered_lr0.01_s9,9,frozen,0,0.0,0.6973533926119633,0.30465089868732265,2.2880859374999996,0.6970674371332001,0.061596417696964965,0.0,0.0,0.0,0.0
130000,A_w100_T10000_centered_lr0.01_s0,0,frozen,0,0.0,0.20980738411195932,0.19803518221583144,1.0068359374999998,0.19938893834425994,0.08617328334267686,0.0,0.0,0.0,0.0
130000,A_w100_T10000_centered_lr0.01_s1,1,frozen,0,0.0,0.1498363599045645,0.10672274835019499,1.3271484375,0.14163692871866698,0.057038791357701464,0.0,0.0,0.0,0.0
130000,A_w100_T10000_centered_lr0.01_s2,2,frozen,0,0.0,0.1757750120174973,0.1253032588064879,1.4023437499999998,0.17571824184191073,0.0726062923591867,0.0,0.0,0.0,0.0
130000,A_w100_T10000_centered_lr0.01_s3,3,frozen,0,0.0,0.2010778170909438,0.11497811159650644,1.7343750000000002,0.19941516230019088,0.09435894502677214,0.0,0.0,0.0,0.0
130000,A_w100_T10000_centered_lr0.01_s4,4,frozen,0,0.0,0.1342713009635672,0.050615501630018656,2.652343749999999,0.13424970940149475,0.0790016258636122,0.0,0.0,0.0,0.0
130000,A_w100_T10000_centered_lr0.01_s5,5,frozen,0,0.0,0.2547158662222477,0.35822442916867336,0.6943359374999998,0.24872809486223307,0.07503145118870314,0.0,0.0,0.0,0.0
130000,A_w100_T10000_centered_lr0.01_s6,6,frozen,0,0.0,0.22722715128537635,0.1781000211409941,1.24609375,0.22192932321866063,0.10527138106717582,0.0,0.0,0.0,0.0
130000,A_w100_T10000_centered_lr0.01_s7,7,frozen,0,0.0,0.24408426557969545,0.43690625658793525,0.5585937499999998,0.24405310426591686,0.09132728017520454,0.0,0.0,0.0,0.0
130000,A_w100_T10000_centered_lr0.01_s8,8,frozen,0,0.0,0.06710576691441579,0.12132040013983443,0.52734375,0.06397755476124081,0.04146720515656436,0.0,0.0,0.0,0.0
130000,A_w100_T10000_centered_lr0.01_s9,9,frozen,0,0.0,1.030411936460654,0.4045789124707876,2.5468749999999996,1.030411917699037,0.027546732131253422,0.0,0.0,0.0,0.0
140000,A_w100_T10000_centered_lr0.01_s0,0,frozen,0,0.0,0.5619936308592449,0.3247474261019518,1.58984375,0.5162976657167749,0.08496556162258319,0.0,0.0,0.0,0.0
140000,A_w100_T10000_centered_lr0.01_s1,1,frozen,0,0.0,0.5980841452206378,0.3409658651899235,1.734375,0.5913626724387736,0.07825778212138874,0.0,0.0,0.0,0.0
140000,A_w100_T10000_centered_lr0.01_s2,2,frozen,0,0.0,0.1739202394652911,0.11799985135008963,1.46484375,0.17285134475110786,0.09825059483077712,0.0,0.0,0.0,0.0
140000,A_w100_T10000_centered_lr0.01_s3,3,frozen,0,0.0,0.20473757043106036,0.19421498132759688,1.0273437500000002,0.1995255472232734,0.08140403271283575,0.0,0.0,0.0,0.0
