act,arm,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,wt_q10_l1,wt_med_l1,wt_q90_l1,wt_max_l1,wt_ratio0_med_l1,rowmean_abs_med_l1,b_med_l1,exceed_t1_frac_l1,exceed_2x0_frac_l1,bind_frac_l1,proj_rows_l1,proj_removed_l1,wt_q10_l2,wt_med_l2,wt_q90_l2,wt_max_l2,wt_ratio0_med_l2,rowmean_abs_med_l2,b_med_l2,exceed_t1_frac_l2,exceed_2x0_frac_l2,bind_frac_l2,proj_rows_l2,proj_removed_l2,pen_wt_total,pen_rest_total
LR,l2rest,0,0.001,7,1,0.9694645833,1,1,0,0,-0.1178573892,1.935731769,-36.37923431,0.5410000682,67.12935827,0,0,3.944726467,3.691840172,0.9181001782,0.8860000372,34.83412718,5.416329384,3.40349412,0.549456954,0.003002635798,4.985487685,5.419007002,5.907776923,13.20378899,9.348307772,6.96533233e-06,0.0002722423087,0,1,nan,nan,nan,3.202258652,3.404739319,3.574977859,3.698799792,5.936043555,0.0001778102524,0.0003498305014,0,1,nan,nan,nan,4.258872829,0.003002635798
LR,l2rest,0,0.001,7,2,0.96880625,1,1,0,0,-1.382446647,3.509082079,-15.36289024,0.3947499692,72.59941082,0,0,-4.03131485,10.03382397,-11.89183903,0.3939999938,71.35211307,9.63952446,5.047519207,0.8081948757,0.006511664449,8.67866736,9.6409456,10.31989201,11.5137204,16.66127517,3.124345581e-06,-0.001845070336,0.99,1,nan,nan,nan,4.626796382,5.050510344,5.510288105,5.90104482,8.841421347,0.000350424007,0.0001590939428,1,1,nan,nan,nan,11.73190911,0.006511664449
LR,l2rest,0,0.001,7,3,0.96550625,1,1,0,0,-3.180281639,4.92952776,-10.68487835,0.3197499514,68.62387122,0,0,-11.67511654,17.11506462,-26.29621506,0.3182499707,77.69732551,13.04791164,6.56573534,0.7707771659,0.006158144415,11.87064144,13.05470277,14.35336454,15.23970585,22.69369196,2.556418065e-06,-0.001772142481,1,1,nan,nan,nan,5.851679018,6.566083769,7.235282104,7.977686361,11.2797435,0.0003471536335,-0.0001127463511,1,1,nan,nan,nan,21.49057846,0.006158144415
LR,l2rest,0,0.001,7,4,0.9512333333,1,1,0,0,-4.031091213,6.314819813,-15.42785358,0.3294999599,66.71463761,0,0,-20.76610756,24.28475571,-41.53853607,0.276249975,83.5989694,15.78388309,7.58725071,0.705352664,0.005063623901,14.47712204,15.80063123,17.10097726,18.19964961,27.19206728,4.494217179e-06,0.0005411763268,1,1,nan,nan,nan,6.890687641,7.588301563,8.434195117,9.612006977,13.31725175,7.229680894e-05,0.0001854596849,1,1,nan,nan,nan,30.84864514,0.005063623901
LR,l2rest,0,0.001,7,5,0.950775,1,1,0,0,-5.695774555,7.426764488,-14.14812374,0.2822499573,65.28437632,0,0,-28.17729759,28.9889183,-46.0644989,0.2364999652,86.66929482,18.22206306,8.561989784,0.8337631226,0.0071281293,16.73865783,18.24969016,19.60003423,21.14574194,31.59262945,2.367071732e-06,-0.00222109782,1,1,nan,nan,nan,7.713089722,8.565106852,9.327408557,10.51943369,14.83428734,0.0004230394051,0.0001279418393,1,1,nan,nan,nan,40.72864212,0.0071281293
LR,l2rest,0,0.001,7,6,0.93364375,1,1,0,0,-6.896827221,8.546326637,-23.5274601,0.2709999979,63.19524312,0,0,-35.1187973,32.89057922,-56.93080902,0.2177499831,86.15987637,20.58416176,9.466145515,0.7736061811,0.005934713425,18.92796625,20.62962228,22.16026741,24.0175948,35.54781828,7.545132093e-06,0.000529458368,1,1,nan,nan,nan,8.770307409,9.470338999,10.07241782,11.55278041,16.3987432,0.0001074012369,0.0001225625419,1,1,nan,nan,nan,51.57714838,0.005934713425
LR,l2rest,0,0.001,7,7,0.93729375,1,1,0,0,-8.724328041,9.605880737,-20.59747696,0.2672499716,62.06172368,0,0,-41.12948608,37.07361984,-72.65119934,0.2079999596,86.51788604,22.70433044,10.23797321,0.792409122,0.006221572802,21.39646889,22.74120084,24.47656163,26.16221596,39.43332254,4.126230421e-06,0.0004497174959,1,1,nan,nan,nan,9.445565081,10.24948812,11.03059182,12.15564729,17.77259488,7.150321268e-05,5.842153405e-05,1,1,nan,nan,nan,62.42751857,0.006221572802
LR,l2rest,0,0.001,7,8,0.9245833333,1,1,0,0,-11.06914902,10.30412579,-27.51177979,0.2199999988,59.96950037,0,0,-45.26976776,37.6684227,-73.57483673,0.193749994,85.99181521,24.51282692,10.72973633,0.9252581596,0.008708105126,23.07932826,24.51776775,26.57631228,27.92645242,42.68230944,5.949908307e-06,0.0005541065766,1,1,nan,nan,nan,10.06552861,10.76583374,11.82702737,12.58214793,18.8787831,0.0001464078715,6.733725968e-05,1,1,nan,nan,nan,72.96126881,0.008708105126
LR,l2rest,0,0.001,7,9,0.9070354167,1,1,0,0,-14.53507996,11.22297382,-31.07421875,0.1764999777,59.37892241,0,0,-47.2479744,37.75285339,-79.73303223,0.1854999661,84.57904885,27.41438293,11.55719185,0.9574198127,0.009407166805,25.76779926,27.41729057,29.40197829,31.65580491,47.57666207,3.898707932e-06,-0.00493245502,1,1,nan,nan,nan,10.74165732,11.57737278,12.61983843,13.39248001,20.21019231,0.002101019511,-0.0008845802513,1,1,nan,nan,nan,89.69280088,0.009407166805
LR,l2rest,0,0.001,7,10,0.89445,1,1,0,0,-16.3890934,12.226017,-36.60266876,0.1674999744,59.53631564,0,0,-49.74048233,39.05126953,-78.88686371,0.1802499741,85.23789522,29.67210197,12.22351837,1.01666832,0.01068317919,27.75113133,29.6829386,32.24182945,35.9626114,51.39888505,4.645746175e-06,-0.002608555951,1,1,nan,nan,nan,11.36041361,12.22803133,13.29659706,14.05930034,21.26760637,0.001637057036,5.534601951e-05,1,1,nan,nan,nan,105.0360655,0.01068317919
