act,reg,lam,seed,task,tensor,ndim,numel,sq_norm,norm,norm0,norm_ratio,cos_w0,dist_w0,pen_l2,pen_l2init,pen_shell,pen_angular,reg_loss
R,shell,0.001,0,0,W1,2,78400,33.19778038,5.761751502,5.761751502,1,1,0,0.03319778038,0,0,1.474277606e-17,0
R,shell,0.001,0,0,b1,1,100,0.0445198491,0.2109972727,0.2109972727,1,1,0,4.45198491e-05,0,0,0,0
R,shell,0.001,0,0,W2,2,10000,33.40909083,5.78005976,5.78005976,1,1,0,0.03340909083,0,0,0,0
R,shell,0.001,0,0,b2,1,100,0.3121393494,0.5586943256,0.5586943256,1,1,0,0.0003121393494,0,0,0,0
R,shell,0.001,0,0,W3,2,1000,3.260951522,1.805810489,1.805810489,1,1,0,0.003260951522,0,0,0,0
R,shell,0.001,0,0,b3,1,10,0.04022925306,0.2005723138,0.2005723138,1,1,0,4.022925306e-05,0,0,0,0
R,shell,0.001,0,1,W1,2,78400,54.49308905,7.381943447,5.761751502,1.281197817,0.4619963331,6.956346729,0.05449308905,0.04839075982,0.002625021937,0.04576573788,0.002625021937
R,shell,0.001,0,1,b1,1,100,0.05509050478,0.2347136655,0.2109972727,1.112401419,0.8498243002,0.1242459374,5.509050478e-05,1.543705296e-05,5.624672867e-07,1.487458568e-05,5.624672867e-07
R,shell,0.001,0,1,W2,2,10000,36.39600936,6.032910522,5.78005976,1.043745354,0.8812923143,2.888381208,0.03639600936,0.008342746002,6.39335078e-05,0.008278812494,6.39335078e-05
R,shell,0.001,0,1,b2,1,100,0.3583776484,0.5986465138,0.5586943256,1.071509923,0.9538843715,0.1801218516,0.0003583776484,3.244388143e-05,1.596177343e-06,3.084770408e-05,1.596177343e-06
R,shell,0.001,0,1,W3,2,1000,5.045771564,2.246279494,1.805810489,1.243917624,0.8865038207,1.055828845,0.005045771564,0.001114774549,0.000194012944,0.0009207616053,0.000194012944
R,shell,0.001,0,1,b3,1,10,0.03917783919,0.1979339263,0.2005723138,0.9868457045,0.972549394,0.04676048341,3.917783919e-05,2.186542808e-06,6.961088479e-09,2.17958172e-06,6.961088479e-09
R,shell,0.001,0,2,W1,2,78400,65.79532886,8.111431986,5.761751502,1.407806634,0.3224842649,8.297579423,0.06579532886,0.06884982428,0.005520998373,0.0633288259,0.005520998373
R,shell,0.001,0,2,b1,1,100,0.05241115445,0.2289348258,0.2109972727,1.085013199,0.8274093945,0.1303671905,5.241115445e-05,1.699560437e-05,3.217558095e-07,1.667384856e-05,3.217558095e-07
R,shell,0.001,0,2,W2,2,10000,39.07290224,6.250832124,5.78005976,1.081447664,0.778502461,4.028289954,0.03907290224,0.01622711995,0.0002216266185,0.01600549334,0.0002216266185
R,shell,0.001,0,2,b2,1,100,0.3588049021,0.5990032571,0.5586943256,1.072148454,0.9383281279,0.2071303767,0.0003588049021,4.290299295e-05,1.624809965e-06,4.127818298e-05,1.624809965e-06
R,shell,0.001,0,2,W3,2,1000,6.130808898,2.476047031,1.805810489,1.371155526,0.8325834876,1.39511521,0.006130808898,0.00194634645,0.0004492170218,0.001497129428,0.0004492170218
R,shell,0.001,0,2,b3,1,10,0.03584121693,0.1893177671,0.2005723138,0.9438878352,0.9546376925,0.05976329192,3.584121693e-05,3.571651061e-06,1.266648219e-07,3.444986239e-06,1.266648219e-07
