act,reg,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,pen_l2_total,pen_l2init_total,pen_shell_total
R,shell,0.001,0.001,0,1,0.148,0.2775000036,0.2775000036,0.1899999976,0.1899999976,-0.2433112562,0.4571566582,-1.337878227,0.3216666579,40.3222535,0.1299999952,0.1299999952,0.0817027092,0.2773368657,-0.6624473333,0.5741666555,34.95748148,0.7885305882,0.6174017787,0.6978187561,0.002885133995,0.09638751597,0.05789834785,0.002885133995
R,shell,0.001,0.001,0,2,0.152,0.2591666579,0.2591666579,0.2099999934,0.2099999934,-0.3788504303,0.607927084,-1.493420601,0.1174999997,43.98584687,0.07999999821,0.07999999821,0.04226492718,0.2685452998,-0.402577579,0.5483333468,41.28213095,0.817732811,0.6514673829,0.7777820826,0.006193915244,0.1114460973,0.08708676093,0.006193915244
