arm,wd_b,step,task,seed,unfit,eval_loss_exact,signal_var,residual_var,L1_strict_dead_frac,L1_alive,L1_n_invalid,L1_b_median_alive,L1_b_q25_alive,L1_b_q75_alive,L1_b_median_all,L1_b_maxabs,L1_wall_frac,L1_beta_median_alive,L1_kappa_median_alive,L1_sigma_median_alive,L1_margin_median_alive,L1_p_hat_median_alive,L1_p_hat_thin_frac,L1_p_hat_sat_frac,L1_eff_rank,L1_eff_rank_W,L1_w_norm_median,L1_wcos_mean
P_none,0.0,0,0,0,1.0897841719817,1.185914538444736,0.609375,0.6640872298013484,0.31,69,0,0.0,0.0,0.0,0.0,0.0,0.6201588887388255,0.7181333844475323,2.014521283684691,0.3617556453471073,0.7217088118195534,0.75,0.1884057971014492,0.391304347826087,7.693051247771464,19.41893172669293,1.433159995086618,0.180483608137085
P_none,0.0,0,0,1,0.8331874257917354,8.218121549143195,1.7724609374999991,1.4767921658320304,0.15,85,0,0.0,0.0,0.0,0.0,0.0,0.6939638671165611,0.9519968309871616,1.9815407082522132,0.3478560080123348,0.6942851655185223,0.78125,0.2117647058823529,0.4,8.298690200298624,19.48557744431472,1.4034852185123632,0.1819668440752452
P_none,0.0,0,0,2,1.113695406241528,2.411523362250956,1.0000000000000002,1.113695406241528,0.2,80,0,0.0,0.0,0.0,0.0,0.0,0.4750143631675648,0.7628708919068776,1.9828451421777096,0.3541027906395697,0.6938817109912634,0.75,0.125,0.3,9.66453701123388,19.48113934113108,1.40294255361071,0.1770626723521322
P_none,0.0,0,0,3,1.0114658679604691,2.4952795285354905,0.80859375,0.8178649791711605,0.2,80,0,0.0,0.0,0.0,0.0,0.0,0.7831357676534623,1.1971749924196906,1.9706731048638235,0.3422116398966505,0.6675757626071572,0.875,0.2,0.45,7.000204135968103,19.447214973202605,1.4143324234238932,0.1802169671755087
P_none,0.0,0,0,4,1.0351972872859263,2.5963764774087488,1.6865234374999996,1.7458844874441355,0.26,74,0,0.0,0.0,0.0,0.0,0.0,0.9257753838731018,1.487309633169582,2.003793962552973,0.3544811429206919,0.7213903423398733,0.9375,0.1621621621621621,0.527027027027027,6.836610108779294,19.46650289883336,1.408769796817837,0.1802766962518689
P_none,0.0,0,0,5,0.9410505941488764,1.49060258711039,1.1708984375000002,1.1018746702973663,0.17,83,0,0.0,0.0,0.0,0.0,0.0,0.5408347427942464,0.3637134312229548,1.9946578022434072,0.3732689994019415,0.722790814936161,0.65625,0.2048192771084337,0.3012048192771084,10.142430156319252,19.468585261080893,1.4165725149079762,0.1814408802270932
P_none,0.0,0,0,6,0.9678055853144372,2.058082605706156,2.12109375,2.052806378225544,0.22,78,0,0.0,0.0,0.0,0.0,0.0,0.7961550883788392,1.276019695740711,1.981880215394082,0.3639229174301962,0.7196063559968024,0.890625,0.1282051282051282,0.5,7.478450518802231,19.34994527405305,1.439350788645371,0.1838626268026664
P_none,0.0,0,0,7,0.8216678237447597,2.8224698964018198,3.02734375,2.4874709507897994,0.3,70,0,0.0,0.0,0.0,0.0,0.0,0.6535884610615326,0.5906136468578961,2.0026612529819694,0.3446522650943448,0.6652358514256775,0.71875,0.2428571428571428,0.3428571428571428,7.50996738189088,19.51682472968846,1.4169896912927742,0.1778848959725831
P_none,0.0,0,0,8,0.9686751938708184,3.691802351263192,1.5615234374999998,1.5126090185541392,0.21,79,0,0.0,0.0,0.0,0.0,0.0,0.7884740116416381,1.2852342493861932,1.972074633175017,0.3367101164192843,0.6509136185050011,0.875,0.1645569620253164,0.4810126582278481,6.67493390051469,19.401037931798093,1.4171320405469578,0.1849650179423151
P_none,0.0,0,0,9,1.040742169397301,2.050482166505752,1.7568359375000002,1.8284132448688912,0.2,80,0,0.0,0.0,0.0,0.0,0.0,0.6105905204969853,0.5863778392474012,1.996142711069762,0.3577503063281205,0.6984885446727276,0.6875,0.2,0.3,9.871829079682351,19.576879159170016,1.4274366386533497,0.1771295274664362
P_none,0.0,10000,1,0,0.0017361757763217,0.0013088698311994,0.609375,0.001057982113696,0.0,100,0,-0.0143949119374156,-0.0487536415457725,0.0332894092425704,-0.0143949119374156,0.2429375499486923,0.0528885089812679,-0.0215888110551621,2.037134918394701,0.3709126734661316,0.6830160189419985,0.5,0.01,0.0,17.92179966088173,19.41258169849807,1.439617049425436,0.1808746396335661
P_none,0.0,10000,1,1,0.0031496573116552,0.006288049237239,1.7724609374999991,0.0055826445514202,0.0,100,0,-0.0472489539533853,-0.1428594961762428,0.121941041201353,-0.0472489539533853,0.4306844472885132,0.1795808836419316,-0.0368139538784526,2.050231656070835,0.3838496718183183,0.612268915399909,0.5,0.04,0.0,18.3336476018088,19.48617095272457,1.4693226809548263,0.1809425891252455
P_none,0.0,10000,1,2,0.002783536637726,0.0028001890675172,1.0000000000000002,0.002783536637726,0.0,100,0,-0.011495950166136,-0.0716812182217836,0.0753586366772651,-0.011495950166136,0.2912712693214416,0.1098883813409997,-0.022154449029829,1.9870412737150744,0.3552444702941126,0.6263070357963443,0.5,0.04,0.0,18.087138020563337,19.494402633180115,1.4137816535517589,0.176923723923298
P_none,0.0,10000,1,3,0.0013943792466165,0.0011341886748489,0.80859375,0.0011274863439438,0.0,100,0,-0.0374074950814247,-0.1373794116079807,0.1019093301147222,-0.0374074950814247,0.3687161207199096,0.1828089967960092,-0.1129818340717614,2.007171852760664,0.3640746310248473,0.5715740118175745,0.46875,0.06,0.0,18.34680793494299,19.433330799348155,1.4234219938694332,0.1804159827161562
P_none,0.0,10000,1,4,0.0017123408234484,0.003884928246791,1.6865234374999996,0.0028879029317338,0.0,100,0,-0.0173336910083889,-0.0699084643274545,0.0321773374453187,-0.0173336910083889,0.2898020446300506,0.074109940762138,-0.0329867427084064,2.0572602673834828,0.3755973621333482,0.6815806340891868,0.5,0.02,0.0,18.175686384337865,19.476515837938138,1.4359082469581828,0.1802621476562973
P_none,0.0,10000,1,5,0.0013845284357884,0.0025566839298791,1.1708984375000002,0.001621142182139,0.0,100,0,-0.0256789606064558,-0.128282967954874,0.0986207015812397,-0.0256789606064558,0.496661901473999,0.1551944522212111,-0.0787981692637611,2.045456391025793,0.3979325076018987,0.6621353356167674,0.484375,0.02,0.0,18.31390422628717,19.449000414932915,1.4402690931922182,0.1822560935031034
