arm,wd_b,L1_wall_frac,L1_wall_frac_rel,L1_b_median_alive,L1_beta_median_alive,L1_kappa_median_alive,L1_margin_median_alive,L1_strict_dead_frac,L1_p_hat_median_alive,L1_p_hat_thin_frac,L1_p_hat_sat_frac,L1_eff_rank,unfit,log10_unfit_mean_over_seeds
P_none,0.0,0.37461784460445774,1.0,-0.29941675066947937,-0.6872992148623585,2.0649520705388236,0.5688497573137283,0.17,0.25,0.5330377325682489,0.0,19.5731368651438,0.0026753904007019496,-2.6380700373351913
P_1em5,1e-05,0.35334871262634715,0.9432244558436139,-0.2617166042327881,-0.6773322080790536,2.057031280069415,0.5906815408961847,0.14,0.28125,0.4907613889773813,0.0,19.156676291671275,0.00288902707287785,-2.5948691474857632
P_1em4,0.0001,0.3369002526542514,0.8993171508153044,-0.24992376565933222,-0.6419465481438806,2.055214839860437,0.6114547848701477,0.1,0.28125,0.4685867293625914,0.0,19.67409941747962,0.0021196440948986002,-2.6827526872819805
P_1em3,0.001,0.17372464906700655,0.463738317779375,-0.0863991621881723,-0.28173596086684416,2.0595540913295896,0.6000273851677775,0.005,0.40625,0.2161111111111111,0.0,18.906254055660256,0.00213351661825165,-2.694843409628064
P_1em2,0.01,0.0813248462961232,0.21708748653441876,-0.0153075060807168,-0.06339869049406341,2.0279489136039874,0.6119957399787381,0.0,0.4921875,0.035,0.0,18.310646251382856,0.0030739833874493,-2.6532106016586887
P_1em1,0.1,0.04609654160403345,0.12304950836686579,-0.00086040630412745,-0.027660544391256148,2.0080893605553696,0.564124770462513,0.0,0.5,0.0,0.0,17.424177190232246,0.005019660630063099,-2.287927894664926
