arm,wd_b,task,L1_wall_frac,L1_b_median_alive,L1_beta_median_alive,L1_kappa_median_alive,L1_margin_median_alive,L1_strict_dead_frac,L1_p_hat_median_alive,L1_p_hat_thin_frac,L1_p_hat_sat_frac,L1_eff_rank,unfit
P_1em1,0.1,0,0.6737761640890468,0.0,0.8574338614470196,1.9887514722105584,0.6963868550956249,0.20500000000000002,0.765625,0.1942028985507246,0.3956521739130435,7.601509314831173,0.9900705309156437
P_1em1,0.1,1,0.0560253339205241,-0.0006302003239397501,-0.011968156204420051,2.044996908643693,0.710070987814106,0.0,0.5,0.0,0.0,17.904020194890474,0.0046546431035596
P_1em1,0.1,2,0.04607232190368185,-0.00167654169490555,-0.01658664732679235,2.0048244528005483,0.6800139143597335,0.0,0.5,0.0,0.0,17.669184055781635,0.0025659622333586
P_1em1,0.1,3,0.04979850142173145,-0.00043712774640874996,-0.0035132485816332,2.0049795410802718,0.68883722263854,0.0,0.5,0.0,0.0,17.524115426231397,0.0034195922629352
P_1em1,0.1,4,0.0495283522948601,-0.00302401953376825,-0.02516620544412255,2.0255118411736595,0.6869862592284335,0.0,0.5,0.0,0.0,17.578153942642174,0.00451482875632655
P_1em1,0.1,5,0.04437787217428465,-0.0007128409197321,-0.013766805786375399,2.0039132380134648,0.6932170917280018,0.0,0.5,0.0,0.0,17.432783672574573,0.0047428944078817
P_1em1,0.1,6,0.0453448829632116,-0.00131124621839255,-0.017785202835787252,2.031940293854019,0.6663885443267645,0.0,0.5,0.0,0.0,17.600447402631424,0.0047754170713945505
P_1em1,0.1,7,0.044256409447804596,-0.00205925872432995,-0.02105400702384265,2.028255354971268,0.6736068436875939,0.0,0.5,0.0,0.0,17.506442137310778,0.004194885723149451
P_1em1,0.1,8,0.042860302885050355,-0.00150595142622475,-0.0252109051592602,2.0222916704997553,0.6585641854617279,0.0,0.5,0.0,0.0,17.59412527861666,0.0042122200256777004
P_1em1,0.1,9,0.0410924926725529,-0.0022684702125843,-0.0192339376882083,2.017958999906823,0.6570883844979107,0.0,0.5,0.0,0.0,17.329627318047606,0.0034320188495629
P_1em1,0.1,10,0.04359735227271245,-0.0030435961089096504,-0.020693482180222697,2.024049729567203,0.6519622395207989,0.0,0.5,0.0,0.0,17.634511767743327,0.00387564849639765
P_1em1,0.1,11,0.0360690544234713,-0.0006000133871566,-0.01018783455676105,2.021195909965443,0.6536362104816362,0.0,0.5,0.0,0.0,17.23544465552581,0.0049048005182514
P_1em1,0.1,12,0.04422533068091275,-0.0023313676938414,-0.026068805055928353,2.011054153860068,0.649525946675567,0.0,0.5,0.0,0.0,17.61005958565577,0.0048393786631239
P_1em1,0.1,13,0.03817378862101035,-0.0011875485215568499,-0.0092812707011163,2.0051220208676734,0.6489422383019701,0.0,0.5,0.0,0.0,17.23538082186787,0.00541570211038025
P_1em1,0.1,14,0.0471476129554214,-0.0029368438990786,-0.02322594173750285,1.9906131562790073,0.6363604575162753,0.0,0.5,0.0,0.0,17.340056560842978,0.0066797653619051
P_1em1,0.1,15,0.040190859922102,-0.00216579143307165,-0.02870102170989825,2.0040246579956422,0.6233994457870722,0.0,0.5,0.0,0.0,17.491880295124986,0.00415400114414715
P_1em1,0.1,16,0.041376212450425304,-0.00091374824114605,-0.0186637096689075,2.0007389674560114,0.6309155280614505,0.0,0.5,0.0,0.0,17.361357536712354,0.00484760560869025
P_1em1,0.1,17,0.0493277936410641,-0.0033696041209622498,-0.03462705416762455,2.0129425425560985,0.6226181284437189,0.0,0.5,0.0,0.0,17.5746596797755,0.00672148661638455
P_1em1,0.1,18,0.0498618830106993,-0.001961343223229,-0.01365339653560645,1.99429358255449,0.6294349415693432,0.0,0.5,0.0,0.0,17.41471231849922,0.00395973700182405
P_1em1,0.1,19,0.0468023083090566,-0.0012189025001134,-0.0205503463211931,2.0174914481318864,0.6393557788105682,0.0,0.5,0.0,0.0,17.49389677017677,0.0036298077477851
P_1em1,0.1,20,0.04579585226302735,-0.0015890393988229,-0.01854042209105455,2.029529248310971,0.635468440130353,0.0,0.5,0.0,0.0,17.503776195465996,0.00472986347723475
P_1em1,0.1,21,0.04481472003301225,-0.0017090670007745999,-0.01608220699035715,2.011317468428609,0.6341540552675724,0.0,0.5,0.0,0.0,17.526284910204044,0.0034959538205171
P_1em1,0.1,22,0.0432924369246483,-0.0009479055588599,-0.0132710054751058,2.016430855690389,0.6255459425592562,0.0,0.5,0.0,0.0,17.294398363243623,0.00485664660113315
P_1em1,0.1,23,0.046664287457866355,-0.00069234689726725,-0.01733596565626555,2.0288475170595506,0.6303146929253671,0.0,0.5,0.0,0.0,17.418560261749366,0.0039328315860167
P_1em1,0.1,24,0.051221188834925144,-0.0013739411369897,-0.02410109641798985,2.0129394501999975,0.6152663922403008,0.0,0.5,0.0,0.0,17.570739928764738,0.00607183241312025
P_1em1,0.1,25,0.055524776456153446,-0.0018347137374802999,-0.029446516134867352,2.0018421134091513,0.6145906154997647,0.0,0.5,0.0,0.0,17.528483334056993,0.0054358805201904
P_1em1,0.1,26,0.05254682557901515,-0.00212367091444315,-0.0183095774167172,1.998541714914928,0.6049526723800227,0.0,0.5,0.0,0.0,17.556315830403108,0.0059030545643235
P_1em1,0.1,27,0.0544835155846582,-0.0025506245438009,-0.03443008541779085,2.0258887811225055,0.6040584908405435,0.0,0.5,0.0,0.0,17.500132739385588,0.005136866286445951
P_1em1,0.1,28,0.04386883136421835,-0.0014025962009327,-0.027187236447754802,2.01864199548292,0.5894152808468789,0.0,0.5,0.0,0.0,17.49402834370696,0.0042489992493467
P_1em1,0.1,29,0.040308616183207205,-0.00246995783527375,-0.015332598359568449,2.0197009424184684,0.6063521566175041,0.0,0.5,0.0,0.0,17.263625706273864,0.0045157973007702
P_1em1,0.1,30,0.04611285432829825,-0.0008917228842619501,-0.0228791819752571,2.013066383720604,0.5843838225118816,0.0,0.5,0.0,0.0,17.482449145593385,0.0028857176928924503
P_1em1,0.1,31,0.04801264255403455,-0.0009318245138274,-0.033347827065285995,2.0194478654897914,0.5903608004009584,0.0,0.5,0.0,0.0,17.27128457436661,0.00346863395258315
P_1em1,0.1,32,0.044251513758970504,-0.0015613372670486001,-0.02215214501349375,2.021234899705018,0.5914187036687508,0.0,0.5,0.0,0.0,17.332963900115423,0.008989909757823
P_1em1,0.1,33,0.04538010551373495,-0.00117313448572525,-0.0206130745920794,2.03021768940576,0.584810816711979,0.0,0.5,0.0,0.0,17.26964992965936,0.0053452321810237
P_1em1,0.1,34,0.0529352690903949,-0.00083094404544675,-0.02401663789666575,2.009730745057519,0.5797712577041239,0.0,0.5,0.0,0.0,17.485008809407613,0.0050898819037311
P_1em1,0.1,35,0.05016697683723635,-0.0023523778072558,-0.032239737827497644,2.0281464379879286,0.5942425041284878,0.0,0.5,0.0,0.0,17.461474640337375,0.00485935315361185
P_1em1,0.1,36,0.048727350151374055,-0.00115632468077815,-0.0279923143497353,2.0255150872941434,0.5734068929741625,0.0,0.5,0.0,0.0,17.30239863806117,0.0051303030202818
P_1em1,0.1,37,0.041973165311327304,-0.0017924972053151,-0.02536926888093435,2.024872666109445,0.5748505413066596,0.0,0.5,0.0,0.0,17.37652488018201,0.00538378370568535
