task,env,act,iv,online_acc,endpoint_acc,cnorm_l1,rowmean_l1,zmean_l1,zmean_l2,lowgate_l1,lowgate_l2,nearzero_l1,nearzero_l2,gate_rms_l1,gate_rms_l2
1,PM,ELU1,ref,0.9892117778460184,1.0,1.5219242572784424,0.0035533893387764692,0.8405957221984863,2.0002262592315674,0.005536111071705818,0.0564444474875927,0.48454171419143677,0.2243611216545105,0.9084100127220154,0.8702320456504822
1,PM,ELU1,wclamp,0.9892117778460184,1.0,1.5219242572784424,0.0035533893387764692,0.8405957221984863,2.0002262592315674,0.005536111071705818,0.0564444474875927,0.48454171419143677,0.2243611216545105,0.9084100127220154,0.8702320456504822
1,PM,LR,ref,0.9877326091130575,1.0,1.6024166345596313,0.004636862315237522,1.1183573007583618,3.1439855098724365,0.0,0.0,0.3857889175415039,0.1988999992609024,0.8745254278182983,0.9202327728271484
1,PM,LR,wclamp,0.9877326091130575,1.0,1.6024166345596313,0.004636862315237522,1.1183573007583618,3.1439855098724365,0.0,0.0,0.3857889175415039,0.1988999992609024,0.8745254278182983,0.9202327728271484
1,RL,ELU1,ref,0.7936076124509176,0.9883333444595337,3.384161949157715,-0.0018326896242797375,-0.6234956979751587,0.2977854311466217,0.04277778044342995,0.008086110465228558,0.596186101436615,0.5672194361686707,0.6942062973976135,0.8448227047920227
1,RL,ELU1,wclamp,0.7936076124509176,0.9883333444595337,3.384161949157715,-0.0018326896242797375,-0.6234956979751587,0.2977854311466217,0.04277778044342995,0.008086110465228558,0.596186101436615,0.5672194361686707,0.6942062973976135,0.8448227047920227
1,RL,LR,ref,0.856993039449056,1.0,2.915269613265991,-0.0003773500502575189,-0.30795013904571533,1.0821956396102905,0.0,0.0,0.5481472015380859,0.45623332262039185,0.6492268443107605,0.9085612893104553
1,RL,LR,wclamp,0.856993039449056,1.0,2.915269613265991,-0.0003773500502575189,-0.30795013904571533,1.0821956396102905,0.0,0.0,0.5481472015380859,0.45623332262039185,0.6492268443107605,0.9085612893104553
5,PM,ELU1,ref,0.9918159445126852,1.0,3.2147676944732666,-0.005088906269520521,-0.6693541407585144,-0.8259326219558716,0.17853334546089172,0.3249444365501404,0.3256083130836487,0.16429167985916138,0.6478981971740723,0.6638465523719788
5,PM,ELU1,wclamp,0.9918159445126852,1.0,3.2147676944732666,-0.005088906269520521,-0.6693541407585144,-0.8259326219558716,0.17853334546089172,0.3249444365501404,0.3256083130836487,0.16429167985916138,0.6478981971740723,0.6638465523719788
5,PM,LR,ref,0.9932152628898621,1.0,3.197544574737549,-0.011751150712370872,-1.413354516029358,0.434343159198761,0.0,0.0,0.2638222277164459,0.2909722328186035,0.4415276050567627,0.7303272485733032
5,PM,LR,wclamp,0.9932152628898621,1.0,3.197544574737549,-0.011751150712370872,-1.413354516029358,0.434343159198761,0.0,0.0,0.2638222277164459,0.2909722328186035,0.4415276050567627,0.7303272485733032
5,RL,ELU1,ref,0.7264652649561564,1.0,7.352858066558838,-0.003204751294106245,-2.5606698989868164,-5.778085231781006,0.45064449310302734,0.662066638469696,0.15993888676166534,0.09075833857059479,0.5304389595985413,0.41108521819114685
5,RL,ELU1,wclamp,0.7264652649561564,1.0,7.352858066558838,-0.003204751294106245,-2.5606698989868164,-5.778085231781006,0.45064449310302734,0.662066638469696,0.15993888676166534,0.09075833857059479,0.5304389595985413,0.41108521819114685
5,RL,LR,ref,0.6891944408416748,0.9933333396911621,6.991063594818115,-0.011931117624044418,-4.230368614196777,-1.6430346965789795,0.0,0.0,0.10266666114330292,0.2826194167137146,0.2535324990749359,0.45294108986854553
5,RL,LR,wclamp,0.6891944408416748,0.9933333396911621,6.991063594818115,-0.011931117624044418,-4.230368614196777,-1.6430346965789795,0.0,0.0,0.10266666114330292,0.2826194167137146,0.2535324990749359,0.45294108986854553
10,PM,ELU1,ref,0.9921735922495524,1.0,4.7328596115112305,-0.010591288097202778,-0.996758222579956,-3.9388508796691895,0.24945557117462158,0.5505472421646118,0.2559305429458618,0.09796111285686493,0.6148890256881714,0.5001673102378845
10,PM,ELU1,wclamp,0.9921735922495524,1.0,4.7328596115112305,-0.010591288097202778,-0.996758222579956,-3.9388508796691895,0.24945557117462158,0.5505472421646118,0.2559305429458618,0.09796111285686493,0.6148890256881714,0.5001673102378845
10,PM,LR,ref,0.9927603999773661,1.0,4.410159587860107,-0.015790630131959915,-1.7617260217666626,-1.2743860483169556,0.0,0.0,0.222252756357193,0.18549445271492004,0.43619996309280396,0.5830708742141724
10,PM,LR,wclamp,0.9927603999773661,1.0,4.410159587860107,-0.015790630131959915,-1.7617260217666626,-1.2743860483169556,0.0,0.0,0.222252756357193,0.18549445271492004,0.43619996309280396,0.5830708742141724
10,RL,ELU1,ref,0.18184721966584524,0.31611111760139465,10.641026496887207,-0.003780560800805688,-3.015037775039673,-43.247989654541016,0.5526667237281799,0.9869610667228699,0.07944443821907043,0.0019611110910773277,0.511501133441925,0.061345405876636505
10,RL,ELU1,wclamp,0.18184721966584524,0.31611111760139465,10.641026496887207,-0.003780560800805688,-3.015037775039673,-43.247989654541016,0.5526667237281799,0.9869610667228699,0.07944443821907043,0.0019611110910773277,0.511501133441925,0.061345405876636505
10,RL,LR,ref,0.5351215203603109,0.870555579662323,10.512340545654297,-0.017291538417339325,-6.395782947540283,-3.9946513175964355,0.0,0.0,0.04605555534362793,0.11549722403287888,0.18846382200717926,0.25304457545280457
10,RL,LR,wclamp,0.5351215203603109,0.870555579662323,10.512340545654297,-0.017291538417339325,-6.395782947540283,-3.9946513175964355,0.0,0.0,0.04605555534362793,0.11549722403287888,0.18846382200717926,0.25304457545280457
20,PM,ELU1,ref,0.9918263554573059,1.0,6.914335250854492,-0.01769586279988289,-1.777167558670044,-7.344603061676025,0.37196946144104004,0.6813778281211853,0.18081112205982208,0.06080000475049019,0.5437886714935303,0.39595234394073486
20,PM,ELU1,wclamp,0.9921805461247762,1.0,4.7328596115112305,-0.015611667186021805,-1.6614224910736084,-5.515662670135498,0.30241668224334717,0.62176114320755,0.24058057367801666,0.08060833811759949,0.5584726929664612,0.4444676339626312
20,PM,LR,ref,0.9908367991447449,1.0,6.239002227783203,-0.025268083438277245,-2.963392496109009,-3.772036552429199,0.0,0.0,0.16307778656482697,0.11724166572093964,0.37563470005989075,0.44079214334487915
20,PM,LR,wclamp,0.9916979074478149,1.0,4.410159587860107,-0.020790917798876762,-2.4123659133911133,-2.074816942214966,0.0,0.0,0.19906944036483765,0.16873334348201752,0.3729690909385681,0.5193688869476318
20,RL,ELU1,ref,0.10286111136277516,0.11611111462116241,11.992837905883789,-0.0026759214233607054,-4.64794397354126,-103.3933334350586,0.7084305882453918,0.9996166825294495,0.04026944562792778,1.944444557011593e-05,0.371460884809494,0.004278283566236496
20,RL,ELU1,wclamp,0.10830555359522502,0.1330555553237597,10.641026496887207,0.001297640847042203,-3.5435657501220703,-86.55111694335938,0.656197190284729,0.9989166259765625,0.05832222104072571,0.00010277776891598478,0.41577625274658203,0.010278924368321896
20,RL,LR,ref,0.5250694553057352,0.8525000214576721,14.666193008422852,-0.031930599361658096,-7.467525959014893,-5.201431751251221,0.0,0.0,0.0381055511534214,0.07461667060852051,0.18118591606616974,0.2156963050365448
20,RL,LR,wclamp,0.5402743021647135,0.8916666905085245,10.51234245300293,-0.029782734811306,-5.356142044067383,-3.769705295562744,0.0,0.0,0.05590277537703514,0.11519721895456314,0.18381525576114655,0.24444212019443512
50,PM,ELU1,ref,0.9885520736376444,1.0,11.429643630981445,-0.031115805730223656,-3.2452011108398438,-19.021644592285156,0.5091055631637573,0.8534083962440491,0.11781667172908783,0.02296111173927784,0.4854394495487213,0.2404947727918625
50,PM,ELU1,wclamp,0.9916076262791952,1.0,4.7328596115112305,-0.030733764171600342,-2.9555349349975586,-6.747227191925049,0.40843889117240906,0.6737861037254333,0.201838880777359,0.0679749995470047,0.4579000771045685,0.41199931502342224
50,PM,LR,ref,0.9844374855359396,1.0,10.70604133605957,-0.04789583757519722,-5.514889240264893,-10.034285545349121,0.0,0.0,0.09410277754068375,0.04616111144423485,0.33159705996513367,0.3261409401893616
50,PM,LR,wclamp,0.9897569417953491,1.0,4.410159587860107,-0.03166821971535683,-3.5538017749786377,-3.121013641357422,0.0,0.0,0.15686945617198944,0.1362638920545578,0.29889655113220215,0.4576909840106964
50,RL,ELU1,ref,0.10441666593154271,0.11111111442248027,13.310412406921387,0.010143289342522621,-2.659224271774292,-154.1324920654297,0.6745027899742126,0.9999666213989258,0.04071110859513283,2.7777778086601757e-06,0.41049230098724365,0.0006795545341446996
50,RL,ELU1,wclamp,0.10457638651132584,0.11166667193174362,10.641026496887207,0.015269196592271328,-2.891679286956787,-141.01205444335938,0.7076056003570557,0.999969482421875,0.04250555858016014,0.0,0.36446553468704224,0.000823946378659457
50,RL,LR,ref,0.4754861096541087,0.7713889082272848,23.868303298950195,-0.08526325225830078,-9.920190811157227,-7.448312282562256,0.0,0.0,0.022591667249798775,0.03318333253264427,0.1645609587430954,0.17446990311145782
50,RL,LR,wclamp,0.5472187399864197,0.8719444672266642,10.512341499328613,-0.08426152914762497,-5.3221564292907715,-4.807416915893555,0.0,0.0,0.04874999821186066,0.07188611477613449,0.1653449982404709,0.19160622358322144
