seed,env,act,iv,task,step,train_acc,train_ce
0,RL,ELU1,wclamp,1,375,0.3308333456516266,1.9469342231750488
0,RL,LR,ref,1,375,0.33916667103767395,1.998610258102417
0,RL,LR,wclamp,1,375,0.33916667103767395,1.998610258102417
1,PM,ELU1,ref,1,375,0.9583333730697632,0.15282897651195526
1,PM,ELU1,wclamp,1,375,0.9583333730697632,0.15282897651195526
1,PM,LR,ref,1,375,0.9575000405311584,0.16293635964393616
1,PM,LR,wclamp,1,375,0.9575000405311584,0.16293635964393616
1,RL,ELU1,ref,1,375,0.3316666781902313,1.9499998092651367
1,RL,ELU1,wclamp,1,375,0.3316666781902313,1.9499998092651367
1,RL,LR,ref,1,375,0.28583332896232605,2.0351595878601074
1,RL,LR,wclamp,1,375,0.28583332896232605,2.0351595878601074
2,PM,ELU1,ref,1,375,0.9616667032241821,0.14811892807483673
2,PM,ELU1,wclamp,1,375,0.9616667032241821,0.14811892807483673
2,PM,LR,ref,1,375,0.955833375453949,0.1610386073589325
2,PM,LR,wclamp,1,375,0.955833375453949,0.1610386073589325
2,RL,ELU1,ref,1,375,0.3199999928474426,1.9882926940917969
2,RL,ELU1,wclamp,1,375,0.3199999928474426,1.9882926940917969
2,RL,LR,ref,1,375,0.3008333444595337,2.048848867416382
2,RL,LR,wclamp,1,375,0.3008333444595337,2.048848867416382
0,PM,ELU1,ref,1,1500,1.0,0.0028944790828973055
0,PM,ELU1,wclamp,1,1500,1.0,0.0028944790828973055
0,PM,LR,ref,1,1500,1.0,0.0029029431752860546
0,PM,LR,wclamp,1,1500,1.0,0.0029029431752860546
0,RL,ELU1,ref,1,1500,0.7300000190734863,0.8725729584693909
0,RL,ELU1,wclamp,1,1500,0.7300000190734863,0.8725729584693909
0,RL,LR,ref,1,1500,0.9383333325386047,0.30313223600387573
0,RL,LR,wclamp,1,1500,0.9383333325386047,0.30313223600387573
1,PM,ELU1,ref,1,1500,1.0,0.0033365474082529545
1,PM,ELU1,wclamp,1,1500,1.0,0.0033365474082529545
1,PM,LR,ref,1,1500,1.0,0.003750841598957777
1,PM,LR,wclamp,1,1500,1.0,0.003750841598957777
1,RL,ELU1,ref,1,1500,0.737500011920929,0.8286578059196472
1,RL,ELU1,wclamp,1,1500,0.737500011920929,0.8286578059196472
1,RL,LR,ref,1,1500,0.9300000071525574,0.329736590385437
1,RL,LR,wclamp,1,1500,0.9300000071525574,0.329736590385437
2,PM,ELU1,ref,1,1500,1.0,0.0031257006339728832
2,PM,ELU1,wclamp,1,1500,1.0,0.0031257006339728832
2,PM,LR,ref,1,1500,1.0,0.00362328696064651
2,PM,LR,wclamp,1,1500,1.0,0.00362328696064651
2,RL,ELU1,ref,1,1500,0.7275000214576721,0.8949430584907532
2,RL,ELU1,wclamp,1,1500,0.7275000214576721,0.8949430584907532
2,RL,LR,ref,1,1500,0.9183333516120911,0.36548179388046265
2,RL,LR,wclamp,1,1500,0.9183333516120911,0.36548179388046265
0,PM,ELU1,ref,1,3000,1.0,0.000458164227893576
0,PM,ELU1,wclamp,1,3000,1.0,0.000458164227893576
0,PM,LR,ref,1,3000,1.0,0.0004976827185600996
0,PM,LR,wclamp,1,3000,1.0,0.0004976827185600996
0,RL,ELU1,ref,1,3000,0.9566667079925537,0.16928274929523468
0,RL,ELU1,wclamp,1,3000,0.9566667079925537,0.16928274929523468
0,RL,LR,ref,1,3000,0.9266666769981384,0.23520541191101074
0,RL,LR,wclamp,1,3000,0.9266666769981384,0.23520541191101074
1,PM,ELU1,ref,1,3000,1.0,0.0005516811506822705
1,PM,ELU1,wclamp,1,3000,1.0,0.0005516811506822705
1,PM,LR,ref,1,3000,1.0,0.0006170608685351908
1,PM,LR,wclamp,1,3000,1.0,0.0006170608685351908
1,RL,ELU1,ref,1,3000,0.9700000286102295,0.1303359568119049
1,RL,ELU1,wclamp,1,3000,0.9700000286102295,0.1303359568119049
1,RL,LR,ref,1,3000,0.9991666674613953,0.021941158920526505
1,RL,LR,wclamp,1,3000,0.9991666674613953,0.021941158920526505
2,PM,ELU1,ref,1,3000,1.0,0.0005107554025016725
2,PM,ELU1,wclamp,1,3000,1.0,0.0005107554025016725
2,PM,LR,ref,1,3000,1.0,0.0005954865482635796
2,PM,LR,wclamp,1,3000,1.0,0.0005954865482635796
2,RL,ELU1,ref,1,3000,0.9783333539962769,0.13325463235378265
2,RL,ELU1,wclamp,1,3000,0.9783333539962769,0.13325463235378265
2,RL,LR,ref,1,3000,0.9958333373069763,0.02802899107336998
2,RL,LR,wclamp,1,3000,0.9958333373069763,0.02802899107336998
0,PM,ELU1,ref,1,6000,1.0,4.956245538778603e-05
0,PM,ELU1,wclamp,1,6000,1.0,4.956245538778603e-05
0,PM,LR,ref,1,6000,1.0,5.462984336190857e-05
0,PM,LR,wclamp,1,6000,1.0,5.462984336190857e-05
0,RL,ELU1,ref,1,6000,1.0,0.008020377717912197
0,RL,ELU1,wclamp,1,6000,1.0,0.008020377717912197
0,RL,LR,ref,1,6000,1.0,0.003140996675938368
0,RL,LR,wclamp,1,6000,1.0,0.003140996675938368
1,PM,ELU1,ref,1,6000,1.0,5.7195822591893375e-05
1,PM,ELU1,wclamp,1,6000,1.0,5.7195822591893375e-05
1,PM,LR,ref,1,6000,1.0,6.228149140952155e-05
1,PM,LR,wclamp,1,6000,1.0,6.228149140952155e-05
1,RL,ELU1,ref,1,6000,1.0,0.005554294213652611
1,RL,ELU1,wclamp,1,6000,1.0,0.005554294213652611
1,RL,LR,ref,1,6000,1.0,0.0016492643626406789
1,RL,LR,wclamp,1,6000,1.0,0.0016492643626406789
2,PM,ELU1,ref,1,6000,1.0,5.514542499440722e-05
2,PM,ELU1,wclamp,1,6000,1.0,5.514542499440722e-05
2,PM,LR,ref,1,6000,1.0,6.368160393321887e-05
2,PM,LR,wclamp,1,6000,1.0,6.368160393321887e-05
2,RL,ELU1,ref,1,6000,0.9650000333786011,0.10219992697238922
2,RL,ELU1,wclamp,1,6000,0.9650000333786011,0.10219992697238922
2,RL,LR,ref,1,6000,1.0,0.003700872417539358
2,RL,LR,wclamp,1,6000,1.0,0.003700872417539358
0,PM,ELU1,ref,2,0,0.09666667133569717,13.061384201049805
0,PM,ELU1,wclamp,2,0,0.09666667133569717,13.061384201049805
0,PM,LR,ref,2,0,0.09416666626930237,9.97559928894043
0,PM,LR,wclamp,2,0,0.09416666626930237,9.97559928894043
0,RL,ELU1,ref,2,0,0.1133333370089531,13.121082305908203
0,RL,ELU1,wclamp,2,0,0.1133333370089531,13.121082305908203
0,RL,LR,ref,2,0,0.1133333370089531,13.084609985351562
0,RL,LR,wclamp,2,0,0.1133333370089531,13.084609985351562
1,PM,ELU1,ref,2,0,0.14083333313465118,14.647412300109863
1,PM,ELU1,wclamp,2,0,0.14083333313465118,14.647412300109863
1,PM,LR,ref,2,0,0.12250000238418579,11.943398475646973
1,PM,LR,wclamp,2,0,0.12250000238418579,11.943398475646973
1,RL,ELU1,ref,2,0,0.09833333641290665,14.260039329528809
1,RL,ELU1,wclamp,2,0,0.09833333641290665,14.260039329528809
1,RL,LR,ref,2,0,0.09833333641290665,15.041387557983398
1,RL,LR,wclamp,2,0,0.09833333641290665,15.041387557983398
2,PM,ELU1,ref,2,0,0.08416666835546494,12.526806831359863
2,PM,ELU1,wclamp,2,0,0.08416666835546494,12.526806831359863
2,PM,LR,ref,2,0,0.07500000298023224,9.638662338256836
2,PM,LR,wclamp,2,0,0.07500000298023224,9.638662338256836
2,RL,ELU1,ref,2,0,0.10083333402872086,13.759505271911621
2,RL,ELU1,wclamp,2,0,0.10083333402872086,13.759505271911621
2,RL,LR,ref,2,0,0.10083333402872086,13.242581367492676
2,RL,LR,wclamp,2,0,0.10083333402872086,13.242581367492676
0,PM,ELU1,ref,2,75,0.8950000405311584,0.37936118245124817
0,PM,ELU1,wclamp,2,75,0.8950000405311584,0.37936118245124817
0,PM,LR,ref,2,75,0.8958333730697632,0.3820866346359253
0,PM,LR,wclamp,2,75,0.8958333730697632,0.3820866346359253
0,RL,ELU1,ref,2,75,0.1300000101327896,2.322645425796509
0,RL,ELU1,wclamp,2,75,0.1300000101327896,2.322645425796509
0,RL,LR,ref,2,75,0.13250000774860382,2.2669312953948975
0,RL,LR,wclamp,2,75,0.13250000774860382,2.2669312953948975
1,PM,ELU1,ref,2,75,0.8875000476837158,0.3657010793685913
1,PM,ELU1,wclamp,2,75,0.8875000476837158,0.3657010793685913
1,PM,LR,ref,2,75,0.8875000476837158,0.374450147151947
1,PM,LR,wclamp,2,75,0.8875000476837158,0.374450147151947
1,RL,ELU1,ref,2,75,0.11833333969116211,2.314767599105835
1,RL,ELU1,wclamp,2,75,0.11833333969116211,2.314767599105835
1,RL,LR,ref,2,75,0.1508333384990692,2.2650716304779053
1,RL,LR,wclamp,2,75,0.1508333384990692,2.2650716304779053
2,PM,ELU1,ref,2,75,0.8758333325386047,0.4422537386417389
2,PM,ELU1,wclamp,2,75,0.8758333325386047,0.4422537386417389
2,PM,LR,ref,2,75,0.8508333563804626,0.5086475014686584
2,PM,LR,wclamp,2,75,0.8508333563804626,0.5086475014686584
2,RL,ELU1,ref,2,75,0.1458333432674408,2.30039381980896
2,RL,ELU1,wclamp,2,75,0.1458333432674408,2.30039381980896
2,RL,LR,ref,2,75,0.14666667580604553,2.2828476428985596
2,RL,LR,wclamp,2,75,0.14666667580604553,2.2828476428985596
0,PM,ELU1,ref,2,375,0.9850000143051147,0.0698208287358284
0,PM,ELU1,wclamp,2,375,0.9850000143051147,0.0698208287358284
0,PM,LR,ref,2,375,0.9900000095367432,0.054900795221328735
0,PM,LR,wclamp,2,375,0.9900000095367432,0.054900795221328735
0,RL,ELU1,ref,2,375,0.20000000298023224,2.1843957901000977
0,RL,ELU1,wclamp,2,375,0.20000000298023224,2.1843957901000977
0,RL,LR,ref,2,375,0.21250000596046448,2.115211248397827
0,RL,LR,wclamp,2,375,0.21250000596046448,2.115211248397827
1,PM,ELU1,ref,2,375,0.9825000166893005,0.06730269640684128
1,PM,ELU1,wclamp,2,375,0.9825000166893005,0.06730269640684128
1,PM,LR,ref,2,375,0.98416668176651,0.06835586577653885
1,PM,LR,wclamp,2,375,0.98416668176651,0.06835586577653885
1,RL,ELU1,ref,2,375,0.18333333730697632,2.1859397888183594
1,RL,ELU1,wclamp,2,375,0.18333333730697632,2.1859397888183594
1,RL,LR,ref,2,375,0.21416667103767395,2.1350553035736084
1,RL,LR,wclamp,2,375,0.21416667103767395,2.1350553035736084
2,PM,ELU1,ref,2,375,0.9783333539962769,0.08942001312971115
2,PM,ELU1,wclamp,2,375,0.9783333539962769,0.08942001312971115
2,PM,LR,ref,2,375,0.9800000190734863,0.09864098578691483
2,PM,LR,wclamp,2,375,0.9800000190734863,0.09864098578691483
2,RL,ELU1,ref,2,375,0.18333333730697632,2.181293487548828
2,RL,ELU1,wclamp,2,375,0.18333333730697632,2.181293487548828
2,RL,LR,ref,2,375,0.19833333790302277,2.1693806648254395
2,RL,LR,wclamp,2,375,0.19833333790302277,2.1693806648254395
0,PM,ELU1,ref,2,1500,1.0,0.002049126196652651
0,PM,ELU1,wclamp,2,1500,1.0,0.002049126196652651
0,PM,LR,ref,2,1500,1.0,0.0018683376256376505
0,PM,LR,wclamp,2,1500,1.0,0.0018683376256376505
0,RL,ELU1,ref,2,1500,0.5483333468437195,1.251179575920105
0,RL,ELU1,wclamp,2,1500,0.5483333468437195,1.251179575920105
0,RL,LR,ref,2,1500,0.6600000262260437,1.0609666109085083
0,RL,LR,wclamp,2,1500,0.6600000262260437,1.0609666109085083
1,PM,ELU1,ref,2,1500,1.0,0.0019099208293482661
1,PM,ELU1,wclamp,2,1500,1.0,0.0019099208293482661
1,PM,LR,ref,2,1500,1.0,0.0019542488735169172
1,PM,LR,wclamp,2,1500,1.0,0.0019542488735169172
1,RL,ELU1,ref,2,1500,0.5791667103767395,1.2805087566375732
1,RL,ELU1,wclamp,2,1500,0.5791667103767395,1.2805087566375732
1,RL,LR,ref,2,1500,0.6175000071525574,1.134596824645996
1,RL,LR,wclamp,2,1500,0.6175000071525574,1.134596824645996
2,PM,ELU1,ref,2,1500,1.0,0.002398211508989334
2,PM,ELU1,wclamp,2,1500,1.0,0.002398211508989334
2,PM,LR,ref,2,1500,1.0,0.002487040124833584
2,PM,LR,wclamp,2,1500,1.0,0.002487040124833584
2,RL,ELU1,ref,2,1500,0.625,1.1444443464279175
2,RL,ELU1,wclamp,2,1500,0.625,1.1444443464279175
2,RL,LR,ref,2,1500,0.6274999976158142,1.1188963651657104
2,RL,LR,wclamp,2,1500,0.6274999976158142,1.1188963651657104
0,PM,ELU1,ref,2,3000,1.0,0.00046746889711357653
0,PM,ELU1,wclamp,2,3000,1.0,0.00046746889711357653
0,PM,LR,ref,2,3000,1.0,0.000420693977503106
0,PM,LR,wclamp,2,3000,1.0,0.000420693977503106
0,RL,ELU1,ref,2,3000,0.9700000286102295,0.1377771496772766
0,RL,ELU1,wclamp,2,3000,0.9700000286102295,0.1377771496772766
0,RL,LR,ref,2,3000,0.9850000143051147,0.12152280658483505
0,RL,LR,wclamp,2,3000,0.9850000143051147,0.12152280658483505
1,PM,ELU1,ref,2,3000,1.0,0.00043872874812223017
1,PM,ELU1,wclamp,2,3000,1.0,0.00043872874812223017
1,PM,LR,ref,2,3000,1.0,0.000413517962442711
1,PM,LR,wclamp,2,3000,1.0,0.000413517962442711
1,RL,ELU1,ref,2,3000,0.9650000333786011,0.16329027712345123
1,RL,ELU1,wclamp,2,3000,0.9650000333786011,0.16329027712345123
1,RL,LR,ref,2,3000,0.971666693687439,0.15847612917423248
1,RL,LR,wclamp,2,3000,0.971666693687439,0.15847612917423248
2,PM,ELU1,ref,2,3000,1.0,0.0005284118815325201
2,PM,ELU1,wclamp,2,3000,1.0,0.0005284118815325201
2,PM,LR,ref,2,3000,1.0,0.0005259037134237587
2,PM,LR,wclamp,2,3000,1.0,0.0005259037134237587
2,RL,ELU1,ref,2,3000,0.96833336353302,0.13369227945804596
2,RL,ELU1,wclamp,2,3000,0.96833336353302,0.13369227945804596
2,RL,LR,ref,2,3000,0.9816666841506958,0.12958766520023346
2,RL,LR,wclamp,2,3000,0.9816666841506958,0.12958766520023346
0,PM,ELU1,ref,2,6000,1.0,5.960226189927198e-05
0,PM,ELU1,wclamp,2,6000,1.0,5.960226189927198e-05
0,PM,LR,ref,2,6000,1.0,5.161245644558221e-05
0,PM,LR,wclamp,2,6000,1.0,5.161245644558221e-05
0,RL,ELU1,ref,2,6000,1.0,0.004009939264506102
0,RL,ELU1,wclamp,2,6000,1.0,0.004009939264506102
0,RL,LR,ref,2,6000,1.0,0.0019524566596373916
0,RL,LR,wclamp,2,6000,1.0,0.0019524566596373916
1,PM,ELU1,ref,2,6000,1.0,5.445082933874801e-05
1,PM,ELU1,wclamp,2,6000,1.0,5.445082933874801e-05
1,PM,LR,ref,2,6000,1.0,5.10259487782605e-05
1,PM,LR,wclamp,2,6000,1.0,5.10259487782605e-05
1,RL,ELU1,ref,2,6000,1.0,0.0024439983535557985
1,RL,ELU1,wclamp,2,6000,1.0,0.0024439983535557985
1,RL,LR,ref,2,6000,1.0,0.0027834412176162004
1,RL,LR,wclamp,2,6000,1.0,0.0027834412176162004
2,PM,ELU1,ref,2,6000,1.0,6.869475328130648e-05
2,PM,ELU1,wclamp,2,6000,1.0,6.869475328130648e-05
2,PM,LR,ref,2,6000,1.0,6.491581734735519e-05
2,PM,LR,wclamp,2,6000,1.0,6.491581734735519e-05
2,RL,ELU1,ref,2,6000,0.9483333826065063,0.1595485508441925
2,RL,ELU1,wclamp,2,6000,0.9483333826065063,0.1595485508441925
2,RL,LR,ref,2,6000,1.0,0.002900534076616168
2,RL,LR,wclamp,2,6000,1.0,0.002900534076616168
0,PM,ELU1,ref,3,0,0.12333333492279053,15.453812599182129
0,PM,ELU1,wclamp,3,0,0.12333333492279053,15.453812599182129
0,PM,LR,ref,3,0,0.12083333730697632,14.820263862609863
0,PM,LR,wclamp,3,0,0.12083333730697632,14.820263862609863
0,RL,ELU1,ref,3,0,0.09916666895151138,13.986037254333496
0,RL,ELU1,wclamp,3,0,0.09916666895151138,13.986037254333496
0,RL,LR,ref,3,0,0.09916666895151138,15.12771224975586
0,RL,LR,wclamp,3,0,0.09916666895151138,15.12771224975586
1,PM,ELU1,ref,3,0,0.030000001192092896,12.693347930908203
1,PM,ELU1,wclamp,3,0,0.030000001192092896,12.693347930908203
1,PM,LR,ref,3,0,0.05416666716337204,10.227781295776367
1,PM,LR,wclamp,3,0,0.05416666716337204,10.227781295776367
1,RL,ELU1,ref,3,0,0.09166666865348816,14.331344604492188
1,RL,ELU1,wclamp,3,0,0.09166666865348816,14.331344604492188
1,RL,LR,ref,3,0,0.09166666865348816,15.069201469421387
1,RL,LR,wclamp,3,0,0.09166666865348816,15.069201469421387
2,PM,ELU1,ref,3,0,0.07833333313465118,14.542742729187012
2,PM,ELU1,wclamp,3,0,0.07833333313465118,14.542742729187012
2,PM,LR,ref,3,0,0.05583333596587181,12.755462646484375
2,PM,LR,wclamp,3,0,0.05583333596587181,12.755462646484375
2,RL,ELU1,ref,3,0,0.10166666656732559,11.83088207244873
2,RL,ELU1,wclamp,3,0,0.10166666656732559,11.83088207244873
2,RL,LR,ref,3,0,0.09583333879709244,14.765750885009766
2,RL,LR,wclamp,3,0,0.09583333879709244,14.765750885009766
0,PM,ELU1,ref,3,75,0.84333336353302,0.415805459022522
0,PM,ELU1,wclamp,3,75,0.84333336353302,0.415805459022522
0,PM,LR,ref,3,75,0.8791666626930237,0.3682289719581604
0,PM,LR,wclamp,3,75,0.8791666626930237,0.3682289719581604
0,RL,ELU1,ref,3,75,0.14083333313465118,2.282057523727417
0,RL,ELU1,wclamp,3,75,0.14083333313465118,2.282057523727417
0,RL,LR,ref,3,75,0.16250000894069672,2.276200294494629
0,RL,LR,wclamp,3,75,0.16250000894069672,2.276200294494629
1,PM,ELU1,ref,3,75,0.8916667103767395,0.3521237373352051
1,PM,ELU1,wclamp,3,75,0.8916667103767395,0.3521237373352051
1,PM,LR,ref,3,75,0.8975000381469727,0.35025426745414734
1,PM,LR,wclamp,3,75,0.8975000381469727,0.35025426745414734
1,RL,ELU1,ref,3,75,0.12916666269302368,2.3319897651672363
1,RL,ELU1,wclamp,3,75,0.12916666269302368,2.3319897651672363
1,RL,LR,ref,3,75,0.14083333313465118,2.28412127494812
1,RL,LR,wclamp,3,75,0.14083333313465118,2.28412127494812
2,PM,ELU1,ref,3,75,0.8641666769981384,0.40242311358451843
2,PM,ELU1,wclamp,3,75,0.8641666769981384,0.40242311358451843
2,PM,LR,ref,3,75,0.8791666626930237,0.39382651448249817
2,PM,LR,wclamp,3,75,0.8791666626930237,0.39382651448249817
2,RL,ELU1,ref,3,75,0.12583333253860474,2.336512804031372
2,RL,ELU1,wclamp,3,75,0.12583333253860474,2.336512804031372
2,RL,LR,ref,3,75,0.1508333384990692,2.312154531478882
2,RL,LR,wclamp,3,75,0.1508333384990692,2.312154531478882
0,PM,ELU1,ref,3,375,0.987500011920929,0.053610727190971375
0,PM,ELU1,wclamp,3,375,0.987500011920929,0.053610727190971375
0,PM,LR,ref,3,375,0.9941666722297668,0.040817778557538986
0,PM,LR,wclamp,3,375,0.9941666722297668,0.040817778557538986
0,RL,ELU1,ref,3,375,0.2016666680574417,2.1530911922454834
0,RL,ELU1,wclamp,3,375,0.2016666680574417,2.1530911922454834
0,RL,LR,ref,3,375,0.24416667222976685,2.0822155475616455
0,RL,LR,wclamp,3,375,0.24416667222976685,2.0822155475616455
1,PM,ELU1,ref,3,375,0.9858333468437195,0.05145346373319626
1,PM,ELU1,wclamp,3,375,0.9858333468437195,0.05145346373319626
1,PM,LR,ref,3,375,0.9925000071525574,0.04117300733923912
1,PM,LR,wclamp,3,375,0.9925000071525574,0.04117300733923912
1,RL,ELU1,ref,3,375,0.19583334028720856,2.139218807220459
1,RL,ELU1,wclamp,3,375,0.19583334028720856,2.139218807220459
1,RL,LR,ref,3,375,0.21916666626930237,2.0742225646972656
1,RL,LR,wclamp,3,375,0.21916666626930237,2.0742225646972656
2,PM,ELU1,ref,3,375,0.9791666865348816,0.08451183885335922
2,PM,ELU1,wclamp,3,375,0.9791666865348816,0.08451183885335922
2,PM,LR,ref,3,375,0.987500011920929,0.061682410538196564
2,PM,LR,wclamp,3,375,0.987500011920929,0.061682410538196564
2,RL,ELU1,ref,3,375,0.17000000178813934,2.1935062408447266
2,RL,ELU1,wclamp,3,375,0.17000000178813934,2.1935062408447266
2,RL,LR,ref,3,375,0.2383333444595337,2.075087547302246
2,RL,LR,wclamp,3,375,0.2383333444595337,2.075087547302246
0,PM,ELU1,ref,3,1500,1.0,0.0017039057565853
0,PM,ELU1,wclamp,3,1500,1.0,0.0017039057565853
0,PM,LR,ref,3,1500,1.0,0.001291953376494348
0,PM,LR,wclamp,3,1500,1.0,0.001291953376494348
0,RL,ELU1,ref,3,1500,0.6183333396911621,1.149266242980957
0,RL,ELU1,wclamp,3,1500,0.6183333396911621,1.149266242980957
0,RL,LR,ref,3,1500,0.6675000190734863,1.0095280408859253
0,RL,LR,wclamp,3,1500,0.6675000190734863,1.0095280408859253
1,PM,ELU1,ref,3,1500,1.0,0.0016831561224535108
1,PM,ELU1,wclamp,3,1500,1.0,0.0016831561224535108
1,PM,LR,ref,3,1500,1.0,0.0013368602376431227
1,PM,LR,wclamp,3,1500,1.0,0.0013368602376431227
1,RL,ELU1,ref,3,1500,0.6683333516120911,1.0216833353042603
1,RL,ELU1,wclamp,3,1500,0.6683333516120911,1.0216833353042603
1,RL,LR,ref,3,1500,0.6141666769981384,1.1394829750061035
1,RL,LR,wclamp,3,1500,0.6141666769981384,1.1394829750061035
2,PM,ELU1,ref,3,1500,1.0,0.0018719352083280683
2,PM,ELU1,wclamp,3,1500,1.0,0.0018719352083280683
2,PM,LR,ref,3,1500,1.0,0.0014392134035006166
2,PM,LR,wclamp,3,1500,1.0,0.0014392134035006166
2,RL,ELU1,ref,3,1500,0.5800000429153442,1.197951316833496
2,RL,ELU1,wclamp,3,1500,0.5800000429153442,1.197951316833496
2,RL,LR,ref,3,1500,0.6733333468437195,1.0368679761886597
2,RL,LR,wclamp,3,1500,0.6733333468437195,1.0368679761886597
0,PM,ELU1,ref,3,3000,1.0,0.00038928588037379086
0,PM,ELU1,wclamp,3,3000,1.0,0.00038928588037379086
0,PM,LR,ref,3,3000,1.0,0.00029143094434402883
0,PM,LR,wclamp,3,3000,1.0,0.00029143094434402883
0,RL,ELU1,ref,3,3000,0.9866666793823242,0.08455731719732285
0,RL,ELU1,wclamp,3,3000,0.9866666793823242,0.08455731719732285
0,RL,LR,ref,3,3000,0.9800000190734863,0.1355244517326355
0,RL,LR,wclamp,3,3000,0.9800000190734863,0.1355244517326355
1,PM,ELU1,ref,3,3000,1.0,0.00037171205622144043
1,PM,ELU1,wclamp,3,3000,1.0,0.00037171205622144043
1,PM,LR,ref,3,3000,1.0,0.00029072046163491905
1,PM,LR,wclamp,3,3000,1.0,0.00029072046163491905
1,RL,ELU1,ref,3,3000,0.9866666793823242,0.08127190172672272
1,RL,ELU1,wclamp,3,3000,0.9866666793823242,0.08127190172672272
1,RL,LR,ref,3,3000,0.9375,0.23855209350585938
1,RL,LR,wclamp,3,3000,0.9375,0.23855209350585938
2,PM,ELU1,ref,3,3000,1.0,0.0004097628698218614
2,PM,ELU1,wclamp,3,3000,1.0,0.0004097628698218614
2,PM,LR,ref,3,3000,1.0,0.0003080054302699864
2,PM,LR,wclamp,3,3000,1.0,0.0003080054302699864
2,RL,ELU1,ref,3,3000,0.9500000476837158,0.180805966258049
2,RL,ELU1,wclamp,3,3000,0.9500000476837158,0.180805966258049
2,RL,LR,ref,3,3000,0.9800000190734863,0.11806518584489822
2,RL,LR,wclamp,3,3000,0.9800000190734863,0.11806518584489822
0,PM,ELU1,ref,3,6000,1.0,5.1217080908827484e-05
0,PM,ELU1,wclamp,3,6000,1.0,5.1217080908827484e-05
