seed,env,act,iv,task,online_acc,online_ce,train_acc,train_ce,wnorm_l1,wnorm_l2,wnorm_l3,cnorm_l1,lowgate_l1,nearzero_l1
1,PM,ELU1,wclamp,2,0.9926249980926514,0.030918920412659645,1.0,5.445082933874801e-05,2.0550639629364014,1.2936550378799438,1.6309665441513062,2.042862892150879,0.08138334006071091,0.41949164867401123
1,PM,LR,ref,2,0.9926770925521851,0.02870582602918148,1.0,5.10259487782605e-05,2.130784749984741,1.3750197887420654,1.8252629041671753,2.1088106632232666,0.0,0.2665250301361084
1,PM,LR,wclamp,2,0.9926770925521851,0.02870582602918148,1.0,5.10259487782605e-05,2.130784749984741,1.3750197887420654,1.8252629041671753,2.1088106632232666,0.0,0.2665250301361084
1,RL,ELU1,ref,2,0.7596666812896729,0.7157068848609924,1.0,0.0024439983535557985,4.249387264251709,1.940175175666809,2.687366008758545,4.2394795417785645,0.2280416637659073,0.3246749937534332
1,RL,ELU1,wclamp,2,0.7596666812896729,0.7157068848609924,1.0,0.0024439983535557985,4.249387264251709,1.940175175666809,2.687366008758545,4.2394795417785645,0.2280416637659073,0.3246749937534332
1,RL,LR,ref,2,0.7792291641235352,0.656965434551239,1.0,0.0027834412176162004,4.176772594451904,2.123731851577759,4.188658237457275,4.160697937011719,0.0,0.22559165954589844
1,RL,LR,wclamp,2,0.7792291641235352,0.656965434551239,1.0,0.0027834412176162004,4.176772594451904,2.123731851577759,4.188658237457275,4.160697937011719,0.0,0.22559165954589844
2,PM,ELU1,ref,2,0.9911249876022339,0.039583515375852585,1.0,6.869475328130648e-05,2.1132616996765137,1.3026626110076904,1.6401176452636719,2.0992379188537598,0.11450833082199097,0.4116083085536957
2,PM,ELU1,wclamp,2,0.9911249876022339,0.039583515375852585,1.0,6.869475328130648e-05,2.1132616996765137,1.3026626110076904,1.6401176452636719,2.0992379188537598,0.11450833082199097,0.4116083085536957
2,PM,LR,ref,2,0.9906874895095825,0.03708378225564957,1.0,6.491581734735519e-05,2.2333528995513916,1.3460676670074463,1.8460781574249268,2.2148401737213135,0.0,0.22603332996368408
2,PM,LR,wclamp,2,0.9906874895095825,0.03708378225564957,1.0,6.491581734735519e-05,2.2333528995513916,1.3460676670074463,1.8460781574249268,2.2148401737213135,0.0,0.22603332996368408
2,RL,ELU1,ref,2,0.765583336353302,0.7084671258926392,0.9483333826065063,0.1595485508441925,4.539825916290283,1.9270108938217163,2.6100003719329834,4.528284072875977,0.295891672372818,0.2658750116825104
2,RL,ELU1,wclamp,2,0.765583336353302,0.7084671258926392,0.9483333826065063,0.1595485508441925,4.539825916290283,1.9270108938217163,2.6100003719329834,4.528284072875977,0.295891672372818,0.2658750116825104
2,RL,LR,ref,2,0.7795729041099548,0.6545229554176331,1.0,0.002900534076616168,4.130852699279785,2.155261754989624,4.178713321685791,4.1132097244262695,0.0,0.2469833344221115
2,RL,LR,wclamp,2,0.7795729041099548,0.6545229554176331,1.0,0.002900534076616168,4.130852699279785,2.155261754989624,4.178713321685791,4.1132097244262695,0.0,0.2469833344221115
0,PM,ELU1,ref,3,0.9928228855133057,0.03231286257505417,1.0,5.1217080908827484e-05,2.4355990886688232,1.4288713932037354,1.6735671758651733,2.420494318008423,0.06999167054891586,0.4338749647140503
0,PM,ELU1,wclamp,3,0.9928228855133057,0.03231286257505417,1.0,5.1217080908827484e-05,2.4355990886688232,1.4288713932037354,1.6735671758651733,2.420494318008423,0.06999167054891586,0.4338749647140503
0,PM,LR,ref,3,0.9933958053588867,0.028756175190210342,1.0,3.7059784517623484e-05,2.544677257537842,1.4789377450942993,1.9812500476837158,2.5205490589141846,0.0,0.29163336753845215
0,PM,LR,wclamp,3,0.9933958053588867,0.028756175190210342,1.0,3.7059784517623484e-05,2.544677257537842,1.4789377450942993,1.9812500476837158,2.5205490589141846,0.0,0.29163336753845215
0,RL,ELU1,ref,3,0.7791041731834412,0.6564972400665283,1.0,0.0017251829849556088,5.2460618019104,2.202504873275757,2.8159821033477783,5.230483531951904,0.3560999929904938,0.23459167778491974
0,RL,ELU1,wclamp,3,0.7791041731834412,0.6564972400665283,1.0,0.0017251829849556088,5.2460618019104,2.202504873275757,2.8159821033477783,5.230483531951904,0.3560999929904938,0.23459167778491974
0,RL,LR,ref,3,0.789677083492279,0.6503487229347229,1.0,0.006139981560409069,5.155732154846191,2.483416795730591,5.137869358062744,5.133383750915527,0.0,0.16759997606277466
0,RL,LR,wclamp,3,0.789677083492279,0.6503487229347229,1.0,0.006139981560409069,5.155732154846191,2.483416795730591,5.137869358062744,5.133383750915527,0.0,0.16759997606277466
1,PM,ELU1,ref,3,0.9921562671661377,0.03264787420630455,1.0,4.8592090024612844e-05,2.482332468032837,1.445871353149414,1.6951992511749268,2.4682023525238037,0.11898334324359894,0.37566670775413513
1,PM,ELU1,wclamp,3,0.9921562671661377,0.03264787420630455,1.0,4.8592090024612844e-05,2.482332468032837,1.445871353149414,1.6951992511749268,2.4682023525238037,0.11898334324359894,0.37566670775413513
1,PM,LR,ref,3,0.9930208325386047,0.028530186042189598,1.0,3.646135519375093e-05,2.5354607105255127,1.5364606380462646,2.092360496520996,2.5067903995513916,0.0,0.2653166651725769
1,PM,LR,wclamp,3,0.9930208325386047,0.028530186042189598,1.0,3.646135519375093e-05,2.5354607105255127,1.5364606380462646,2.092360496520996,2.5067903995513916,0.0,0.2653166651725769
1,RL,ELU1,ref,3,0.7886145710945129,0.643658459186554,1.0,0.003455508965998888,5.336785316467285,2.2373294830322266,2.8368842601776123,5.3206915855407715,0.37422505021095276,0.22194167971611023
1,RL,ELU1,wclamp,3,0.7886145710945129,0.643658459186554,1.0,0.003455508965998888,5.336785316467285,2.2373294830322266,2.8368842601776123,5.3206915855407715,0.37422505021095276,0.22194167971611023
1,RL,LR,ref,3,0.7632916569709778,0.7116796970367432,1.0,0.007057182025164366,5.223996639251709,2.454228162765503,5.14639139175415,5.203360557556152,0.0,0.1623833328485489
1,RL,LR,wclamp,3,0.7632916569709778,0.7116796970367432,1.0,0.007057182025164366,5.223996639251709,2.454228162765503,5.14639139175415,5.203360557556152,0.0,0.1623833328485489
2,PM,ELU1,ref,3,0.9911666512489319,0.03823462873697281,1.0,5.398194116423838e-05,2.5715293884277344,1.4363720417022705,1.7055673599243164,2.554586410522461,0.13472500443458557,0.3419667184352875
2,PM,ELU1,wclamp,3,0.9911666512489319,0.03823462873697281,1.0,5.398194116423838e-05,2.5715293884277344,1.4363720417022705,1.7055673599243164,2.554586410522461,0.13472500443458557,0.3419667184352875
2,PM,LR,ref,3,0.992354154586792,0.03281116858124733,1.0,3.899892180925235e-05,2.655738353729248,1.5076947212219238,2.075599431991577,2.628868341445923,0.0,0.24923336505889893
2,PM,LR,wclamp,3,0.992354154586792,0.03281116858124733,1.0,3.899892180925235e-05,2.655738353729248,1.5076947212219238,2.075599431991577,2.628868341445923,0.0,0.24923336505889893
2,RL,ELU1,ref,3,0.7607083320617676,0.6980724334716797,0.9958333373069763,0.03968527540564537,5.565506458282471,2.3340675830841064,2.944171667098999,5.550648212432861,0.3851916790008545,0.21749167144298553
2,RL,ELU1,wclamp,3,0.7607083320617676,0.6980724334716797,0.9958333373069763,0.03968527540564537,5.565506458282471,2.3340675830841064,2.944171667098999,5.550648212432861,0.3851916790008545,0.21749167144298553
2,RL,LR,ref,3,0.7913333177566528,0.6336531639099121,1.0,0.001983007648959756,4.98384952545166,2.453158140182495,4.921730995178223,4.961553573608398,0.0,0.20715002715587616
2,RL,LR,wclamp,3,0.7913333177566528,0.6336531639099121,1.0,0.001983007648959756,4.98384952545166,2.453158140182495,4.921730995178223,4.961553573608398,0.0,0.20715002715587616
0,PM,ELU1,ref,4,0.9921249747276306,0.030444743111729622,1.0,3.741264299605973e-05,2.861949920654297,1.5819350481033325,1.7421845197677612,2.8341715335845947,0.1487250179052353,0.34398335218429565
0,PM,ELU1,wclamp,4,0.9921249747276306,0.030444743111729622,1.0,3.741264299605973e-05,2.861949920654297,1.5819350481033325,1.7421845197677612,2.8341715335845947,0.1487250179052353,0.34398335218429565
0,PM,LR,ref,4,0.9934062361717224,0.02554193325340748,1.0,2.8818449209211394e-05,2.9149067401885986,1.6253020763397217,2.2015655040740967,2.8850460052490234,0.0,0.2447083443403244
0,PM,LR,wclamp,4,0.9934062361717224,0.02554193325340748,1.0,2.8818449209211394e-05,2.9149067401885986,1.6253020763397217,2.2015655040740967,2.8850460052490234,0.0,0.2447083443403244
0,RL,ELU1,ref,4,0.7946354150772095,0.6339921355247498,1.0,0.0037617601919919252,6.324594497680664,2.544426441192627,3.071416139602661,6.307671070098877,0.45620831847190857,0.18242497742176056
0,RL,ELU1,wclamp,4,0.7946354150772095,0.6339921355247498,1.0,0.0037617601919919252,6.324594497680664,2.544426441192627,3.071416139602661,6.307671070098877,0.45620831847190857,0.18242497742176056
0,RL,LR,ref,4,0.715583324432373,0.8543890714645386,0.9258333444595337,0.24724610149860382,6.2476701736450195,2.8023228645324707,5.975421905517578,6.22303581237793,0.0,0.10549167543649673
0,RL,LR,wclamp,4,0.715583324432373,0.8543890714645386,0.9258333444595337,0.24724610149860382,6.2476701736450195,2.8023228645324707,5.975421905517578,6.22303581237793,0.0,0.10549167543649673
1,PM,ELU1,ref,4,0.9907916784286499,0.03324154019355774,1.0,4.551331221591681e-05,2.8618061542510986,1.5929644107818604,1.765748381614685,2.8419666290283203,0.16646666824817657,0.34484997391700745
1,PM,ELU1,wclamp,4,0.9907916784286499,0.03324154019355774,1.0,4.551331221591681e-05,2.8618061542510986,1.5929644107818604,1.765748381614685,2.8419666290283203,0.16646666824817657,0.34484997391700745
1,PM,LR,ref,4,0.9927812218666077,0.02625895105302334,1.0,3.3849082683445886e-05,2.9078733921051025,1.6756120920181274,2.3133418560028076,2.8746864795684814,0.0,0.2697416841983795
1,PM,LR,wclamp,4,0.9927812218666077,0.02625895105302334,1.0,3.3849082683445886e-05,2.9078733921051025,1.6756120920181274,2.3133418560028076,2.8746864795684814,0.0,0.2697416841983795
1,RL,ELU1,ref,4,0.7473333477973938,0.7500993609428406,1.0,0.007808156311511993,6.394069671630859,2.596644878387451,3.176057815551758,6.37650203704834,0.4624166786670685,0.1733500361442566
1,RL,ELU1,wclamp,4,0.7473333477973938,0.7500993609428406,1.0,0.007808156311511993,6.394069671630859,2.596644878387451,3.176057815551758,6.37650203704834,0.4624166786670685,0.1733500361442566
1,RL,LR,ref,4,0.7197187542915344,0.8528375029563904,1.0,0.00844667013734579,6.129573822021484,2.732257127761841,5.844396114349365,6.1069159507751465,0.0,0.13915833830833435
1,RL,LR,wclamp,4,0.7197187542915344,0.8528375029563904,1.0,0.00844667013734579,6.129573822021484,2.732257127761841,5.844396114349365,6.1069159507751465,0.0,0.13915833830833435
2,PM,ELU1,ref,4,0.9916562438011169,0.031888190656900406,1.0,3.592570647015236e-05,2.95812726020813,1.5762825012207031,1.7484760284423828,2.937122106552124,0.16765832901000977,0.3311583697795868
2,PM,ELU1,wclamp,4,0.9916562438011169,0.031888190656900406,1.0,3.592570647015236e-05,2.95812726020813,1.5762825012207031,1.7484760284423828,2.937122106552124,0.16765832901000977,0.3311583697795868
2,PM,LR,ref,4,0.9930729269981384,0.02617008239030838,1.0,3.234187897760421e-05,3.0229904651641846,1.6630995273590088,2.3230297565460205,2.9903769493103027,0.0,0.22601667046546936
2,PM,LR,wclamp,4,0.9930729269981384,0.02617008239030838,1.0,3.234187897760421e-05,3.0229904651641846,1.6630995273590088,2.3230297565460205,2.9903769493103027,0.0,0.22601667046546936
2,RL,ELU1,ref,4,0.7416562438011169,0.7529685497283936,1.0,0.003896343056112528,6.393293857574463,2.654275417327881,3.297457218170166,6.373171329498291,0.44434165954589844,0.1815750151872635
2,RL,ELU1,wclamp,4,0.7416562438011169,0.7529685497283936,1.0,0.003896343056112528,6.393293857574463,2.654275417327881,3.297457218170166,6.373171329498291,0.44434165954589844,0.1815750151872635
2,RL,LR,ref,4,0.7650312185287476,0.720379114151001,1.0,0.004021700471639633,5.894006252288818,2.757077217102051,5.502963542938232,5.872027397155762,0.0,0.15053331851959229
2,RL,LR,wclamp,4,0.7650312185287476,0.720379114151001,1.0,0.004021700471639633,5.894006252288818,2.757077217102051,5.502963542938232,5.872027397155762,0.0,0.15053331851959229
0,PM,ELU1,ref,5,0.9913749694824219,0.03617342188954353,1.0,3.762404230656102e-05,3.223034620285034,1.7491761445999146,1.8231624364852905,3.1862480640411377,0.17665833234786987,0.32661667466163635
0,PM,ELU1,wclamp,5,0.9913749694824219,0.03617342188954353,1.0,3.762404230656102e-05,3.223034620285034,1.7491761445999146,1.8231624364852905,3.1862480640411377,0.17665833234786987,0.32661667466163635
0,PM,LR,ref,5,0.993260383605957,0.027045750990509987,1.0,2.649386806297116e-05,3.2019903659820557,1.7340008020401,2.3852837085723877,3.166062355041504,0.0,0.24504166841506958
0,PM,LR,wclamp,5,0.993260383605957,0.027045750990509987,1.0,2.649386806297116e-05,3.2019903659820557,1.7340008020401,2.3852837085723877,3.166062355041504,0.0,0.24504166841506958
0,RL,ELU1,ref,5,0.7232187390327454,0.8124883770942688,1.0,0.00513126514852047,7.307478904724121,2.8867835998535156,3.374589681625366,7.283726215362549,0.4502333402633667,0.1652500182390213
0,RL,ELU1,wclamp,5,0.7232187390327454,0.8124883770942688,1.0,0.00513126514852047,7.307478904724121,2.8867835998535156,3.374589681625366,7.283726215362549,0.4502333402633667,0.1652500182390213
0,RL,LR,ref,5,0.6283124685287476,1.0996830463409424,0.9825000166893005,0.09945829957723618,7.25565767288208,3.0806047916412354,6.470118999481201,7.226263523101807,0.0,0.0934000015258789
0,RL,LR,wclamp,5,0.6283124685287476,1.0996830463409424,0.9825000166893005,0.09945829957723618,7.25565767288208,3.0806047916412354,6.470118999481201,7.226263523101807,0.0,0.0934000015258789
1,PM,ELU1,ref,5,0.9916770458221436,0.030658965930342674,1.0,4.010200427728705e-05,3.220231294631958,1.7336965799331665,1.8319447040557861,3.189251661300659,0.1623999923467636,0.33088332414627075
1,PM,ELU1,wclamp,5,0.9916770458221436,0.030658965930342674,1.0,4.010200427728705e-05,3.220231294631958,1.7336965799331665,1.8319447040557861,3.189251661300659,0.1623999923467636,0.33088332414627075
1,PM,LR,ref,5,0.9928541779518127,0.025855321437120438,1.0,2.1639665646944195e-05,3.1914939880371094,1.752979040145874,2.401641845703125,3.1540920734405518,0.0,0.27721670269966125
1,PM,LR,wclamp,5,0.9928541779518127,0.025855321437120438,1.0,2.1639665646944195e-05,3.1914939880371094,1.752979040145874,2.401641845703125,3.1540920734405518,0.0,0.27721670269966125
1,RL,ELU1,ref,5,0.6956562399864197,0.8676819801330566,1.0,0.007907663471996784,7.393178462982178,2.9680566787719727,3.5208230018615723,7.3746747970581055,0.42505839467048645,0.16201667487621307
1,RL,ELU1,wclamp,5,0.6956562399864197,0.8676819801330566,1.0,0.007907663471996784,7.393178462982178,2.9680566787719727,3.5208230018615723,7.3746747970581055,0.42505839467048645,0.16201667487621307
1,RL,LR,ref,5,0.6887395977973938,0.956405520439148,0.9975000023841858,0.04364490136504173,7.181651592254639,3.015660524368286,6.394492149353027,7.154558181762695,0.0,0.09092500805854797
1,RL,LR,wclamp,5,0.6887395977973938,0.956405520439148,0.9975000023841858,0.04364490136504173,7.181651592254639,3.015660524368286,6.394492149353027,7.154558181762695,0.0,0.09092500805854797
2,PM,ELU1,ref,5,0.99239581823349,0.029543733224272728,1.0,3.1604766263626516e-05,3.301607847213745,1.7073712348937988,1.8231605291366577,3.2688028812408447,0.1965416967868805,0.3193250000476837
2,PM,ELU1,wclamp,5,0.99239581823349,0.029543733224272728,1.0,3.1604766263626516e-05,3.301607847213745,1.7073712348937988,1.8231605291366577,3.2688028812408447,0.1965416967868805,0.3193250000476837
2,PM,LR,ref,5,0.9935312271118164,0.022731296718120575,1.0,2.4409295292571187e-05,3.3021109104156494,1.7741025686264038,2.486877918243408,3.27247953414917,0.0,0.2692083418369293
2,PM,LR,wclamp,5,0.9935312271118164,0.022731296718120575,1.0,2.4409295292571187e-05,3.3021109104156494,1.7741025686264038,2.486877918243408,3.27247953414917,0.0,0.2692083418369293
2,RL,ELU1,ref,5,0.7605208158493042,0.7132082581520081,1.0,0.004399964120239019,7.41939640045166,2.987874746322632,3.62506103515625,7.400173187255859,0.4766416847705841,0.15254999697208405
2,RL,ELU1,wclamp,5,0.7605208158493042,0.7132082581520081,1.0,0.004399964120239019,7.41939640045166,2.987874746322632,3.62506103515625,7.400173187255859,0.4766416847705841,0.15254999697208405
2,RL,LR,ref,5,0.7505312561988831,0.765984833240509,1.0,0.008103671483695507,6.621186256408691,2.988238573074341,5.864305019378662,6.592370510101318,0.0,0.12367500364780426
2,RL,LR,wclamp,5,0.7505312561988831,0.765984833240509,1.0,0.008103671483695507,6.621186256408691,2.988238573074341,5.864305019378662,6.592370510101318,0.0,0.12367500364780426
0,PM,ELU1,ref,6,0.9918645620346069,0.032916948199272156,1.0,3.7794114177813753e-05,3.536973237991333,1.8917334079742432,1.9148012399673462,3.48664927482605,0.1851833313703537,0.3176083266735077
0,PM,ELU1,wclamp,6,0.9918645620346069,0.032916948199272156,1.0,3.7794114177813753e-05,3.536973237991333,1.8917334079742432,1.9148012399673462,3.48664927482605,0.1851833313703537,0.3176083266735077
0,PM,LR,ref,6,0.9925103783607483,0.028798578307032585,1.0,2.8809707146137953e-05,3.4893863201141357,1.837812900543213,2.5175347328186035,3.451076030731201,0.0,0.2431333363056183
0,PM,LR,wclamp,6,0.9925103783607483,0.028798578307032585,1.0,2.8809707146137953e-05,3.4893863201141357,1.837812900543213,2.5175347328186035,3.451076030731201,0.0,0.2431333363056183
0,RL,ELU1,ref,6,0.6504791378974915,0.9658377766609192,1.0,0.018227793276309967,8.342674255371094,3.230808734893799,3.6304900646209717,8.310880661010742,0.4573250114917755,0.1431249976158142
0,RL,ELU1,wclamp,6,0.6504791378974915,0.9658377766609192,1.0,0.018227793276309967,8.342674255371094,3.230808734893799,3.6304900646209717,8.310880661010742,0.4573250114917755,0.1431249976158142
0,RL,LR,ref,6,0.5917291641235352,1.2300273180007935,0.9566667079925537,0.22011449933052063,8.23455810546875,3.2370316982269287,6.732565402984619,8.201027870178223,0.0,0.06715833395719528
0,RL,LR,wclamp,6,0.5917291641235352,1.2300273180007935,0.9566667079925537,0.22011449933052063,8.23455810546875,3.2370316982269287,6.732565402984619,8.201027870178223,0.0,0.06715833395719528
1,PM,ELU1,ref,6,0.9906979203224182,0.035762540996074677,1.0,2.3827553377486765e-05,3.5738182067871094,1.8807367086410522,1.8713496923446655,3.552149772644043,0.14779166877269745,0.346991628408432
1,PM,ELU1,wclamp,6,0.9906979203224182,0.035762540996074677,1.0,2.3827553377486765e-05,3.5738182067871094,1.8807367086410522,1.8713496923446655,3.552149772644043,0.14779166877269745,0.346991628408432
1,PM,LR,ref,6,0.9922499656677246,0.029165150597691536,1.0,3.146648305119015e-05,3.489410638809204,1.8740657567977905,2.530510425567627,3.449977397918701,0.0,0.2233416736125946
1,PM,LR,wclamp,6,0.9922499656677246,0.029165150597691536,1.0,3.146648305119015e-05,3.489410638809204,1.8740657567977905,2.530510425567627,3.449977397918701,0.0,0.2233416736125946
1,RL,ELU1,ref,6,0.5972604155540466,1.1084405183792114,0.9766666889190674,0.10611186176538467,8.472649574279785,3.305194616317749,3.730018377304077,8.446297645568848,0.447024941444397,0.13628333806991577
1,RL,ELU1,wclamp,6,0.5972604155540466,1.1084405183792114,0.9766666889190674,0.10611186176538467,8.472649574279785,3.305194616317749,3.730018377304077,8.446297645568848,0.447024941444397,0.13628333806991577
1,RL,LR,ref,6,0.6580520868301392,1.0527844429016113,0.9783333539962769,0.10094759613275528,7.975759506225586,3.2286291122436523,6.690182685852051,7.948523044586182,0.0,0.08420000225305557
1,RL,LR,wclamp,6,0.6580520868301392,1.0527844429016113,0.9783333539962769,0.10094759613275528,7.975759506225586,3.2286291122436523,6.690182685852051,7.948523044586182,0.0,0.08420000225305557
2,PM,ELU1,ref,6,0.9905520677566528,0.03448615223169327,1.0,3.4547647373983636e-05,3.6232662200927734,1.852742075920105,1.889765977859497,3.5722854137420654,0.2659083604812622,0.2733166813850403
2,PM,ELU1,wclamp,6,0.9905520677566528,0.03448615223169327,1.0,3.4547647373983636e-05,3.6232662200927734,1.852742075920105,1.889765977859497,3.5722854137420654,0.2659083604812622,0.2733166813850403
2,PM,LR,ref,6,0.9924687147140503,0.02773546241223812,1.0,2.8737385946442373e-05,3.5708653926849365,1.87605619430542,2.6320347785949707,3.5354387760162354,0.0,0.2255166471004486
2,PM,LR,wclamp,6,0.9924687147140503,0.02773546241223812,1.0,2.8737385946442373e-05,3.5708653926849365,1.87605619430542,2.6320347785949707,3.5354387760162354,0.0,0.2255166471004486
2,RL,ELU1,ref,6,0.6509895920753479,0.9666258692741394,0.9975000023841858,0.022609660401940346,8.418606758117676,3.3270857334136963,3.841552734375,8.393719673156738,0.4779749810695648,0.13536666333675385
2,RL,ELU1,wclamp,6,0.6509895920753479,0.9666258692741394,0.9975000023841858,0.022609660401940346,8.418606758117676,3.3270857334136963,3.841552734375,8.393719673156738,0.4779749810695648,0.13536666333675385
