seed,env,act,iv,early_online_acc,late_online_acc,all_online_acc,lop_pp,early_online_ce,late_online_ce,ce_degradation,early_train_acc,late_train_acc,endpoint_ceiling_fraction,online_ceiling_fraction,early_cnorm,late_cnorm
0,PM,ELU1,ref,0.992073941230774,0.9887510299682617,0.9908443582057953,0.33229112625122736,0.03392615895718336,0.051350456476211545,0.017424297519028187,1.0,1.0,1.0,0.66,5.851120710372925,10.610568809509278
0,PM,ELU1,wclamp,0.9923937320709229,0.9920874893665313,0.9922106087207794,0.03062427043915017,0.0322772428393364,0.034310612455010416,0.002033369615674019,1.0,1.0,1.0,0.98,4.672950649261475,4.672950649261475
0,PM,LR,ref,0.9918270707130432,0.9855156242847443,0.9894287407398223,0.631144642829895,0.03366951048374176,0.06545106619596482,0.031781555712223054,1.0,1.0,1.0,0.48,5.386897706985474,9.914109230041504
0,PM,LR,wclamp,0.9922770678997039,0.9908770799636841,0.9917422795295715,0.13999879360198086,0.03078042231500149,0.039536339789628984,0.008755917474627496,1.0,1.0,1.0,0.96,4.388175439834595,4.388175439834595
0,RL,ELU1,ref,0.11603229120373726,0.10226249918341637,0.20051437273621558,1.3769792020320888,2.275132155418396,2.317940425872803,0.04280827045440683,0.1499166689813137,0.10508333593606949,0.12,0.0,11.5064227104187,13.10721549987793
0,RL,ELU1,wclamp,0.12060833424329757,0.1041906237602234,0.20176978945732116,1.641771048307418,2.2598257541656492,2.3135034084320067,0.05367765426635751,0.1560000039637089,0.10958333685994148,0.12,0.0,10.591045951843261,10.591046237945557
0,RL,LR,ref,0.5161395698785782,0.48426041603088377,0.5267802011966706,3.1879153847694464,1.4720675110816956,1.5513126134872437,0.07924510240554805,0.8417500257492065,0.7801666975021362,0.06,0.0,13.314432144165039,23.240284729003907
0,RL,LR,wclamp,0.5322583198547364,0.5466270744800568,0.5628393650054931,-1.436875462532039,1.4246949076652526,1.3998916387557983,-0.02480326890945439,0.8775833487510681,0.8864166855812072,0.06,0.0,10.770439147949219,10.770439147949219
1,PM,ELU1,ref,0.9918072760105133,0.9883926928043365,0.9905226945877075,0.34145832061768244,0.03398577198386192,0.052168930694460866,0.018183158710598946,1.0,1.0,1.0,0.74,5.993154001235962,10.798053073883057
1,PM,ELU1,wclamp,0.9921364426612854,0.9915791571140289,0.9916451954841614,0.055728554725653634,0.03165172021836042,0.03354398962110281,0.00189226940274239,1.0,1.0,1.0,0.96,4.659611988067627,4.659612083435059
1,PM,LR,ref,0.9908395707607269,0.9850926995277405,0.9888158190250397,0.574687123298645,0.035802569799125196,0.06683570519089699,0.031033135391771792,1.0,1.0,1.0,0.44,5.458138418197632,10.085968399047852
1,PM,LR,wclamp,0.9917114436626434,0.9908468663692475,0.9913249897956848,0.08645772933959517,0.030955385603010654,0.035395046882331374,0.00443966127932072,1.0,1.0,1.0,0.92,4.389207363128662,4.389207363128662
1,RL,ELU1,ref,0.10786249861121178,0.10231562331318855,0.19172999784350395,0.5546875298023224,2.295949125289917,2.3173123598098755,0.021363234519958585,0.1255000039935112,0.10766666978597642,0.1,0.0,11.102574062347411,12.61072826385498
