seed,env,act,iv,early_online_acc,late_online_acc,all_online_acc,lop_pp,early_online_ce,late_online_ce,ce_degradation,early_train_acc,late_train_acc,endpoint_ceiling_fraction,online_ceiling_fraction,early_cnorm,late_cnorm
1,RL,ELU1,wclamp,0.1086760401725769,0.1029166653752327,0.19280999779701233,0.5759374797344202,2.2926777839660644,2.316385269165039,0.023707485198974698,0.13016666993498802,0.1086666688323021,0.1,0.0,10.475996971130371,10.475996971130371
1,RL,LR,ref,0.5129802107810975,0.4910020798444748,0.5325645798444748,2.1978130936622655,1.4860009789466857,1.543581759929657,0.05758078098297137,0.8466666758060455,0.7913333415985108,0.1,0.0,12.819378471374511,22.339131355285645
1,RL,LR,wclamp,0.5251718610525131,0.5474604189395904,0.5674679118394852,-2.2288557887077287,1.4429203867912292,1.402022647857666,-0.04089773893356319,0.8728333592414856,0.8875000238418579,0.1,0.0,10.53914279937744,10.53914279937744
2,PM,ELU1,ref,0.9910416603088379,0.9882687509059906,0.9899587416648865,0.27729094028472456,0.03628535531461239,0.055350789427757265,0.019065434113144875,1.0,1.0,1.0,0.56,6.1218842506408695,11.03619441986084
2,PM,ELU1,wclamp,0.9915187418460846,0.9916062355041504,0.9913545715808868,-0.00874936580658181,0.03336435630917549,0.03334981352090836,-1.4542788267131457e-05,1.0,1.0,1.0,0.94,4.866016864776611,4.866016864776611
2,PM,LR,ref,0.9904395818710328,0.9839885354042053,0.988193324804306,0.6451046466827481,0.039227133989334105,0.07141759917140007,0.03219046518206597,1.0,1.0,1.0,0.32,5.493108177185059,10.165256881713868
2,PM,LR,wclamp,0.991112494468689,0.9899312376976013,0.9907399892807007,0.11812567710877131,0.035396036319434644,0.03930392377078533,0.003907887451350685,1.0,1.0,1.0,0.72,4.453094959259033,4.453094959259033
2,RL,ELU1,ref,0.12745416760444642,0.10209479108452797,0.2055816660821438,2.5359376519918446,2.242886447906494,2.3161476135253904,0.0732611656188964,0.17000000551342964,0.11091667041182518,0.08,0.0,11.936468601226807,13.911417579650879
2,RL,ELU1,wclamp,0.13223958238959313,0.10383541509509087,0.20890812382102011,2.8404167294502263,2.2303574800491335,2.3115418910980225,0.08118441104888907,0.18891667276620866,0.1132500022649765,0.08,0.0,10.856035232543945,10.856035232543945
2,RL,LR,ref,0.5260208308696747,0.48927187025547025,0.5435691577196121,3.6748960614204407,1.45571768283844,1.5444756507873536,0.08875796794891366,0.8514166891574859,0.7878333508968354,0.1,0.0,12.614006996154785,22.383572578430176
2,RL,LR,wclamp,0.5458187520503998,0.5627385437488556,0.5830597853660584,-1.691979169845581,1.3937434315681458,1.3633013844490052,-0.03044204711914067,0.8896666944026947,0.896500027179718,0.1,0.0,10.227440738677979,10.227440929412841
