seed,branch,task,step,selected_rank,unit_id,q,zmean,gate_mean,sink_q_ge_0_95,dWin_interval_norm,db_interval_abs,dWout_interval_norm,upstream_l1_dWin_mean_interval,upstream_l1_db_mean_interval,upstream_l1_dWout_mean_interval,probe_ce,probe_acc,online_ce,online_acc,probe_auc_0_75_term
0,A,21,375,7,81,1.0,-112.5280532836914,3.5460100656684864e-19,1,0.0,0.0,0.006613036151975393,0.0008443249971605837,5.625982885248959e-05,0.00026615176466293633,2.308314085006714,0.11083333939313889,2.3221147060394287,0.09616666287183762,
0,A,21,375,8,84,1.0,-108.55056762695312,6.193577551869001e-13,1,3.6488128785094887e-07,0.0,0.00661280145868659,0.0008443249971605837,5.625982885248959e-05,0.00026615176466293633,2.308314085006714,0.11083333939313889,2.3221147060394287,0.09616666287183762,
0,A,21,375,9,72,1.0,-62.61722183227539,9.670521761845352e-13,1,6.086690405027184e-07,0.0,0.006612595170736313,0.0008443249971605837,5.625982885248959e-05,0.00026615176466293633,2.308314085006714,0.11083333939313889,2.3221147060394287,0.09616666287183762,
0,A,21,375,10,73,1.0,-169.576904296875,7.679750037142456e-31,1,0.0,0.0,0.00661233626306057,0.0008443249971605837,5.625982885248959e-05,0.00026615176466293633,2.308314085006714,0.11083333939313889,2.3221147060394287,0.09616666287183762,
0,A,21,375,11,59,1.0,-92.4427490234375,1.8446111116320266e-17,1,0.0,0.0,0.006612842436879873,0.0008443249971605837,5.625982885248959e-05,0.00026615176466293633,2.308314085006714,0.11083333939313889,2.3221147060394287,0.09616666287183762,
0,A,21,375,12,14,1.0,-104.15984344482422,1.4780837426150848e-17,1,0.0,0.0,0.0066125476732850075,0.0008443249971605837,5.625982885248959e-05,0.00026615176466293633,2.308314085006714,0.11083333939313889,2.3221147060394287,0.09616666287183762,
0,A,21,375,13,61,1.0,-100.98759460449219,4.3264944756224205e-16,1,8.475035429000854e-08,0.0,0.006612633354961872,0.0008443249971605837,5.625982885248959e-05,0.00026615176466293633,2.308314085006714,0.11083333939313889,2.3221147060394287,0.09616666287183762,
0,A,21,375,14,3,1.0,-105.30645751953125,9.635375108220612e-19,1,0.0,0.0,0.006612695287913084,0.0008443249971605837,5.625982885248959e-05,0.00026615176466293633,2.308314085006714,0.11083333939313889,2.3221147060394287,0.09616666287183762,
0,A,21,375,15,51,1.0,-135.59255981445312,2.5248597676865792e-24,1,0.0,0.0,0.006612411700189114,0.0008443249971605837,5.625982885248959e-05,0.00026615176466293633,2.308314085006714,0.11083333939313889,2.3221147060394287,0.09616666287183762,
0,A,21,375,16,42,1.0,-122.16293334960938,2.9007931612527566e-21,1,0.0,0.0,0.006612695287913084,0.0008443249971605837,5.625982885248959e-05,0.00026615176466293633,2.308314085006714,0.11083333939313889,2.3221147060394287,0.09616666287183762,
0,A,21,375,17,95,1.0,-101.0464096069336,1.4762535680281897e-20,1,0.0,0.0,0.006612139753997326,0.0008443249971605837,5.625982885248959e-05,0.00026615176466293633,2.308314085006714,0.11083333939313889,2.3221147060394287,0.09616666287183762,
0,A,21,375,18,99,1.0,-104.77131652832031,2.044688234707373e-17,1,0.0,0.0,0.006612251978367567,0.0008443249971605837,5.625982885248959e-05,0.00026615176466293633,2.308314085006714,0.11083333939313889,2.3221147060394287,0.09616666287183762,
0,A,21,375,19,48,1.0,-132.34568786621094,2.2325339486215445e-23,1,0.0,0.0,0.006612539291381836,0.0008443249971605837,5.625982885248959e-05,0.00026615176466293633,2.308314085006714,0.11083333939313889,2.3221147060394287,0.09616666287183762,
0,A,21,375,20,78,1.0,-110.02828216552734,2.267568566261456e-19,1,0.0,0.0,0.006611984223127365,0.0008443249971605837,5.625982885248959e-05,0.00026615176466293633,2.308314085006714,0.11083333939313889,2.3221147060394287,0.09616666287183762,
0,A,21,1500,1,11,1.0,-131.34132385253906,9.925513542718085e-23,1,0.0,0.0,0.006974560674279928,0.002739098621532321,0.00014446971181314439,0.0013649410102516413,2.3149235248565674,0.11833333969116211,2.320582151412964,0.1002916619181633,
0,A,21,1500,2,77,1.0,-93.80184936523438,1.5325616331551828e-09,1,5.73501139911059e-08,0.0,0.006941560190171003,0.002739098621532321,0.00014446971181314439,0.0013649410102516413,2.3149235248565674,0.11833333969116211,2.320582151412964,0.1002916619181633,
0,A,21,1500,3,96,1.0,-124.13409423828125,2.0737763692351057e-20,1,0.0,0.0,0.006974737159907818,0.002739098621532321,0.00014446971181314439,0.0013649410102516413,2.3149235248565674,0.11833333969116211,2.320582151412964,0.1002916619181633,
0,A,21,1500,4,63,1.0,-74.9734115600586,1.158733617953947e-13,1,2.192839929193724e-05,1.6614794731140137e-06,0.006974905263632536,0.002739098621532321,0.00014446971181314439,0.0013649410102516413,2.3149235248565674,0.11833333969116211,2.320582151412964,0.1002916619181633,
0,A,21,1500,5,45,1.0,-110.14950561523438,2.6501774947790437e-18,1,0.0,0.0,0.006974605843424797,0.002739098621532321,0.00014446971181314439,0.0013649410102516413,2.3149235248565674,0.11833333969116211,2.320582151412964,0.1002916619181633,
0,A,21,1500,6,69,1.0,-103.76131439208984,7.318664434531144e-17,1,0.0,0.0,0.006974204443395138,0.002739098621532321,0.00014446971181314439,0.0013649410102516413,2.3149235248565674,0.11833333969116211,2.320582151412964,0.1002916619181633,
0,A,21,1500,7,81,1.0,-112.49574279785156,3.6018364852096903e-19,1,0.0,0.0,0.0069743492640554905,0.002739098621532321,0.00014446971181314439,0.0013649410102516413,2.3149235248565674,0.11833333969116211,2.320582151412964,0.1002916619181633,
0,A,21,1500,8,84,1.0,-108.54195404052734,6.339955687176269e-13,1,3.2244192880170885e-06,0.0,0.006974546238780022,0.002739098621532321,0.00014446971181314439,0.0013649410102516413,2.3149235248565674,0.11833333969116211,2.320582151412964,0.1002916619181633,
0,A,21,1500,9,72,1.0,-62.59770965576172,1.006525592039953e-12,1,3.830234618362738e-06,0.0,0.006974383257329464,0.002739098621532321,0.00014446971181314439,0.0013649410102516413,2.3149235248565674,0.11833333969116211,2.320582151412964,0.1002916619181633,
0,A,21,1500,10,73,1.0,-169.55450439453125,7.639559415090102e-31,1,0.0,0.0,0.006974644027650356,0.002739098621532321,0.00014446971181314439,0.0013649410102516413,2.3149235248565674,0.11833333969116211,2.320582151412964,0.1002916619181633,
0,A,21,1500,11,59,1.0,-92.42071533203125,1.8594393167287747e-17,1,0.0,0.0,0.006974495947360992,0.002739098621532321,0.00014446971181314439,0.0013649410102516413,2.3149235248565674,0.11833333969116211,2.320582151412964,0.1002916619181633,
0,A,21,1500,12,14,1.0,-104.16027069091797,1.4738120164957385e-17,1,0.0,0.0,0.0069742449559271336,0.002739098621532321,0.00014446971181314439,0.0013649410102516413,2.3149235248565674,0.11833333969116211,2.320582151412964,0.1002916619181633,
0,A,21,1500,13,61,1.0,-100.9503173828125,5.392000513379654e-16,1,3.3934921361833403e-07,0.0,0.006974927149713039,0.002739098621532321,0.00014446971181314439,0.0013649410102516413,2.3149235248565674,0.11833333969116211,2.320582151412964,0.1002916619181633,
0,A,21,1500,14,3,1.0,-105.30747985839844,9.906931265491411e-19,1,0.0,0.0,0.006974891293793917,0.002739098621532321,0.00014446971181314439,0.0013649410102516413,2.3149235248565674,0.11833333969116211,2.320582151412964,0.1002916619181633,
0,A,21,1500,15,51,1.0,-135.59304809570312,2.5225781847334538e-24,1,0.0,0.0,0.006975160911679268,0.002739098621532321,0.00014446971181314439,0.0013649410102516413,2.3149235248565674,0.11833333969116211,2.320582151412964,0.1002916619181633,
0,A,21,1500,16,42,1.0,-122.13201141357422,2.9564541769831926e-21,1,0.0,0.0,0.006974631454795599,0.002739098621532321,0.00014446971181314439,0.0013649410102516413,2.3149235248565674,0.11833333969116211,2.320582151412964,0.1002916619181633,
0,A,21,1500,17,95,1.0,-101.04994201660156,1.4762915343258362e-20,1,0.0,0.0,0.006974516436457634,0.002739098621532321,0.00014446971181314439,0.0013649410102516413,2.3149235248565674,0.11833333969116211,2.320582151412964,0.1002916619181633,
0,A,21,1500,18,99,1.0,-104.74126434326172,2.0709308705128627e-17,1,0.0,0.0,0.006974700838327408,0.002739098621532321,0.00014446971181314439,0.0013649410102516413,2.3149235248565674,0.11833333969116211,2.320582151412964,0.1002916619181633,
0,A,21,1500,19,48,1.0,-132.32383728027344,2.2517474448291075e-23,1,0.0,0.0,0.006974812131375074,0.002739098621532321,0.00014446971181314439,0.0013649410102516413,2.3149235248565674,0.11833333969116211,2.320582151412964,0.1002916619181633,
0,A,21,1500,20,78,1.0,-110.00450897216797,2.307721205664487e-19,1,0.0,0.0,0.006974320393055677,0.002739098621532321,0.00014446971181314439,0.0013649410102516413,2.3149235248565674,0.11833333969116211,2.320582151412964,0.1002916619181633,
0,A,21,3000,1,11,1.0,-132.67605590820312,6.006112408757767e-23,1,0.0,0.0,0.00888009648770094,0.07204275578260422,0.004723289981484413,0.013100906275212765,2.303715467453003,0.10833333432674408,2.319852113723755,0.10135416686534882,
0,A,21,3000,2,77,1.0,-94.21920776367188,1.4777580270575186e-09,1,4.516635954132653e-07,0.0,0.008866299875080585,0.07204275578260422,0.004723289981484413,0.013100906275212765,2.303715467453003,0.10833333432674408,2.319852113723755,0.10135416686534882,
0,A,21,3000,3,96,1.0,-125.73374938964844,1.141178373078157e-20,1,0.0,0.0,0.008880059234797955,0.07204275578260422,0.004723289981484413,0.013100906275212765,2.303715467453003,0.10833333432674408,2.319852113723755,0.10135416686534882,
0,A,21,3000,4,63,1.0,-75.41753387451172,1.1297932804143346e-13,1,4.161911056144163e-05,2.346932888031006e-06,0.008880161680281162,0.07204275578260422,0.004723289981484413,0.013100906275212765,2.303715467453003,0.10833333432674408,2.319852113723755,0.10135416686534882,
0,A,21,3000,5,45,1.0,-110.01703643798828,3.282134797373125e-18,1,0.0,0.0,0.00888032652437687,0.07204275578260422,0.004723289981484413,0.013100906275212765,2.303715467453003,0.10833333432674408,2.319852113723755,0.10135416686534882,
0,A,21,3000,6,69,1.0,-104.828125,4.5948767987854966e-17,1,0.0,0.0,0.00887987855821848,0.07204275578260422,0.004723289981484413,0.013100906275212765,2.303715467453003,0.10833333432674408,2.319852113723755,0.10135416686534882,
0,A,21,3000,7,81,1.0,-113.4803695678711,2.320295126457117e-19,1,0.0,0.0,0.008880573324859142,0.07204275578260422,0.004723289981484413,0.013100906275212765,2.303715467453003,0.10833333432674408,2.319852113723755,0.10135416686534882,
0,A,21,3000,8,84,1.0,-108.85706329345703,7.02216279915846e-13,1,1.2196191164548509e-05,1.9371509552001953e-07,0.008880257606506348,0.07204275578260422,0.004723289981484413,0.013100906275212765,2.303715467453003,0.10833333432674408,2.319852113723755,0.10135416686534882,
0,A,21,3000,9,72,1.0,-63.56397247314453,2.708446531288211e-13,1,6.702583959850017e-06,8.940696716308594e-08,0.008880490437150002,0.07204275578260422,0.004723289981484413,0.013100906275212765,2.303715467453003,0.10833333432674408,2.319852113723755,0.10135416686534882,
0,A,21,3000,10,73,1.0,-170.94007873535156,4.143344401761432e-31,1,0.0,0.0,0.008880523033440113,0.07204275578260422,0.004723289981484413,0.013100906275212765,2.303715467453003,0.10833333432674408,2.319852113723755,0.10135416686534882,
0,A,21,3000,11,59,1.0,-93.42626190185547,1.2730349331860498e-17,1,0.0,0.0,0.008879899978637695,0.07204275578260422,0.004723289981484413,0.013100906275212765,2.303715467453003,0.10833333432674408,2.319852113723755,0.10135416686534882,
0,A,21,3000,12,14,1.0,-104.69082641601562,1.3323763740222365e-17,1,0.0,0.0,0.00887974351644516,0.07204275578260422,0.004723289981484413,0.013100906275212765,2.303715467453003,0.10833333432674408,2.319852113723755,0.10135416686534882,
0,A,21,3000,13,61,1.0,-102.0518798828125,1.2484992672926244e-18,1,9.384829354530666e-06,5.960464477539063e-08,0.008879954926669598,0.07204275578260422,0.004723289981484413,0.013100906275212765,2.303715467453003,0.10833333432674408,2.319852113723755,0.10135416686534882,
0,A,21,3000,14,3,1.0,-105.45367431640625,4.229301318198208e-19,1,0.0,0.0,0.008880281820893288,0.07204275578260422,0.004723289981484413,0.013100906275212765,2.303715467453003,0.10833333432674408,2.319852113723755,0.10135416686534882,
0,A,21,3000,15,51,1.0,-136.1605682373047,1.9690390234900748e-24,1,0.0,0.0,0.008880208246409893,0.07204275578260422,0.004723289981484413,0.013100906275212765,2.303715467453003,0.10833333432674408,2.319852113723755,0.10135416686534882,
0,A,21,3000,16,42,1.0,-123.20268249511719,1.9276008322483063e-21,1,0.0,0.0,0.008879981003701687,0.07204275578260422,0.004723289981484413,0.013100906275212765,2.303715467453003,0.10833333432674408,2.319852113723755,0.10135416686534882,
0,A,21,3000,17,95,1.0,-101.16374969482422,1.2543140626555367e-20,1,0.0,0.0,0.008880319073796272,0.07204275578260422,0.004723289981484413,0.013100906275212765,2.303715467453003,0.10833333432674408,2.319852113723755,0.10135416686534882,
0,A,21,3000,18,99,1.0,-105.78441619873047,1.3852522403184637e-17,1,0.0,0.0,0.008880800567567348,0.07204275578260422,0.004723289981484413,0.013100906275212765,2.303715467453003,0.10833333432674408,2.319852113723755,0.10135416686534882,
0,A,21,3000,19,48,1.0,-132.6178436279297,2.0834283512542813e-23,1,0.0,0.0,0.008879808709025383,0.07204275578260422,0.004723289981484413,0.013100906275212765,2.303715467453003,0.10833333432674408,2.319852113723755,0.10135416686534882,
0,A,21,3000,20,78,1.0,-111.3976058959961,1.2607566364045884e-19,1,0.0,0.0,0.008880850858986378,0.07204275578260422,0.004723289981484413,0.013100906275212765,2.303715467453003,0.10833333432674408,2.319852113723755,0.10135416686534882,
0,A,21,6000,1,11,1.0,-132.01731872558594,2.7619626412590653e-23,1,0.0,0.0,0.0044182040728628635,0.4260175824165344,0.024644885212183,0.07113255560398102,2.2990379333496094,0.11083333939313889,2.3187878131866455,0.10309375077486038,
0,A,21,6000,2,77,1.0,-93.20471954345703,3.452526042835302e-09,1,7.899060619820375e-06,0.0,0.004418136551976204,0.4260175824165344,0.024644885212183,0.07113255560398102,2.2990379333496094,0.11083333939313889,2.3187878131866455,0.10309375077486038,
0,A,21,6000,3,96,1.0,-123.79622650146484,1.1806612546789615e-19,1,0.0,0.0,0.004418507684022188,0.4260175824165344,0.024644885212183,0.07113255560398102,2.2990379333496094,0.11083333939313889,2.3187878131866455,0.10309375077486038,
0,A,21,6000,4,63,1.0,-74.36953735351562,2.1499870026669976e-13,1,0.0001461119536543265,4.891306161880493e-06,0.004418797325342894,0.4260175824165344,0.024644885212183,0.07113255560398102,2.2990379333496094,0.11083333939313889,2.3187878131866455,0.10309375077486038,
0,A,21,6000,5,45,1.0,-107.98760986328125,5.3844897290877825e-12,1,0.00026004246319644153,4.887580871582031e-06,0.004418215248733759,0.4260175824165344,0.024644885212183,0.07113255560398102,2.2990379333496094,0.11083333939313889,2.3187878131866455,0.10309375077486038,
0,A,21,6000,6,69,1.0,-103.25603485107422,2.997990067873096e-17,1,0.0,0.0,0.004418631084263325,0.4260175824165344,0.024644885212183,0.07113255560398102,2.2990379333496094,0.11083333939313889,2.3187878131866455,0.10309375077486038,
0,A,21,6000,7,81,1.0,-110.73921966552734,9.081174561644833e-17,1,0.0,0.0,0.004418651573359966,0.4260175824165344,0.024644885212183,0.07113255560398102,2.2990379333496094,0.11083333939313889,2.3187878131866455,0.10309375077486038,
0,A,21,6000,8,84,1.0,-107.9183349609375,1.1814258016329404e-08,1,0.06823203712701797,0.004118680953979492,0.004419052042067051,0.4260175824165344,0.024644885212183,0.07113255560398102,2.2990379333496094,0.11083333939313889,2.3187878131866455,0.10309375077486038,
0,A,21,6000,9,72,1.0,-62.27622604370117,7.328138096340808e-11,1,0.0004536699561867863,2.2351741790771484e-05,0.0044180224649608135,0.4260175824165344,0.024644885212183,0.07113255560398102,2.2990379333496094,0.11083333939313889,2.3187878131866455,0.10309375077486038,
0,A,21,6000,10,73,1.0,-167.67440795898438,1.3948376599645494e-26,1,0.0,0.0,0.004418383352458477,0.4260175824165344,0.024644885212183,0.07113255560398102,2.2990379333496094,0.11083333939313889,2.3187878131866455,0.10309375077486038,
0,A,21,6000,11,59,1.0,-89.60427856445312,2.987020786965333e-12,1,6.263385330385063e-06,0.0,0.004418541211634874,0.4260175824165344,0.024644885212183,0.07113255560398102,2.2990379333496094,0.11083333939313889,2.3187878131866455,0.10309375077486038,
0,A,21,6000,12,14,1.0,-101.45911407470703,7.968486803492064e-16,1,1.0566715502591251e-07,0.0,0.0044180722907185555,0.4260175824165344,0.024644885212183,0.07113255560398102,2.2990379333496094,0.11083333939313889,2.3187878131866455,0.10309375077486038,
0,A,21,6000,13,61,1.0,-99.70063781738281,7.855261130105723e-18,1,0.0,0.0,0.004418451804667711,0.4260175824165344,0.024644885212183,0.07113255560398102,2.2990379333496094,0.11083333939313889,2.3187878131866455,0.10309375077486038,
0,A,21,6000,14,3,1.0,-103.16543579101562,7.58009507909356e-20,1,0.0,0.0,0.004418452735990286,0.4260175824165344,0.024644885212183,0.07113255560398102,2.2990379333496094,0.11083333939313889,2.3187878131866455,0.10309375077486038,
0,A,21,6000,15,51,1.0,-133.34254455566406,1.681918294848862e-20,1,0.0,0.0,0.00441854540258646,0.4260175824165344,0.024644885212183,0.07113255560398102,2.2990379333496094,0.11083333939313889,2.3187878131866455,0.10309375077486038,
0,A,21,6000,16,42,1.0,-120.35953521728516,1.5571211016074328e-15,1,0.0,0.0,0.004418272990733385,0.4260175824165344,0.024644885212183,0.07113255560398102,2.2990379333496094,0.11083333939313889,2.3187878131866455,0.10309375077486038,
0,A,21,6000,17,95,1.0,-98.3392562866211,1.3923525932604964e-17,1,0.0,0.0,0.0044187442399561405,0.4260175824165344,0.024644885212183,0.07113255560398102,2.2990379333496094,0.11083333939313889,2.3187878131866455,0.10309375077486038,
0,A,21,6000,18,99,1.0,-103.16068267822266,1.4401894737883975e-16,1,0.0,0.0,0.00441859383136034,0.4260175824165344,0.024644885212183,0.07113255560398102,2.2990379333496094,0.11083333939313889,2.3187878131866455,0.10309375077486038,
0,A,21,6000,19,48,1.0,-129.59463500976562,9.903471380631017e-22,1,0.0,0.0,0.004418404307216406,0.4260175824165344,0.024644885212183,0.07113255560398102,2.2990379333496094,0.11083333939313889,2.3187878131866455,0.10309375077486038,
