arm,arm_kind,T0b_window,M_40,M_40_ci_lo,M_40_ci_hi,M_1,M_1_ci_lo,M_1_ci_hi,baseline_gate,guard,n_seed_contrib,n_seed_total,n_pair_window,strict_off_in_window_k40,ci_method,bootstrap_B,bootstrap_seed,window_lo,window_hi,spec_vault_commit
C,pre-registered (new seeds),H_POSITIVE,6.381573950747358e-05,1.361767126875088e-05,0.00010602301764436038,-1.0492021136306559e-05,-4.448831969263446e-05,2.7740721459138906e-05,PASS,PASS,10,10,157248,0,studentized,10000,20260829,0.1,0.9,b44078c
