F0_fdiff_N2,F0_fdiff_N0,F0_excess_N2post,F0_excess_N2step,D_N2,D_N2_seeds,F0,F1,F1_g_imm,F1_g_late,F2,F2_tau,F2_end,F4,F4_dce0_late,F4_dce0_early,F5_dce0,F5_dce20,F5_dce100,F5_dce300,F5_dce625,F5
0.9254556306890829,0.7273963556199231,8.885678959833648,8.896333151069676,0.5000025033950806,"[0.5, 0.5, 1.09]",NOT_TESTABLE,MIXED,"[-1.65, -1.6, -1.76]","[-2.16, -1.83, -1.84]",RECOVERS_FAST,"[2, 4, 1]","[0.33, 0.27, 0.26]",F4_PARTIAL,"[0.152, 0.105, 0.106]","[0.307, 0.015, 0.323]",0.106,0.325,0.136,0.077,0.056,F5_FLAT
