arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
R,0,0.001,1,l2init:1e-3,0.95395,0.9991666675,0.9991666675,0.02999999933,0.02999999933,-0.2116999924,0.7289556861,-1.927360535,0.3758333325,55.49585947,0,0,0.7624008656,0.4011299014,-0.4295689464,0.9758333564,31.48441424,1.315567255,1.091987252,2.844937563
R,0,0.001,2,l2init:1e-3,0.9617125,1,1,0.009999999776,0.009999999776,-0.3148413301,0.7240951061,-0.8521041274,0.3058333397,47.19705936,0,0,0.7054594159,0.3666625321,0.3029522896,0.9825000167,28.6758123,1.306124926,1.048517346,2.925677061
R,0,0.001,3,l2init:1e-3,0.9599520833,1,1,0.03999999911,0.03999999911,-0.3156453371,0.709721148,-1.207811475,0.3225000203,52.01437011,0,0,0.6281578541,0.3542727232,-0.4818380773,0.9750000238,31.18029813,1.186222553,1.042973399,2.881215334
R,0,0.001,4,l2init:1e-3,0.9573833333,1,1,0.03999999911,0.03999999911,-0.3138055503,0.7039898038,-0.8916327357,0.3075000048,47.17370073,0,0,0.7095271945,0.3785863519,-0.4258211255,0.9800000191,29.38920071,1.246449232,1.049885273,2.918387413
R,0,0.001,5,l2init:1e-3,0.9525229167,1,1,0.03999999911,0.03999999911,-0.3332071006,0.726099968,-2.084935904,0.3108333349,51.8236482,0,0,0.6204511523,0.3522621691,-0.4020441175,0.9758333564,31.41401216,1.237823844,1.053734779,2.91546154
R,0,0.001,6,l2init:1e-3,0.9614166667,1,1,0.01999999955,0.01999999955,-0.2752171755,0.7433488965,-0.8432956934,0.3199999928,51.66171373,0,0,0.6718446016,0.3774902821,-0.4525051415,0.9808333516,30.21026032,1.265187383,1.049191713,2.875754118
R,0,0.001,7,l2init:1e-3,0.9572395833,1,1,0.03999999911,0.03999999911,-0.2670085728,0.7191223502,-1.137647748,0.3291666806,49.8196983,0,0,0.7004703879,0.3726156652,-0.3662956953,0.9800000191,30.01329982,1.276996493,1.043210268,2.866423845
R,0,0.001,8,l2init:1e-3,0.96078125,1,1,0.01999999955,0.01999999955,-0.2717677355,0.7132402658,-1.074179053,0.3258333504,51.55092942,0,0,0.6605303884,0.3797287643,-0.05185382813,0.9775000215,31.09222518,1.199822187,1.05317843,2.899917841
R,0,0.001,9,l2init:1e-3,0.9599375,1,1,0.01999999955,0.01999999955,-0.3194162548,0.7567287087,-0.6969789863,0.2958333492,49.60866947,0,0,0.7044232488,0.3548698425,0.2263106406,0.9816666842,29.92709469,1.28747642,1.048935294,2.867879868
R,0,0.001,10,l2init:1e-3,0.95455625,1,1,0.03999999911,0.03999999911,-0.2479801476,0.7714782953,-1.023707032,0.3233333528,53.50418613,0,0,0.66938591,0.382268548,-0.5458748937,0.9658333659,32.86374284,1.36053133,1.036698699,2.869294882
R,0,0.001,11,l2init:1e-3,0.95960625,1,1,0.0700000003,0.0700000003,-0.3169773519,0.7883428931,-2.083655357,0.3141666651,52.99213287,0,0,0.6611713767,0.376910001,-0.4750649631,0.9683333635,32.09177088,1.391342878,1.011524558,2.863792896
R,0,0.001,12,l2init:1e-3,0.9593395833,1,1,0.03999999911,0.03999999911,-0.2751719654,0.7498590946,-1.591719747,0.3058333397,52.36144114,0,0,0.6453120112,0.3662823141,-0.5084381104,0.9791666865,30.43404026,1.267111063,1.01923418,2.888487577
R,0,0.001,13,l2init:1e-3,0.9616375,1,1,0.05999999866,0.05999999866,-0.429427743,0.8328544497,-1.654213548,0.2791666687,55.70290733,0,0,0.7026349902,0.3923954964,-0.3659625053,0.9725000262,32.24711232,1.391138434,1.098870039,2.941817045
R,0,0.001,14,l2init:1e-3,0.95798125,1,1,0.01999999955,0.01999999955,-0.2726326883,0.7518378496,-1.000954747,0.339166671,53.38916564,0,0,0.7022490501,0.3714107871,-0.4184812605,0.978333354,31.52558448,1.315151691,1.025296807,2.867194414
R,0,0.001,15,l2init:1e-3,0.9614375,1,1,0.09999999404,0.09999999404,-0.3708463609,0.821442008,-1.859137774,0.2966666818,49.82789726,0,0,0.6312701702,0.3781742454,-0.5831884146,0.956666708,32.5053279,1.442473531,1.041352987,2.927856922
R,0,0.001,16,l2init:1e-3,0.95174375,0.9991666675,0.9991666675,0.01999999955,0.01999999955,-0.292194277,0.7241746187,-1.043193817,0.3300000131,65.72816123,0,0,0.5241476893,0.3414412737,-0.3858061135,0.9383333325,37.87136581,1.272481322,1.06750977,2.919095993
R,0,0.001,17,l2init:1e-3,0.96221875,1,1,0.009999999776,0.009999999776,-0.3112597167,0.7660430074,-1.359690547,0.275000006,52.42107381,0,0,0.7003494501,0.375549674,-0.4581871033,0.9725000262,31.41595399,1.308308005,1.049363256,2.887708187
R,0,0.001,18,l2init:1e-3,0.9606354167,1,1,0.009999999776,0.009999999776,-0.3026714027,0.7770333886,-1.59294188,0.3133333325,53.98446974,0,0,0.7040447593,0.3886311054,-0.2527178228,0.9733333588,32.21658107,1.348324537,1.04570365,2.876384974
R,0,0.001,19,l2init:1e-3,0.96045625,1,1,0.01999999955,0.01999999955,-0.3040782809,0.7426768541,-1.226106405,0.3183333278,51.39897744,0.01999999955,0.01999999955,0.72638309,0.3925207853,-0.6298028827,0.9800000191,29.86591938,1.314775348,1.074783683,2.875849962
R,0,0.001,20,l2init:1e-3,0.9632083333,1,1,0,0,-0.3084739149,0.7570050359,-0.6778561473,0.3025000095,50.66710417,0,0,0.7214719057,0.3780399263,-0.3174256384,0.9816666842,30.20099402,1.26417315,1.05173409,2.874405622
R,0,0.001,21,l2init:1e-3,0.9603583333,1,1,0.02999999933,0.02999999933,-0.2743155062,0.7548437119,-0.8500383496,0.3291666806,52.02383244,0,0,0.7423709035,0.3838967085,0.2244383544,0.9825000167,30.76883688,1.283954144,1.057546616,2.861688137
R,0,0.001,22,l2init:1e-3,0.95471875,1,1,0.02999999933,0.02999999933,-0.3118515611,0.7821750641,-0.8327508569,0.3091666698,54.27998942,0,0,0.6857497096,0.3652933538,-0.5915973186,0.9766666889,31.75612866,1.336871743,1.009862423,2.84231925
R,0,0.001,23,l2init:1e-3,0.9571791667,1,1,0,0,-0.310449034,0.7591193914,-1.039936543,0.326666683,55.0578523,0,0,0.6999214888,0.3677088022,-0.4411070943,0.9758333564,30.9656972,1.322397232,1.011979461,2.837516785
R,0,0.001,24,l2init:1e-3,0.95904375,0.9991666675,0.9991666675,0.02999999933,0.02999999933,-0.3218314946,0.7253395915,-1.55883956,0.301666677,53.47327305,0,0,0.6252436042,0.3655910492,-0.5694432259,0.9750000238,30.99762179,1.270086765,1.039533973,2.885439396
R,0,0.001,25,l2init:1e-3,0.9577979167,1,1,0.01999999955,0.01999999955,-0.3325709701,0.782407999,-1.011589766,0.301666677,53.44601323,0,0,0.66595608,0.3879393637,-0.5346300006,0.9658333659,31.81181002,1.382766008,1.060640574,2.892964602
R,0,0.001,26,l2init:1e-3,0.95705,1,1,0.0700000003,0.0700000003,-0.3384966254,0.8191454411,-1.793580413,0.3208333552,53.41618163,0,0,0.6722260118,0.3993272483,-0.5633019805,0.9608333707,34.22897337,1.443027616,1.058321953,2.893901348
R,0,0.001,27,l2init:1e-3,0.9538041667,1,1,0.02999999933,0.02999999933,-0.2557146847,0.734300971,-1.006330252,0.3491666615,53.5674592,0.009999999776,0.009999999776,0.701928556,0.3663541973,-0.6684548855,0.9800000191,31.0169643,1.285948157,1.028112531,2.836072206
R,0,0.001,28,l2init:1e-3,0.96345,1,1,0.05999999866,0.05999999866,-0.2882735729,0.7863438129,-2.052055597,0.3225000203,51.18945117,0,0,0.7331814766,0.4105637372,0.2265036106,0.9733333588,30.81256106,1.369170547,1.076485991,2.880379915
R,0,0.001,29,l2init:1e-3,0.9597291667,1,1,0.02999999933,0.02999999933,-0.3126662672,0.7295826674,-0.9453602433,0.3133333325,50.85197806,0,0,0.6748677492,0.3654724061,-0.2840015292,0.9808333516,30.40088729,1.250976801,1.080696225,2.893530846
R,0,0.001,30,l2init:1e-3,0.9623166667,0.7966666818,0.7966666818,0.1299999952,0.1299999952,-0.5639013648,0.7778155804,-1.77675581,0.1858333349,51.23939844,0,0,0.4326945543,0.3694570959,-0.3435835242,0.8791666627,38.18418018,1.313833237,1.130799174,2.99522233
R,0,0.001,31,l2init:1e-3,0.9577583333,1,1,0,0,-0.280585736,0.7213332057,-0.6391403079,0.3233333528,52.26606399,0,0,0.7170242071,0.3731031418,-0.5095596313,0.9833333492,30.69289545,1.228462338,1.046386957,2.894663095
R,0,0.001,32,l2init:1e-3,0.9591979167,0.8908333778,0.8908333778,0.1199999973,0.1199999973,-0.5627112985,0.8183529973,-3.067732096,0.2083333433,55.89159717,0,0,0.3167073727,0.3606099188,-0.02191707492,0.8408333659,43.99624611,1.363075733,1.114185452,2.971307516
