arm,seed,acc,cnorm,zbar_inv,inv_units,dead_hard,immobile_units,gate_neg_frac,beyond_frac,sat
GELU,0,0.8550999760627747,9.054338688827308,-7.0038628298790755,79.0,63.0,1.0,0.722851574420929,0.8427734375,0.8439062237739563
GELU,1,0.8396999835968018,8.91468600480684,-6.638484504246974,79.0,55.0,0.0,0.7427539229393005,0.8410937786102295,0.8424413800239563
GELU,2,0.8600999712944031,9.41304831726207,-7.037828895037694,79.0,53.0,1.0,0.7147656083106995,0.8271679878234863,0.8292577862739563
SILU,0,0.8392999768257141,10.93491021080184,-6.170325085312891,84.0,28.0,0.0,0.8378515839576721,0.8378515839576721,0.8441992402076721
SILU,1,0.8662999868392944,11.127872206363913,-6.533131793864535,80.0,28.0,0.0,0.8116992115974426,0.8116992115974426,0.8167773485183716
SILU,2,0.8496999740600586,11.051646829482038,-6.886332602082916,84.0,24.0,0.0,0.8384374976158142,0.8384374976158142,0.8438476324081421
