activation,seed,test_ce,test_acc,train_probe_ce,train_probe_acc,cnorm,cnorm_min,cnorm_max,rowmean,bias,actual_train_mean,actual_train_mean_min,actual_train_mean_max,test_zmean,test_zsd,positive_frac,gate_mean,gate_low_frac,immobile_units,w2col,task_train_ce,task_train_acc,task,step,phase,cell,online_ce
ELU1,1,0.31523579359054565,90.0390625,0.32477185130119324,91.015625,1.0943684881015576,0.9213271192971214,1.3193199915093512,0.0008000700106560463,0.001406992439806345,0.26546433220037563,-0.6440922819907067,1.3704576525425063,0.26930015194502394,0.9337362611537954,0.5889208984375,0.8189174852376163,0.0013330078125,0,0.7845775605956546,0.2659105658531189,92.28000044822693,1,625,adapt,prefix,0.4921219747781754
ELU1,1,0.293539434671402,90.673828125,0.3254576623439789,90.625,1.4499880421048994,1.1981411535197892,1.76877219353648,-0.0008458640684924803,-0.003900828709738562,-0.1640517957826004,-1.6509814830200253,1.4498165209965328,-0.16646763329895303,1.0959668329559484,0.4483984375,0.6912938341432948,0.017080078125,0,0.845553561786409,0.2719375491142273,92.00000166893005,2,625,adapt,prefix,0.44592552983164785
ELU1,1,0.2651369273662567,91.2109375,0.27946963906288147,91.30859375,1.7101078649331092,1.388597058652831,2.191549218401638,-0.0025758582041789293,-0.008498204637435265,-0.31760178097896324,-2.7282360931288983,1.6951092529824425,-0.32110369305996345,1.2214511524208074,0.408720703125,0.6359155801513516,0.0389990234375,0,0.8988580554460915,0.2395314872264862,92.79000163078308,3,625,adapt,prefix,0.44138243118822573
ELU1,1,0.2499285489320755,91.552734375,0.25695091485977173,92.28515625,1.9208670784157318,1.5096666857977503,2.393364646713759,-0.004371110571035196,-0.01133241347852163,-0.5757119645169273,-3.631242918262205,1.602174402934049,-0.5824660657865435,1.3119645943233587,0.365068359375,0.5724462084896348,0.0786865234375,0,0.957540107263709,0.2189788818359375,93.32000017166138,4,625,adapt,prefix,0.4487257247835398
ELU1,1,0.2669358551502228,90.72265625,0.2739133834838867,91.30859375,2.0921679848756645,1.5847315033633367,2.6581809067207898,-0.00533189472614181,-0.011396562758018263,-0.5822777629653886,-4.270311546755446,2.1834683428614623,-0.5872922231176768,1.3250719842141772,0.3638720703125,0.5694645237557606,0.08556640625,0,1.0121436412608946,0.21903051435947418,92.65999794006348,5,625,adapt,prefix,0.4311007085949182
ELU1,1,0.243386372923851,92.041015625,0.24788308143615723,92.48046875,2.2541391011515746,1.6192161835435483,2.770346890621228,-0.006450413350803018,-0.013287917248671875,-0.6727630460496726,-4.354975096753942,1.9940753417093342,-0.6769171724307586,1.3887932257200022,0.34849609375,0.553770393550035,0.0932763671875,0,1.0536833639387293,0.19899190962314606,93.69000196456909,6,625,adapt,prefix,0.42020363306105135
ELU1,1,0.2479405701160431,91.748046875,0.2570647895336151,91.943359375,2.390580677029728,1.7147182839937236,2.830815582390422,-0.007434439805765334,-0.01466231933911331,-0.7693241199264896,-5.9058776738541665,2.2190555902939693,-0.7823820528385823,1.4284684072897837,0.3462841796875,0.5366752005739497,0.127685546875,0,1.0944149908935927,0.2074412852525711,93.83000135421753,7,625,adapt,prefix,0.4320111257046461
ELU1,1,0.2554432451725006,91.89453125,0.2628888487815857,92.578125,2.521751896586157,1.7696932060949626,2.9888534536739186,-0.008641416188079828,-0.01524380736547755,-0.9007495069407844,-5.872297814514729,2.0643437759540175,-0.9102030750829948,1.4501076935785144,0.3343408203125,0.519207712175643,0.1518798828125,0,1.1307026165780885,0.21972186863422394,93.58999729156494,8,625,adapt,prefix,0.42063668502569196
ELU1,1,0.2209475338459015,93.115234375,0.23081400990486145,93.1640625,2.646950055228514,1.8361758203913037,3.0784214665680416,-0.009804738699437267,-0.01394590171519667,-1.0471051308958246,-6.662435902457672,2.6586730373339575,-1.0567624502715112,1.4953164662115432,0.2980859375,0.4878772779425738,0.158916015625,0,1.162617391344042,0.1996482014656067,93.69999766349792,9,625,adapt,prefix,0.4249441829353571
ELU1,1,0.2490716278553009,91.50390625,0.2602538764476776,91.943359375,2.7624127760544765,1.9016895102585027,3.2262364600910414,-0.011001350446294918,-0.01500814155297121,-1.2815695936165707,-7.6712537849499585,2.4825994572392855,-1.2963919543612037,1.5069872960393533,0.2807958984375,0.4494110503055224,0.2083447265625,0,1.198545673008275,0.2131396234035492,93.55999827384949,10,625,adapt,prefix,0.440594260725379
