activation,seed,test_ce,test_acc,train_probe_ce,train_probe_acc,cnorm,cnorm_min,cnorm_max,rowmean,bias,actual_train_mean,actual_train_mean_min,actual_train_mean_max,test_zmean,test_zsd,positive_frac,gate_mean,gate_low_frac,immobile_units,w2col,task_train_ce,task_train_acc,task,step,phase,cell,online_ce
LR,0,0.3062293231487274,91.162109375,0.299223929643631,91.552734375,1.1550821915930285,0.9805747932950848,1.4538581821116512,0.001150017831942806,0.021320101527962834,0.513584641703072,-1.5321722946275793,1.8844549486075257,0.5180393689394274,1.0078122770187081,0.6718212890625,0.7046391606452744,0.0,0,0.7810126908527433,0.24994251132011414,92.71000027656555,1,625,adapt,prefix,0.5189413661062717
LR,0,0.2583264112472534,92.3828125,0.2588132917881012,92.87109375,1.542061179725819,1.2055598817362276,1.8391730253053407,-0.0009641205111922026,0.023920956121291966,-0.16295973211359344,-2.6683310006653738,2.4744998554040603,-0.16309319673449074,1.208054647952623,0.4325341796875,0.48928076256433994,0.0,0,0.857610330785922,0.23096096515655518,93.4000015258789,2,625,adapt,prefix,0.43007287036180497
LR,0,0.3082714080810547,90.234375,0.30191341042518616,90.8203125,1.808209004958435,1.3793766356620225,2.2665715530857153,-0.003134298999268729,0.02516183417988941,-0.49604230932885857,-2.679835677528839,2.7724199708038215,-0.4985286560430769,1.2508121577309752,0.338984375,0.40508593848499,0.0,0,0.9212122459925596,0.2677140235900879,91.430002450943,3,625,adapt,prefix,0.4531031409740448
LR,0,0.2843325734138489,91.6015625,0.2837997078895569,91.40625,1.9945769649980998,1.47682017588252,2.5152780233170895,-0.005961482165623381,0.023928767014294864,-0.8330404749715502,-2.701451451442483,3.473061297414155,-0.8370076581915725,1.2454307137180385,0.2509521484375,0.3258569347099183,0.0,0,0.9673884784063296,0.24633590877056122,92.51999855041504,4,625,adapt,prefix,0.4982522596240044
LR,0,0.2850222587585449,90.625,0.27913230657577515,91.50390625,2.1545030586277445,1.5582604290792879,2.8860797426762326,-0.0078934499845135,0.025282838923449163,-0.9814821291786083,-3.098659350386918,3.6896478901056886,-0.987064783024714,1.2794815221831144,0.223046875,0.3007421886577504,0.0,0,1.018691004103692,0.22196760773658752,93.36000084877014,5,625,adapt,prefix,0.4615918270424008
LR,0,0.24910621345043182,92.431640625,0.2603418529033661,92.138671875,2.306873540147962,1.676322751648578,3.1093407755177167,-0.009432542764324163,0.02758370201161597,-1.0550911859724537,-2.821133145344664,2.383326091165251,-1.0614782564358374,1.3087906415193493,0.2244140625,0.3019726574057131,0.0,0,1.0747107490080428,0.20398250222206116,93.76000165939331,6,625,adapt,prefix,0.4393319980829954
LR,0,0.2692683935165405,91.796875,0.2718941867351532,91.552734375,2.4387287728246263,1.7602637084350592,3.137729655586065,-0.010444449426998612,0.02887375007790979,-1.200097346378697,-3.4469720306597678,3.4657883305042354,-1.2044297129512669,1.3630949136746655,0.2118603515625,0.2906743175806696,0.0,0,1.1195504315876477,0.2181408703327179,93.37000250816345,7,625,adapt,prefix,0.4513270661175251
LR,0,0.24029162526130676,92.724609375,0.24144241213798523,92.919921875,2.570084728124133,1.9227365255631093,3.2618020432603956,-0.011537403964792305,0.02998312677606009,-1.2277793751523562,-3.7712747070207717,2.7883840736116596,-1.2339986260404956,1.37300214736563,0.21236328125,0.2911269542986702,0.0,0,1.1552656332438367,0.19039438664913177,94.30999755859375,8,625,adapt,prefix,0.4254892423838377
LR,0,0.2663171589374542,91.69921875,0.2556822597980499,92.236328125,2.681779516978866,2.01048742247899,3.328171295153192,-0.012521995069935623,0.03241269638441736,-1.313509509575606,-3.531194345585382,2.5465745648512934,-1.3224814504975595,1.3424310857204669,0.188076171875,0.26926855589736076,0.0,0,1.1915596654059515,0.20813512802124023,93.63999962806702,9,625,adapt,prefix,0.45338232229053976
LR,0,0.2578056752681732,91.748046875,0.26289546489715576,92.333984375,2.798338464241566,2.142372606930931,3.5259065340784845,-0.013117326736207927,0.03654791367123835,-1.3039290293340804,-4.115606054976723,2.4099378027612666,-1.3050037127218246,1.453463489232999,0.220703125,0.29863281366124284,0.0,0,1.2264427426748399,0.20446139574050903,93.70999932289124,10,625,adapt,prefix,0.4335314157605171
