activation,seed,test_ce,test_acc,train_probe_ce,train_probe_acc,cnorm,cnorm_min,cnorm_max,rowmean,bias,actual_train_mean,actual_train_mean_min,actual_train_mean_max,test_zmean,test_zsd,positive_frac,gate_mean,gate_low_frac,immobile_units,w2col,task_train_ce,task_train_acc,task,step,phase,cell,online_ce
ELU1,2,0.29568830132484436,91.015625,0.297158420085907,91.50390625,1.1067039329779527,0.9193399059068944,1.2940783252345098,0.0001120466423190784,-0.0025619615316099954,0.1087642798890841,-1.3773821111818567,1.1238601119639937,0.11190965633687501,0.912804326755326,0.5377880859375,0.7883928919149525,0.003544921875,0,0.7948860837259217,0.26559796929359436,92.14000105857849,1,625,adapt,prefix,0.5148135300755501
ELU1,2,0.2579326033592224,91.845703125,0.2800115644931793,92.333984375,1.4521938537518733,1.2933111422972257,1.6740416384956223,-0.0010365969713478473,-0.006965846387902275,-0.20402331634050527,-2.2696595186414785,1.4352690207726186,-0.2061576098591804,1.1151566097564474,0.437236328125,0.6827306699604887,0.0214990234375,0,0.8541419782119969,0.2306712418794632,93.37000250816345,2,625,adapt,prefix,0.43500396118164064
ELU1,2,0.2500160336494446,91.89453125,0.2824794054031372,91.357421875,1.7261363944503458,1.4781179480941802,2.098503652296077,-0.002357649815898327,-0.01185081375471782,-0.3064713141689173,-2.067570788120778,1.5333142775507653,-0.3065226402297989,1.2083451133357739,0.40619140625,0.6383717205267635,0.029365234375,0,0.910727651970151,0.2337632030248642,92.61999726295471,3,625,adapt,prefix,0.4277635904997587
ELU1,2,0.2610032856464386,91.89453125,0.2507256865501404,91.9921875,1.9363188546151742,1.557211399282504,2.3720689824608137,-0.003486911290999742,-0.015769592901924624,-0.3768976027542077,-2.773733997050473,1.6463856751853618,-0.3793846186296267,1.3081111792822326,0.3974609375,0.615665600867462,0.0456005859375,0,0.9630358409486867,0.22677414119243622,93.01000237464905,4,625,adapt,prefix,0.41094642527997494
ELU1,2,0.23678883910179138,92.96875,0.24905401468276978,91.943359375,2.1111966145861287,1.6380039298682354,2.6606741647571224,-0.004937032541650637,-0.019362932005897164,-0.5232936228287284,-3.285728797210483,1.6254136446944611,-0.5232547527382071,1.3619975924211127,0.3726123046875,0.5819638359565183,0.0683203125,0,1.012299299435552,0.22007828950881958,93.3899998664856,5,625,adapt,prefix,0.4375202807843685
ELU1,2,0.23855754733085632,92.724609375,0.24461984634399414,92.48046875,2.2574285334238917,1.6741276677821775,2.845777370532676,-0.005654995695196131,-0.021122623747214676,-0.5782836056118602,-3.7550616722482997,2.426572114468841,-0.5715188352453154,1.3488474038998906,0.368603515625,0.5666886578818635,0.08765625,0,1.0653018964061494,0.20935173332691193,93.68000030517578,6,625,adapt,prefix,0.42518792124390603
ELU1,2,0.2450130730867386,92.08984375,0.26938122510910034,91.69921875,2.3896343150551433,1.7058375908407533,2.974117084899886,-0.006834419888535645,-0.022772418539971112,-0.735378713845999,-4.384790684848025,2.2363272287424976,-0.7385539028131987,1.3666196450241215,0.344697265625,0.5395150184651447,0.1140234375,0,1.0981219070400672,0.21208783984184265,93.37999820709229,7,625,adapt,prefix,0.4331150938004255
ELU1,2,0.24385640025138855,92.626953125,0.2595938444137573,91.259765625,2.51556827459735,1.7444197191575317,3.0813633396510047,-0.007858853638901073,-0.023368988777510823,-0.8548311878347259,-4.6864174819266875,1.965999068365548,-0.8560821446948336,1.4218761331445688,0.3386474609375,0.5137839150957274,0.1423876953125,0,1.1339259468551013,0.20177233219146729,93.61000061035156,8,625,adapt,prefix,0.43261180326044557
ELU1,2,0.2507033944129944,91.796875,0.2779257893562317,91.69921875,2.630452831166504,1.7687538833383576,3.159593423922728,-0.0084889757729387,-0.02310140266432427,-0.8703137073113015,-4.881908845128356,1.7513886023828755,-0.8710182837903734,1.4433815837745445,0.32587890625,0.5180125753084099,0.13552734375,0,1.1619600785393223,0.23101161420345306,92.739999294281,9,625,adapt,prefix,0.4338414170727134
ELU1,2,0.21674561500549316,93.06640625,0.24526554346084595,92.67578125,2.7435092596128623,1.8146019669821987,3.2410450204204535,-0.009165068412342346,-0.022945881871273742,-1.1701248713511112,-6.131674796535751,1.9832801456786813,-1.165922384843474,1.4967920953131146,0.2944921875,0.46531910096589096,0.1931689453125,0,1.1964349838331652,0.20463970303535461,93.80000233650208,10,625,adapt,prefix,0.43317620420753955
