activation,seed,test_ce,test_acc,train_probe_ce,train_probe_acc,cnorm,cnorm_min,cnorm_max,rowmean,bias,actual_train_mean,actual_train_mean_min,actual_train_mean_max,test_zmean,test_zsd,positive_frac,gate_mean,gate_low_frac,immobile_units,w2col,task_train_ce,task_train_acc,task,step,phase,cell,online_ce
LR,2,0.2866702675819397,91.064453125,0.28857263922691345,91.455078125,1.1595176378360896,0.9648768419635858,1.4465201727775707,0.001490240368075898,0.012389442706044064,0.5555076030386629,-0.8774992834598521,2.0966498300329213,0.5659747405833332,1.0021513479840172,0.6841357421875,0.7157221684394244,0.0,0,0.7752858843500701,0.2626248896121979,92.12999939918518,1,625,adapt,prefix,0.539824180945754
LR,2,0.24857673048973083,92.724609375,0.2733621597290039,92.529296875,1.5417786305543273,1.2484489024402547,1.923830739654486,-9.634701617615226e-05,0.012664921210380271,-0.14257410768077375,-2.0776344905037343,1.94957145532562,-0.1446474660378133,1.202374806633764,0.437041015625,0.49333691490137427,0.0,0,0.8454984949450924,0.2282453328371048,93.59999895095825,2,625,adapt,prefix,0.44283212208747863
LR,2,0.2620820701122284,91.064453125,0.2828159034252167,91.455078125,1.81756417244346,1.3999860818786978,2.3764412898439904,-0.0027696865267805002,0.01088188500765682,-0.42803363782794784,-2.6927280994645644,2.969340982161298,-0.4277979595296243,1.2394888396840886,0.3622607421875,0.42603466891905556,0.0,0,0.9021529653342709,0.23785388469696045,92.71000027656555,3,625,adapt,prefix,0.45184619836211204
LR,2,0.27440476417541504,91.6015625,0.2715972363948822,91.357421875,2.0182373842615218,1.5359701809522344,2.617826597148818,-0.004953403937265622,0.01012358565843897,-0.5720147839227959,-2.77749433343718,2.4123115868203584,-0.577681415660571,1.2633345824950704,0.3081103515625,0.37729931743724593,0.0,0,0.9540043202508945,0.23760944604873657,92.83999800682068,4,625,adapt,prefix,0.4404625630438328
LR,2,0.24325306713581085,92.67578125,0.2619318664073944,92.041015625,2.1806829675300845,1.5947450851051892,2.889571165209314,-0.0070556480692573805,0.00869229658797849,-0.8594957991899095,-2.7296630931173267,2.298006079572265,-0.8640267775842482,1.3286362447001505,0.2570751953125,0.3313676768882942,0.0,0,0.9990159418279099,0.22098083794116974,93.25000047683716,5,625,adapt,prefix,0.45792926507890225
LR,2,0.23627646267414093,92.578125,0.24414598941802979,93.06640625,2.3320649056306535,1.7610523097596236,2.9650856585448406,-0.008030238505351655,0.00839608522132039,-0.9549460497975173,-3.024728203980043,3.173560105875942,-0.959034711626019,1.3414118304755038,0.2427001953125,0.31843017690971465,0.0,0,1.0519963650937176,0.2047567367553711,93.83000135421753,6,625,adapt,prefix,0.4428240903288126
LR,2,0.23594675958156586,92.578125,0.25978580117225647,92.28515625,2.4663103000502917,1.841055878130426,3.126744852776188,-0.008811134585489955,0.008522330451523886,-1.03452635112652,-3.0849858617328825,3.168261154653698,-1.045681949068545,1.343977677790149,0.2332275390625,0.30990478629883,0.0,0,1.0985992534310112,0.19930869340896606,93.76000165939331,7,625,adapt,prefix,0.4287567614465952
LR,2,0.2632269561290741,91.650390625,0.27845263481140137,90.966796875,2.5914288436293527,2.147654772901229,3.2246600758565416,-0.009599192260872573,0.008784774136147462,-1.064984300670858,-2.942138980338917,2.424767138867005,-1.075446378292618,1.3844607663359072,0.235048828125,0.31154394645236605,0.0,0,1.140972248958301,0.22524386644363403,93.07000041007996,8,625,adapt,prefix,0.43208030564934014
LR,2,0.23275233805179596,92.724609375,0.2647341787815094,91.845703125,2.700781686400812,2.194801650719164,3.312392049369301,-0.010563436370494372,0.007815563555341213,-1.175445090794984,-3.3911019194989374,3.4814273589144467,-1.1879412520552406,1.4098252937086309,0.2251123046875,0.3026010753734226,0.0,0,1.1740437653067723,0.21413496136665344,93.48000288009644,9,625,adapt,prefix,0.4241044719725847
LR,2,0.22326622903347015,92.529296875,0.24056486785411835,92.333984375,2.802597794373844,2.274470044993162,3.441717477967327,-0.011514607820943308,0.008290180267067626,-1.337639996569317,-3.460385598552249,3.086735697040659,-1.3430811063808705,1.427828325031117,0.2072412109375,0.28651709102505263,0.0,0,1.205959421878457,0.20429879426956177,93.76999735832214,10,625,adapt,prefix,0.43663045442402365
