activation,seed,test_ce,test_acc,train_probe_ce,train_probe_acc,cnorm,cnorm_min,cnorm_max,rowmean,bias,actual_train_mean,actual_train_mean_min,actual_train_mean_max,test_zmean,test_zsd,positive_frac,gate_mean,gate_low_frac,immobile_units,w2col,task_train_ce,task_train_acc,task,step,phase,cell,online_ce
ELU1,0,0.2488202452659607,92.1875,0.260784775018692,91.748046875,2.8400686490460076,1.7543078853388432,3.421955603911087,-0.011730572785119518,-0.003987972510512919,-1.2108171504886147,-7.042940357278869,2.000191048606283,-1.2115105444691243,1.5039755753564914,0.3106640625,0.48029801891063045,0.2024169921875,0,1.257720134452043,0.21290285885334015,93.30000281333923,11,625,adapt,prefix,0.44653420227468016
ELU1,0,0.26798215508461,91.2109375,0.2748960852622986,91.064453125,2.9491465047321777,1.7815266739755935,3.4812597022000076,-0.012907672846529543,-0.005670192273100838,-1.2866374530251323,-7.701285532240855,2.370458557416721,-1.284392065554149,1.554080456416053,0.317431640625,0.48228039453844573,0.214765625,0,1.2850644596327765,0.21365413069725037,93.19999814033508,12,625,adapt,prefix,0.4376335579708219
ELU1,0,0.2520207166671753,92.236328125,0.24363645911216736,93.45703125,3.054022923932719,1.8334187124930457,3.5537783302140493,-0.013558800646018354,-0.00652200901764445,-1.4426284683136823,-7.495237042948002,2.8599055793541446,-1.435147342040396,1.608681101726015,0.2935986328125,0.44918224570606724,0.23650390625,0,1.3156244790764475,0.20167745649814606,93.52999925613403,13,625,adapt,prefix,0.43255729132294657
ELU1,0,0.27834445238113403,91.2109375,0.2656981945037842,92.626953125,3.1587337001354543,1.8749250114358775,3.8085044170688462,-0.014613987920092933,-0.007790905641159042,-1.4404166001430485,-8.55999636589132,2.3619919012829893,-1.4487070555309673,1.6362926611479227,0.3055126953125,0.45905913157065426,0.239326171875,0,1.3418793355480796,0.22762013971805573,93.0400013923645,14,625,adapt,prefix,0.4792578711926937
ELU1,0,0.257368266582489,92.138671875,0.25482437014579773,93.017578125,3.2566869249706616,1.916819591951419,3.895633325471939,-0.014947216807959289,-0.008589636264368893,-1.6399529198567437,-9.13779027770688,2.492037630945065,-1.6415712350722758,1.6953037673406925,0.27796875,0.43092432033655237,0.2619580078125,0,1.3693928983651014,0.19848841428756714,94.15000081062317,15,625,adapt,prefix,0.4510800011307001
ELU1,0,0.2517511546611786,92.96875,0.2403530776500702,92.529296875,3.350699070707824,1.9677807236112572,4.020522804768395,-0.015685788201109895,-0.00909388243337162,-1.6778432648931885,-9.697007011291804,2.280928744877473,-1.6786887345642816,1.7129337543517602,0.2941259765625,0.4359815170435511,0.281171875,0,1.400271735972521,0.19131217896938324,94.08000111579895,16,625,adapt,prefix,0.4687185527689755
ELU1,0,0.25449302792549133,92.333984375,0.2570722699165344,92.48046875,3.4380941802379335,2.006745930592111,4.094029688483139,-0.016558503585473363,-0.010805972532834858,-1.7474044822146255,-10.212219677206527,2.607918280426104,-1.7529093636488229,1.7423343979424253,0.2885498046875,0.43445100747578813,0.28109375,0,1.422110054851081,0.19690650701522827,93.73000264167786,17,625,adapt,prefix,0.4564826786249876
ELU1,0,0.25000718235969543,91.69921875,0.26117220520973206,91.845703125,3.5241015340311437,2.0323727380860332,4.177378780503755,-0.017217978187674836,-0.011161408377811313,-1.7446523582082245,-10.441683694030008,3.1791690672706143,-1.7508367317942686,1.7814563571970135,0.299599609375,0.4415468595529592,0.2774560546875,0,1.4450853493730742,0.20772157609462738,93.40999722480774,18,625,adapt,prefix,0.43811336102485654
ELU1,0,0.2660670280456543,92.236328125,0.27676910161972046,91.89453125,3.6133989002371916,2.069136958655787,4.252801554101908,-0.018039634587196735,-0.011239561063703149,-1.8572239148529093,-11.258726501947454,2.634628856441439,-1.8648269151987416,1.8017948795484584,0.275048828125,0.4202085473039407,0.2837060546875,0,1.467542133528614,0.21163730323314667,93.45999956130981,19,625,adapt,prefix,0.4416758023157716
ELU1,0,0.2551371455192566,91.845703125,0.2578507661819458,92.08984375,3.698496602888661,2.103317788099889,4.320358185931195,-0.019107318848040476,-0.012774123737763148,-2.125492174452727,-12.436254732741624,3.0237355193145756,-2.1441116820748043,1.870690434368899,0.2513623046875,0.38951210630207633,0.308984375,0,1.4934488672878479,0.1998625248670578,93.94000172615051,20,625,adapt,prefix,0.4466953322917223
ELU1,0,3.71873140335083,8.544921875,3.7333948612213135,8.984375,3.698496602888661,2.103317788099889,4.320358185931195,-0.019107318848040476,-0.012774123737763148,-1.9175680668530595,-11.084291662365555,3.0961789345817747,-1.9253997854306766,1.4459144991392543,0.2261767578125,0.4027962935343507,0.244287109375,0,1.4934488672878479,,,21,-1,preprojection,ref,
ELU1,0,3.71873140335083,8.544921875,3.7333948612213135,8.984375,3.698496602888661,2.103317788099889,4.320358185931195,-0.019107318848040476,-0.012774123737763148,-1.9175680668530595,-11.084291662365555,3.0961789345817747,-1.9253997854306766,1.4459144991392543,0.2261767578125,0.4027962935343507,0.244287109375,0,1.4934488672878479,,,21,0,postprojection,ref,
ELU1,0,1.3125169277191162,54.052734375,1.3903634548187256,52.197265625,3.703663164431413,2.1094046405656273,4.324747255911673,-0.019946534966264008,-0.014331362985540181,-2.1468758595553035,-11.750769209654843,3.0972714186800525,-2.1569108063501456,1.5273649645273115,0.221611328125,0.3757353557486151,0.2916552734375,0,1.49263481380114,,,21,20,adapt,ref,
ELU1,0,0.4820674657821655,84.814453125,0.5173659920692444,82.71484375,3.7254704363189886,2.1139759042275736,4.351367295564028,-0.020231495554180478,-0.015090046903351322,-2.200763088354576,-12.382837476592556,2.9183012139935545,-2.210862013497252,1.6908024816710865,0.2435888671875,0.3839794783860786,0.3138427734375,0,1.496059027859373,,,21,100,adapt,ref,
ELU1,0,0.35328584909439087,88.57421875,0.362473726272583,88.96484375,3.749245893793992,2.122725421282914,4.3625916290039735,-0.02056138880770582,-0.015835276236757637,-2.2111477428897546,-12.85134018505535,2.8133155112926738,-2.224526877141749,1.8253131851600501,0.2593017578125,0.3938768758822572,0.3250732421875,0,1.5017875100085627,,,21,300,adapt,ref,
ELU1,0,0.27119746804237366,91.796875,0.26792916655540466,91.9921875,3.774486490614472,2.136168553873408,4.366354886692909,-0.020980816505992008,-0.016889469441957773,-2.2482662849628543,-13.232603461991243,2.597412909769712,-2.2609962132122354,1.9357358296094493,0.26298828125,0.39586841548040913,0.3288720703125,0,1.5111716810360492,0.21957524120807648,93.40999722480774,21,625,adapt,ref,0.45898968675434587
ELU1,0,4.712128162384033,7.12890625,4.564762115478516,7.373046875,3.774486490614472,2.136168553873408,4.366354886692909,-0.020980816505992008,-0.016889469441957773,-2.1239384800462906,-11.597978571437153,3.289355512721631,-2.12262437982801,1.4787399634381193,0.21541015625,0.3760627320144751,0.2809521484375,0,1.5111716810360492,,,22,-1,preprojection,ref,
ELU1,0,4.712128162384033,7.12890625,4.564762115478516,7.373046875,3.774486490614472,2.136168553873408,4.366354886692909,-0.020980816505992008,-0.016889469441957773,-2.1239384800462906,-11.597978571437153,3.289355512721631,-2.12262437982801,1.4787399634381193,0.21541015625,0.3760627320144751,0.2809521484375,0,1.5111716810360492,,,22,0,postprojection,ref,
ELU1,0,1.4457356929779053,48.681640625,1.469006061553955,48.046875,3.7820029668624486,2.1502112676062537,4.384428756232508,-0.022511204046890415,-0.021171114519238473,-2.5236466984158223,-13.113094354489048,2.7652482317492186,-2.5251716465916876,1.5888639532561923,0.18546875,0.3344922931853755,0.332900390625,0,1.5105186582773056,,,22,20,adapt,ref,
ELU1,0,0.5502910614013672,82.12890625,0.5347912907600403,82.861328125,3.8083202889232113,2.1685508550817625,4.433206606759119,-0.022288000220234853,-0.020634236332261933,-2.4240106280239786,-13.516508279548205,3.0030091392019216,-2.428654869604983,1.7472534756349967,0.2350146484375,0.3706523768452494,0.343486328125,0,1.516573716808943,,,22,100,adapt,ref,
ELU1,0,0.395000696182251,88.57421875,0.3900928199291229,88.623046875,3.8298415088800484,2.173914242195811,4.451241329702397,-0.02231078047599227,-0.019846895081573165,-2.4144946441713713,-13.725817326197188,3.2517660872546688,-2.419571156742007,1.852521852320207,0.2466455078125,0.37245470333328257,0.35283203125,0,1.5235134038852238,,,22,300,adapt,ref,
ELU1,0,0.2826423645019531,92.236328125,0.27036595344543457,92.333984375,3.855897580050757,2.177545549540017,4.450125855291769,-0.022630370999969056,-0.019441401783842592,-2.436845954708445,-13.868211326562584,2.9037833545700655,-2.4411725886237954,1.9516386100098635,0.24974609375,0.376584436176348,0.356396484375,0,1.536612304934729,0.21486957371234894,93.55999827384949,22,625,adapt,ref,0.4742893656283617
ELU1,0,4.191860198974609,10.595703125,4.050887107849121,10.693359375,3.855897580050757,2.177545549540017,4.450125855291769,-0.022630370999969056,-0.019441401783842592,-2.4991308467548072,-13.032504263162828,2.6295601770037855,-2.514375110497494,1.5962282947509103,0.1896240234375,0.34083746064601717,0.3299169921875,0,1.536612304934729,,,23,-1,preprojection,ref,
ELU1,0,4.191860198974609,10.595703125,4.050887107849121,10.693359375,3.855897580050757,2.177545549540017,4.450125855291769,-0.022630370999969056,-0.019441401783842592,-2.4991308467548072,-13.032504263162828,2.6295601770037855,-2.514375110497494,1.5962282947509103,0.1896240234375,0.34083746064601717,0.3299169921875,0,1.536612304934729,,,23,0,postprojection,ref,
ELU1,0,1.3501650094985962,50.927734375,1.3666871786117554,50.732421875,3.8624990883800354,2.1852248874600524,4.444771372089318,-0.0228912585342324,-0.019409226309508084,-2.523667790568406,-13.501719228302452,3.8187195724803287,-2.5396522963928545,1.6811700305815183,0.207724609375,0.3477108696355641,0.3408203125,0,1.5356532172464095,,,23,20,adapt,ref,
ELU1,0,0.5765683650970459,81.005859375,0.6004047393798828,79.833984375,3.8846101780508224,2.190687029884879,4.4543006728272685,-0.022697558379928102,-0.018365353022236377,-2.4422572419592323,-13.842170937163244,3.007711180217085,-2.4584618431225134,1.830760983660708,0.23423828125,0.3665007494367824,0.340966796875,0,1.5397524349053526,,,23,100,adapt,ref,
ELU1,0,0.3702746331691742,88.720703125,0.3681355118751526,88.28125,3.9061161253850787,2.1932197452038937,4.453999143550348,-0.022729066716028246,-0.018525482998229564,-2.3943282658572618,-13.691070799256917,2.9429216563987923,-2.408407779868059,1.935319243195305,0.2513818359375,0.37841270592622456,0.347841796875,0,1.54609504026948,,,23,300,adapt,ref,
ELU1,0,0.2607116401195526,91.748046875,0.26212793588638306,92.48046875,3.9345625784270117,2.1996862462212134,4.460798659068259,-0.02316302241538007,-0.020222446294501425,-2.431265228056972,-13.961534285167605,2.6335937047014095,-2.44483617996664,2.049116592963641,0.2496484375,0.3774746315594422,0.345478515625,0,1.5561392068008153,0.2168053686618805,93.33999752998352,23,625,adapt,ref,0.46884713165909053
ELU1,0,5.067667007446289,11.669921875,4.93998908996582,11.767578125,3.9345625784270117,2.1996862462212134,4.460798659068259,-0.02316302241538007,-0.020222446294501425,-2.4234256240947314,-13.138699717344423,2.6406262565823484,-2.42302216068921,1.6084732125590648,0.208583984375,0.3596674088411923,0.3181591796875,0,1.5561392068008153,,,24,-1,preprojection,ref,
ELU1,0,5.067667007446289,11.669921875,4.93998908996582,11.767578125,3.9345625784270117,2.1996862462212134,4.460798659068259,-0.02316302241538007,-0.020222446294501425,-2.4234256240947314,-13.138699717344423,2.6406262565823484,-2.42302216068921,1.6084732125590648,0.208583984375,0.3596674088411923,0.3181591796875,0,1.5561392068008153,,,24,0,postprojection,ref,
ELU1,0,1.3925268650054932,55.126953125,1.3964715003967285,54.296875,3.940607536111935,2.2115956422026386,4.458407010517598,-0.02419893238565699,-0.022979783228365705,-2.664718357071365,-14.523629917926689,1.7502147164141832,-2.6654522053402756,1.6935343703277843,0.1859716796875,0.33410357369556715,0.3363671875,0,1.5558852979445574,,,24,20,adapt,ref,
ELU1,0,0.5188372731208801,83.642578125,0.5367685556411743,83.544921875,3.96262079711189,2.226046282769541,4.509634639908777,-0.023849676899403652,-0.02176394927781075,-2.5056042084047414,-15.02216499307555,2.4376424254630615,-2.5046206377094116,1.8393649837191863,0.2328125,0.3700747573523177,0.33060546875,0,1.56093559425354,,,24,100,adapt,ref,
ELU1,0,0.3538183569908142,89.013671875,0.3492751121520996,89.55078125,3.98517148882023,2.219907819229009,4.552751842958427,-0.02358119480374719,-0.02199209396610968,-2.36996491469392,-14.860936964628717,2.4212928620398437,-2.36793317247449,1.936212676332073,0.260478515625,0.3935890486986209,0.323623046875,0,1.5674922757406364,,,24,300,adapt,ref,
ELU1,0,0.30672988295555115,90.380859375,0.2944160997867584,91.943359375,4.009750433017797,2.221774586882485,4.594426729193141,-0.02400587045042562,-0.02455424832267454,-2.4078331577165,-15.073078495123733,2.7158354592631824,-2.40718789957255,2.0505824073947987,0.26591796875,0.39212698854201705,0.339345703125,0,1.5754319320543066,0.2353018820285797,92.94999837875366,24,625,adapt,ref,0.4739385128170252
ELU1,0,4.379923343658447,8.0078125,4.307377815246582,8.49609375,4.009750433017797,2.221774586882485,4.594426729193141,-0.02400587045042562,-0.02455424832267454,-2.4296634002780526,-13.29244870805901,2.4782567410008696,-2.4376088100575317,1.6323437032967916,0.1889794921875,0.3459250537163561,0.3086279296875,0,1.5754319320543066,,,25,-1,preprojection,ref,
ELU1,0,4.379923343658447,8.0078125,4.307377815246582,8.49609375,4.009750433017797,2.221774586882485,4.594426729193141,-0.02400587045042562,-0.02455424832267454,-2.4296634002780526,-13.29244870805901,2.4782567410008696,-2.4376088100575317,1.6323437032967916,0.1889794921875,0.3459250537163561,0.3086279296875,0,1.5754319320543066,,,25,0,postprojection,ref,
ELU1,0,1.4720896482467651,50.5859375,1.5062884092330933,50.1953125,4.017391009812672,2.231460577736654,4.591879998740806,-0.0250838221479857,-0.026401982550742106,-2.6872589400562856,-14.526842930394233,2.657131044715925,-2.6962715259926426,1.7164792103863276,0.1859326171875,0.3258691580622202,0.3437841796875,0,1.5740001188404107,,,25,20,adapt,ref,
ELU1,0,0.5697904229164124,81.93359375,0.5656511187553406,81.0546875,4.04224364964794,2.243116176547054,4.603157352148853,-0.025187505206638944,-0.026157570608193056,-2.7118526790698394,-15.204493975904743,2.999703973739179,-2.7219480060699346,1.8879105824499083,0.216943359375,0.34494580809320396,0.3627392578125,0,1.5788811476768396,,,25,100,adapt,ref,
ELU1,0,0.3808061480522156,88.8671875,0.37904778122901917,88.57421875,4.062924956919662,2.2453454007192577,4.649169903603735,-0.02568604413737067,-0.028300354527309536,-2.797120173420751,-15.66529643528218,2.5396349596681405,-2.8040484654065096,2.018286607155449,0.2251953125,0.34548893447799256,0.3831884765625,0,1.5856140759191129,,,25,300,adapt,ref,
ELU1,0,0.3118535578250885,90.91796875,0.3131518065929413,91.162109375,4.089388804785988,2.2493655072855416,4.709640409695678,-0.02564551778718025,-0.028693387820967472,-2.725621141149387,-15.768965934238933,2.6237026800264975,-2.730214064499943,2.1212907208873824,0.2363134765625,0.35644888330804475,0.3777392578125,0,1.5968285619579459,0.24041013419628143,92.61999726295471,25,625,adapt,ref,0.4691151001602411
ELU1,0,4.877773284912109,10.302734375,4.875845432281494,10.400390625,4.089388804785988,2.2493655072855416,4.709640409695678,-0.02564551778718025,-0.028693387820967472,-2.612923968446556,-15.077851378062848,2.6908151704565157,-2.6227013819112663,1.7875722646365375,0.19328125,0.34623087298717004,0.3227294921875,0,1.5968285619579459,,,26,-1,preprojection,ref,
ELU1,0,4.877773284912109,10.302734375,4.875845432281494,10.400390625,4.089388804785988,2.2493655072855416,4.709640409695678,-0.02564551778718025,-0.028693387820967472,-2.612923968446556,-15.077851378062848,2.6908151704565157,-2.6227013819112663,1.7875722646365375,0.19328125,0.34623087298717004,0.3227294921875,0,1.5968285619579459,,,26,0,postprojection,ref,
ELU1,0,1.35459566116333,56.73828125,1.4508976936340332,52.001953125,4.096210062756567,2.25271463508719,4.7214516621081035,-0.026227909336574776,-0.029610053963260725,-2.7682732845956455,-16.038895082663235,2.5169810439496647,-2.776457971286758,1.8632530377432555,0.2028076171875,0.350667013695462,0.33947265625,0,1.5962386858304034,,,26,20,adapt,ref,
ELU1,0,0.5145460963249207,83.544921875,0.5531108975410461,82.080078125,4.12122676944516,2.257531461059554,4.791232602357673,-0.02645734248943516,-0.02962273176992312,-2.80086778164557,-16.340485560538635,2.7861304572084995,-2.8095562679906805,2.0194328720782977,0.2312158203125,0.36043814859560486,0.3708203125,0,1.6023676007484493,,,26,100,adapt,ref,
ELU1,0,0.33034929633140564,90.0390625,0.3399515748023987,90.087890625,4.13956882892414,2.269995828893095,4.8232479731874065,-0.026757722626311153,-0.030113998069427907,-2.8341220210243847,-16.582049462488204,2.73775819382716,-2.84501643815675,2.114965809390981,0.233251953125,0.35879609242113764,0.37791015625,0,1.6094499259241655,,,26,300,adapt,ref,
ELU1,0,0.2904168367385864,90.869140625,0.2868017554283142,91.6015625,4.159101037700138,2.276389791080627,4.833333024500169,-0.02708530396163406,-0.031529044430353675,-2.8847579155867913,-16.821301538761087,2.424586471072163,-2.894530596808074,2.20306309474739,0.235078125,0.3553206566236146,0.390791015625,0,1.6185883354874213,0.23152312636375427,92.59999990463257,26,625,adapt,ref,0.4889002964794636
ELU1,0,3.9778337478637695,10.25390625,3.85892653465271,12.01171875,4.159101037700138,2.276389791080627,4.833333024500169,-0.02708530396163406,-0.031529044430353675,-2.7178210006325463,-15.024596678099893,2.5734750062763814,-2.7364682056475726,1.7990644075653683,0.195205078125,0.34743342739706323,0.3389208984375,0,1.6185883354874213,,,27,-1,preprojection,ref,
ELU1,0,3.9778337478637695,10.25390625,3.85892653465271,12.01171875,4.159101037700138,2.276389791080627,4.833333024500169,-0.02708530396163406,-0.031529044430353675,-2.7178210006325463,-15.024596678099893,2.5734750062763814,-2.7364682056475726,1.7990644075653683,0.195205078125,0.34743342739706323,0.3389208984375,0,1.6185883354874213,,,27,0,postprojection,ref,
ELU1,0,1.2745118141174316,55.2734375,1.2887588739395142,53.80859375,4.163427670535632,2.280789673365198,4.83484924072065,-0.027888590641074903,-0.032549688150174914,-2.902962603284359,-15.551419015808134,2.0153141787574924,-2.9233395886716305,1.8716343670809616,0.1954052734375,0.33225228922102723,0.37203125,0,1.617571163521709,,,27,20,adapt,ref,
ELU1,0,0.528529167175293,83.349609375,0.5286633968353271,84.130859375,4.182673991852423,2.2873493347329856,4.856868513334078,-0.028016553663584406,-0.032523293364793066,-2.9228220367631126,-15.881581971409254,3.2363751594878605,-2.944162433946535,2.0186286466068677,0.208955078125,0.33022266999150235,0.3917431640625,0,1.6213197169087947,,,27,100,adapt,ref,
ELU1,0,0.33938363194465637,89.55078125,0.3412746489048004,89.35546875,4.2047904077844604,2.28611457161114,4.887060785227296,-0.027558384244952744,-0.03245605665259063,-2.761068859222908,-16.17365396040427,3.388569356567642,-2.7794311822160704,2.1184784286684004,0.2401220703125,0.3649475139375034,0.369189453125,0,1.6274671920528132,,,27,300,adapt,ref,
ELU1,0,0.2643634080886841,91.455078125,0.25114932656288147,92.3828125,4.229349131810968,2.291761872739155,4.957252190645086,-0.02770227803218258,-0.032618376987520604,-2.783354880804109,-16.23700529786536,3.0988848278911463,-2.802329038233732,2.2137640360222,0.24611328125,0.3681626024389655,0.3725341796875,0,1.6352318147143847,0.20217755436897278,93.79000067710876,27,625,adapt,ref,0.458059665620327
ELU1,0,4.322843551635742,11.865234375,4.295480728149414,11.23046875,4.229349131810968,2.291761872739155,4.957252190645086,-0.02770227803218258,-0.032618376987520604,-2.902504306860123,-15.572657653187267,2.1987135263818574,-2.91118437220175,1.859445755243809,0.171279296875,0.3233103834107378,0.349296875,0,1.6352318147143847,,,28,-1,preprojection,ref,
ELU1,0,4.322843551635742,11.865234375,4.295480728149414,11.23046875,4.229349131810968,2.291761872739155,4.957252190645086,-0.02770227803218258,-0.032618376987520604,-2.902504306860123,-15.572657653187267,2.1987135263818574,-2.91118437220175,1.859445755243809,0.171279296875,0.3233103834107378,0.349296875,0,1.6352318147143847,,,28,0,postprojection,ref,
ELU1,0,1.4206067323684692,51.416015625,1.3735086917877197,51.7578125,4.237684814917183,2.29967305952528,4.956816113213051,-0.02846799238586181,-0.03472215824294835,-3.0988173978808478,-17.08281555006911,2.254156172341017,-3.112573711174,1.9427495056641977,0.1735009765625,0.31792768012076555,0.3691943359375,0,1.6348011093601256,,,28,20,adapt,ref,
ELU1,0,0.5208699703216553,83.59375,0.5100741982460022,83.10546875,4.260847629909694,2.3125234761198397,4.999064295555125,-0.028312139966138582,-0.03459735243144678,-3.0435390449158257,-17.574631716076098,2.3799107398547696,-3.0556543812051995,2.084248709983673,0.205126953125,0.3345703691458178,0.376640625,0,1.6403290081442765,,,28,100,adapt,ref,
ELU1,0,0.3877255916595459,87.6953125,0.3883635103702545,88.037109375,4.280746616647924,2.3211037781835455,5.051887236535746,-0.028785444672278754,-0.03576073878677562,-3.120329828125485,-18.045527258116486,3.0843836993784093,-3.132229010759212,2.20884547652077,0.206630859375,0.33072450963455763,0.39111328125,0,1.647025769095536,,,28,300,adapt,ref,
ELU1,0,0.29674750566482544,90.966796875,0.26584669947624207,92.333984375,4.301172650611214,2.320683128697106,5.068817346278159,-0.02861288049144985,-0.03589044259511866,-3.0401106250150978,-18.061922942931616,2.9062076072925622,-3.047935054831928,2.3055990669867437,0.2318603515625,0.3505097292506028,0.3905517578125,0,1.6568531670418252,0.2245667725801468,93.26000213623047,28,625,adapt,ref,0.4693641799300909
ELU1,0,3.5690219402313232,15.0390625,3.414318799972534,15.625,4.301172650611214,2.320683128697106,5.068817346278159,-0.02861288049144985,-0.03589044259511866,-2.955802657934697,-16.091898527809995,3.664211764427402,-2.965136830676018,1.9136069148141095,0.1750146484375,0.32059873155405666,0.36091796875,0,1.6568531670418252,,,29,-1,preprojection,ref,
ELU1,0,3.5690219402313232,15.0390625,3.414318799972534,15.625,4.301172650611214,2.320683128697106,5.068817346278159,-0.02861288049144985,-0.03589044259511866,-2.955802657934697,-16.091898527809995,3.664211764427402,-2.965136830676018,1.9136069148141095,0.1750146484375,0.32059873155405666,0.36091796875,0,1.6568531670418252,,,29,0,postprojection,ref,
ELU1,0,1.2212164402008057,57.080078125,1.2446407079696655,56.25,4.306666031588448,2.321683857917785,5.083706260753935,-0.02923247151607325,-0.037687218330829636,-3.098427321837474,-16.78881080054343,2.6006201387054277,-3.1088480392688833,1.9855558943832148,0.1743701171875,0.3169534504859351,0.3741650390625,0,1.6567740491243228,,,29,20,adapt,ref,
ELU1,0,0.5105882883071899,83.69140625,0.505208432674408,83.837890625,4.326640814448737,2.3308218018377045,5.088462659314496,-0.02895561736282635,-0.03697801576112397,-2.9796290458320813,-16.88772156225188,2.764007293799911,-2.9897878392387924,2.115869571721508,0.228154296875,0.3537056085883041,0.38369140625,0,1.6605743361187826,,,29,100,adapt,ref,
ELU1,0,0.34837549924850464,88.916015625,0.3207893669605255,90.380859375,4.344625120668993,2.338492086249987,5.095116741144116,-0.02963747590345986,-0.0392812642804347,-3.0877795175322014,-17.54245147025166,3.0941653856155913,-3.098259670880785,2.2503779430005455,0.2298583984375,0.348885287348635,0.39625,0,1.6651452109772078,,,29,300,adapt,ref,
