arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3,alpha_med_c1,alpha_min_c1,alpha_max_c1,alpha_clip_frac_c1,two_alpha_W_med_c1,alpha_med_c2,alpha_min_c2,alpha_max_c2,alpha_clip_frac_c2,two_alpha_W_med_c2,alpha_med_f1,alpha_min_f1,alpha_max_f1,alpha_clip_frac_f1,two_alpha_W_med_f1,alpha_med_f2,alpha_min_f2,alpha_max_f2,alpha_clip_frac_f2,two_alpha_W_med_f2
SNAc3,8,0.001,1,none,0.9730458333,1,1,0,0,-0.08791528642,0.1126566753,-0.3204160035,0.6571537256,0.8564933538,12.56029331,0,0,-0.2641805708,0.2501729429,-0.3160430193,0.5922344923,0.6812568307,14.41229587,0,0,-0.05378237367,0.5831858516,-0.541862607,0.9630094767,80.71734954,0,0,0.2862758338,1.246082783,-1.24986124,0.9903079271,42.05861873,0.6609225869,1.336843014,2.356762409,1.230673075,2.022012234,3,3,3,1,0.6728014946,3,3,3,1,1.496490717,3,3,3,1,3.384646654,2.49629879,1.811598539,3,0.1299999952,6
SNAc3,8,0.001,2,none,0.9736041667,1,1,0,0,-0.1058286875,0.1205798462,-0.1652458161,0.6228277683,0.8337641358,13.16545438,0,0,-0.2610629797,0.2456976473,-0.3253573775,0.564817965,0.6308432221,14.61678827,0,0,-0.162840277,0.5586997271,-1.019382954,0.9754606485,77.17427636,0,0,0.03564343229,1.360967159,-2.657194614,0.9923191667,41.01474955,0.7020869851,1.570217252,2.90009141,1.408599138,2.117414236,3,3,3,1,0.7206047177,3,3,3,1,1.470068455,3,3,3,1,3.233599663,2.280135393,1.678677797,3,0.02999999933,6
SNAc3,8,0.001,3,none,0.9677270833,1,1,0,0,-0.1284052581,0.1203110442,-0.1882006377,0.5109109879,0.6592030525,12.72237894,0,0,-0.3074017167,0.2348171771,-0.436956346,0.5746058226,0.5893942118,14.24217566,0,0,-0.1299168617,0.6525691152,-4.708655834,0.9753652215,69.19738447,0,0,0.2904053628,1.634700894,-2.981795311,0.9988264441,38.07471608,0.7255275846,1.791206717,3.460564375,1.504215717,2.185103893,3,3,3,1,0.7198938727,3,3,3,1,1.405809879,3,1.280743122,3,0.9799999595,3.78226018,1.896685839,1.519032717,2.893300772,0,6
SNAc3,8,0.001,4,none,0.95714375,1,1,0,0,-0.1349874586,0.1352253854,-0.2319083661,0.5187162161,0.7353438735,13.10746939,0,0,-0.3574157655,0.2626096308,-0.5234746337,0.6521816254,0.5350946188,14.30052257,0,0,-0.1322771013,0.8078982234,-3.949500799,0.9895341992,70.51747178,0,0,0.3633286357,2.112227201,-3.750846148,1.004791737,39.16040927,0.7722315788,2.057374239,3.898681402,1.564401746,1.945236206,3,3,3,1,0.809879601,3,3,3,1,1.572038889,3,1.286616087,3,0.8799999952,4.670893669,1.465072393,0.8788473606,2.30505228,0,6
SNAc3,8,0.001,5,none,0.9597395833,1,1,0,0,-0.1504316181,0.1567771137,-0.3090915382,0.4666555822,0.5805945992,12.41836931,0,0,-0.4001300931,0.3092467487,-0.5083221793,0.7208365798,0.5628231764,14.34336204,0,0,-0.1136062667,0.9597436786,-3.905667067,0.9915446043,73.77616977,0,0,0.4961280823,2.466783285,-6.760663986,0.9985641837,42.88335133,0.8769024611,2.332989216,4.393154144,1.604442,1.760969281,3,3,3,1,0.9389128089,3,3,3,1,1.852618694,3,1.199313879,3,0.7699999809,5.565079689,1.254000902,0.6063361168,1.86231029,0,6
SNAc3,8,0.001,6,none,0.948925,1,1,0,0,-0.2053473145,0.1705788225,-0.3364827633,0.4517987072,0.594876945,12.4453248,0,0,-0.4013303518,0.3126787841,-0.5888805389,0.7152174711,0.5797439218,13.93370588,0,0,-0.2028152049,0.9728634953,-2.095380783,0.9962083101,75.48004071,0,0,0.2762265503,2.548660755,-6.97629261,0.9994263053,45.834448,0.9367492795,2.532177448,4.776003361,1.708250999,1.781556368,3,3,3,1,1.019716024,3,3,3,1,1.87684536,3,1.550252438,3,0.7400000095,5.671619415,1.206575871,0.6927089691,1.871538877,0,6
SNAc3,8,0.001,7,none,0.9569395833,1,1,0,0,-0.1804185212,0.1734370738,-0.2833795547,0.4744696617,0.5520867705,12.12254594,0,0,-0.4514521956,0.3329801261,-0.6002847552,0.731968224,0.5599524975,14.03532479,0,0,-0.1673232317,1.133953691,-2.068100691,0.9922558069,78.42613365,0,0,0.1219734699,3.028870106,-4.208218098,1.004022241,49.37517423,0.9983582497,2.728340387,5.15680933,1.789094806,1.765813112,3,3,3,1,1.040315747,3,3,3,1,1.98897171,2.72191596,1.7095294,3,0.02999999933,6,1.022057295,0.7728639841,1.338209033,0,6
SNAc3,8,0.001,8,none,0.9678291667,1,1,0,0,-0.1728644371,0.1526758671,-0.4067709148,0.4683219492,0.6355956197,12.36935254,0,0,-0.4890449047,0.3572475612,-0.6609818935,0.8084768057,0.6278823018,14.13392343,0,0,-0.2720244527,1.415587425,-2.999796629,0.9927144647,78.62721714,0,0,-0.3429442048,3.745580435,-4.851423264,0.9969733953,51.36944691,1.014911056,2.872292995,5.587337971,1.813504815,1.637801528,3,3,3,1,0.9148601294,3,3,3,1,2.140359879,2.187387943,1.2995193,2.601656914,0,6,0.8218843937,0.6110087633,1.361595392,0,6
SNAc3,8,0.001,9,none,0.9716125,1,1,0,0,-0.2033475786,0.1559326798,-0.2621488571,0.4374821186,0.5632953048,12.47548956,0,0,-0.4721908569,0.3535579741,-0.6383735538,0.7862440944,0.6186004877,14.22168279,0,0,-0.0124082882,1.540603161,-2.4903512,0.9954935908,78.74179736,0,0,-0.219860062,4.092897892,-7.128786087,1.001051307,53.68683378,1.067864895,3.048912048,5.927030087,1.900951624,1.607640743,3,3,3,1,0.9330701828,3,3,3,1,2.117604494,2.012219667,0.8229855895,2.270740509,0,6,0.7575211525,0.4680488706,0.9455396533,0,6
SNAc3,8,0.001,10,none,0.9567875,1,1,0,0,-0.2154346704,0.1618452221,-0.3355789185,0.4126617908,0.5037044883,12.17535938,0,0,-0.5349048376,0.3460949361,-0.6398531199,0.8408892751,0.6262539625,14.04860644,0,0,-0.1322479099,1.486125469,-6.0135746,0.9910797477,79.45841172,0,0,0.3670445979,3.97116518,-6.249992371,1.002245069,55.23281406,1.091260791,3.144142151,6.222905636,1.910678983,1.611671567,3,3,3,1,0.970433116,3,3,3,1,2.075040817,2.081839085,0.7886121869,2.362822294,0,6,0.7799078822,0.6027476788,1.029661894,0,6
