arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2
SNAc3,3,0.001,1,none,0.9591125,1,1,0,0,-0.1300992072,0.6861974001,-4.362910271,0.9731387496,53.21508666,0,0,0.006419832353,1.068984747,-5.020642281,0.9941129684,37.87297295,2.639324903,1.412923932,3.034322739,3,2.004704475,3,0.9399999976,3.999112606,2.882211208,1.40949285,3,0.3899999857,5.999999523
SNAc3,3,0.001,2,none,0.9674875,1,1,0,0,-0.3892800808,0.974247098,-5.700170994,0.9720593095,54.71331438,0,0,0.203447789,1.710108399,-7.618817329,0.9907919168,42.66993139,3.362371683,1.587412477,2.903533697,3,1.457105398,3,0.5699999928,5.648006439,1.810290098,0.8644695282,2.96391201,0,6
SNAc3,3,0.001,3,none,0.9699791667,1,1,0,0,-0.1433561593,1.378711939,-13.48888302,0.9744992852,41.51136175,0,0,-0.4272346497,2.993124962,-21.78007889,0.9909520745,27.97458067,3.993320465,1.805590987,2.918751717,2.24493289,0.6677275896,3,0.1299999952,6,1.027914047,0.1644515395,1.991345286,0,6
SNAc3,3,0.001,4,none,0.9732458333,1,1,0,0,0.1154424399,1.810436487,-12.21589565,0.9761503935,44.35662297,0,0,-0.9937928319,4.536742687,-34.60393524,0.9970569015,26.97262923,4.511974335,1.903914094,2.729628801,1.709869385,0.5063913465,3,0.02999999933,6,0.6826145053,0.1504717469,1.35597837,0,6
SNAc3,3,0.001,5,none,0.96695,1,1,0,0,0.2490506023,2.010233879,-17.17320251,0.9854660034,44.34291633,0,0,-1.380447745,5.477294445,-130.6825714,0.9877995849,18.96606337,5.238585949,1.925706029,2.383497,1.541337132,0.3761413097,2.439887762,0,6,0.5622859597,0.06890691817,1.307868004,0,6
SNAc3,3,0.001,6,none,0.97369375,1,1,0,0,-0.2016477436,2.200378418,-16.88041306,0.9832401276,50.44602056,0,0,-0.2733567357,5.675999641,-59.37569046,0.9899433255,35.45527037,5.761076927,2.065006256,2.441375256,1.386497855,0.4178212285,2.468468189,0,6,0.5441143513,0.1160527468,1.173229098,0,6
SNAc3,3,0.001,7,none,0.97895,1,1,0,0,-0.588126123,2.37825346,-25.11209106,0.9805127978,51.65527743,0,0,0.2584859729,6.715072632,-46.82524109,0.9811708331,39.52982407,6.171558857,2.201932907,2.476282835,1.295783758,0.3091796041,2.192699909,0,6,0.4583825469,0.1431508809,0.9234056473,0,6
SNAc3,3,0.001,8,none,0.9795333333,1,1,0,0,-0.7483161688,2.725668669,-15.4231329,0.9787082672,57.45854321,0,0,-1.305885196,7.349742413,-22.97687721,0.9809922576,45.20828962,6.650803089,2.364766359,2.509993315,1.125958562,0.3724165559,1.990876436,0,6,0.4204638004,0.1297870427,1.019391537,0,6
SNAc3,3,0.001,9,none,0.9777458333,1,1,0,0,-0.5650792718,2.802374363,-10.29964447,0.9813303351,58.21941742,0,0,-1.847132921,8.377434731,-56.87347031,0.9784924388,43.58243113,6.982215405,2.430037022,2.373040438,1.102805853,0.3265376985,1.899638891,0,6,0.3623401225,0.09093218297,0.9044846892,0,6
SNAc3,3,0.001,10,none,0.9800583333,1,1,0,0,-0.5233823657,3.080269814,-8.1426754,0.981443584,57.18361262,0,0,-0.1570691615,10.51635075,-62.0310173,0.9786260724,42.8214977,7.500027657,2.523772717,2.381578445,1.005621552,0.2963884473,1.810628772,0,6,0.2835225761,0.08670215309,0.7018546462,0,6
SNAc3,3,0.001,11,none,0.9801166667,1,1,0,0,-0.5770878792,3.165572643,-10.48075485,0.9793859124,58.43820156,0,0,-1.378089428,10.43159294,-61.07023621,0.9875763059,42.69084752,7.86256218,2.610830307,2.412952662,0.9730058312,0.3302932978,1.556481957,0,6,0.2922339439,0.07930094004,0.6870224476,0,6
