V1,V2,V3,V4,V5_identity_ok,V5_ident_max,LIN_p_late,LIN_z120,LIN_cos_late,LIN_N120,LIN_sig_slope,LIN0_p_late,LIN0_z120,LIN0_cos_late,LIN0_N120,LIN0_sig_slope,LR_p_late,LR_z120,LR_cos_late,LR_N120,LR_sig_slope
V1_PARTIAL,NO_SINK,SIGMA_TRACKS_WIDTH,LIN0_INWARD,1,7.5e-09,+0.438;+0.436;+0.438,-0.141;+0.121;+0.059,-0.039;-0.039;-0.039,+7.159;+7.137;+7.123,+0.951;+0.994;+0.991,+0.017;+0.043;+0.036,-50.703;-50.511;-50.845,-0.137;-0.136;-0.138,+8.510;+8.502;+8.539,+5.782;+6.116;+5.489,+0.465;+0.471;+0.476,-4.260;-4.055;-4.683,-0.045;-0.046;-0.048,+8.396;+8.393;+8.472,+0.977;+0.978;+0.980
