arm,seed,p_late,z20,z120,dz,sig_slope,sig_r2,s2n2_20,s2n2_120,cos_late,N120,D2_late,erode_late,acc120,acc20,persist_late,E_rel_max
LIN,0,0.43755850302109406,-0.047754316953091,-0.1409087985546588,-0.09315448160156779,0.9508740024160443,0.9999143175173797,0.07440242603172323,0.06911730238107004,-0.03894015443045856,7.158830173890576,0.8121260889416002,-0.42385985199908705,0.8834999799728394,0.8938999772071838,32.56004016712812,7.577707322749216e-10
LIN,1,0.43644291178281075,0.0791414142949008,0.1208452488345373,0.0417038345396365,0.9944773290860932,0.9997248053672663,0.07099749827528352,0.06944806816605834,-0.039288532467999,7.1371840051871,0.8138788681113492,-0.4267642875635385,0.891700029373169,0.8891000151634216,32.38655447521058,5.006282653923411e-10
LIN,2,0.4381365809951535,0.102540021539951,0.0586933741424082,-0.04384664739754279,0.9907207071891686,0.9995424315475802,0.07059272224562294,0.06990675025149601,-0.03945753158994679,7.123302657906455,0.8126815674829684,-0.4262708353116706,0.8763999938964844,0.8881000280380249,30.834782406274172,5.450337280923788e-10
LIN0,0,0.016978449850532186,-13.413135707539094,-50.70346317208353,-37.29032746454443,5.782243939900321,0.8263526650446995,0.5394171352590582,4.420296377112254,-0.13736593875979738,8.509691734425783,5.591203226576686,-5.5488874238793535,0.8384000062942505,0.8610000014305115,132.54721182112925,0.02445979962571735
LIN0,1,0.0426541336716695,-13.416207380248192,-50.51115712926831,-37.09494974902012,6.115723046747673,0.8734391478932775,0.4092913114970745,3.2160110568209563,-0.13622176497504357,8.50212862207334,5.466749597121525,-5.383261566651507,0.8489000201225281,0.8603000044822693,125.04626502024273,0.01320511495535805
LIN0,2,0.036441296206288054,-13.577886859509452,-50.844785523136125,-37.26689866362668,5.4892647444414555,0.8796750208805899,0.4890084507949862,3.795931002943865,-0.13781197164095352,8.539227768775508,5.6506767898006665,-5.563060294314376,0.8445000052452087,0.8702999949455261,127.01181329588445,0.0354270024666523
LR,0,0.465319938577518,-1.7742515933768737,-4.260338054668587,-2.4860864612917135,0.9773582986756433,0.9978477826504994,0.11301268098517718,0.11088645014286704,-0.04537653883268979,8.396231536853593,1.2829113284945832,-0.7240338710798307,0.89410001039505,0.9232000112533568,51.49837380541381,9.39707919944017e-10
LR,1,0.4707296234622914,-1.8746849766250413,-4.055433341947215,-2.1807483653221738,0.9776530526890764,0.9989864493203228,0.09650313557040299,0.09351126498603897,-0.04555890754094912,8.392657375509451,1.2932747641320317,-0.7294399144526964,0.9090999960899352,0.9180999994277954,51.91973901188815,1.2301886843897792e-09
LR,2,0.4759036474775453,-1.833705394386652,-4.682956246404998,-2.8492508520183457,0.9795482132094736,0.9973082583648146,0.10123617778709483,0.1021818910219547,-0.04769107116631516,8.472411416069395,1.3629029945432396,-0.784853317426461,0.8913999795913696,0.9246000051498412,49.62533896003558,4.990539697556123e-10
