task,N,N2,D2,erode,cos,rowmean,bias,arm,seed,steps2,persist,zbar_cur,sigma_cur,zbar_inv,sigma_inv,acc,E,E_pred,E_pred_wrong,r_1,r_2,r_scale
19,6.820435649586898,47.362811302496254,5.0071171043894305,-3.959315419405974,-0.13119391629167895,-0.12568212822974303,0.01780933327972889,LIN0,2,,,,,,,,,,,,,
20,6.902159588840673,48.52503697995072,5.155133589624154,-3.992907912169687,-0.12836712322986907,-0.1292906205756772,0.018727745115756988,LIN0,2,0.042833613380611125,120.35252650334782,-14.14988608100399,5.6870045712952235,-13.577886859509453,4.826620786043441,0.8702999949455261,-0.10359375947419144,-0.10359376019041563,-0.016119547520182853,-0.10359375947419144,0.0,2.924146900989012
21,6.96667313250578,49.43247166220433,5.573179969417715,-4.665745287164105,-0.14276881847958414,-0.13351673742531128,0.01860881932079792,LIN0,2,,,,,,,,,,,,,
22,7.013122214200638,50.160262484520445,5.803762598892112,-5.075971776575997,-0.15370608732041227,-0.1376745093647127,0.0184845145791769,LIN0,2,,,,,,,,,,,,,
23,7.082778679669522,51.17867972847369,5.678081394871727,-4.659664150918479,-0.13998115486854726,-0.14112717570118644,0.019252223335206507,LIN0,2,,,,,,,,,,,,,
24,7.151643827017233,52.15279622620956,5.072110529437585,-4.097994031701723,-0.1277400911263158,-0.1447170098287926,0.0201009432785213,LIN0,2,,,,,,,,,,,,,
25,7.211591090614064,53.01510128411162,5.668989646530048,-4.8066845886279825,-0.13909563258218577,-0.14868349899149638,0.021858660876750945,LIN0,2,,,,,,,,,,,,,
26,7.287500483372928,54.1136434644093,5.43404579330917,-4.335503613011471,-0.12807332659193432,-0.1525511124514753,0.022365394979715347,LIN0,2,,,,,,,,,,,,,
27,7.347247740743427,55.037477659179515,5.283523763061405,-4.3596895682912145,-0.1320411594597842,-0.15593405355000461,0.024234000965952872,LIN0,2,,,,,,,,,,,,,
28,7.380516607658693,55.54334157365112,5.176753106977192,-4.670889192505576,-0.14007288759379272,-0.16008915700376178,0.025264382001478226,LIN0,2,,,,,,,,,,,,,
29,7.412766429162235,56.07145300275291,5.502237304032233,-4.974125874930443,-0.14339560461477713,-0.16346974219559668,0.026553670549765228,LIN0,2,,,,,,,,,,,,,
30,7.459042310522466,56.81090098908444,5.1348988881687285,-4.395450901837199,-0.13194573551537325,-0.16718410088072727,0.027127873559948057,LIN0,2,0.040570762163712845,126.56648813862971,-18.176196211984095,6.973763489767886,-17.478256116147016,6.052238352604577,0.8621000051498413,,,,,,
31,7.524105784052719,57.85272233039849,4.914003043085019,-3.8721817017709697,-0.11760180767755399,-0.170881779530449,0.02850051885470748,LIN0,2,,,,,,,,,,,,,
32,7.585836914974173,58.86354732283977,5.058844318333594,-4.048019325892311,-0.12323400662464697,-0.1745843630863846,0.029579400495276787,LIN0,2,,,,,,,,,,,,,
33,7.645402847602544,59.82337750627155,5.002785074356102,-4.042954890924324,-0.11886500682862669,-0.17816841253941268,0.03127034157514572,LIN0,2,,,,,,,,,,,,,
34,7.676809749977667,60.36212997888116,6.1165673538332355,-5.577814881223626,-0.1507971033763118,-0.18158381143318958,0.03240308128297329,LIN0,2,,,,,,,,,,,,,
35,7.706068162508275,60.80326634286153,4.6709197340565725,-4.22978337007621,-0.12488605818952807,-0.18487267843287164,0.03230281360447407,LIN0,2,,,,,,,,,,,,,
36,7.738303121123212,61.29011776534783,5.316853963844847,-4.830002541358543,-0.1353357606511057,-0.1884405832501893,0.03252363502979279,LIN0,2,,,,,,,,,,,,,
37,7.76802067418472,61.7672308039685,5.820653740393663,-5.343540701772977,-0.1418546421091996,-0.1926705193305846,0.03251437097787857,LIN0,2,,,,,,,,,,,,,
38,7.806538846705477,62.43374577403009,5.7710099699962445,-5.104494999934657,-0.13773357370553346,-0.19655892494375896,0.033575473725795744,LIN0,2,,,,,,,,,,,,,
39,7.853588643050432,63.186052498375105,4.86783287153752,-4.115526147192521,-0.11909580808885314,-0.19974326659728653,0.034702866524457934,LIN0,2,,,,,,,,,,,,,
40,7.886542342594827,63.724165722315774,5.311246845311028,-4.773133621370347,-0.13371395539403336,-0.2028109362774741,0.035759811848402025,LIN0,2,0.04628429066731998,114.75268970819829,-21.603453618315406,7.8361387160649185,-21.152298767625744,7.232815844341911,0.8596000075340271,-0.05817763339450829,-0.05817765768877772,-0.003941208159135793,-0.05817763339450829,0.0,4.420598341763383
41,7.905916088683017,64.0498493689978,5.422514765414639,-5.096831118732611,-0.13887301425695317,-0.20646352743198287,0.03579567670822144,LIN0,2,,,,,,,,,,,,,
42,7.948621100436211,64.7368173940753,5.377883537301561,-4.690915512224075,-0.1269828206321601,-0.21055712874762955,0.0368065133690834,LIN0,2,,,,,,,,,,,,,
43,7.948980593406847,64.74798886827372,5.88349921960842,-5.872327745409987,-0.15350177468423204,-0.2133626458013326,0.03862508162856102,LIN0,2,,,,,,,,,,,,,
44,7.986889317895782,65.375293916358,5.104395377895283,-4.477090329810998,-0.12455449308456441,-0.21728019062239948,0.03941060341894627,LIN0,2,,,,,,,,,,,,,
45,8.005788978765247,65.68037230122127,5.287981098445618,-4.982902713582354,-0.13253009830422136,-0.22101569637683846,0.040264333784580233,LIN0,2,,,,,,,,,,,,,
46,8.03274573075696,66.14721501737907,4.936978614038166,-4.470135897880374,-0.12687388265045269,-0.22375978899825225,0.04142527058720589,LIN0,2,,,,,,,,,,,,,
47,8.064526905738438,66.69491744612858,5.053393570437483,-4.505691141687977,-0.1259413008848284,-0.22743549328331528,0.04191026538610458,LIN0,2,,,,,,,,,,,,,
48,8.0895084208297,67.11429047384328,5.223968264658566,-4.804595236943847,-0.12963544300487517,-0.2314668468437735,0.04194506034255028,LIN0,2,,,,,,,,,,,,,
49,8.105396702809767,67.36761853896682,5.3511375671516745,-5.097809502028138,-0.13517063485570344,-0.23495965930624613,0.042324938252568244,LIN0,2,,,,,,,,,,,,,
50,8.124270035623576,67.64106695745144,5.748054287150784,-5.474605868666172,-0.13765307305913904,-0.2381928025345216,0.043811792880296706,LIN0,2,0.046225924482339566,124.34698389529896,-25.296770096294402,9.027699725930457,-24.8531638661734,8.374220021059484,0.847599983215332,,,,,,
51,8.147546886378187,67.97642543396377,5.448978442088277,-5.113619965575951,-0.1322744374090197,-0.24227185690826855,0.04449653998017311,LIN0,2,,,,,,,,,,,,,
52,8.131499906149752,67.75444623010802,5.861265638655671,-6.083244842511418,-0.1551324277946297,-0.2463602482328069,0.045361253619194034,LIN0,2,,,,,,,,,,,,,
53,8.132372650561885,67.79525719674406,5.8917088920225025,-5.850897925386462,-0.1449771216911526,-0.2499563344435099,0.04581063091754913,LIN0,2,,,,,,,,,,,,,
54,8.162988887120942,68.30146607458627,5.1332748855679835,-4.6270660077257615,-0.12446210586611103,-0.2538876112492809,0.04616889432072639,LIN0,2,,,,,,,,,,,,,
55,8.198595443959881,68.92576379348455,5.034420063466829,-4.410122344568549,-0.12029542480191731,-0.25705495431450853,0.046261467039585114,LIN0,2,,,,,,,,,,,,,
56,8.202639880889112,69.00248092770997,6.756706405612983,-6.679989271387582,-0.15674171112192664,-0.26139934038933743,0.04770223647356033,LIN0,2,,,,,,,,,,,,,
57,8.190068255587866,68.73843072946953,6.026148532844549,-6.29019873108498,-0.15143280240555812,-0.26589783519603044,0.04778549745678902,LIN0,2,,,,,,,,,,,,,
58,8.224010605843162,69.30978666343316,4.982971389097082,-4.41161545513346,-0.12002962166446332,-0.26872249023976924,0.047058673948049544,LIN0,2,,,,,,,,,,,,,
59,8.22546006289715,69.36857888739736,5.236082689455919,-5.177290465491715,-0.1374143357727745,-0.2719675356270384,0.04784666374325752,LIN0,2,,,,,,,,,,,,,
60,8.244996712887863,69.70623790065923,5.458269426301092,-5.120610413039214,-0.13409705538038436,-0.27559948544322116,0.04802575036883354,LIN0,2,0.04331693494287546,126.00774808973041,-28.67829100151771,10.046256349497945,-28.729120337015353,9.639918349760682,0.8517000079154968,-0.040020010948497386,-0.04002004729133138,5.547063635687709e-05,-0.040020010948497386,0.0,6.504640610681059
61,8.277225409860486,70.31415937086766,4.904309441585083,-4.296387971376655,-0.12202640757705227,-0.27861318424763704,0.04839756041765213,LIN0,2,,,,,,,,,,,,,
62,8.308645821599544,70.81444875563838,5.052204084868514,-4.551914700097791,-0.11991933133133606,-0.28203893494730564,0.04880013465881348,LIN0,2,,,,,,,,,,,,,
63,8.323677781025479,71.06171336088914,5.70358250221019,-5.456317896959431,-0.13821736292814965,-0.28640635926949376,0.049462267011404035,LIN0,2,,,,,,,,,,,,,
64,8.334767961074167,71.26922766157124,5.803925929924622,-5.59641162924254,-0.14034391022654524,-0.2896307048057841,0.05121573880314827,LIN0,2,,,,,,,,,,,,,
65,8.351878773561697,71.50416664280607,5.413196927595548,-5.178257946360707,-0.13121898717695177,-0.2929664770363135,0.05157957524061203,LIN0,2,,,,,,,,,,,,,
66,8.353360509703933,71.60930877530168,5.667120006036498,-5.561977873540897,-0.14298540678593785,-0.296265806989271,0.05212509408593178,LIN0,2,,,,,,,,,,,,,
67,8.361618572111222,71.70077902338764,5.3287891221665395,-5.237318874080563,-0.1352878130031791,-0.2998929266403703,0.051945921033620834,LIN0,2,,,,,,,,,,,,,
68,8.34940292560552,71.468193924136,6.394518717826271,-6.627103817077909,-0.15463959887231446,-0.30368567029326676,0.05382600277662277,LIN0,2,,,,,,,,,,,,,
69,8.35855295979584,71.6278696227571,5.827656733982826,-5.667981035361732,-0.14160665341528733,-0.3074832709767754,0.05345236882567406,LIN0,2,,,,,,,,,,,,,
70,8.404966016179342,72.42518591859051,4.971486028980881,-4.1741697331474645,-0.11181310101095165,-0.31068614948313666,0.05431376844644546,LIN0,2,0.03939710011577048,126.18913611336632,-32.34319004977185,11.040684738404355,-32.44973708228551,10.812196904096432,0.8600000143051147,,,,,,
71,8.404173832695811,72.40783065296209,5.434760708768231,-5.45211597439666,-0.13895454735245052,-0.3138400061432479,0.05446706935763359,LIN0,2,,,,,,,,,,,,,
72,8.411653699500102,72.53542827173764,5.504611736475555,-5.377014117699993,-0.13590759182989148,-0.3177688238118987,0.05549359694123268,LIN0,2,,,,,,,,,,,,,
73,8.426594436231317,72.78893357746092,5.860781552201605,-5.6072762464783334,-0.13438558255417257,-0.32151604505732356,0.05628479346632957,LIN0,2,,,,,,,,,,,,,
74,8.439233131831038,73.01324484840771,5.851436047103165,-5.627124776156386,-0.13936050259131544,-0.3251900161794171,0.056566444039344785,LIN0,2,,,,,,,,,,,,,
75,8.43624735403418,72.99342057047144,5.315595697015953,-5.335419974952215,-0.13772108094594168,-0.32876425619212146,0.05710276439785957,LIN0,2,,,,,,,,,,,,,
76,8.43690620952869,72.96881526985196,5.218284801672042,-5.242890102291527,-0.13206801963487008,-0.3316773650232103,0.0573295921087265,LIN0,2,,,,,,,,,,,,,
77,8.465529808626012,73.4750550733421,5.308928927653701,-4.802689124163534,-0.1240018389790257,-0.3347414419782774,0.05739865452051163,LIN0,2,,,,,,,,,,,,,
78,8.488395841701928,73.93631728797065,5.368872859204706,-4.907610644576171,-0.1285310974609199,-0.33861095122719403,0.05756867974996567,LIN0,2,,,,,,,,,,,,,
79,8.455664010443114,73.39108486584908,5.972176945283117,-6.517409367404689,-0.15720870795291994,-0.34255494587527424,0.05879049003124237,LIN0,2,,,,,,,,,,,,,
80,8.482548471236857,73.82556104439253,4.951226288469097,-4.516750109925654,-0.12000936417813901,-0.3461642335487897,0.05918336361646652,LIN0,2,0.038933554264636704,127.17118644793982,-36.78447080223758,12.243758054682413,-36.144917659095576,11.965272131809053,0.8482000231742859,-0.03185517209308931,-0.03185519356786465,0.00024084606742371642,-0.03185517209308931,0.0,4.844945082767098
81,8.474193897385442,73.64876262273796,6.036476416335821,-6.21327483799039,-0.14629981347031829,-0.3501826999972401,0.059849968552589415,LIN0,2,,,,,,,,,,,,,
82,8.463768361780824,73.53467796611342,5.993766524759376,-6.107851181383926,-0.14757138630576863,-0.35379718971550145,0.06003633141517639,LIN0,2,,,,,,,,,,,,,
83,8.474930483301952,73.71016311643692,5.5381160391594495,-5.362630888835923,-0.13173420713978792,-0.35689991948594646,0.05915620774030685,LIN0,2,,,,,,,,,,,,,
84,8.482634125433473,73.87306301680198,5.545165070218033,-5.382265169852972,-0.13601972507071838,-0.3595908860209095,0.06122609376907349,LIN0,2,,,,,,,,,,,,,
85,8.440414419650946,73.14470167886483,5.752638073582558,-6.480999411519713,-0.15885872406078544,-0.36236012889480007,0.06205782890319824,LIN0,2,,,,,,,,,,,,,
86,8.446432554769723,73.25673577561125,5.5630875129853194,-5.4510534162389,-0.1372630781666449,-0.3666192391705835,0.06192511469125748,LIN0,2,,,,,,,,,,,,,
87,8.413069173973582,72.6592969602344,6.814820067214224,-7.412258882591081,-0.16497231409063523,-0.3702790316425586,0.062413960695266724,LIN0,2,,,,,,,,,,,,,
88,8.406239604492475,72.53061713031032,5.3594475803215404,-5.488127410245624,-0.13857995046181423,-0.37387173914388283,0.062445513904094696,LIN0,2,,,,,,,,,,,,,
89,8.421746839247394,72.84825172230246,5.152754423591249,-4.8351198315991155,-0.12973637901600749,-0.37703327077695165,0.06326038539409637,LIN0,2,,,,,,,,,,,,,
90,8.42630040790301,72.91357814883767,6.644736426927271,-6.579410000392052,-0.1494032630964755,-0.38071558497636493,0.06376987248659134,LIN0,2,0.048770146944997886,136.24597921390495,-40.31108977146907,13.501506534691558,-39.743297469326215,13.118254012363678,0.8514999747276306,,,,,,
91,8.44812187050061,73.2834755118675,5.690075014314649,-5.320177651284832,-0.12875108265948906,-0.3841639047041247,0.06351636052131653,LIN0,2,,,,,,,,,,,,,
92,8.406971100948356,72.45851439624809,6.851603651766899,-7.676564767386287,-0.16702687647231368,-0.38818447760971014,0.06488590240478516,LIN0,2,,,,,,,,,,,,,
93,8.416404647850559,72.62971142032016,5.650600353019106,-5.479403328947039,-0.137534682269274,-0.3921583443584574,0.06620988100767136,LIN0,2,,,,,,,,,,,,,
94,8.427911635063541,72.8268249897471,6.034403851399011,-5.837290281972082,-0.14104162534568834,-0.3954440645634721,0.06676903516054153,LIN0,2,,,,,,,,,,,,,
95,8.439009702976815,73.01049532930536,5.290248010009779,-5.106577670451525,-0.1307345072332637,-0.399463528655648,0.06580365151166916,LIN0,2,,,,,,,,,,,,,
96,8.46124596097901,73.42326917939644,5.218990118615072,-4.8062162685239755,-0.12573154336397913,-0.4032268456913308,0.06624474227428437,LIN0,2,,,,,,,,,,,,,
97,8.465872579096015,73.53605241833364,5.662431207052044,-5.549647968114861,-0.13990644842326586,-0.40549611725787427,0.0680974394083023,LIN0,2,,,,,,,,,,,,,
98,8.457522057288593,73.4125502894054,5.623180096529429,-5.746682225457656,-0.14206654661759208,-0.40894625668038875,0.06759920120239257,LIN0,2,,,,,,,,,,,,,
99,8.481093346022309,73.82726412368291,6.085085798733173,-5.670371964455667,-0.13520993980738819,-0.4132528891304047,0.06866998672485351,LIN0,2,,,,,,,,,,,,,
100,8.504281465187553,74.2006135992935,4.913291128108226,-4.539941652497633,-0.11922297046101908,-0.41658270041094064,0.0685847595334053,LIN0,2,0.04011451453454839,122.48163003136142,-43.798628093402705,14.431863640902337,-43.52935539496103,14.31355616113406,0.8557000160217285,-0.03445830373989116,-0.03445835233037789,0.0038911778993183386,-0.03445830373989116,0.0,7.125365500542388
101,8.504352343462696,74.18600585052174,5.877774695813223,-5.89238244458498,-0.14198141106095458,-0.4204144157177575,0.06864233314990997,LIN0,2,,,,,,,,,,,,,
102,8.49397928215857,74.07684430966663,5.492290166205626,-5.601451707060742,-0.1442386093996789,-0.4240149236752549,0.06906056702136994,LIN0,2,,,,,,,,,,,,,
103,8.495582152867064,74.14038501131351,5.587642367290512,-5.524101665643615,-0.13937529654976336,-0.4270928949969264,0.06818044483661652,LIN0,2,,,,,,,,,,,,,
104,8.484548692317876,73.90280859022755,6.013783254779954,-6.251359675865928,-0.14721131242164598,-0.43080620733744207,0.07037535905838013,LIN0,2,,,,,,,,,,,,,
105,8.48875910286591,74.00101020081317,4.9517879788116215,-4.853586368226011,-0.13063854045481998,-0.4339797613401181,0.07110784351825714,LIN0,2,,,,,,,,,,,,,
106,8.48436296731078,73.91896621918605,5.300976705417844,-5.383020687044957,-0.1384857091902841,-0.4371335058546034,0.06978314816951751,LIN0,2,,,,,,,,,,,,,
107,8.511548324558731,74.43869335772789,5.389318710789157,-4.8695915722473195,-0.1283431742740134,-0.44096002317747124,0.07153898477554321,LIN0,2,,,,,,,,,,,,,
108,8.538693920620108,74.95661971900469,5.30559103714059,-4.787664675863774,-0.12399605128018085,-0.44437276651734675,0.07236538529396057,LIN0,2,,,,,,,,,,,,,
109,8.513975923732842,74.56755313445785,5.582258100151742,-5.9713246846985895,-0.15018379996067371,-0.44781052062333926,0.07152380943298339,LIN0,2,,,,,,,,,,,,,
110,8.538811638122443,75.03462923977638,5.133351989757983,-4.666275884439459,-0.11960458402667848,-0.4513202544854925,0.07223140299320222,LIN0,2,0.040455585718295745,126.88858407595524,-47.97269620538594,15.94698402640705,-47.1330872725335,15.470883286924595,0.847000002861023,,,,,,
111,8.532111617891825,74.91149549006299,6.418823507487064,-6.5419572572004565,-0.15127459637434795,-0.45442016357383547,0.07280083894729614,LIN0,2,,,,,,,,,,,,,
112,8.561651457379414,75.40121975411482,4.961114470209873,-4.471390206158034,-0.11721346856675556,-0.45845580719964796,0.07173319756984711,LIN0,2,,,,,,,,,,,,,
113,8.546283973995957,75.06516331488315,6.5404171651734115,-6.876473604405089,-0.15155287975550952,-0.46138886465877993,0.07244557738304139,LIN0,2,,,,,,,,,,,,,
114,8.525322304229421,74.72606104368758,6.346227261125116,-6.685329532320691,-0.1557373305429714,-0.4648033156763886,0.07222865223884582,LIN0,2,,,,,,,,,,,,,
115,8.512161331198289,74.4885523367225,6.071911224975997,-6.309419931941081,-0.1488595621448435,-0.4684205842120231,0.07230488061904908,LIN0,2,,,,,,,,,,,,,
116,8.515204732887081,74.47226081457443,6.163689022585396,-6.179980544733458,-0.14399173817652633,-0.4723439041228459,0.07246921360492706,LIN0,2,,,,,,,,,,,,,
117,8.510537852667655,74.32647196898127,5.965083397190275,-6.110872242783435,-0.1417916793110377,-0.4757754015879166,0.07232508063316345,LIN0,2,,,,,,,,,,,,,
118,8.539978206630972,74.8225817118966,5.55026025163384,-5.054150508718512,-0.1260646241183381,-0.47919326116386163,0.07318263351917267,LIN0,2,,,,,,,,,,,,,
119,8.546882179359027,74.89571441279008,5.78342876477093,-5.710296063877445,-0.13698720939409903,-0.48322643340629556,0.07312258183956147,LIN0,2,,,,,,,,,,,,,
120,8.539227768775508,74.71318511206104,5.522902256563039,-5.705431557292075,-0.1410296683750774,-0.48670563823393886,0.07201986014842987,LIN0,2,0.041946552127417124,131.6652257803367,-51.2207795085367,16.892260372019845,-50.844785523136125,16.637104813382173,0.8445000052452087,-0.026038604641258845,-0.026038632911153825,0.006587969790510697,-0.026038604641258845,0.0,7.4506260213259905
