task,N,N2,D2,erode,cos,rowmean,bias,arm,seed,steps2,persist,zbar_cur,sigma_cur,zbar_inv,sigma_inv,acc,E,E_pred,E_pred_wrong,r_1,r_2,r_scale
1,1.0511813078361787,1.108790392397857,0.7663669055559822,0.009678624054955539,0.00902395652560295,0.00041106261115761634,-0.004697906626388431,LIN,1,,,,,,,,,,,,,
2,1.350650755249444,1.8304682402531713,0.8689359535277525,-0.1472581056724383,-0.07460942766987914,0.0007601055161406586,-0.007739049213705584,LIN,1,,,,,,,,,,,,,
3,1.5577517890805501,2.4355521442939287,0.8751547165478156,-0.2700708125070584,-0.10697526498148502,0.001034402047806697,-0.00864092847390566,LIN,1,,,,,,,,,,,,,
4,1.720318955095594,2.9684641719493046,0.8148863415538627,-0.28197431389848704,-0.09934866771510674,0.0011454374068260995,-0.010136351096443832,LIN,1,,,,,,,,,,,,,
5,1.8605131894132325,3.4716544840906236,0.775598203036048,-0.2724078908947286,-0.09046819830729422,0.0013301273666672354,-0.009986381195485592,LIN,1,,,,,,,,,,,,,
6,1.988663097304509,3.967702794039736,0.7323125424005932,-0.23626423245148026,-0.07378430582747812,0.0012409107133336862,-0.011667185942351353,LIN,1,,,,,,,,,,,,,
7,2.1064459633087584,4.452565966098165,0.7315775336594662,-0.24671436160103774,-0.0723697798769866,0.0012282496871101644,-0.013038538452237845,LIN,1,,,,,,,,,,,,,
8,2.209660500788614,4.898124811180405,0.7296265060806723,-0.2840676609984321,-0.07972208747281923,0.0013220259102832777,-0.01332024434581399,LIN,1,,,,,,,,,,,,,
9,2.313427981957956,5.369527791721228,0.7357768727509467,-0.2643738922101237,-0.0702233936621141,0.0011574883477816088,-0.016214089074055665,LIN,1,,,,,,,,,,,,,
10,2.407477227346775,5.815113638367702,0.7387642369331957,-0.29317839028672144,-0.07390032230014867,0.0010953481894319854,-0.01949289198149927,LIN,1,,,,,,,,,,,,,
11,2.49417462070153,6.239923537870246,0.7065034263888456,-0.2816935268863005,-0.07098558973653811,0.000972923648344303,-0.022857096324441953,LIN,1,,,,,,,,,,,,,
12,2.581251187929787,6.683206294106492,0.735279688288178,-0.2919969320519341,-0.06851819562356246,0.0011119559194612313,-0.025682917046360672,LIN,1,,,,,,,,,,,,,
13,2.6738086825056215,7.169285518921389,0.7085130535961884,-0.22243382878128948,-0.05214044173326519,0.0010781660180923514,-0.029408917829860003,LIN,1,,,,,,,,,,,,,
14,2.7579859282151373,7.625706211247036,0.7131600097803923,-0.25673931745474615,-0.05610762101192802,0.0014115712755954294,-0.030199672020971777,LIN,1,,,,,,,,,,,,,
15,2.8381639518749977,8.073021657906194,0.7596262724426017,-0.31231082578344316,-0.06520703481009582,0.001279615119791306,-0.03178860392188653,LIN,1,,,,,,,,,,,,,
16,2.9193376369131956,8.538656105169007,0.7087883120455335,-0.2431538647827228,-0.05210793407407191,0.0014955538262140361,-0.031701406153151764,LIN,1,,,,,,,,,,,,,
17,2.999578994488212,9.014481938652347,0.8262598425936281,-0.3504340091102863,-0.06694808151311495,0.0015281883433657215,-0.03194585450284649,LIN,1,,,,,,,,,,,,,
18,3.0760904892305985,9.477909273587578,0.7745071092023507,-0.31107977426712113,-0.059088576706542516,0.0013671725346401506,-0.03269200489507057,LIN,1,,,,,,,,,,,,,
19,3.1509906017161655,9.944423585961294,0.7904053865383414,-0.3238910741646257,-0.05960266115462483,0.0010490007758471882,-0.033954835520125924,LIN,1,,,,,,,,,,,,,
20,3.2187624304475606,10.376583522337285,0.7937122359652,-0.36155229958920804,-0.0650859754681732,0.0009963466624187893,-0.03400448177329963,LIN,1,0.02394001535952758,33.154207465841104,0.04489249545856097,1.2694229287236465,0.0791414142949008,0.8576507001642001,0.8891000151634216,-3.867582490379995e-09,0.0,-0.005064425438921804,0.08111342694888224,0.08111343081646473,7.725457705327486
21,3.2891051544748575,10.834482376330259,0.8540813379624964,-0.3961824839695215,-0.06761590351961391,0.001007883672030812,-0.03461804841412231,LIN,1,,,,,,,,,,,,,
22,3.3570714191349746,11.28619439207504,0.7610863936126148,-0.3093743778678339,-0.05476839658885501,0.000820658729241542,-0.036641285860678184,LIN,1,,,,,,,,,,,,,
23,3.4198318718138956,11.711478397853861,0.8608926293304379,-0.43560862355161734,-0.06995918015903552,0.0009926628027184035,-0.03613021832192317,LIN,1,,,,,,,,,,,,,
24,3.4862432249385016,12.169555545792287,0.7645633551018627,-0.30648620716343544,-0.051234265841712985,0.0007935989846629007,-0.03668256075121462,LIN,1,,,,,,,,,,,,,
25,3.5518233640294636,12.632068313374253,0.7906920185971115,-0.32817925101514817,-0.05373707135720906,0.001003677710514419,-0.03742415966931731,LIN,1,,,,,,,,,,,,,
26,3.610893520665998,13.054358080004874,0.7274565508011677,-0.30516678417054466,-0.051566399515068896,0.0009001697726547102,-0.03788625607077847,LIN,1,,,,,,,,,,,,,
27,3.6689603725152096,13.477000349588657,0.7558491357198046,-0.3332068661360239,-0.05400496597608924,0.0008615673619251586,-0.03972871754318476,LIN,1,,,,,,,,,,,,,
28,3.7284910321688587,13.918006581762198,0.7371291722674315,-0.2961229400938888,-0.04793366345727348,0.0009390816791727614,-0.039563197464449334,LIN,1,,,,,,,,,,,,,
29,3.7878555562137444,14.363244990057188,0.7713161789148983,-0.3260777706199082,-0.04950638028325548,0.0013754462410476267,-0.03859882376156747,LIN,1,,,,,,,,,,,,,
30,3.8428697486127668,14.78220246329628,0.8234263366822381,-0.4044688634431461,-0.059102661949268886,0.0012204783248681431,-0.039117211480624976,LIN,1,0.024656607841429964,33.395767251432396,0.08107117072807099,1.3879625933156494,0.0969639117197114,1.0174129220482662,0.8952999711036682,,,,,,
31,3.903156383822676,15.251836974468358,0.7571684534304058,-0.2875339422583263,-0.04396127413223907,0.0012406251841096665,-0.039188920798478646,LIN,1,,,,,,,,,,,,,
32,3.96186360899916,15.713160578164102,0.7836274800866484,-0.3223038763909061,-0.04768928797337058,0.0017215078437645703,-0.03971744260838023,LIN,1,,,,,,,,,,,,,
33,4.014319066994583,16.13045152485038,0.728760542213299,-0.31146959552702075,-0.046500487655616984,0.0016136868766129027,-0.03901987282559276,LIN,1,,,,,,,,,,,,,
34,4.069137768827477,16.574867059027305,0.7832064787353559,-0.338790944558431,-0.048610151371059854,0.0013067548179874547,-0.038739619823172686,LIN,1,,,,,,,,,,,,,
35,4.13003625346577,17.0751692716452,0.8324790090759879,-0.3321767964580905,-0.04538230504449345,0.0018075138358235392,-0.038264130372554064,LIN,1,,,,,,,,,,,,,
36,4.182930033938545,17.51422101104863,0.7802377896582873,-0.3411860502548619,-0.04722091445811806,0.0018886027494793862,-0.039468970140442254,LIN,1,,,,,,,,,,,,,
37,4.237485592111711,17.972615249222084,0.7983183994755484,-0.33992416130209263,-0.04545738299707322,0.001784572490717783,-0.03979348934779409,LIN,1,,,,,,,,,,,,,
38,4.293045380651611,18.44693398695591,0.832666540215736,-0.35834780248191,-0.047475405746881735,0.0013703725216751015,-0.04156593010760844,LIN,1,,,,,,,,,,,,,
39,4.3440666758550375,18.887405054599185,0.7702080498548405,-0.32973698221156594,-0.044280629230222364,0.0014394776472161305,-0.04240235722274519,LIN,1,,,,,,,,,,,,,
40,4.397178604474727,19.351305518263104,0.8481284458401903,-0.38422798217626947,-0.04841813258045368,0.0015007503700985839,-0.042437577272066845,LIN,1,0.025898476286252473,32.74819863786338,0.0755592796501743,1.5091059116305747,0.10092704077120285,1.1539748372241567,0.8907999992370605,-1.9120295693952905e-09,0.0,-0.012089637394448119,0.05685496169070274,0.05685496360273231,9.26770806543424
41,4.441945076206125,19.748166849687372,0.782961752955637,-0.38610042153136637,-0.049925920109368215,0.0013371368628027139,-0.04344514790456742,LIN,1,,,,,,,,,,,,,
42,4.487235915029624,20.152824315773607,0.8008318609105851,-0.3961743948243543,-0.050822145931370855,0.0010904092719317062,-0.04497402813751251,LIN,1,,,,,,,,,,,,,
43,4.537515024921486,20.60683338870422,0.7898710255285952,-0.33586195259797763,-0.04362134697978996,0.0008098449015574538,-0.04596282780286856,LIN,1,,,,,,,,,,,,,
44,4.583225616834598,21.024088738939536,0.7921596720391335,-0.37490432180381783,-0.04735929695618763,0.0009160328121369013,-0.04683922438765876,LIN,1,,,,,,,,,,,,,
45,4.629071579834641,21.44742112106035,0.817446781489038,-0.39411439936822457,-0.04858314899746047,0.0010860065905147305,-0.046665052578318864,LIN,1,,,,,,,,,,,,,
46,4.674416563806231,21.86973332469708,0.836424336566819,-0.41411213293008814,-0.05072315398236711,0.0013278905614079492,-0.046576213510707024,LIN,1,,,,,,,,,,,,,
47,4.724097230566062,22.335909064809666,0.8069347014918097,-0.34075896137922745,-0.041002671816667835,0.0018070652491960762,-0.04653102814685553,LIN,1,,,,,,,,,,,,,
48,4.772613872511332,22.796400295312395,0.85040087210262,-0.3899096415998904,-0.04571362009073263,0.0017233440243579797,-0.04838845234480686,LIN,1,,,,,,,,,,,,,
49,4.81600058634142,23.21116679028454,0.7988053148507891,-0.38403881987864724,-0.04627432191496605,0.0016689011854208152,-0.04920135770691559,LIN,1,,,,,,,,,,,,,
50,4.859832025770941,23.63627342743249,0.8122519972869111,-0.3871453601389605,-0.04538178374061042,0.0016323904881838025,-0.049866824746131896,LIN,1,0.02463476436644929,32.971778629761836,0.10141776452986846,1.5870792007288872,0.11985894715651309,1.286832817911937,0.8885999917984009,,,,,,
51,4.901760528148776,24.04615108322709,0.7751260998805222,-0.3652484440859204,-0.0438252250162816,0.0014568062028948163,-0.05079865982173942,LIN,1,,,,,,,,,,,,,
52,4.946096150031995,24.481579698152913,0.8247182334283445,-0.3892896185025172,-0.04437383741281749,0.0012913527193824962,-0.05294464492239058,LIN,1,,,,,,,,,,,,,
53,4.990589499611634,24.925877885098593,0.8892662493115749,-0.44496806236589626,-0.04945747533671703,0.0014641096172941244,-0.05309066418092698,LIN,1,,,,,,,,,,,,,
54,5.0309795976946985,25.332429173821602,0.8260647297485813,-0.4195134410255733,-0.04724323871865924,0.0014703962848070593,-0.05332444098065025,LIN,1,,,,,,,,,,,,,
55,5.073888679031456,25.76699114660296,0.7823091463878356,-0.3477471736064763,-0.040518106123205985,0.0021106458981142617,-0.05243868443183601,LIN,1,,,,,,,,,,,,,
56,5.114908175700834,26.185767629364364,0.8103727359568978,-0.39159625319549507,-0.044573795270220574,0.0021155719319593037,-0.05178075028583407,LIN,1,,,,,,,,,,,,,
57,5.153912942970075,26.586317851003777,0.8543230486539778,-0.45377282701456373,-0.04923287230244204,0.002191715064911561,-0.05081031451467424,LIN,1,,,,,,,,,,,,,
58,5.192959184445933,26.99048891246007,0.7768971864891676,-0.3727261250328834,-0.04223209744552167,0.0020896441172812107,-0.052349223428755066,LIN,1,,,,,,,,,,,,,
59,5.230860528819867,27.385945117107568,0.814528780438165,-0.4190725757906603,-0.046693768866607976,0.0016913320837722565,-0.054245209239015824,LIN,1,,,,,,,,,,,,,
