task,N,N2,D2,erode,cos,rowmean,bias,arm,seed,steps2,persist,zbar_cur,sigma_cur,zbar_inv,sigma_inv,acc,E,E_pred,E_pred_wrong,r_1,r_2,r_scale
1,1.0530080353770532,1.1120215520528358,0.7706275048175215,0.008938870006386782,0.008170454149056537,0.0007898024963211869,-0.007414493091055192,LIN,2,,,,,,,,,,,,,
2,1.330935907630536,1.7744912886825017,0.8363903785425881,-0.1739206419129222,-0.09015463808943808,0.0012192777456165862,-0.009416668235789984,LIN,2,,,,,,,,,,,,,
3,1.5590453557574824,2.4348748699577523,0.8511420380926441,-0.19075845681739373,-0.0777761551599672,0.0012643407941345377,-0.011450649668695405,LIN,2,,,,,,,,,,,,,
4,1.715462088976347,2.949389313202179,0.7976169491006551,-0.28310250585622854,-0.1011981584803448,0.0012267157252050164,-0.013660813490860164,LIN,2,,,,,,,,,,,,,
5,1.8504884092676084,3.4348937026282194,0.7768272895307023,-0.2913229001046618,-0.09672391301920012,0.0010232625364656003,-0.0157777477405034,LIN,2,,,,,,,,,,,,,
6,1.9774854559776087,3.921776064066437,0.734347306980438,-0.24746494554222018,-0.07876274014020083,0.0007751926346009683,-0.01637855056731496,LIN,2,,,,,,,,,,,,,
7,2.0899602595491387,4.381098870523994,0.6765895427554649,-0.21726673629790788,-0.06828323472904378,0.0005917261249854884,-0.01736797892313916,LIN,2,,,,,,,,,,,,,
8,2.1912545793923712,4.81752921399132,0.7644853426344899,-0.32805499916716485,-0.08968446812995046,0.0002987392623522998,-0.019703811075305565,LIN,2,,,,,,,,,,,,,
9,2.284902847852733,5.238212612917109,0.7103549502303865,-0.28967155130459676,-0.07828749661849527,0.0009261820648229755,-0.01987736622337252,LIN,2,,,,,,,,,,,,,
10,2.381848597866428,5.690548513689996,0.7137993337052212,-0.2614634329323357,-0.06699888832043309,0.0011478824665737113,-0.020196778654353695,LIN,2,,,,,,,,,,,,,
11,2.4822526115580272,6.178721157906887,0.7671711672023841,-0.278998522985492,-0.06796304952817384,0.0014600822141926182,-0.02107546782353893,LIN,2,,,,,,,,,,,,,
12,2.5659187133615817,6.600685869747056,0.7180133565050357,-0.29604864466486647,-0.07047146983995733,0.0017244636471629088,-0.02069976908620447,LIN,2,,,,,,,,,,,,,
13,2.651744532306576,7.049156924226614,0.7636433910463478,-0.31517233656678884,-0.07069572090129098,0.001931236154148198,-0.02078993240604177,LIN,2,,,,,,,,,,,,,
14,2.7390791054545427,7.518590070130428,0.7364153441982181,-0.2669821982944049,-0.059001756806675604,0.0017938932851123293,-0.020280640311539172,LIN,2,,,,,,,,,,,,,
15,2.8139366613998287,7.935747950591159,0.6856014136347802,-0.26844353317404923,-0.060110567231226805,0.0016086837693139076,-0.021442808322608472,LIN,2,,,,,,,,,,,,,
16,2.8927138445830862,8.385533224103996,0.7622293957615927,-0.3124441222487557,-0.0633836297215415,0.0014307442409900908,-0.020678091580048203,LIN,2,,,,,,,,,,,,,
17,2.975302629099987,8.869781735818076,0.7585033208816967,-0.2742548091676156,-0.054923399296931824,0.0015157819241445269,-0.020409277012804525,LIN,2,,,,,,,,,,,,,
18,3.049890045745442,9.317892916637494,0.7653319770500592,-0.3172207962306432,-0.06154149050251771,0.0015060829156903271,-0.02106580100953579,LIN,2,,,,,,,,,,,,,
19,3.1195597564947524,9.746653323702542,0.7786116980652545,-0.3498512910002058,-0.06597143641007953,0.0012520312289387543,-0.02301795441249851,LIN,2,,,,,,,,,,,,,
20,3.193624662930972,10.214427349355528,0.8186660756248098,-0.3508920499718228,-0.06230544914429425,0.0013662051678610388,-0.022437084303237497,LIN,2,0.025571373574516353,32.01494332086514,0.025627553981324463,1.2900340244753778,0.10254002153995109,0.8485234290682431,0.8881000280380249,-7.590247458333366e-10,0.0,0.018791813227692845,-0.060444859529356174,-0.06044485877033143,8.420031901780318
21,3.259556543132425,10.638919597203875,0.7963401419138876,-0.37184789406554025,-0.06604517941139135,0.0014030994646144076,-0.0204175024619326,LIN,2,,,,,,,,,,,,,
22,3.331517118611737,11.112031823714258,0.7931366866714814,-0.32002446016110214,-0.05613041381686234,0.0009532407823583732,-0.021608085969346574,LIN,2,,,,,,,,,,,,,
23,3.404498396173762,11.60464674941523,0.8006413078613227,-0.30802638216035,-0.05323351746271673,0.0009746858661074904,-0.022250620070844888,LIN,2,,,,,,,,,,,,,
24,3.471891732195935,12.068813577781546,0.8201372186626714,-0.3559703902963524,-0.057776210807385216,0.0009331768846277325,-0.023452958604320884,LIN,2,,,,,,,,,,,,,
25,3.536773799341056,12.524448460626461,0.7943688756330917,-0.3387339927881772,-0.055868304940472735,0.0008649139697506488,-0.02512081133434549,LIN,2,,,,,,,,,,,,,
26,3.6005481776302135,12.97938261460177,0.8321868046753818,-0.37725265070007225,-0.05926286809536571,0.0009949823206680402,-0.026220626551657914,LIN,2,,,,,,,,,,,,,
27,3.66387605258687,13.43982304908102,0.8010495647810641,-0.34060913030181506,-0.053561316712613195,0.0012082987575921583,-0.026188103429740296,LIN,2,,,,,,,,,,,,,
28,3.728610324809955,13.919420668233927,0.7994851029679185,-0.3198874838150116,-0.04936284281931953,0.000531182517245847,-0.029185721883550286,LIN,2,,,,,,,,,,,,,
29,3.7891266944660216,14.374047477869974,0.7907331606295235,-0.3361063509934757,-0.051550603598613624,0.0009722109637258991,-0.02862857356434688,LIN,2,,,,,,,,,,,,,
30,3.8430858162005705,14.786070848937557,0.7874586720196339,-0.37543530095205285,-0.05655474874913828,0.0012957688495868938,-0.0305501056619687,LIN,2,0.02416430420207307,32.587682452370274,0.11599507387131051,1.41894141116473,0.06374913046860217,1.0235471317533458,0.8946999907493591,,,,,,
31,3.9021764610673495,15.243437368454563,0.7652670957039246,-0.30790057618691663,-0.046376972173635476,0.0010322515982621246,-0.033560088361846284,LIN,2,,,,,,,,,,,,,
32,3.9572361703617998,15.67789520280027,0.8476402642134793,-0.4131824298677731,-0.058733777574835354,0.0010552644223123632,-0.03599716453580186,LIN,2,,,,,,,,,,,,,
33,4.009721889989956,16.094263780236787,0.7575524440601789,-0.34118386662366135,-0.04999757951225381,0.0012173805283313582,-0.03830887696822174,LIN,2,,,,,,,,,,,,,
34,4.06296221154178,16.524797884102504,0.7742406823299979,-0.34370657846428015,-0.05068401294914855,0.0009130935367985951,-0.04068587297340855,LIN,2,,,,,,,,,,,,,
35,4.113787976791509,16.94090880104136,0.7375169546347212,-0.32140603769586634,-0.04638318331885794,0.0010777306945137536,-0.04203028341173194,LIN,2,,,,,,,,,,,,,
36,4.166229495948892,17.375374428275364,0.7541029950654178,-0.3196373678314171,-0.04654230642299375,0.0008057682035790464,-0.04578460281249136,LIN,2,,,,,,,,,,,,,
37,4.220551221385133,17.83067809269677,0.7897948965780257,-0.33449123215662074,-0.04525626265325632,0.0012864879794047142,-0.047921192125650124,LIN,2,,,,,,,,,,,,,
38,4.269608888600604,18.247016159518786,0.7991723744437522,-0.38283430762173504,-0.05276554654194082,0.001387883707881332,-0.048409577247221024,LIN,2,,,,,,,,,,,,,
39,4.31923421865296,18.673110369661025,0.794688564908119,-0.36859435476587743,-0.049517913380433196,0.0015968366994553115,-0.04730140344705433,LIN,2,,,,,,,,,,,,,
40,4.365085622079133,19.0726452147461,0.7640101048432786,-0.36447525975820283,-0.04931070901682636,0.0012816051932487329,-0.04799004790838808,LIN,2,0.024350709657320457,31.375270601758306,0.13719528272755493,1.4904188222770618,0.03376493763773297,1.1760248681848908,0.886900007724762,1.6080171777455021e-09,0.0,-0.013544281706971688,-0.010085026274720198,-0.010085027882737376,12.667622810651757
41,4.4190966149683,19.546669548846296,0.8084333348885049,-0.3344090007883094,-0.0436942929411178,0.0019544112182105417,-0.04680192946922034,LIN,2,,,,,,,,,,,,,
42,4.473239708575537,20.02965427927921,0.8239850200398231,-0.3410002896069081,-0.0431618198147584,0.0019230505844789105,-0.04686047773808241,LIN,2,,,,,,,,,,,,,
43,4.52251696061718,20.474304130014154,0.8435019811989365,-0.3988521304639936,-0.04948219278141499,0.0019148727173662842,-0.04645716289291158,LIN,2,,,,,,,,,,,,,
44,4.572054660044225,20.925701137264465,0.7939773035133623,-0.3425802962630533,-0.042891496102664614,0.0021062168609609685,-0.04597561522852629,LIN,2,,,,,,,,,,,,,
45,4.618003577418385,21.34839923702789,0.7568986935986577,-0.33420059383522954,-0.042851433289421356,0.0024119136466549894,-0.046737309980671854,LIN,2,,,,,,,,,,,,,
46,4.663935060634899,21.77548424083784,0.8014486865515417,-0.37436368274159376,-0.04672966963073771,0.0025768441817773206,-0.049120161554892544,LIN,2,,,,,,,,,,,,,
47,4.706376848934564,22.173244175655963,0.8327965521821826,-0.43503661736405624,-0.05265602363284721,0.001725365413473766,-0.05277265716344118,LIN,2,,,,,,,,,,,,,
48,4.753186361275791,22.616274062160322,0.8191822361982729,-0.3761523496939175,-0.04622221780628535,0.0014367440440076094,-0.05340049607795663,LIN,2,,,,,,,,,,,,,
49,4.800445326993141,23.066739210129548,0.8288176634393986,-0.378352515470171,-0.044437623776972496,0.002027102159245773,-0.05405120762297884,LIN,2,,,,,,,,,,,,,
50,4.845038788876007,23.497110610143565,0.7931019048436945,-0.36273050482967734,-0.04397219003229457,0.001778550868665085,-0.05577179755084217,LIN,2,0.02485075252864743,31.91460314650122,0.1389567269808296,1.6350773498467541,0.08806691306724218,1.2791901970858495,0.8873000144958496,,,,,,
51,4.887907842522486,23.915057386814823,0.7617623959484183,-0.3438156192771594,-0.04203597856560814,0.0019982209773059317,-0.056926058414392175,LIN,2,,,,,,,,,,,,,
52,4.931308364112308,24.342603558910724,0.8019401850906844,-0.3743940129947882,-0.043411253561639024,0.0019465081914296575,-0.05761425474192947,LIN,2,,,,,,,,,,,,,
53,4.977379951760438,24.79736265251886,0.8726894872675318,-0.41793039365939605,-0.04569632709361,0.0020103171418562847,-0.05973219334613532,LIN,2,,,,,,,,,,,,,
54,5.014327477488083,25.168773954580725,0.7689944226073143,-0.3975831205454466,-0.046292103365248714,0.0017766676689742599,-0.06161791238002479,LIN,2,,,,,,,,,,,,,
55,5.055765949356499,25.58466430255459,0.7502963753429737,-0.33440602736910935,-0.03953000805816849,0.0016116676269692393,-0.06324569157324732,LIN,2,,,,,,,,,,,,,
56,5.101328421651536,26.047431171122255,0.8624591238820676,-0.3996922553143996,-0.044040328170842684,0.0019157521844079567,-0.0632641944149509,LIN,2,,,,,,,,,,,,,
57,5.142548232803273,26.47132326865144,0.8136795153016714,-0.38978741777249143,-0.043040399431118856,0.0018091733494909757,-0.0643034188976162,LIN,2,,,,,,,,,,,,,
58,5.179146227739957,26.849678920362358,0.8082399585429922,-0.4298843068320717,-0.047809370268864504,0.0016090689777672883,-0.06526460682507604,LIN,2,,,,,,,,,,,,,
59,5.216209514022421,27.235079829320693,0.8226393679993756,-0.4372384590410381,-0.04725324011698582,0.0017441181119509511,-0.06565250730374828,LIN,2,,,,,,,,,,,,,
60,5.256123662520508,27.652930696834233,0.8384198577470369,-0.42056899023350197,-0.04483593739312143,0.001586815006965068,-0.06543183831032366,LIN,2,0.02593970488851111,32.321873411843605,0.08644910100252909,1.6924216625961737,0.06153719877051765,1.400571073536806,0.8828999996185303,2.012225872038975e-09,0.0,0.002618691813145636,0.06174082939133685,0.06174082737911098,13.13593966454315
61,5.299576527129357,28.111306144847678,0.765316293378239,-0.30694084536479166,-0.034519028442982276,0.0017290390608464502,-0.06475447902921587,LIN,2,,,,,,,,,,,,,
62,5.334027654853475,28.478541366288045,0.7450757750076983,-0.37784055356733093,-0.04298853818917511,0.001423947120047885,-0.06569952180143446,LIN,2,,,,,,,,,,,,,
63,5.373889875288361,28.905744653583216,0.8306503817914228,-0.40344709449625166,-0.04239869164255209,0.0012229251609664773,-0.06529374748934061,LIN,2,,,,,,,,,,,,,
64,5.4132928233656195,29.33262755005293,0.8238121282646997,-0.3969292317949859,-0.04203149156653871,0.0009450027575972248,-0.0656866616057232,LIN,2,,,,,,,,,,,,,
65,5.451754022968227,29.750501434554486,0.8646249472593679,-0.44675106275780835,-0.04539415362316122,0.0007437133080005581,-0.06635905095376074,LIN,2,,,,,,,,,,,,,
66,5.48869716427426,30.15755100680306,0.8604881611687399,-0.45343858892016903,-0.04657085219216461,0.0010796307044274806,-0.0661465320456773,LIN,2,,,,,,,,,,,,,
67,5.525533526586595,30.563756736038723,0.7786325891496867,-0.37242685991402136,-0.039429752402231316,0.0012900727625204072,-0.06480570678133518,LIN,2,,,,,,,,,,,,,
68,5.559888299043894,30.94606913187083,0.8174687995145579,-0.4351564036824548,-0.04579021784083052,0.0019660721949940384,-0.0628372196154669,LIN,2,,,,,,,,,,,,,
69,5.5969095078155275,31.3606014045978,0.8276328767374893,-0.41310060401051635,-0.04203434792957581,0.0017236049952568508,-0.06575616313610226,LIN,2,,,,,,,,,,,,,
70,5.6340843714363515,31.78131253287072,0.8427698470316257,-0.42205871875870626,-0.04325468039140282,0.0012988990930878047,-0.06634939782787114,LIN,2,0.02550941788601959,33.03759618495665,0.1325372010934963,1.7423575418805834,0.028720833383940755,1.4890561681793202,0.890999972820282,,,,,,
71,5.667830347472123,32.16374902863794,0.7594527292535221,-0.37701623348630114,-0.039315711720911355,0.0013662715229944594,-0.06706404697804828,LIN,2,,,,,,,,,,,,,
72,5.702374142158089,32.55872659540327,0.792058989583887,-0.3970814228185578,-0.041517656335137175,0.0012797538504668703,-0.06753807290340774,LIN,2,,,,,,,,,,,,,
73,5.734597480772475,32.92797374689645,0.8157305942793133,-0.44648344278613833,-0.04428746061215138,0.0016227669854941545,-0.06784095404203981,LIN,2,,,,,,,,,,,,,
74,5.767903284321803,33.310908068111914,0.7767514650561125,-0.3938171438406408,-0.04010988801922724,0.0016241342622748268,-0.06746777333086357,LIN,2,,,,,,,,,,,,,
75,5.806510394141417,33.758335069423,0.8373268443822002,-0.38989984307111203,-0.03748284236772928,0.0014420163560872343,-0.06736272252281196,LIN,2,,,,,,,,,,,,,
76,5.836315962032752,34.10507537495647,0.7619368134432964,-0.4151965079098307,-0.041898431182172395,0.0007970227307545527,-0.069337952604983,LIN,2,,,,,,,,,,,,,
77,5.872562535333526,34.530000873199235,0.8255942066956868,-0.4006687084529266,-0.039044478405232085,0.0009566735253156135,-0.0691178556252271,LIN,2,,,,,,,,,,,,,
78,5.904882883316875,34.91116040536274,0.8469378807514087,-0.4657783485878981,-0.04377742382505474,0.000931625044090512,-0.07008938093902543,LIN,2,,,,,,,,,,,,,
79,5.939782401468864,35.32431037244925,0.7920516335816563,-0.3789016664951517,-0.03813012262434003,0.0013962987490169282,-0.06872779994737357,LIN,2,,,,,,,,,,,,,
80,5.974768050139989,35.740597767147904,0.8037624659439558,-0.38747507124529773,-0.037712966097028004,0.0019056710565108544,-0.0674214046774432,LIN,2,0.024444529964654103,32.881076752392744,0.13554293363022826,1.8680960665137474,0.08931538594595256,1.5973930532124077,0.8970000147819519,8.55932970333928e-10,0.0,-0.003494349597867144,0.03317694278518232,0.03317694192924935,7.110230132611686
