task,N,N2,D2,erode,cos,rowmean,bias,arm,seed,steps2,persist,zbar_cur,sigma_cur,zbar_inv,sigma_inv,acc,E,E_pred,E_pred_wrong,r_1,r_2,r_scale
1,1.0560577158162534,1.1206802829133842,0.7746427942410815,0.014441837024145207,0.01351684766950088,0.0005025164046100786,0.0011109168722759932,LIN,0,,,,,,,,,,,,,
2,1.348381395728904,1.8235596914730876,0.8595950563593792,-0.15671564779967523,-0.0786101728067391,0.0008854980457423812,0.0013296450627967714,LIN,0,,,,,,,,,,,,,
3,1.5549335422540462,2.424783684918432,0.8309772484815039,-0.22975325503615995,-0.09282602478134437,0.0009249494591900812,0.0027080243357340806,LIN,0,,,,,,,,,,,,,
4,1.7027405702960174,2.9061622034750507,0.769842990560318,-0.28846447200369957,-0.1056229055168719,0.0006946932956279342,0.0029464419651776554,LIN,0,,,,,,,,,,,,,
5,1.840803635420883,3.397849846329622,0.7404672332101322,-0.24877959035556085,-0.0855156890256634,0.0007121353045227022,0.003989781995442172,LIN,0,,,,,,,,,,,,,
6,1.9679534614151004,3.8851868078639966,0.7210503673612183,-0.23371340582684308,-0.07536571792497809,0.0006052187458012742,0.004354431437386666,LIN,0,,,,,,,,,,,,,
7,2.083189821669138,4.355119352080476,0.7364556172977328,-0.266523073081253,-0.07963616021708782,0.0009081832478318399,0.005810248525813222,LIN,0,,,,,,,,,,,,,
8,2.201379035139985,4.863151438949761,0.732961534573753,-0.22492944770446863,-0.0625809303200052,0.0006911075180935818,0.007162327783880755,LIN,0,,,,,,,,,,,,,
9,2.300806783584809,5.311456248630146,0.7126866800043865,-0.2643818703240021,-0.0725781810929066,0.00037547103185631576,0.007261760018300265,LIN,0,,,,,,,,,,,,,
10,2.3889002524162763,5.725160658594091,0.7060081046532066,-0.29230369468926204,-0.07633261964731408,0.00018591218887933743,0.008065956203499808,LIN,0,,,,,,,,,,,,,
11,2.482490358455917,6.181514068040672,0.7130134596302052,-0.2566600501836231,-0.06349556250114963,-0.0003064040280185866,0.007698438321240246,LIN,0,,,,,,,,,,,,,
12,2.5734073162145403,6.641013179806317,0.727643311142659,-0.2681441993770149,-0.06294286553849164,-0.0005009359283748584,0.007001991955330595,LIN,0,,,,,,,,,,,,,
13,2.664289554609166,7.1167495889163055,0.7475656845898989,-0.271829275479909,-0.06146400526103548,-0.00043547968759608023,0.006450010240077972,LIN,0,,,,,,,,,,,,,
14,2.751373231496623,7.587616548730457,0.7901386770963856,-0.3192717172822348,-0.06832722271310178,-0.00035657290809449683,0.005717988405376673,LIN,0,,,,,,,,,,,,,
15,2.830430948768765,8.0295288420348,0.7307547029019102,-0.2888424095975692,-0.06210456067469407,-0.00013582175712316505,0.0050584908993914724,LIN,0,,,,,,,,,,,,,
16,2.9149283485754993,8.51315504158333,0.8117934423778075,-0.3281672428292754,-0.06472979059367326,1.5949093572968363e-05,0.005172097939648666,LIN,0,,,,,,,,,,,,,
17,2.9941579855837586,8.980478601562561,0.744003076652562,-0.2766795166733322,-0.05526055835947277,-0.00011475226385156203,0.0074893236812204125,LIN,0,,,,,,,,,,,,,
18,3.0743551503145428,9.46654521714186,0.7487535283911576,-0.2626869128118564,-0.051371143119013814,9.369522449401542e-05,0.00984144413843751,LIN,0,,,,,,,,,,,,,
19,3.1439683845400777,9.899871682124385,0.7534272073849391,-0.32010074240241676,-0.06096776738223137,-0.0002259701601119978,0.010766057069413365,LIN,0,,,,,,,,,,,,,
20,3.2092869132728765,10.314999947328293,0.719638072072471,-0.3045098068685617,-0.05825981121552763,-0.00041149456317929865,0.01053981602191925,LIN,0,0.022691555707013703,31.713915139367856,0.034969220955544104,1.267384226723627,-0.047754316953091,0.8753910328253981,0.8938999772071838,-4.697572577455622e-09,0.0,-0.002051102983200242,0.024621670015465363,0.02462167471303794,6.959866792309496
21,3.2743130758235237,10.739725080730468,0.7259140248846946,-0.3011888914825196,-0.056725337894556416,6.230352572733112e-05,0.010692333867773414,LIN,0,,,,,,,,,,,,,
22,3.3516964091607018,11.254185766198969,0.8365152335265322,-0.3220545480580314,-0.05437913109948262,-0.00013280370802460438,0.009196233552938794,LIN,0,,,,,,,,,,,,,
23,3.4190706832336555,11.709134962935522,0.7821531797330608,-0.32720398299650777,-0.05542323100580297,0.0001474115306390436,0.010382873684866354,LIN,0,,,,,,,,,,,,,
24,3.482390117666049,12.146440838391895,0.7951599682903292,-0.357854092833953,-0.05908103412086145,-0.00010674069009882228,0.009296949242707343,LIN,0,,,,,,,,,,,,,
25,3.5488671028129746,12.61357094919855,0.827774909766716,-0.3606447989600644,-0.05738140861677105,-4.776019798367851e-05,0.009487084172433243,LIN,0,,,,,,,,,,,,,
26,3.614952054287973,13.087224111423055,0.8007116504363865,-0.3270584882118816,-0.052889916651835664,-0.0004106851735592676,0.00863782849512063,LIN,0,,,,,,,,,,,,,
27,3.67655379916283,13.538131095657253,0.7974766790915531,-0.346569694857353,-0.05498502760787052,-0.0007241968770245722,0.008448232911759987,LIN,0,,,,,,,,,,,,,
28,3.7430670723728503,14.031752844421321,0.8205340115277611,-0.3269122627636938,-0.05002335007740287,-0.00019112626826602461,0.009824577332474292,LIN,0,,,,,,,,,,,,,
29,3.7973013990764515,14.440154483052108,0.7403736455090589,-0.331972006878273,-0.052152071297202826,-6.153082063274001e-05,0.010222648758208379,LIN,0,,,,,,,,,,,,,
30,3.851947297099167,14.85686455215464,0.7944824309900905,-0.37777236188755736,-0.057216693985078046,-1.8709316094601275e-06,0.012160369940102101,LIN,0,0.025356310399343104,31.33273013611132,-0.10346998410739908,1.4285946249610024,-0.028387161377738782,1.0426794637029264,0.8938000202178955,,,,,,
31,3.912604725193116,15.327061067211543,0.8691869433303618,-0.3989904282734593,-0.056558557079726415,7.799467167254354e-05,0.013946224907413126,LIN,0,,,,,,,,,,,,,
32,3.9705315200391955,15.783656973632592,0.8302039667804771,-0.3736080603594275,-0.05290297153691746,-0.00017790980833092668,0.013328287326730788,LIN,0,,,,,,,,,,,,,
33,4.024518036529588,16.215443272029862,0.7514298369623792,-0.3196435385651118,-0.04705143443979404,0.00021459140219511695,0.014986289246589877,LIN,0,,,,,,,,,,,,,
34,4.081916549745393,16.67964241870754,0.7552313955740517,-0.29103224889636997,-0.04208816556646842,0.00015959649631549152,0.014431894717854448,LIN,0,,,,,,,,,,,,,
35,4.134900554450119,17.11486232995919,0.7947564911065735,-0.3595365798549222,-0.050724694723344614,0.00022028245912580083,0.014757887130253949,LIN,0,,,,,,,,,,,,,
36,4.1833126028637855,17.517709599999908,0.7977866300112233,-0.39493935997050855,-0.05481494342460731,0.00015293643553297446,0.014187007543077924,LIN,0,,,,,,,,,,,,,
37,4.234855902357707,17.953021337390677,0.7961700481720296,-0.3608583107812581,-0.048996576735342884,2.7568648108674683e-05,0.013362079728394746,LIN,0,,,,,,,,,,,,,
38,4.289892457278835,18.422326097736633,0.8592396393451844,-0.3899348789992325,-0.050538498120797165,3.3287549235512805e-05,0.012754633324220777,LIN,0,,,,,,,,,,,,,
39,4.33907073632883,18.845883776915908,0.7817727008558408,-0.35821502167656577,-0.04773038524097124,-4.717007622617786e-05,0.013040746487677097,LIN,0,,,,,,,,,,,,,
40,4.3923132441193165,19.31100166142099,0.7591052819916585,-0.29398739748657526,-0.040160945548182475,-4.475378605012646e-05,0.014841273594647646,LIN,0,0.026480563128712123,28.666508272574543,-0.04453753374158627,1.4807766681229366,-0.026395855478629927,1.1807043234681003,0.8902999758720398,-7.793029214997471e-09,0.0,0.0053955971426401395,-0.0212722942800673,-0.021272286487038085,10.28415176659282
