task,N,N2,D2,erode,cos,rowmean,bias,arm,seed,steps2,persist,zbar_cur,sigma_cur,zbar_inv,sigma_inv,acc,E,E_pred,E_pred_wrong,r_1,r_2,r_scale
1,1.9861281890688836,3.965460016687152,3.6669473114196522,-0.02936125560455826,-0.013197698498682017,-0.027296610975874425,0.006835384061560035,LIN0,1,,,,,,,,,,,,,
2,3.0070093860512026,9.096079991712385,5.550997459966621,-0.4203774849413877,-0.04232682390550755,-0.04542893115476846,0.0063267913763411345,LIN0,1,,,,,,,,,,,,,
3,3.681115742469614,13.660949313757232,5.015456367870055,-0.4505870458252053,-0.033371656364067845,-0.05616231312822687,0.006919518858194351,LIN0,1,,,,,,,,,,,,,
4,4.167968665313541,17.55584715268862,4.652684735159154,-0.7577868962277692,-0.05122269116774926,-0.06298345866670045,0.008498064056038857,LIN0,1,,,,,,,,,,,,,
5,4.548651583942398,20.932939022222765,4.752574275784328,-1.3754824062501776,-0.07692670356054637,-0.06872153109786931,0.010462101548910141,LIN0,1,,,,,,,,,,,,,
6,4.855210566318249,23.864417783349317,4.492375941462693,-1.5608971803361456,-0.08055943992327626,-0.07330774390557146,0.01176052838563919,LIN0,1,,,,,,,,,,,,,
7,5.1325983695813004,26.673863913637973,4.566432817026719,-1.756986686738061,-0.083255911689632,-0.07792404237928593,0.012926600128412246,LIN0,1,,,,,,,,,,,,,
8,5.340129749021035,28.915512798272857,4.8775281562687,-2.6358792716338164,-0.11642500804644929,-0.08216659496838566,0.014328042417764664,LIN0,1,,,,,,,,,,,,,
9,5.547984343144654,31.240314868911362,4.451123004308668,-2.126320933670165,-0.09524958331796148,-0.0863807806323507,0.015780584886670113,LIN0,1,,,,,,,,,,,,,
10,5.724553736030476,33.31867957217505,4.482019869010789,-2.403655165747102,-0.10768261781796698,-0.09030976851375908,0.01867080628871918,LIN0,1,,,,,,,,,,,,,
11,5.891448266768405,35.3269822964907,4.459007668043057,-2.4507049437274095,-0.10145393361176595,-0.09378044575920025,0.02147350087761879,LIN0,1,,,,,,,,,,,,,
12,6.0596295792719035,37.382272580548296,4.52213904996866,-2.4668487659110596,-0.09799329349382038,-0.0977678921898348,0.02293903585523367,LIN0,1,,,,,,,,,,,,,
13,6.19524197736917,39.0932553342523,4.696918628902836,-2.9859358751988374,-0.1140027533429258,-0.10088751416331769,0.025006185472011565,LIN0,1,,,,,,,,,,,,,
14,6.3418343023393176,40.992289346200586,4.803372595039582,-2.904338583091293,-0.10941673620425504,-0.10535742844321136,0.02580929286777973,LIN0,1,,,,,,,,,,,,,
15,6.469310198829637,42.67826512030858,4.7357230065572615,-3.0497472324492576,-0.11264290921041258,-0.10894964231233643,0.026488882210105657,LIN0,1,,,,,,,,,,,,,
16,6.5876678853118715,44.30919186109646,4.476534175811848,-2.8456074350239833,-0.1069835782141439,-0.11257516415256834,0.027778470981866123,LIN0,1,,,,,,,,,,,,,
17,6.698602282057043,45.827394866794336,5.058944315244851,-3.540741309546958,-0.12084517277349453,-0.11642412580307586,0.028487109392881394,LIN0,1,,,,,,,,,,,,,
18,6.792994143489347,47.15810040986537,5.36383264530307,-4.033127102232048,-0.13123919670498654,-0.12042291217327075,0.029872367810457944,LIN0,1,,,,,,,,,,,,,
19,6.905963705012003,48.742094769517436,4.592551367015401,-3.0085570073633265,-0.10493799105946308,-0.1240933535881957,0.03180485274642706,LIN0,1,,,,,,,,,,,,,
20,6.987883130717582,49.91875476194779,5.594335494470229,-4.417675502039872,-0.13168255569591075,-0.12855807591869164,0.03330107764340937,LIN0,1,0.044181572034174665,126.6214676594799,-13.941138513819055,5.304248254903279,-13.416207380248192,4.4705596679189945,0.8603000044822693,-0.05924121414208186,-0.05924123361844355,0.001203519747730703,-0.05924121414208186,0.0,4.486232368469033
21,7.041980284402423,50.751174603525406,5.59743057221863,-4.76501073064102,-0.1462657292319151,-0.13184936905263803,0.03510267995297909,LIN0,1,,,,,,,,,,,,,
22,7.133686399212219,52.0526232922773,4.650109990260793,-3.348661301508899,-0.1077501000744164,-0.1358320993169168,0.03570321388542652,LIN0,1,,,,,,,,,,,,,
23,7.214126702144673,53.264594381817304,5.109618377158693,-3.897647287618691,-0.12352959006805783,-0.13928812138651386,0.037306373938918114,LIN0,1,,,,,,,,,,,,,
24,7.292841474218976,54.38817416135591,5.3520188751442115,-4.228439095605596,-0.12283796583302245,-0.14338815892714396,0.037823038548231123,LIN0,1,,,,,,,,,,,,,
25,7.349384104002321,55.222341309339946,5.431883366117637,-4.597716218133613,-0.1341277549972208,-0.14772742201609373,0.03858863040804863,LIN0,1,,,,,,,,,,,,,
26,7.396176743626185,55.92668805955657,5.189676534977804,-4.485329784761182,-0.13270924270629814,-0.15129451092869536,0.04085378870368004,LIN0,1,,,,,,,,,,,,,
27,7.444285409923507,56.68266266261721,5.289311020958226,-4.533336417897573,-0.13416831021343806,-0.15536574345650972,0.04209190085530281,LIN0,1,,,,,,,,,,,,,
28,7.4970916532400365,57.53126729451719,5.254987642527579,-4.406383010627602,-0.1301036930188979,-0.15947218040525643,0.04356507584452629,LIN0,1,,,,,,,,,,,,,
