a,arm,start,seed,geometry,initial_mean,final_mean,net,normalized_net,median_size_ratio,unit_shrink_fraction,median_unit_balance,erosion,recovery,injection,inward,balance,pred_linear,pred_injection,formula_balance,rounding,self_linear,rest_linear
0.35,LRa0p35_1216,0,0,centered,1.9560102319850734,3.443313982765046,1.487303750779972,0.7603762630988742,1.2188242072821769,0.15,-0.19340335450499901,49.20969637281288,49.660990083108906,1.0360100404839587,-0.45129371029602794,-0.4356074677473318,0.45129460560600954,1.036010045214674,-0.43560832994866927,-9.00040711515615e-07,0.0,0.0
0.35,LRa0p35_1216,0,1,centered,1.9335914412363946,3.5254258009605315,1.591834359724137,0.8232526922576114,1.1920164431513847,0.13,-0.282833814708695,45.579098108181306,46.181473576575534,0.9894588913299462,-0.6023754683942286,-0.6087928196638538,0.6023744368726305,0.9894588948881843,-0.608791774963732,1.0279633221310647e-06,0.0,0.0
0.35,LRa0p35_1216,0,2,centered,1.8325152574511907,2.866790732678008,1.0342754752268182,0.5644021085343494,1.1105393071917629,0.23,-0.3063699980579143,33.708316304710166,34.09701551363097,0.6455762663060183,-0.388699208920805,-0.602096497668569,0.3886996585232147,0.6455762622884482,-0.6020971978513374,-4.4558484479928495e-07,0.0,0.0
0.35,LRa0p35_1216,0,3,centered,1.840627705752085,3.3385893583743256,1.497961652622241,0.8138319595760786,1.253484204699011,0.17,-0.24061034772158607,47.60089754853049,48.09993832723295,0.9989208739197645,-0.499040778702458,-0.49957988838917994,0.4990419504856658,0.9989208693426739,-0.49958106372735356,-1.1672060986622768e-06,0.0,0.0
0.35,LRa0p35_1216,0,4,centered,1.8600358624735391,3.724902169163774,1.8648663066902347,1.0025969629479465,1.2416850148369716,0.19,-0.1933786904660207,56.986031732264784,57.460133390885495,1.3907646480695044,-0.47410165862071096,-0.3408928025879886,0.47410175537372495,1.3907646425024565,-0.34089287352075287,-9.118594679335956e-08,0.0,0.0
0.35,LRa0p35_1216,0,5,centered,1.923643199723562,3.85214955499473,1.9285063552711683,1.0025280964517251,1.2584311714720795,0.16,-0.2544711092166263,55.67754792475684,56.36998182977577,1.2360724502522458,-0.6924339050189303,-0.5601887695803147,0.6924350730741318,1.2360724463618593,-0.560189716316532,-1.1641648227644907e-06,0.0,0.0
0.35,LRa0p35_1216,0,6,centered,1.9328724035805303,3.935870350776997,2.0029979471964676,1.0362804826050773,1.2970469230360062,0.13,0.001449687580023016,68.1970336765294,68.56757321683831,1.632458406887538,-0.37053954030891134,-0.2269825306087803,0.3705436128879863,1.6324584014077381,-0.22698502612284077,-4.067099256710449e-06,0.0,0.0
0.35,LRa0p35_1216,0,7,centered,1.8633102719202972,3.38129618759317,1.5179859156728732,0.814671575930541,1.2144698772209148,0.12,-0.22240769019807277,51.471556513655806,51.88976019246855,1.0997822368601333,-0.4182036788127448,-0.3802604413822066,0.41820507043039834,1.0997822429689224,-0.3802617046274823,-1.3977264474718254e-06,0.0,0.0
0.35,LRa0p35_1216,0,8,centered,1.9022839130768252,3.658043441617307,1.755759528540482,0.9229744921201856,1.2086106121750735,0.19,0.029287861345981568,52.74600644837332,53.21633219541059,1.2854337815032162,-0.4703257470372648,-0.3658887402875432,0.47032582878402573,1.2854337833815248,-0.36588880334758567,-8.36250686475637e-08,0.0,0.0
0.35,LRa0p35_1216,0,9,centered,1.9582378968139655,4.400880693221161,2.442642796407196,1.2473677485158225,1.3750524500692678,0.15,0.019516061354030202,77.01541055166722,77.24709786213717,2.2109554859371654,-0.23168731046995106,-0.10479058124127946,0.23168847048195715,2.210955491093302,-0.10479110566237082,-1.1651680629221062e-06,0.0,0.0
0.35,LRa0p35_1216,0,0,variance,0.1304523494177994,0.5163876566909146,0.3859353072731151,2.958438916550909,1.7133682175417517,0.09,-1.4585739450582516,12.015228651385378,12.26713348723522,0.1340304714232735,-0.25190483584984236,-1.8794594481005513,0.2519050886140525,0.13403047039557678,-1.8794613483828058,-2.5173651416188214e-07,-30.995830362138506,31.247735450752554
0.35,LRa0p35_1216,0,1,variance,0.12700444910187098,0.5033462343905571,0.3763417852886862,2.963217335692078,1.5744187883469603,0.09,-0.4907061104816969,15.239823502444521,15.400665502258981,0.215499785474224,-0.16084199981446012,-0.7463673314593554,0.1608416788242037,0.21549978506952144,-0.7463658433455758,3.213949610891831e-07,-36.107050863306625,36.26789254213085
0.35,LRa0p35_1216,0,2,variance,0.12081669105585437,0.3826042925560521,0.26178760150019786,2.1668165152708223,1.4254216097797756,0.18,-1.4811835642074516,8.709952511970668,8.883896685158543,0.08784342831232005,-0.17394417318787525,-1.980161481965744,0.17394455709010168,0.08784342636103139,-1.9801658962527218,-3.8195093519932666e-07,-21.356564380457566,21.530508937547676
0.35,LRa0p35_1216,0,3,variance,0.12317383312851259,0.4985461771614621,0.37537234403294945,3.0475007109773653,1.699319806133977,0.12,-1.0236158056344005,12.698568872509306,12.923391514376576,0.15054970216567998,-0.22482264186727008,-1.493344979320203,0.2248228244815164,0.15054970049086377,-1.4933462089163037,-1.8093943071617602e-07,-30.86992012659912,31.094742951080647
0.35,LRa0p35_1216,0,4,variance,0.11866317952479405,0.5797923030850867,0.46112912356029256,3.8860337756577814,1.762588733166567,0.15,-1.0488617548158226,15.886044171196072,16.14205522853333,0.20511806622303563,-0.2560110573372576,-1.2481155953317313,0.2560111332292131,0.2051180625832513,-1.2481159874709027,-7.225217182882382e-08,-37.08949718532175,37.34550831855094
0.35,LRa0p35_1216,0,5,variance,0.13388609803393237,0.5866028600926984,0.4527167620587662,3.381357502434859,1.7139226350925643,0.12,-0.33366374406702315,16.838255309340738,16.997944818424845,0.2930272529746583,-0.15968950908410662,-0.5449647002557709,0.15968971380777874,0.29302724998272245,-0.5449654044707255,-2.0173173498339025e-07,-31.820043177503717,31.97973289131148
0.35,LRa0p35_1216,0,6,variance,0.12681552874731739,0.6376002316801384,0.510784702932821,4.027777260232619,1.8220773389343032,0.05,-1.030710360676217,16.637610712151933,16.940884280759718,0.20751113432503834,-0.30327356860778565,-1.4614809445971622,0.3032745909068696,0.20751113141680716,-1.4614858915578453,-1.0193908557831755e-06,-40.82517479406423,41.12844938497112
0.35,LRa0p35_1216,0,7,variance,0.11509010543467108,0.49805809994468075,0.38296799451000973,3.327549254244058,1.8652588386447673,0.1,-0.9471772219289019,13.63836297644,13.85519464104091,0.16613632990909025,-0.2168316646009103,-1.305142979380612,0.2168320343009484,0.16613632889553384,-1.305145212624097,-3.686864725183092e-07,-30.016797704903833,30.233629739204765
0.35,LRa0p35_1216,0,8,variance,0.12032326505826925,0.5541599870373113,0.4338367219790421,3.6055929979039956,1.6957652880489238,0.12,-0.9085203067656772,14.489035924353871,14.732810052538852,0.1900625937940556,-0.243774128184981,-1.2825991865033954,0.2437742705630964,0.19006259120051827,-1.2825999531170849,-1.3978457255592325e-07,-37.544070191445954,37.787844462009026
0.35,LRa0p35_1216,0,9,variance,0.12969262893281777,0.7358348975740134,0.6061422686411955,4.673683258862645,2.1494867533719444,0.12,-0.6797070060006227,20.847305149098332,21.13077862445237,0.3226687932871552,-0.283473475354036,-0.878527707827519,0.28347385057203767,0.322668792115503,-0.8785288738756147,-3.7404634517512747e-07,-53.5549202934428,53.83839414401485
0.4,LRa0p4_1216,0,0,full,2.073287037102364,3.468127858824262,1.3948408217218986,0.6727678303875063,1.202629395394442,0.21,0.4689766077524389,51.62445981405797,50.62219804793761,2.3971025878422374,1.0022617661203626,0.41811383926732687,-1.0022610919285757,2.397102566655327,0.41811356171005604,-6.530048524133747e-07,0.0,0.0
0.4,LRa0p4_1216,0,1,full,2.017309465563942,3.6747050838515167,1.6573956182875744,0.8215871915438848,1.2418191607310258,0.14,0.5098316381295633,58.35094834941323,57.12374571948495,2.8845982482158496,1.2272026299282786,0.4254327723756036,-1.2271989869012403,2.884598247116474,0.4254315096142013,-3.64192765944793e-06,0.0,0.0
0.4,LRa0p4_1216,0,2,full,1.925679486252326,3.000377047853178,1.0746975616008518,0.5580874539471683,1.1050695937665687,0.3,0.5266639688647071,38.058484875956424,37.46082156736916,1.6723608701880885,0.5976633085872649,0.35737699873356066,-0.5976628543137646,1.6723608574734363,0.35737672981458063,-4.4155881995244783e-07,0.0,0.0
0.4,LRa0p4_1216,0,3,full,1.9599603967620869,3.4559616052233157,1.4960012084612289,0.7632813453438485,1.1633725813076006,0.17,0.5597531365682389,59.5395398231202,58.292099016729026,2.7434420148523158,1.2474408063911753,0.4546991697429141,-1.24743867973074,2.7434420054400612,0.454698396123247,-2.1172480924036563e-06,0.0,0.0
0.4,LRa0p4_1216,0,4,full,1.9614224653289123,3.832441512116726,1.8710190467878138,0.9539092571135925,1.2522243444755763,0.22,0.5878473969134523,68.23858386004302,66.35399053354065,3.7556123732901536,1.8845933265023689,0.5018071992481338,-1.8845921776501446,3.7556123586560637,0.5018068953007017,-1.1342181052143019e-06,0.0,0.0
0.4,LRa0p4_1216,0,5,full,2.0281338071833184,3.9318070669348697,1.9036732597515515,0.938632970373578,1.1988562219198171,0.21,0.5962283581389765,63.335141303841716,61.73558088004358,3.5032336835496847,1.5995604237981382,0.45659541106528995,-1.5995579175767576,3.5032336744123853,0.45659469685391724,-2.4970840764027002e-06,0.0,0.0
0.4,LRa0p4_1216,0,6,full,2.018156146141797,4.0210764997010475,2.0029203535592512,0.992450637374282,1.2822850521191809,0.17,0.6222732548725431,76.76108642826014,74.31763551347424,4.446371268345121,2.443450914785899,0.5495382115707396,-2.4434530454819456,4.4463712693811095,0.5495386906415599,2.1296600873910165e-06,0.0,0.0
0.4,LRa0p4_1216,0,7,full,1.9656968607652032,3.4700527344633065,1.504355873698104,0.7653041034579924,1.193116390737632,0.22,0.5480256998696595,57.24617677121901,56.00751208338918,2.7430205615278975,1.2386646878298322,0.45156959637950367,-1.2386668557630136,2.7430205457263837,0.4515703893260487,2.183734733929299e-06,0.0,0.0
0.4,LRa0p4_1216,0,8,full,1.9925809529538259,3.6690784273487735,1.6764974743949486,0.8413698183301856,1.1893341298421016,0.23,0.6175919609697523,57.978224015201576,56.63356193545584,3.021159554140669,1.3446620797457385,0.44508145155816203,-1.3446624578445634,3.021159551616419,0.4450815770802721,3.806230930436527e-07,0.0,0.0
0.4,LRa0p4_1216,0,9,full,2.0509151194139874,4.506774025078413,2.4558589056644253,1.1974454146918296,1.2863265695152992,0.19,0.6575870124753891,96.363781225941,92.81596312331197,6.003677008293466,3.547818102629023,0.5909408680260572,-3.547819259212901,6.003677008147115,0.5909410606863821,1.1567302120596423e-06,0.0,0.0
0.4,LRa0p4_1216,0,0,centered,1.9560102319850734,3.3795350756132425,1.42352484362817,0.7277696304193122,1.2135185016968062,0.2,-0.10707634584090968,52.48978725112759,52.781591546316264,1.1317205484394723,-0.2918042951886761,-0.25784129800509903,0.29180521704854295,1.131720555964209,-0.25784211085565134,-9.293845819602353e-07,0.0,0.0
0.4,LRa0p4_1216,0,1,centered,1.9335914412363946,3.5975136932286285,1.663922251992234,0.8605345558047536,1.2738731983326375,0.13,-0.21663403449223512,56.14659199395418,56.5978553393888,1.2126589065576148,-0.45126334543461866,-0.37212718514196524,0.45126682141554125,1.2126589078024002,-0.372130051172703,-3.47722570737119e-06,0.0,0.0
0.4,LRa0p4_1216,0,2,centered,1.8325152574511907,2.9263474080623557,1.0938321506111652,0.5969020700720139,1.1302800663152304,0.26,-0.12513984128274258,39.20348688701026,39.53938288354072,0.7579361540806799,-0.33589599653046065,-0.4431718881887584,0.33589602999022605,0.7579361531604711,-0.4431719328727017,-3.253953195780923e-08,0.0,0.0
0.4,LRa0p4_1216,0,3,centered,1.840627705752085,3.3766444468919756,1.5360167411398904,0.8345070197192702,1.2072120506470223,0.14,0.014984327506382268,61.4373408954083,61.70271573368396,1.2706419028642169,-0.2653748382756618,-0.20885100489561,0.26537716252719723,1.27064190533354,-0.20885283368451196,-2.3267208468791267e-06,0.0,0.0
0.4,LRa0p4_1216,0,4,centered,1.8600358624735391,3.759836374309736,1.8998005118361971,1.021378431547969,1.2498559030389116,0.18,0.12821079159849774,69.49876165960896,69.69337925238997,1.7051829190551848,-0.19461759278101454,-0.11413297107670367,0.19461831393079507,1.7051829208628677,-0.11413339387208561,-7.229574656708593e-07,0.0,0.0
0.4,LRa0p4_1216,0,5,centered,1.923643199723562,3.8601086304972774,1.9364654307737157,1.0066655973685745,1.2103579925429724,0.17,-0.1670203900743748,64.12062546225823,64.63347922712678,1.4236116659051337,-0.5128537648685523,-0.36024835785711223,0.5128565335365767,1.4236116634851832,-0.3602503032891978,-2.7662480441836834e-06,0.0,0.0
0.4,LRa0p4_1216,0,6,centered,1.9328724035805303,3.9017223133313745,1.9688499097508447,1.0186134925945802,1.2715483424593716,0.15,0.12006726274032534,83.55171966573502,83.53298543400328,1.9875841414825914,0.018734231731741602,0.009425629507069443,-0.018736340362953536,1.9875841451997411,0.009426690391047892,2.1049140570550406e-06,0.0,0.0
0.4,LRa0p4_1216,0,7,centered,1.8633102719202972,3.3827318605377985,1.5194215886175022,0.8154420718411063,1.2111415111002746,0.14,0.04976985027291716,59.962235946985004,60.21290485802414,1.2687526775783724,-0.2506689110391349,-0.197571138543391,0.25066744332590235,1.2687526816401047,-0.19756998109502863,1.4636514951149593e-06,0.0,0.0
0.4,LRa0p4_1216,0,8,centered,1.9022839130768252,3.6126399238503053,1.7103560107734788,0.899106594455233,1.2011058708138487,0.2,0.08166035510068603,57.40046515993953,57.725674422745584,1.3851467479674424,-0.3252092628060552,-0.2347832554805227,0.32520906937163635,1.3851467524837369,-0.23478311506596458,1.8891810560361932e-07,0.0,0.0
0.4,LRa0p4_1216,0,9,centered,1.9582378968139655,4.4268367513625515,2.4685988545485866,1.2606225518181287,1.3071218332969239,0.16,0.28478009243297553,98.92539561955553,98.58853657451827,2.805457899585901,0.33685904503725794,0.12007275000882385,-0.33686003389443336,2.8054579005303304,0.12007310244461518,9.879126894318802e-07,0.0,0.0
0.4,LRa0p4_1216,0,0,variance,0.1304523494177994,0.5036510298816317,0.3731986804638322,2.8608045936266717,1.751985106092576,0.14,-1.2541612997556895,13.119883971146026,13.344337821834506,0.14874482977533637,-0.22445385068848012,-1.5089858990560838,0.2244538155400862,0.1487448256554734,-1.5089857045513093,3.926827260580801e-08,-30.72874921498564,30.953203030525724
0.4,LRa0p4_1216,0,1,variance,0.12700444910187098,0.5259112087774507,0.3989067596755797,3.140888075154079,1.7149906348047925,0.1,-0.35710171364043686,19.315327372381883,19.451009319357276,0.26322481270017084,-0.13568194697539226,-0.5154603229975219,0.13568241378152224,0.26322481243651064,-0.5154620969261725,-4.665424531702378e-07,-30.380368992575132,30.516051406356663
0.4,LRa0p4_1216,0,2,variance,0.12081669105585437,0.39796802270061676,0.27715133164476247,2.293982141231078,1.4042151162944119,0.21,-1.0398171591391476,10.025605386872378,10.19961637391774,0.10314034459940113,-0.1740109870453619,-1.6871282301918182,0.17401118380707725,0.10314034285218383,-1.68713016648066,-1.950144986190283e-07,-21.16749854503272,21.3415097288398
0.4,LRa0p4_1216,0,3,variance,0.12317383312851259,0.5161310261651417,0.3929571930366292,3.190265197208241,1.672021723178969,0.06,-0.8604278488966186,15.91311176461166,16.118496892204988,0.18757206544329474,-0.2053851275933276,-1.0949664978520908,0.2053853326028153,0.18757206420987266,-1.09496759801615,-2.0377605877697214e-07,-24.514909223997233,24.720294556600038
0.4,LRa0p4_1216,0,4,variance,0.11866317952479405,0.5874099908316357,0.46874681130684165,3.9502296599839504,1.7787572428848462,0.16,-0.6631189581697279,19.068682786795907,19.28511777975522,0.2523118183475187,-0.2164349929593108,-0.8578075905315169,0.2164356681484324,0.25231181386955087,-0.857810281766406,-6.707111416259792e-07,-32.63509751402665,32.851533182175075
0.4,LRa0p4_1216,0,5,variance,0.13388609803393237,0.5847873712177534,0.450901273183821,3.3677975518380086,1.7350402860656122,0.13,-0.11354486878971272,19.94642159700802,20.055396092688568,0.3419267775032654,-0.10897449568054896,-0.3187071117280607,0.10897516250398422,0.3419267752556624,-0.3187090640167103,-6.645758255929834e-07,-31.35665415955727,31.465629322061258
0.4,LRa0p4_1216,0,6,variance,0.12681552874731739,0.6346810225382012,0.5078654937908839,4.0047579252129015,1.7991052330927448,0.12,-0.6714829182265764,20.433606575607936,20.689411169970423,0.25206089942840654,-0.2558045943624876,-1.014852342995564,0.2558042609299348,0.2520608988668704,-1.0148510224310576,3.339940786717399e-07,-40.56230723967602,40.81811150060594
0.4,LRa0p4_1216,0,7,variance,0.11509010543467108,0.4952577081564462,0.3801676027217753,3.3032170861774985,1.7420328674738794,0.12,-0.6954973699449103,15.588015177729538,15.778984216261636,0.1891985641896779,-0.19096903853209746,-1.0093577578138733,0.19096891639159583,0.18919856067730173,-1.0093571309842766,1.2565287774157774e-07,-28.1943252450891,28.385294161480726
0.4,LRa0p4_1216,0,8,variance,0.12032326505826925,0.5454289252640458,0.42510566020577656,3.533029626480877,1.6637648444807394,0.15,-0.7945081087802579,15.19903219816473,15.42448372580107,0.19965413256943393,-0.22545152763633958,-1.1292104237208016,0.22545159726644667,0.1996541329390801,-1.1292107703837921,-6.99997502184857e-08,-30.34601923541694,30.571470832683353
0.4,LRa0p4_1216,0,9,variance,0.12969262893281777,0.7482046572822044,0.6185120283493867,4.769060766512666,1.8932580759566386,0.15,-0.27177515304210353,27.20353042178965,27.41424094359765,0.4078015065413959,-0.2107105218080001,-0.5166987331534315,0.2107102283401823,0.4078015002804188,-0.5166980214523254,2.9972878562434246e-07,-53.27463469271222,53.4853449210524
0.45,LRa0p45_1216,0,0,full,2.073287037102364,3.4624171519982565,1.3891301148958926,0.6700134086775306,1.1264991554774408,0.24,0.6747320144413878,60.194401562463746,58.70908991011772,2.8744417672418585,1.4853116523460272,0.5167304724253443,-1.485311581488632,2.8744417636973503,0.5167304484116939,-6.731282597982613e-08,0.0,0.0
0.45,LRa0p45_1216,0,1,full,2.017309465563942,3.6962417399929115,1.6789322744289694,0.8322631222868035,1.1718370017384028,0.16,0.620233158300735,64.8401291388359,63.04881807289939,3.470243340365491,1.7913110659365188,0.5161917739601095,-1.791311020478247,3.470243326157596,0.5161917629740576,-3.1250379617375756e-08,0.0,0.0
0.45,LRa0p45_1216,0,2,full,1.925679486252326,3.0113780442493208,1.085698557996994,0.5638002407710815,1.1348835127089354,0.21,0.5239884927801048,42.977264056018896,42.090284354984185,1.9726782590317224,0.8869797010347114,0.4496322180131291,-0.8869783129169571,1.972678243184504,0.4496315179535329,-1.372270552968402e-06,0.0,0.0
0.45,LRa0p45_1216,0,3,full,1.9599603967620869,3.3345070852956424,1.374546688533556,0.7013135014382679,1.1414386384606612,0.23,0.6842045766940265,62.61251096092414,60.948466972653165,3.038590676804466,1.6640439882709757,0.5476367715381025,-1.664045256969148,3.038590672522676,0.5476371898382867,1.272980028055315e-06,0.0,0.0
0.45,LRa0p45_1216,0,4,full,1.9614224653289123,3.788599120451471,1.8271766551225581,0.931556912098566,1.2083314311108357,0.22,0.7121132245450799,78.05914984885716,75.3726038466256,4.513722657354088,2.686546002231566,0.5951951872484784,-2.6865438214029917,4.513722645453705,0.5951947056625029,-2.1689281552994544e-06,0.0,0.0
0.45,LRa0p45_1216,0,5,full,2.0281338071833184,3.878838214392336,1.850704407209018,0.9125159299914658,1.1496919370995133,0.2,0.6920572884094564,70.17539717650733,68.03597599179209,3.9901255919242233,2.1394211847152462,0.5361789085148867,-2.1394230977459334,3.9901255759602527,0.5361793901012917,1.928994698641162e-06,0.0,0.0
0.45,LRa0p45_1216,0,6,full,2.018156146141797,3.840548936393834,1.8223927902520365,0.9029989050827357,1.2714000286481273,0.18,0.6823936783682789,83.48532125699309,80.30578000286874,5.001934044376342,3.179541254124345,0.6356623709781005,-3.1795403872442045,5.001934040520488,0.6356621981591245,-8.63024246733346e-07,0.0,0.0
0.45,LRa0p45_1216,0,7,full,1.9656968607652032,3.419961046012728,1.454264185247525,0.7398211872208066,1.1726364197053285,0.17,0.6338327502889541,62.342849814056365,60.628627218102075,3.168486781201795,1.7142225959542898,0.5410224862305064,-1.7142214834477787,3.168486768578774,0.5410221372698657,-1.099883470079277e-06,0.0,0.0
0.45,LRa0p45_1216,0,8,full,1.9925809529538259,3.631205308279801,1.638624355325976,0.8223627516346875,1.1674726839927854,0.21,0.6410536318498786,62.91246001655959,61.08490361741785,3.466180754467686,1.8275563991417414,0.5272536340714885,-1.8275556326758968,3.4661807495100616,0.5272534136986995,-7.615081889511544e-07,0.0,0.0
0.45,LRa0p45_1216,0,9,full,2.0509151194139874,4.348356513904629,2.2974413944906416,1.1202030609375462,1.2206600780396994,0.22,0.7801216388289177,109.55794874041366,104.61202008610775,7.24337004879652,4.945928654305916,0.6828214796409136,-4.945927045684059,7.243370060200605,0.6828212564839028,-1.6200259045362486e-06,0.0,0.0
0.45,LRa0p45_1216,0,0,centered,1.9560102319850734,3.384214784860215,1.428204552875142,0.7301621072941508,1.1413486817770582,0.21,0.2007032054964671,62.070334537832494,62.14374823092798,1.3547908597796314,-0.07341369309548895,-0.05418821109217575,0.07341380297603119,1.3547908631908046,-0.05418829206090668,-1.1329169380402959e-07,0.0,0.0
0.45,LRa0p45_1216,0,1,centered,1.9335914412363946,3.639960795753701,1.7063693545173066,0.8824870229184529,1.1928190566297754,0.15,0.08033214172696683,65.86962356146118,66.1140816431723,1.4619112728061736,-0.24445808171111594,-0.16721813851388725,0.24445772691403064,1.4619112665389744,-0.16721789653675498,3.610643015683479e-07,0.0,0.0
0.45,LRa0p45_1216,0,2,centered,1.8325152574511907,2.943529373689497,1.111014116238306,0.6062782351856615,1.1694755503620216,0.16,-0.05574708376858412,46.058232574553166,46.27329461224533,0.895952078546156,-0.2150620376921637,-0.24003743374438138,0.21506345481978187,0.8959520737894593,-0.24003901671901243,-1.412370935094387e-06,0.0,0.0
0.45,LRa0p45_1216,0,3,centered,1.840627705752085,3.265391192377085,1.424763486625,0.7740639142682242,1.1630027213591747,0.16,0.25618452868198377,66.60323380815656,66.6203084396283,1.4076888551533175,-0.017074631471743373,-0.012129549373951462,0.01707394422077515,1.4076888608459754,-0.012129061112634124,6.815582493935324e-07,0.0,0.0
0.45,LRa0p45_1216,0,4,centered,1.8600358624735391,3.7229283848532755,1.8628925223797363,1.0015358090474655,1.2115013447431164,0.19,0.32650488750187023,81.54479648534796,81.36068510175932,2.047003905968375,0.1841113835886432,0.08994188191426324,-0.18410918534392448,2.0470039038475685,0.08994080812345842,-2.196123907616254e-06,0.0,0.0
0.45,LRa0p45_1216,0,5,centered,1.923643199723562,3.81477589917297,1.8911326994494084,0.9830995164390021,1.1722456773304997,0.15,0.14748608220782183,72.99702115029953,73.26738655088627,1.620767298862647,-0.27036540058674063,-0.1668132129618275,0.27036356647486687,1.6207672962297712,-0.1668120816009717,1.8367447702782869e-06,0.0,0.0
0.45,LRa0p45_1216,0,6,centered,1.9328724035805303,3.7512706356711463,1.8183982320906156,0.940775101720187,1.261812995995667,0.2,0.2786081969233915,92.58671090978604,92.16757071282741,2.2375384290492537,0.41914019695862237,0.18732201043658414,-0.4191394058668875,2.237538429486135,0.18732165684552984,-7.915286319715165e-07,0.0,0.0
0.45,LRa0p45_1216,0,7,centered,1.8633102719202972,3.3441132038617867,1.4808029319414897,0.7947162392956694,1.2040293337899919,0.12,0.16413231176949597,67.72137985659384,67.7369118241657,1.4652709643695832,-0.01553196757186015,-0.010600065072976185,0.01553330906826105,1.465270960879585,-0.010600980626092929,-1.3380063563772637e-06,0.0,0.0
0.45,LRa0p45_1216,0,8,centered,1.9022839130768252,3.5751006429267056,1.6728167298498797,0.8793727993757795,1.1800451226204003,0.18,0.1574530464996623,64.60781081510108,64.6964104731858,1.5842170717651707,-0.0885996580847177,-0.05592646340188592,0.08860039603391481,1.5842170671594547,-0.05592692937766274,-7.333434897116575e-07,0.0,0.0
0.45,LRa0p45_1216,0,9,centered,1.9582378968139655,4.28177679100351,2.3235388941895447,1.1865457705470415,1.2668720240346287,0.2,0.4876123424982506,115.60618443664727,114.54943655077551,3.3802867800613035,1.0567478858717578,0.3126207788359877,-1.0567460847733376,3.380286802931587,0.31262024389672033,-1.823968704517398e-06,0.0,0.0
