a,start,seed,geometry,phase_start,phase_end,nupdates,erosion,recovery,injection,inward,net,self_linear,rest_linear
0.8,0,2,variance,100,1000,900,0.07475574992100689,0.072667931801454,0.0009254717711779532,0.0020878181195528867,-0.0011623463483749347,-0.012408835257862289,0.010321021057540023
0.8,0,2,variance,1000,10000,9000,0.7455881496939505,0.7376024499042648,0.008802481670426545,0.007985699789685663,0.0008167818807408578,-0.14165388250879596,0.1336681942211345
0.8,0,3,variance,0,20,20,0.0025643631056332244,0.002162772157913097,5.9328593637514036e-05,0.0004015909477201275,-0.00034226235408261335,-0.00021956340154664499,-0.0001820275572216647
0.8,0,3,variance,20,100,80,0.0063626059668117465,0.005774316093336569,0.00011222810505417337,0.0005882898734751773,-0.00047606176842100376,-0.0007466709381351502,0.00015838090396105096
0.8,0,3,variance,100,1000,900,0.0563266794113074,0.054275354926128117,0.0008851402321430078,0.002051324485179286,-0.00116618425303628,-0.006120897399105636,0.00406957644254331
0.8,0,3,variance,1000,10000,9000,0.5124570625443433,0.500763169482824,0.007247340597690351,0.011693893061519356,-0.004446552463828968,-0.05960761344564497,0.04791372319147949
0.8,0,4,variance,0,20,20,0.002619060019066374,0.0021840267627245367,8.855106218589796e-05,0.0004350332563418371,-0.0003464821941559391,-0.00017519071342691586,-0.0002598423732012184
0.8,0,4,variance,20,100,80,0.006425850385783428,0.005948659934644646,0.00014795599311087467,0.0004771904511387823,-0.00032923445802790757,-0.000532247962516531,5.50588888197395e-05
0.8,0,4,variance,100,1000,900,0.06772174251261667,0.06586894645688217,0.0016526708435384957,0.0018527960557345041,-0.0002001252121960062,-0.005627553320762199,0.003774759472332212
0.8,0,4,variance,1000,10000,9000,0.5799695754909502,0.5652194008021942,0.01133989543050649,0.014750174688755946,-0.003410279258249438,-0.06170567874737778,0.04695550900354361
0.8,0,5,variance,0,20,20,0.0021707158546578524,0.0017256323988157484,5.7152740363337475e-05,0.00044508345584210406,-0.0003879307154787666,-0.0001304216834885799,-0.0003146614156039671
0.8,0,5,variance,20,100,80,0.00601188214287563,0.005638389583121455,0.00012451224820803224,0.0003734925597541749,-0.0002489803115461424,-0.0004692700268718943,9.577861956789637e-05
0.8,0,5,variance,100,1000,900,0.06362808207375663,0.06104291437335274,0.0013248944191385653,0.002585167700403887,-0.0012602732812653228,-0.003993362911992327,0.001408190947651786
0.8,0,5,variance,1000,10000,9000,0.5615151958909956,0.5451297655971789,0.010201211639628614,0.016385430293816783,-0.006184218654188167,-0.03838821109698354,0.022002778816248316
0.8,0,6,variance,0,20,20,0.0018889011829890147,0.0017555173868608186,4.4644539974899986e-05,0.00013338379612819608,-8.873925615329606e-05,-0.00020338143698641885,6.999746648950283e-05
0.8,0,6,variance,20,100,80,0.006188294226745247,0.006234836188655723,0.0001219984497392817,-4.654196191047552e-05,0.00016854041164975683,-0.0008411761271299286,0.0008877166271681263
0.8,0,6,variance,100,1000,900,0.06349945435981744,0.061673799362035785,0.0010298183296415919,0.001825654997781652,-0.0007958366681400653,-0.008855833143648547,0.007030175765081373
0.8,0,6,variance,1000,10000,9000,0.5868044540180261,0.5741381243635448,0.008227701222526779,0.012666329654481223,-0.004438628431954417,-0.09431064411198277,0.08164430871348219
0.8,0,7,variance,0,20,20,0.002610843605724808,0.002201223385391362,6.607137697487461e-05,0.0004096202203334458,-0.0003435488433585713,-0.00023835786998015838,-0.0001712624266573685
0.8,0,7,variance,20,100,80,0.008780788732035147,0.00855369019402896,0.00021230414765374775,0.0002270985380061867,-1.4794390352438139e-05,-0.0009257424830028772,0.000698642276655236
0.8,0,7,variance,100,1000,900,0.08183313684228304,0.08014419015805282,0.0015083537879439957,0.0016889466842302109,-0.0001805928962862191,-0.0085828309696562,0.0068938806506692015
0.8,0,7,variance,1000,10000,9000,0.7368941095493853,0.7226883279103545,0.011394279693130272,0.014205781639030746,-0.0028115019459005186,-0.0931038683741094,0.07889810790265837
0.8,0,8,variance,0,20,20,0.0022084857921704387,0.001863147748443092,5.329256656293155e-05,0.00034533804372734677,-0.0002920454771644153,-0.00023772457000203947,-0.00010761309898116124
0.8,0,8,variance,20,100,80,0.005892989374829275,0.005242186779896049,0.0001286071092124281,0.0006508025949332258,-0.0005221954857207974,-0.0007085504607739813,5.774668026016028e-05
0.8,0,8,variance,100,1000,900,0.053093203960429144,0.05078568712986938,0.0008383494557154042,0.0023075168305597624,-0.0014691673748443573,-0.006699589394469038,0.004392069211984432
0.8,0,8,variance,1000,10000,9000,0.47548076453650145,0.4635835034355321,0.00665045149654952,0.011897261100969336,-0.005246809604419811,-0.07654731361553939,0.06465008528376519
0.8,0,9,variance,0,20,20,0.002182384475214946,0.0016340356709820165,5.4406449786720355e-05,0.0005483488042329293,-0.000493942354446209,-0.00012698057215748123,-0.00042136836456837964
0.8,0,9,variance,20,100,80,0.006265549082654554,0.005995327844024706,0.00015977910849137626,0.00027022123862984783,-0.0001104421301384717,-0.000444018170101337,0.00017379717790600674
0.8,0,9,variance,100,1000,900,0.06612476491394123,0.06416160809787294,0.0016066130675289991,0.00196315681606829,-0.00035654374853928694,-0.003760199237915043,0.0017970458923460947
0.8,0,9,variance,1000,10000,9000,0.5777558885106561,0.5599517734961027,0.010989941966369071,0.017804115014553368,-0.006814173048184324,-0.04347282395223312,0.025668716864444614
0.35,1000000,0,full,0,20,20,0.11319891591987571,0.08537649379456176,0.015325190140150116,0.027822422125313953,-0.012497231985163837,0.0,0.0
0.35,1000000,0,full,20,100,80,0.2864054256299009,0.23778442112000886,0.02505090158324616,0.04862100450989204,-0.023570102926645853,0.0,0.0
0.35,1000000,0,full,100,1000,900,1.2795592980989299,1.2007887088678602,0.052797649935016976,0.07877058923106972,-0.02597293929605282,0.0,0.0
0.35,1000000,0,full,1000,10000,9000,2.6939304505107464,2.6970837155578105,0.05035631263933739,-0.0031532650470640355,0.05350957768640141,0.0,0.0
0.35,1000000,1,full,0,20,20,0.08204695354091601,0.06506744965735739,0.009603773994348499,0.016979503883558622,-0.00737572988921012,0.0,0.0
0.35,1000000,1,full,20,100,80,0.2481318470018598,0.20154696565872157,0.020771360316686076,0.046584881343138235,-0.025813521026452152,0.0,0.0
0.35,1000000,1,full,100,1000,900,1.0506440395012688,0.989360711489075,0.03734275003727681,0.06128332801219383,-0.02394057797491711,0.0,0.0
0.35,1000000,1,full,1000,10000,9000,2.0486190927819576,2.0581065183313454,0.035280612893642024,-0.009487425549387751,0.04476803844302957,0.0,0.0
0.35,1000000,2,full,0,20,20,0.12183042525584054,0.09010807419743852,0.019723841605130143,0.031722351058402015,-0.011998509453271869,0.0,0.0
0.35,1000000,2,full,20,100,80,0.27457830771676683,0.22474110885877532,0.02419871973557438,0.04983719885799151,-0.025638479122417124,0.0,0.0
0.35,1000000,2,full,100,1000,900,1.316876916400302,1.2375224161905751,0.05700132997430198,0.0793545002097269,-0.022353170235424935,0.0,0.0
0.35,1000000,2,full,1000,10000,9000,3.018161109972306,3.020101031107977,0.0703405827878826,-0.0019399211356709856,0.07228050392355367,0.0,0.0
0.35,1000000,3,full,0,20,20,0.07129044202419313,0.05904998772962859,0.0070762254990418185,0.012240454294564537,-0.005164228795522724,0.0,0.0
0.35,1000000,3,full,20,100,80,0.23432589884023702,0.19964475027862064,0.01599643766547353,0.03468114856161639,-0.018684710896142848,0.0,0.0
0.35,1000000,3,full,100,1000,900,1.1238433680591728,1.0612199167700438,0.036774409241678005,0.06262345128912905,-0.025849042047451087,0.0,0.0
0.35,1000000,3,full,1000,10000,9000,2.4165219788334693,2.4210860403580376,0.03508501936092505,-0.004564061524568341,0.03964908088549324,0.0,0.0
0.35,1000000,4,full,0,20,20,0.11692736706668112,0.08764958995476162,0.01501928769711717,0.029277777111919506,-0.01425848941480233,0.0,0.0
0.35,1000000,4,full,20,100,80,0.25116630810518986,0.21018423979243414,0.017818557731782685,0.04098206831275572,-0.023163510580973046,0.0,0.0
0.35,1000000,4,full,100,1000,900,1.2144264876964168,1.1438551144930824,0.044307750717314805,0.0705713732033344,-0.026263622486019544,0.0,0.0
0.35,1000000,4,full,1000,10000,9000,3.0410277715596923,3.026686890337495,0.06592720221704917,0.014340881222197233,0.05158632099485194,0.0,0.0
0.35,1000000,5,full,0,20,20,0.0843042735489947,0.06667512366820173,0.009482836901318676,0.017629149880792963,-0.008146312979474282,0.0,0.0
0.35,1000000,5,full,20,100,80,0.22542894794825244,0.18547900521766655,0.01846553900159363,0.039949942730585886,-0.02148440372899227,0.0,0.0
0.35,1000000,5,full,100,1000,900,0.9756957455776112,0.9229900821136114,0.03528365024914546,0.05270566346399974,-0.01742201321485426,0.0,0.0
0.35,1000000,5,full,1000,10000,9000,1.7443799202336756,1.7570069254232135,0.02596501747142087,-0.012627005189537854,0.038592022660958625,0.0,0.0
0.35,1000000,6,full,0,20,20,0.09191661729886036,0.07213107512802153,0.011128906452468926,0.019785542170838832,-0.008656635718369901,0.0,0.0
0.35,1000000,6,full,20,100,80,0.2530424395316639,0.20612200877455047,0.023101732589655262,0.04692043075711341,-0.023818698167458158,0.0,0.0
0.35,1000000,6,full,100,1000,900,1.1349118059763321,1.0669939899349103,0.045951989280271804,0.06791781604142177,-0.021965826761149998,0.0,0.0
0.35,1000000,6,full,1000,10000,9000,2.6018483404339103,2.5999696576143285,0.05482157193682262,0.0018786828195818117,0.05294288911724099,0.0,0.0
0.35,1000000,7,full,0,20,20,0.10561004469069626,0.08038727882809467,0.015381140443470692,0.025222765862601595,-0.009841625419130903,0.0,0.0
0.35,1000000,7,full,20,100,80,0.3015964997334893,0.2412389635729762,0.02926686436060174,0.06035753616051309,-0.031090671799911374,0.0,0.0
0.35,1000000,7,full,100,1000,900,1.2606064941477801,1.1897514000996376,0.05310249368261745,0.0708550940481425,-0.017752600365525062,0.0,0.0
0.35,1000000,7,full,1000,10000,9000,2.9432578769501347,2.938206210268091,0.07368997731171736,0.0050516666820437095,0.06863831062967352,0.0,0.0
0.35,1000000,8,full,0,20,20,0.1193829442241251,0.08668315131802999,0.01706198581405683,0.03269979290609511,-0.01563780709203827,0.0,0.0
0.35,1000000,8,full,20,100,80,0.25899881241489936,0.2138027428143951,0.020352755675656625,0.04519606960050426,-0.02484331392484765,0.0,0.0
0.35,1000000,8,full,100,1000,900,1.2032619917095324,1.127130931339265,0.04551980728742532,0.0761310603702674,-0.030611253082842182,0.0,0.0
0.35,1000000,8,full,1000,10000,9000,2.368406933498763,2.3691886483104976,0.04632949694905393,-0.0007817148117346129,0.047111211760788585,0.0,0.0
0.35,1000000,9,full,0,20,20,0.18354141262145932,0.13366474568519834,0.03288675729543586,0.04987666693626097,-0.016989909640825113,0.0,0.0
0.35,1000000,9,full,20,100,80,0.438481095202496,0.3330062366775563,0.05211065410754586,0.10547485852493971,-0.05336420441739387,0.0,0.0
0.35,1000000,9,full,100,1000,900,1.830409401724247,1.697070162986631,0.09649955454683545,0.133339238737616,-0.03683968419078054,0.0,0.0
0.35,1000000,9,full,1000,10000,9000,5.414416209542092,5.344229011798857,0.1721370774598939,0.0701871977432349,0.10194987971665892,0.0,0.0
0.35,1000000,0,centered,0,20,20,0.10688577701436035,0.08502835347967763,0.006814839912230771,0.021857423534682716,-0.01504258362245195,0.0,0.0
0.35,1000000,0,centered,20,100,80,0.2673706430164689,0.22837391223992354,0.011584347453604791,0.03899673077654536,-0.027412383322940576,0.0,0.0
0.35,1000000,0,centered,100,1000,900,1.1562020479754183,1.1056647236307406,0.024333907647645085,0.050537324344677614,-0.026203416697032633,0.0,0.0
0.35,1000000,0,centered,1000,10000,9000,2.532045434165945,2.5658987110402722,0.023068892166262463,-0.033853276874327154,0.056922169040589665,0.0,0.0
0.35,1000000,1,centered,0,20,20,0.0833229350204183,0.07025375235796208,0.004356601116904058,0.013069182662456227,-0.00871258154555217,0.0,0.0
0.35,1000000,1,centered,20,100,80,0.24734482637408722,0.20705640681140056,0.009592180037461009,0.04028841956268667,-0.030696239525225655,0.0,0.0
0.35,1000000,1,centered,100,1000,900,1.0335822944263815,0.9943986607915821,0.017150669351245172,0.039183633634799375,-0.02203296428355417,0.0,0.0
0.35,1000000,1,centered,1000,10000,9000,2.0957406639802176,2.127692587682928,0.01604868194035254,-0.03195192370271016,0.048000605643062855,0.0,0.0
0.35,1000000,2,centered,0,20,20,0.12125932505667117,0.09555544836149253,0.009139637697501627,0.025703876695178637,-0.016564238997677005,0.0,0.0
0.35,1000000,2,centered,20,100,80,0.2573961402206359,0.21534909110376263,0.011137281521483161,0.042047049116873264,-0.030909767595390103,0.0,0.0
0.35,1000000,2,centered,100,1000,900,1.1904888701799223,1.1439516431727845,0.026155383702441498,0.046537227007137805,-0.02038184330469628,0.0,0.0
0.35,1000000,2,centered,1000,10000,9000,2.9571301940340993,3.0021165437394095,0.032126564051537417,-0.044986349705310236,0.07711291375684759,0.0,0.0
0.35,1000000,3,centered,0,20,20,0.06367512093570664,0.05463679813356957,0.0033377099883245215,0.009038322802137067,-0.005700612813812546,0.0,0.0
0.35,1000000,3,centered,20,100,80,0.20565078286812502,0.17771064671725667,0.007592901003948877,0.02794013615086835,-0.020347235146919468,0.0,0.0
0.35,1000000,3,centered,100,1000,900,0.9482620596877069,0.9054040524561439,0.017293870894471174,0.04285800723156308,-0.02556413633709187,0.0,0.0
0.35,1000000,3,centered,1000,10000,9000,2.1277583628821986,2.1530875399939777,0.01642308467606205,-0.025329177111779178,0.041752261787841416,0.0,0.0
0.35,1000000,4,centered,0,20,20,0.10470337406682925,0.08254797341084924,0.006857010916776422,0.022155400655980012,-0.015298389739203583,0.0,0.0
0.35,1000000,4,centered,20,100,80,0.2234231501260071,0.19022938756423913,0.00819627729633164,0.03319376256176798,-0.024997485265436353,0.0,0.0
0.35,1000000,4,centered,100,1000,900,1.0712432852859854,1.0255825467204092,0.020691044009623558,0.045660738565576287,-0.02496969455595277,0.0,0.0
0.35,1000000,4,centered,1000,10000,9000,2.830181403361433,2.8551587004682544,0.030524976208544486,-0.024977297106821172,0.05550227331536561,0.0,0.0
0.35,1000000,5,centered,0,20,20,0.07955854131851046,0.06680556711128073,0.004437879542401375,0.012752974207229734,-0.008315094664828354,0.0,0.0
0.35,1000000,5,centered,20,100,80,0.21419915591114008,0.1813993230430678,0.008637238371510848,0.03279983286807228,-0.02416259449656144,0.0,0.0
0.35,1000000,5,centered,100,1000,900,0.8961547194348609,0.8642718094325659,0.016317161141896474,0.03188291000229504,-0.01556574886039852,0.0,0.0
0.35,1000000,5,centered,1000,10000,9000,1.6477214023003444,1.6767582315623113,0.01193790908421773,-0.029036829261966934,0.0409747383461847,0.0,0.0
0.35,1000000,6,centered,0,20,20,0.08865814328739993,0.07370605556285251,0.004965177475764666,0.014952087724547425,-0.00998691024878276,0.0,0.0
0.35,1000000,6,centered,20,100,80,0.23996334899860994,0.2031881991960919,0.010292986707831674,0.03677514980251803,-0.026482163094686345,0.0,0.0
0.35,1000000,6,centered,100,1000,900,1.0644703439110166,1.0238088877625484,0.020488786529766677,0.04066145614846817,-0.020172669618701455,0.0,0.0
0.35,1000000,6,centered,1000,10000,9000,2.549178041919068,2.582219803313282,0.02450235452777524,-0.033041761394213776,0.057544115921988936,0.0,0.0
0.35,1000000,7,centered,0,20,20,0.09839222382769935,0.07845690893722898,0.007147675369397638,0.019935314890470374,-0.01278763952107273,0.0,0.0
0.35,1000000,7,centered,20,100,80,0.2771421689786985,0.22755485964435276,0.013490049567245047,0.049587309334345714,-0.03609725976710065,0.0,0.0
0.35,1000000,7,centered,100,1000,900,1.1352033228633296,1.096913469282134,0.024619659521215795,0.03828985358119552,-0.013670194059979712,0.0,0.0
0.35,1000000,7,centered,1000,10000,9000,2.7835762350321485,2.820298644548628,0.034103830819119725,-0.03672240951647954,0.07082624033559926,0.0,0.0
0.35,1000000,8,centered,0,20,20,0.11946834351216966,0.09181071856201897,0.0072316807366292046,0.027657624950150686,-0.02042594421352148,0.0,0.0
0.35,1000000,8,centered,20,100,80,0.24793373589445192,0.2141064620519692,0.008264706242847208,0.033827273842482714,-0.025562567599635516,0.0,0.0
0.35,1000000,8,centered,100,1000,900,1.1542816870781167,1.1084036900696865,0.01873688005918093,0.045877997008430205,-0.027141116949249255,0.0,0.0
0.35,1000000,8,centered,1000,10000,9000,2.4295680936329953,2.460025106862755,0.018671966094848117,-0.03045701322975969,0.04912897932460769,0.0,0.0
0.35,1000000,9,centered,0,20,20,0.17671893776238312,0.14063756649301354,0.012720947496972728,0.03608137126936958,-0.02336042377239686,0.0,0.0
0.35,1000000,9,centered,20,100,80,0.4047976312505191,0.32490606496373586,0.019981737960979334,0.07989156628678323,-0.05990982832580388,0.0,0.0
0.35,1000000,9,centered,100,1000,900,1.6850589613181637,1.6171127254546835,0.03645607990860393,0.06794623586348014,-0.03149015595487614,0.0,0.0
0.35,1000000,9,centered,1000,10000,9000,5.324250744710726,5.3667139279171625,0.06487245167302304,-0.04246318320643638,0.10733563487945919,0.0,0.0
0.35,1000000,0,variance,0,20,20,0.029017549060815568,0.024312932918887593,0.0008568371399128921,0.004704616141927975,-0.0038477790020150816,-0.010207561798972004,0.005502943864458019
0.35,1000000,0,variance,20,100,80,0.07081991470466217,0.06329692315971344,0.00132321228286532,0.007522991544948732,-0.006199779262083413,-0.028552193448882195,0.02102919170971852
0.35,1000000,0,variance,100,1000,900,0.31958911278760466,0.3116853042784586,0.0027961336462993466,0.00790380850914607,-0.005107674862846745,-0.2248528997855625,0.21694907181035009
0.35,1000000,0,variance,1000,10000,9000,0.7103802326505659,0.721354619472843,0.002723534634007368,-0.010974386822277027,0.013697921456284345,-4.041659365653862,4.052633671503015
0.35,1000000,1,variance,0,20,20,0.023290901809127754,0.02082531799606558,0.000683438272917613,0.0024655838130621735,-0.00178214554014456,-0.009502646398640438,0.007037056091103644
0.35,1000000,1,variance,20,100,80,0.07133821077542854,0.062143576274276816,0.0014429094865296382,0.009194634501151724,-0.007751725014622082,-0.025514568442434916,0.016319952345759677
0.35,1000000,1,variance,100,1000,900,0.30129746482312797,0.2924209785073359,0.0026444687033077363,0.008876486315792076,-0.00623201761248432,-0.21164986856628643,0.2027733604251821
0.35,1000000,1,variance,1000,10000,9000,0.61612812070746,0.624153880817955,0.002577335099029467,-0.00802576011049494,0.010603095209524405,-3.691623190415517,3.699649066415252
0.35,1000000,2,variance,0,20,20,0.03149885468566532,0.026696657997014463,0.001404595808305386,0.00480219668865086,-0.0033976008803454742,-0.010458360569153646,0.0056561599658280885
0.35,1000000,2,variance,20,100,80,0.07135818994464596,0.06257912549206192,0.0017591558181974977,0.008779064452584043,-0.0070199086343865486,-0.033659053176720945,0.024879991810796274
0.35,1000000,2,variance,100,1000,900,0.3366767626950572,0.32701610637071754,0.004118012302202613,0.009660656324339656,-0.005542644022137055,-0.2872319190520523,0.2775712546542554
0.35,1000000,2,variance,1000,10000,9000,0.8297773004706321,0.8429108666167895,0.00518330834659585,-0.01313356614615735,0.01831687449275321,-4.64312448859397,4.656258096027838
0.35,1000000,3,variance,0,20,20,0.016452511021477906,0.014768455572496657,0.00041221634939597686,0.0016840554489812483,-0.0012718390995852709,-0.007879111104387125,0.006195057255127625
0.35,1000000,3,variance,20,100,80,0.05396547962521501,0.0482883189713157,0.0008994541727619286,0.00567716065389931,-0.0047777064811373796,-0.027585624732700466,0.02190846308108239
0.35,1000000,3,variance,100,1000,900,0.25569318186236994,0.24774636516113807,0.0021298537898082103,0.007946816701231874,-0.005816962911423668,-0.23501177156447722,0.22706500964549003
0.35,1000000,3,variance,1000,10000,9000,0.5747459456864842,0.5830891745132453,0.0020370863646510143,-0.008343228826761084,0.010380315191412137,-3.2861545444132303,3.29449777302014
0.35,1000000,4,variance,0,20,20,0.03058448568633454,0.024921046741402286,0.0011068415179162339,0.005663438944932254,-0.004556597427016019,-0.010574658088860284,0.004911219207845095
0.35,1000000,4,variance,20,100,80,0.06421919393102887,0.05688995740958199,0.001279303709142773,0.007329236521446882,-0.006049932812304107,-0.029202211678012492,0.021872972956521373
0.35,1000000,4,variance,100,1000,900,0.3106987825502173,0.3017727032853271,0.003038884711643508,0.008926079264890197,-0.005887194553246711,-0.2831723729881978,0.2742462957473334
0.35,1000000,4,variance,1000,10000,9000,0.8392711569395063,0.8478734872264744,0.0046128458875407145,-0.008602330286968107,0.013215176174508847,-4.344419582066087,4.353022037820742
0.35,1000000,5,variance,0,20,20,0.023621666643361044,0.0209770831991358,0.0006441938082818633,0.002644583444225246,-0.002000389635943383,-0.009274433840602388,0.0066298504462941246
0.35,1000000,5,variance,20,100,80,0.06316981665878176,0.05700136077993515,0.0012497906652547107,0.006168455878846603,-0.00491866521359189,-0.026852220747827883,0.020683775944100695
0.35,1000000,5,variance,100,1000,900,0.2775226530177981,0.2712633318655081,0.002453084374048709,0.006259321152289998,-0.0038062367782412676,-0.22392632551868358,0.21766698247638563
0.35,1000000,5,variance,1000,10000,9000,0.5204373077272689,0.5283989892754603,0.0018422861089172449,-0.007961681548191324,0.009803967657108559,-3.2989289224023124,3.306890738770003
0.35,1000000,6,variance,0,20,20,0.02208474907174707,0.019198285089009268,0.0006220459351785714,0.002886463982737803,-0.0022644180475592315,-0.009087464399168342,0.006201003205613111
0.35,1000000,6,variance,20,100,80,0.060509263170450786,0.052943333829472396,0.0012382835505043478,0.00756592934097839,-0.00632764579047404,-0.025131788463663624,0.017565862415659494
0.35,1000000,6,variance,100,1000,900,0.2652568562984371,0.25810095023040547,0.002410316485535271,0.0071559060680316255,-0.004745589582496379,-0.21329065583546686,0.20613474841972151
0.35,1000000,6,variance,1000,10000,9000,0.6538432932125631,0.6651579048774925,0.0029946951951224676,-0.01131461166492942,0.01430930686005194,-3.4743765435292757,3.485691279901437
0.35,1000000,7,variance,0,20,20,0.03094886838660902,0.027191124196214285,0.0010242186857348352,0.003757744190394735,-0.002733525504659901,-0.009822623896140237,0.006064878410361537
0.35,1000000,7,variance,20,100,80,0.08382970923115038,0.07413561611311398,0.0018960421753013302,0.009694093118036401,-0.007798050942735071,-0.02986077885903794,0.02016667792069205
0.35,1000000,7,variance,100,1000,900,0.35644173543289753,0.3505914163396125,0.0034384853202245797,0.005850319093285039,-0.002411833773060479,-0.26829041901174844,0.2624401125523946
0.35,1000000,7,variance,1000,10000,9000,0.8902314292185523,0.9036091060199354,0.004762677885621186,-0.013377676801383132,0.018140354687004367,-4.427688488520678,4.441066239085055
0.35,1000000,8,variance,0,20,20,0.02680008681112145,0.023136664061031383,0.0006896952134950952,0.003663422750090066,-0.0029737275365949722,-0.00856945854292611,0.004906029342181142
0.35,1000000,8,variance,20,100,80,0.061203400806264276,0.05346400172205965,0.0009367835426483884,0.007739399084204623,-0.006802615541556235,-0.02543495824127575,0.01769556140052307
0.35,1000000,8,variance,100,1000,900,0.27840522874112206,0.27084439403490734,0.002023679369632526,0.007560834706214714,-0.005537155336582167,-0.21270364705239722,0.20514284614553074
0.35,1000000,8,variance,1000,10000,9000,0.5838652079113432,0.5945233491935105,0.002040181363393279,-0.010658141282167244,0.012698322645560478,-3.675929553541331,3.6865878288027476
0.35,1000000,9,variance,0,20,20,0.0581368005878112,0.049776400403923476,0.0031826714357286435,0.008360400183887721,-0.005177728748159076,-0.014820364399992222,0.006459963708236751
0.35,1000000,9,variance,20,100,80,0.13775379285336123,0.11931658699708136,0.005229941486347963,0.018437205856279865,-0.013207264369931901,-0.04340182004927729,0.024964617858943362
0.35,1000000,9,variance,100,1000,900,0.601263652745752,0.582584767803662,0.009421553125511295,0.018678884942090024,-0.009257331816578729,-0.37394224857863184,0.3552633411658691
0.35,1000000,9,variance,1000,10000,9000,1.9085801978464325,1.9165199214316868,0.017452688364548333,-0.007939723585254299,0.025392411949802574,-6.756682129827719,6.764621883104465
0.4,1000000,0,full,0,20,20,0.1267818692646477,0.0921994947412253,0.019375237289541783,0.034582374523422416,-0.015207137233880633,0.0,0.0
0.4,1000000,0,full,20,100,80,0.28380787941486874,0.2315979013637052,0.026316289486478385,0.052209978051163536,-0.025893688564685158,0.0,0.0
0.4,1000000,0,full,100,1000,900,1.2615910773803525,1.1736503022320084,0.055313498937341575,0.08794077514834409,-0.032627276211002476,0.0,0.0
0.4,1000000,0,full,1000,10000,9000,3.662829350313566,3.6441373933723007,0.08247953363403408,0.018691956941265353,0.06378757669276869,0.0,0.0
0.4,1000000,1,full,0,20,20,0.09246871023200763,0.07014269378520811,0.013011000003137586,0.022326016446799518,-0.009315016443661936,0.0,0.0
0.4,1000000,1,full,20,100,80,0.2571907935202114,0.20458183965234727,0.023745080553812505,0.05260895386786413,-0.02886387331405163,0.0,0.0
0.4,1000000,1,full,100,1000,900,1.0978632138221402,1.0191399965807504,0.04336386510724855,0.07872321724138986,-0.03535935213414132,0.0,0.0
0.4,1000000,1,full,1000,10000,9000,3.297363609738987,3.282635243988809,0.07341726257677292,0.014728365750177996,0.05868889682659484,0.0,0.0
0.4,1000000,2,full,0,20,20,0.12730156198081485,0.09168189686287903,0.022850810927738257,0.03561966511793582,-0.012768854190197562,0.0,0.0
0.4,1000000,2,full,20,100,80,0.27045760051785395,0.215671503766651,0.02579778929121998,0.05478609675120294,-0.02898830745998296,0.0,0.0
0.4,1000000,2,full,100,1000,900,1.2745832469553235,1.1806429191489265,0.05984787204031481,0.09394032780639705,-0.03409245576608222,0.0,0.0
0.4,1000000,2,full,1000,10000,9000,3.8049539142991975,3.7891691368974563,0.10865300134800686,0.015784777401741223,0.0928682239462657,0.0,0.0
0.4,1000000,3,full,0,20,20,0.06826794046096674,0.05474312376418226,0.00764309372062405,0.01352481669678448,-0.005881722976160429,0.0,0.0
0.4,1000000,3,full,20,100,80,0.228045801839354,0.1885040732733799,0.018484594836786782,0.0395417285659741,-0.021057133729187327,0.0,0.0
0.4,1000000,3,full,100,1000,900,0.9910935038271121,0.929128355882497,0.035989303107649716,0.06196514794461516,-0.025975844836965467,0.0,0.0
0.4,1000000,3,full,1000,10000,9000,2.560754468289456,2.5585318341567076,0.046136333129971244,0.002222634132748258,0.04391369899722308,0.0,0.0
0.4,1000000,4,full,0,20,20,0.11215534543350925,0.07966525759323292,0.018237408442984472,0.03249008784027632,-0.014252679397291856,0.0,0.0
0.4,1000000,4,full,20,100,80,0.23697799760924515,0.1918729517959097,0.019952753170845515,0.04510504581333544,-0.025152292642489915,0.0,0.0
0.4,1000000,4,full,100,1000,900,1.1465131453845159,1.061311769616616,0.04921393727824096,0.08520137576789977,-0.035987438489658796,0.0,0.0
0.4,1000000,4,full,1000,10000,9000,3.904872362849944,3.851593824760632,0.1150560213015275,0.05327853808931193,0.06177748321221577,0.0,0.0
0.4,1000000,5,full,0,20,20,0.08688650973498077,0.06651631898243932,0.011232359131049918,0.020370190752541456,-0.009137831621491538,0.0,0.0
0.4,1000000,5,full,20,100,80,0.22446346272866613,0.1806215676058372,0.020230614707501753,0.04384189512282893,-0.023611280415327174,0.0,0.0
0.4,1000000,5,full,100,1000,900,0.985144458178192,0.9151444766656167,0.04072541465496897,0.06999998151257525,-0.02927456685760632,0.0,0.0
0.4,1000000,5,full,1000,10000,9000,2.9950729963866625,2.9778825648462983,0.06094119972183458,0.01719043154036415,0.04375076818147061,0.0,0.0
0.4,1000000,6,full,0,20,20,0.07970485114328366,0.06355378772051874,0.009378759041246586,0.016151063422764914,-0.006772304381518324,0.0,0.0
0.4,1000000,6,full,20,100,80,0.26312733436476526,0.2051519938810967,0.028288642698324352,0.057975340483668564,-0.029686697785344218,0.0,0.0
0.4,1000000,6,full,100,1000,900,1.131271157219388,1.04905060997769,0.04991336604607132,0.08222054724169814,-0.03230718119562681,0.0,0.0
0.4,1000000,6,full,1000,10000,9000,3.68941240392696,3.658902775399678,0.09747683818466574,0.030509628527281674,0.0669672096573839,0.0,0.0
