a,start,seed,geometry,phase,expected_linear,expected_injection,fullbatch_injection,noise_injection,expected_net,q,self_variance_rate
0.35,1000000,8,full,0,-0.0005027218000693447,0.0005269546288026428,0.00015642899547620054,0.00037052563332644215,2.4232828733298157e-05,-0.02020344334137748,-0.04400652891447795
0.35,1000000,8,full,20,-0.0008448255900192454,0.00048644758130536993,0.00015417115186256735,0.00033227642944280255,-0.0003583780087138756,-0.03303101936195592,-0.038250663636729146
0.35,1000000,8,full,100,-0.0007331124933485304,0.00019604759405143456,7.02356706568647e-05,0.00012581192339456985,-0.0005370648992970957,-0.04284998060373465,-0.02710091417980319
0.35,1000000,8,full,1000,-4.872260350063549e-06,2.6955131887112144e-05,6.60296228621323e-06,2.0352169600898915e-05,2.2082871537048588e-05,-0.03389475360356606,-0.026416689711852723
0.35,1000000,8,full,5000,1.4178954461270248e-05,2.189695971732142e-06,8.002651875419745e-07,1.3894307841901668e-06,1.636865043300239e-05,-0.02358378504686653,-0.04236290504963933
0.35,1000000,8,full,9999,5.772865266695995e-07,1.5238528411726046e-08,3.5669429246566545e-09,1.1671585487069389e-08,5.925250550813254e-07,-0.02204146025621118,-0.045110731959498294
0.35,1000000,9,full,0,-0.0009528901250978344,0.001025369507347344,0.0001472458056830668,0.0008781237016642772,7.247938224950937e-05,-0.007259160491741589,-0.08845446349669726
0.35,1000000,9,full,20,-0.004682406187533168,0.0023410936765713534,0.0011294693943567488,0.0012116242822146045,-0.0023413125109618136,-0.022344422180115578,-0.0732589909311187
0.35,1000000,9,full,100,-0.00043194279608072726,0.00020932466911972639,2.293893162893057e-05,0.0001863857374907958,-0.00022261812696100085,-0.04478754443407731,-0.04473231413065328
0.35,1000000,9,full,1000,5.890341317975734e-05,8.09346112154618e-05,1.9452603101018073e-05,6.148200811444372e-05,0.00013983802439521915,-0.03286199037600107,-0.04695544658534073
0.35,1000000,9,full,5000,7.039388649166533e-06,5.439703957374588e-06,9.378377130630006e-07,4.501866244311587e-06,1.2479092606541124e-05,-0.0248199243385182,-0.07768053684751294
0.35,1000000,9,full,9999,-1.0025302796559371e-05,1.816620398738567e-06,6.36145526534525e-07,1.180474872204042e-06,-8.208682397820798e-06,-0.023851646290295805,-0.08422759055099138
0.35,1000000,0,centered,0,-0.000779221537391531,0.0003327014379402363,0.00010834823838188842,0.00022435319955834787,-0.0004465200994512947,-0.0015534403269314803,-0.053986391674316486
0.35,1000000,0,centered,20,-0.0009966212770888385,0.0003538888841982658,0.00013420403098021743,0.00021968485321804832,-0.0006427323928905729,-0.013265106604922142,-0.04396449859449911
0.35,1000000,0,centered,100,-0.00039317611769961304,7.753901459822265e-05,1.4723954897447517e-05,6.281505970077513e-05,-0.0003156371031013904,-0.03125068500430178,-0.029437489260588243
0.35,1000000,0,centered,1000,9.38475080491794e-06,1.5431232017189117e-05,3.932776817559881e-06,1.1498455199629237e-05,2.481598282210705e-05,-0.025187377026555276,-0.02772589075019751
0.35,1000000,0,centered,5000,-6.450837833830483e-06,1.046335164363959e-06,2.8253548192023386e-07,7.637996824437251e-07,-5.404502669466525e-06,-0.016444874930655218,-0.047011389965532474
0.35,1000000,0,centered,9999,-1.3706946799705052e-07,1.1022115787802677e-08,3.769201974606839e-09,7.252913813195838e-09,-1.2604735220924755e-07,-0.015059456499742743,-0.05051765477532032
0.35,1000000,1,centered,0,-0.00025901462726513145,0.00017028877717701046,3.722494620500455e-05,0.0001330638309720059,-8.872585008812091e-05,0.02071940815637062,-0.04989954008176281
0.35,1000000,1,centered,20,-0.0006408045977731309,0.00020770242909026236,5.4713026428833185e-05,0.00015298940266142918,-0.00043310216868286855,0.01465453813542254,-0.04467687633210659
0.35,1000000,1,centered,100,-0.00020037515880679075,4.941304937625936e-05,9.949743820046672e-06,3.946330555621268e-05,-0.00015096210943053138,-0.0035649128265227044,-0.02742458305168639
0.35,1000000,1,centered,1000,2.352442164383626e-05,1.2336439256530951e-05,3.2033650848233386e-06,9.133074171707612e-06,3.5860860900367215e-05,-0.0027108275311787714,-0.024321912922461608
0.35,1000000,1,centered,5000,-3.9792586314475635e-06,5.40361494302729e-07,1.3688476551378921e-07,4.0347672878893983e-07,-3.4388971371448336e-06,0.006453772687677777,-0.0427748295297215
0.35,1000000,1,centered,9999,1.6765510695436165e-07,1.774792776863451e-09,4.510073958337274e-10,1.3237853810297238e-09,1.6942989973122502e-07,0.008073501844117264,-0.04595399820930206
0.35,1000000,2,centered,0,-0.0006126211702001377,0.00024081536984776436,3.352397113119715e-05,0.0002072913987165672,-0.0003718058003523733,-0.014170211499078508,-0.0596763072103147
0.35,1000000,2,centered,20,-0.0012078150468930499,0.000451034866382492,0.0001602100136170815,0.00029082485276541055,-0.0007567801805105582,-0.02696238157180762,-0.0507341537581446
0.35,1000000,2,centered,100,3.5615602617479967e-06,7.47661853908741e-05,1.7287595847687656e-05,5.747858954318644e-05,7.832774565262215e-05,-0.041997796330268344,-0.0370478887806803
0.35,1000000,2,centered,1000,-4.1995952609156014e-05,2.074664777890086e-05,5.6707135511201935e-06,1.5075934227780665e-05,-2.1249304830255157e-05,-0.037847448786166034,-0.03408916361809803
0.35,1000000,2,centered,5000,-2.578634068998671e-05,1.8037303451517841e-06,6.515224966469468e-07,1.1522078485048372e-06,-2.398261034483494e-05,-0.02869095477060905,-0.05346740509855619
0.35,1000000,2,centered,9999,-1.318719752405385e-05,1.3572489036297797e-07,7.747473433435385e-08,5.8250156028624094e-08,-1.3051472633690874e-05,-0.02732359235424782,-0.05726930533253897
0.35,1000000,3,centered,0,-0.00023923683719724123,0.00013620854627625364,3.078276798054429e-05,0.00010542577829570938,-0.00010302829092098761,-0.03748698201222473,-0.04064704870119769
0.35,1000000,3,centered,20,-0.0004457959178073422,0.0001621076109342134,5.314948438347482e-05,0.00010895812655073857,-0.00028368830687312884,-0.04102832671384254,-0.03798346399483819
0.35,1000000,3,centered,100,-0.00019343595391293282,4.653863730543395e-05,8.19291219366574e-06,3.8345725111768216e-05,-0.00014689731660749887,-0.04883946265050842,-0.030645623519581413
0.35,1000000,3,centered,1000,4.995384552249342e-05,7.255881318329317e-06,1.086871860832439e-06,6.169009457496877e-06,5.720972684082273e-05,-0.050257177651480925,-0.026305978669079116
0.35,1000000,3,centered,5000,7.704559417456766e-06,6.915875744652235e-07,1.2700435163530692e-07,5.645832228299166e-07,8.396146991921992e-06,-0.042683954813856236,-0.03737940423706566
0.35,1000000,3,centered,9999,4.985425852626202e-07,1.4466816036155397e-08,2.7537007598718463e-09,1.171311527628355e-08,5.130094012987756e-07,-0.040807811941468104,-0.040823447124417725
0.35,1000000,4,centered,0,-0.0003493319897290536,0.00017865849586857946,2.4136477835308723e-05,0.00015452201803327077,-0.00017067349386047415,-0.013954749440389023,-0.0549218426262361
0.35,1000000,4,centered,20,-0.000830305701987632,0.00017565557664178755,5.2172342705893064e-05,0.0001234832339358945,-0.0006546501253458444,-0.022711575323881874,-0.04320241965115578
0.35,1000000,4,centered,100,-0.0001278739846913818,5.700147884557516e-05,1.032407795013069e-05,4.6677400895444487e-05,-7.087250584580664e-05,-0.03430215210756459,-0.033634741077383484
0.35,1000000,4,centered,1000,7.845499264588273e-06,1.5283475456109134e-05,4.091374463602034e-06,1.1192100992507103e-05,2.3128974720697414e-05,-0.031142191444633538,-0.03362002878440005
0.35,1000000,4,centered,5000,1.0116160947055641e-05,1.5370026279468083e-06,3.7918672448670637e-07,1.1578159034601019e-06,1.1653163575002459e-05,-0.023492083999728193,-0.0491487963164283
0.35,1000000,4,centered,9999,1.9919047135043946e-06,4.39732402336767e-08,1.8769496907080135e-08,2.5203743326596568e-08,2.035877953738072e-06,-0.021958192163290622,-0.054570688742534276
0.35,1000000,5,centered,0,-0.0002191771053199434,0.0001764436153328508,4.355351792726817e-05,0.00013289009740558263,-4.2733489987092566e-05,-0.0009126570788503428,-0.047328818386884096
0.35,1000000,5,centered,20,-0.0007013316729968823,0.00025235724715957426,8.912245757870785e-05,0.00016323478958086643,-0.000448974425837308,-0.007928504898759044,-0.03809757034079945
0.35,1000000,5,centered,100,-0.0001556636079598943,7.778192441922995e-05,2.673891019991752e-05,5.104301421931243e-05,-7.788168354066436e-05,-0.02421714826010377,-0.029191026880005935
0.35,1000000,5,centered,1000,2.864339977484054e-05,8.361564373744346e-06,1.760061045681808e-06,6.601503328062537e-06,3.70049641485849e-05,-0.020354136338419173,-0.026424154324582422
0.35,1000000,5,centered,5000,1.0973541178714572e-05,3.561858838702139e-07,9.108009955287044e-08,2.651057843173435e-07,1.1329727062584786e-05,-0.0110732874463957,-0.03790347693436212
0.35,1000000,5,centered,9999,4.870032177950226e-07,1.6824679172087025e-09,3.580920846389522e-10,1.32437583256975e-09,4.886856857122315e-07,-0.009666254682326297,-0.04027339265448561
0.35,1000000,6,centered,0,-0.0005163721757902639,0.00019687237209249316,4.7312833281098674e-05,0.00014955953881139452,-0.00031949980369777077,-0.0008285406072839496,-0.04552663302908391
0.35,1000000,6,centered,20,-0.0005417103534532861,0.00020716198607064905,5.433842007619523e-05,0.00015282356599445382,-0.00033454836738263684,-0.008365453812476529,-0.03957216287484215
0.35,1000000,6,centered,100,-0.0002545006413008648,5.507394008830624e-05,1.5598896042968873e-05,3.9475044045337375e-05,-0.00019942670121255856,-0.025091351744365862,-0.02670364842178243
0.35,1000000,6,centered,1000,1.072175301198524e-05,1.86644920061331e-05,6.523449942908344e-06,1.214104206322476e-05,2.9386245018118336e-05,-0.01907715810851158,-0.02426028695313488
0.35,1000000,6,centered,5000,-1.1610939632103063e-05,1.0877978886439997e-06,3.528621419653557e-07,7.349357466786438e-07,-1.0523141743459071e-05,-0.006689094411764324,-0.03993620465613155
0.35,1000000,6,centered,9999,-7.082159564175246e-07,6.580437038721821e-09,1.9949725248743953e-09,4.5854645138474255e-09,-7.01635519378803e-07,-0.00515165197645892,-0.043767782206259584
0.35,1000000,7,centered,0,-0.0005317657611492281,0.00021545189772352464,3.017941976458316e-05,0.00018527247795894147,-0.00031631386342570347,0.0062172725576776335,-0.05229073692936503
0.35,1000000,7,centered,20,-0.0010515364794037173,0.0002852251544115902,6.182392174556519e-05,0.000223401232666025,-0.000766311324992127,-0.005083455908990164,-0.04526661994588366
0.35,1000000,7,centered,100,-2.344647279319105e-05,5.355832524515404e-05,7.684073314638893e-06,4.587425193051515e-05,3.0111852451963002e-05,-0.024425685807460046,-0.031970624030296435
0.35,1000000,7,centered,1000,2.2807009386075257e-05,1.2310853383136466e-05,1.913220699312553e-06,1.0397632683823913e-05,3.511786276921171e-05,-0.015617442517715623,-0.03218897791091995
0.35,1000000,7,centered,5000,1.600198613034388e-05,1.0306403591953888e-06,8.223423096587098e-08,9.484061282295178e-07,1.7032626489539264e-05,-0.004176614463208325,-0.050855036091137874
0.35,1000000,7,centered,9999,-3.228328299862823e-06,2.4593551928934427e-08,1.0159674263712583e-08,1.4433877665221844e-08,-3.2037347479338897e-06,-0.002463301685659662,-0.054887076936273135
0.35,1000000,8,centered,0,-0.00024435209768564026,0.0002158339891403377,5.400074199228558e-05,0.0001618332471480521,-2.8518108545302623e-05,-0.02020344334137748,-0.04400652891447795
0.35,1000000,8,centered,20,-0.0008541389201008482,0.00019758786615657834,5.348961871002801e-05,0.0001440982474465503,-0.0006565510539442701,-0.03303101936195592,-0.038250663636729146
0.35,1000000,8,centered,100,-0.00054140770133895,8.48687220489709e-05,2.6532907062500173e-05,5.833581498647072e-05,-0.00045653897928997906,-0.04284998060373465,-0.02710091417980319
0.35,1000000,8,centered,1000,-8.89028706145132e-06,1.0743954300896405e-05,1.9724209297944576e-06,8.771533371101947e-06,1.8536672394451042e-06,-0.03389475360356606,-0.026416689711852723
0.35,1000000,8,centered,5000,5.1974044573250175e-06,8.530010769527609e-07,2.505995502227758e-07,6.024015267299851e-07,6.050405534277772e-06,-0.02358378504686653,-0.04236290504963933
0.35,1000000,8,centered,9999,8.933228946666794e-08,5.884363422327833e-09,1.2636168326398522e-09,4.620746589687982e-09,9.521665288899565e-08,-0.02204146025621118,-0.045110731959498294
0.35,1000000,9,centered,0,-0.0010686691504998287,0.00039206303337157775,4.534946517598075e-05,0.0003467135681955971,-0.0006766061171282508,-0.007259160491741589,-0.08845446349669726
0.35,1000000,9,centered,20,-0.0023759513088113557,0.000885580604896242,0.0003471874128074019,0.0005383931920888401,-0.0014903707039151132,-0.022344422180115578,-0.0732589909311187
0.35,1000000,9,centered,100,-0.000652664117649119,8.08742655384368e-05,8.314338471886863e-06,7.255992706654996e-05,-0.0005717898521106821,-0.04478754443407731,-0.04473231413065328
0.35,1000000,9,centered,1000,-9.794628132437941e-05,3.058698946398602e-05,6.215139565256481e-06,2.4371849898729543e-05,-6.735929186039341e-05,-0.03286199037600107,-0.04695544658534073
0.35,1000000,9,centered,5000,2.7921422182907268e-05,2.0720023512769798e-06,3.1221828363428526e-07,1.759784067642694e-06,2.9993424534184237e-05,-0.0248199243385182,-0.07768053684751294
0.35,1000000,9,centered,9999,-3.076372657364921e-06,6.849232211233013e-07,2.0083099723907597e-07,4.840922238842252e-07,-2.3914494362416185e-06,-0.023851646290295805,-0.08422759055099138
0.35,1000000,0,variance,0,-8.417466142917132e-05,3.8027559474462574e-05,7.624309147460664e-06,3.0403250327001908e-05,-4.61471019547087e-05,-0.0015534403269314803,-0.053986391674316486
0.35,1000000,0,variance,20,-0.00013690575486985962,4.336926454538127e-05,1.1187411799444106e-05,3.218185274593716e-05,-9.353649032447836e-05,-0.013265106604922142,-0.04396449859449911
0.35,1000000,0,variance,100,-5.855305881869184e-05,9.025675542120137e-06,1.4011890925146537e-06,7.624486449605484e-06,-4.952738327657168e-05,-0.03125068500430178,-0.029437489260588243
0.35,1000000,0,variance,1000,7.228823805103803e-06,1.9275225987632053e-06,3.632901406360647e-07,1.5642324581271405e-06,9.156346403867005e-06,-0.025187377026555276,-0.02772589075019751
0.35,1000000,0,variance,5000,-6.37687642920815e-06,1.315513103368054e-07,2.5363233122910408e-08,1.0618807721389498e-07,-6.245325118871342e-06,-0.016444874930655218,-0.047011389965532474
0.35,1000000,0,variance,9999,4.1344845862385687e-07,1.3031106176800451e-09,2.8816747077565543e-10,1.0149431469043897e-09,4.147515692415369e-07,-0.015059456499742743,-0.05051765477532032
0.35,1000000,1,variance,0,-6.051809430427256e-05,2.6664573973651334e-05,4.6627831082728e-06,2.200179086537854e-05,-3.385352033062121e-05,0.02071940815637062,-0.04989954008176281
0.35,1000000,1,variance,20,-7.507269576502825e-05,2.99187542197851e-05,5.8618734470990475e-06,2.405688077268605e-05,-4.515394154524316e-05,0.01465453813542254,-0.04467687633210659
0.35,1000000,1,variance,100,-5.091823251538488e-05,7.465886284984475e-06,1.21714963501739e-06,6.248736649967085e-06,-4.345234623040041e-05,-0.0035649128265227044,-0.02742458305168639
0.35,1000000,1,variance,1000,1.1138831438701764e-05,1.844774901722119e-06,3.641212030961285e-07,1.4806536986259906e-06,1.2983606340423887e-05,-0.0027108275311787714,-0.024321912922461608
0.35,1000000,1,variance,5000,-4.3853750135869415e-07,8.725946004755222e-08,1.79516722584543e-08,6.930778778909791e-08,-3.5127804131114135e-07,0.006453772687677777,-0.0427748295297215
0.35,1000000,1,variance,9999,3.573220149408517e-08,2.847861052836792e-10,5.923132422478961e-11,2.2555478105888957e-10,3.601698759936882e-08,0.008073501844117264,-0.04595399820930206
0.35,1000000,2,variance,0,-0.00010325727044443925,3.6314126981523324e-05,3.747786860097819e-06,3.25663401214255e-05,-6.694314346291594e-05,-0.014170211499078508,-0.0596763072103147
0.35,1000000,2,variance,20,-0.00027530631875086046,7.048711958445556e-05,2.0997997552070698e-05,4.9489122032384855e-05,-0.0002048191991664049,-0.02696238157180762,-0.0507341537581446
0.35,1000000,2,variance,100,-1.982763518400661e-05,1.2120881055018569e-05,2.4694955921190182e-06,9.651385462899551e-06,-7.706754128988032e-06,-0.041997796330268344,-0.0370478887806803
0.35,1000000,2,variance,1000,-1.6961298356875069e-06,3.182649572213439e-06,7.188758025801619e-07,2.4637737696332775e-06,1.486519736525924e-06,-0.037847448786166034,-0.03408916361809803
0.35,1000000,2,variance,5000,-4.92940876545939e-07,2.766997979302869e-07,7.527744437921244e-08,2.014223535510744e-07,-2.1624107861565375e-07,-0.02869095477060905,-0.05346740509855619
0.35,1000000,2,variance,9999,-1.9267853800226508e-06,2.4895399503876587e-08,1.2286967771624495e-08,1.2608431732252093e-08,-1.901889980518774e-06,-0.02732359235424782,-0.05726930533253897
0.35,1000000,3,variance,0,-5.8197097178034105e-05,1.56656916449856e-05,2.3751966096949334e-06,1.329049503529067e-05,-4.253140553304849e-05,-0.03748698201222473,-0.04064704870119769
0.35,1000000,3,variance,20,-0.0001341577586577203,2.059333408649853e-05,4.951317196353959e-06,1.5642016890144574e-05,-0.00011356442457122177,-0.04102832671384254,-0.03798346399483819
0.35,1000000,3,variance,100,-3.391385895886311e-05,5.702649006844321e-06,8.748772638277045e-07,4.8277717430166165e-06,-2.8211209952018785e-05,-0.04883946265050842,-0.030645623519581413
0.35,1000000,3,variance,1000,1.7290715296538523e-06,8.861861410674824e-07,1.0158049978790212e-07,7.846056412795803e-07,2.615257670721331e-06,-0.050257177651480925,-0.026305978669079116
0.35,1000000,3,variance,5000,2.569069511996745e-06,9.268693926184338e-08,1.4278023186601391e-08,7.840891607524197e-08,2.6617564512585875e-06,-0.042683954813856236,-0.03737940423706566
0.35,1000000,3,variance,9999,2.1959330512329562e-07,1.820899083564754e-09,1.9952757569877851e-10,1.6213715078659754e-09,2.2141420420686032e-07,-0.040807811941468104,-0.040823447124417725
0.35,1000000,4,variance,0,-9.498063654073898e-05,2.702304272974679e-05,3.6125713996896653e-06,2.341047133005712e-05,-6.79575938109922e-05,-0.013954749440389023,-0.0549218426262361
0.35,1000000,4,variance,20,-0.00012785108747914056,2.6362930989402713e-05,6.144567892341971e-06,2.0218363097060734e-05,-0.00010148815648973788,-0.022711575323881874,-0.04320241965115578
0.35,1000000,4,variance,100,-8.026804672792077e-05,9.385049459362106e-06,1.7864481149363712e-06,7.598601344425738e-06,-7.088299726855864e-05,-0.03430215210756459,-0.033634741077383484
0.35,1000000,4,variance,1000,7.1243769622042705e-06,2.276891486799542e-06,5.181754077667989e-07,1.758716079032743e-06,9.40126844900381e-06,-0.031142191444633538,-0.03362002878440005
0.35,1000000,4,variance,5000,2.1293542559280348e-06,2.7514687954673566e-07,6.735910074958008e-08,2.0778777879715557e-07,2.40450113547477e-06,-0.023492083999728193,-0.0491487963164283
0.35,1000000,4,variance,9999,6.366733892425693e-07,6.6349038138326265e-09,2.1972085751377658e-09,4.43769523869486e-09,6.433082930564021e-07,-0.021958192163290622,-0.054570688742534276
0.35,1000000,5,variance,0,-3.474582503410383e-05,2.4656161262203632e-05,4.34474152300156e-06,2.031141973920207e-05,-1.0089663771900184e-05,-0.0009126570788503428,-0.047328818386884096
0.35,1000000,5,variance,20,-0.0001626623869164841,4.217264401260003e-05,1.2291636182022479e-05,2.9881007830577553e-05,-0.0001204897429038841,-0.007928504898759044,-0.03809757034079945
0.35,1000000,5,variance,100,-5.801720396892141e-05,1.116553739751443e-05,2.908421954604428e-06,8.257115442910003e-06,-4.685166657140696e-05,-0.02421714826010377,-0.029191026880005935
0.35,1000000,5,variance,1000,-1.1756071270709024e-05,1.2834546016532753e-06,2.2303572097502723e-07,1.0604188806782478e-06,-1.0472616669055749e-05,-0.020354136338419173,-0.026424154324582422
0.35,1000000,5,variance,5000,1.5783393437943436e-06,5.1118541896623377e-08,1.0542560873230461e-08,4.0575981023392915e-08,1.6294578856909665e-06,-0.0110732874463957,-0.03790347693436212
0.35,1000000,5,variance,9999,1.970582786697644e-07,2.665639111053142e-10,4.218594437577038e-11,2.243779667295439e-10,1.9732484258086972e-07,-0.009666254682326297,-0.04027339265448561
0.35,1000000,6,variance,0,-6.762970401275395e-05,2.211943426883578e-05,3.347799846566652e-06,1.8771634422269127e-05,-4.551026974391813e-05,-0.0008285406072839496,-0.04552663302908391
0.35,1000000,6,variance,20,-0.0001300133244529633,2.401742886468665e-05,4.240766062728907e-06,1.9776662801957736e-05,-0.00010599589558827668,-0.008365453812476529,-0.03957216287484215
0.35,1000000,6,variance,100,-1.7891742379225492e-05,6.0502123197996216e-06,9.84308436467801e-07,5.065903883331821e-06,-1.1841530059425877e-05,-0.025091351744365862,-0.02670364842178243
0.35,1000000,6,variance,1000,-2.1229832863553735e-06,2.3716508704220168e-06,5.501515793367405e-07,1.8214992910852769e-06,2.4866758406665026e-07,-0.01907715810851158,-0.02426028695313488
0.35,1000000,6,variance,5000,-4.1065402092081323e-07,1.4240487544793506e-07,3.14718487746662e-08,1.1093302667326886e-07,-2.68249145472878e-07,-0.006689094411764324,-0.03993620465613155
0.35,1000000,6,variance,9999,-8.101982338556143e-08,9.131303834769507e-10,2.36102424140137e-10,6.770279593368136e-10,-8.010669300208436e-08,-0.00515165197645892,-0.043767782206259584
0.35,1000000,7,variance,0,-2.346034687645451e-05,2.926536053021856e-05,3.324495881735972e-06,2.594086464848259e-05,5.805013653764062e-06,0.0062172725576776335,-0.05229073692936503
0.35,1000000,7,variance,20,-9.424316113102474e-05,3.836426386063521e-05,7.289290374638658e-06,3.107497348599656e-05,-5.58788972703895e-05,-0.005083455908990164,-0.04526661994588366
0.35,1000000,7,variance,100,-7.228296490555538e-05,7.683134659345588e-06,1.0598468174512482e-06,6.62328784189434e-06,-6.459983024620979e-05,-0.024425685807460046,-0.031970624030296435
0.35,1000000,7,variance,1000,4.293622576405974e-05,1.7179001494096566e-06,2.5556991195364247e-07,1.4623302374560144e-06,4.46541259134694e-05,-0.015617442517715623,-0.03218897791091995
0.35,1000000,7,variance,5000,3.116658214537345e-07,1.4505923659836542e-07,1.1564255193351265e-08,1.3349498140501413e-07,4.5672505805210005e-07,-0.004176614463208325,-0.050855036091137874
0.35,1000000,7,variance,9999,6.459150044358854e-07,3.645487421486435e-09,1.1032002857947888e-09,2.5422871356916463e-09,6.495604918573723e-07,-0.002463301685659662,-0.054887076936273135
0.35,1000000,8,variance,0,-7.900718551808901e-05,2.4850715253160855e-05,4.103216825393488e-06,2.0747498427767365e-05,-5.4156470264928155e-05,-0.02020344334137748,-0.04400652891447795
0.35,1000000,8,variance,20,-0.00014271029079218622,2.2899068392814248e-05,3.804306545490589e-06,1.9094761847323658e-05,-0.00011981122239937196,-0.03303101936195592,-0.038250663636729146
0.35,1000000,8,variance,100,-5.9049786786218225e-05,8.176829259132126e-06,1.2841817686034757e-06,6.892647490528649e-06,-5.0872957527086094e-05,-0.04284998060373465,-0.02710091417980319
0.35,1000000,8,variance,1000,1.7854430125687001e-07,1.1673733407949069e-06,1.3686272037930433e-07,1.0305106204156025e-06,1.3459176420517801e-06,-0.03389475360356606,-0.026416689711852723
0.35,1000000,8,variance,5000,4.777736787117359e-06,8.6164680467365e-08,1.3023230713787583e-08,7.314144975357744e-08,4.863901467584725e-06,-0.02358378504686653,-0.04236290504963933
0.35,1000000,8,variance,9999,1.3978550318099279e-08,5.935746443880076e-10,5.35821465376698e-11,5.399924978503378e-10,1.4572124962487286e-08,-0.02204146025621118,-0.045110731959498294
0.35,1000000,9,variance,0,-0.0003511391528507837,9.813627865954769e-05,1.3695017960740502e-05,8.444126069880717e-05,-0.000253002874191236,-0.007259160491741589,-0.08845446349669726
0.35,1000000,9,variance,20,-0.0004249820386239703,0.00024275474000066288,0.00010007891808784894,0.00014267582191281397,-0.00018222729862330756,-0.022344422180115578,-0.0732589909311187
0.35,1000000,9,variance,100,-0.00022541336325375614,1.95953908999763e-05,2.0727263229630096e-06,1.7522664577013293e-05,-0.0002058179723537798,-0.04478754443407731,-0.04473231413065328
0.35,1000000,9,variance,1000,-5.2320262059545377e-05,8.002096066682437e-06,1.7546573350696393e-06,6.247438731612796e-06,-4.431816599286294e-05,-0.03286199037600107,-0.04695544658534073
0.35,1000000,9,variance,5000,1.1047517990765924e-05,5.379738494206361e-07,8.621952795423023e-08,4.5175432146640594e-07,1.1585491840186563e-05,-0.0248199243385182,-0.07768053684751294
0.35,1000000,9,variance,9999,-1.101667096037756e-05,1.8540902396521955e-07,5.363105362179797e-08,1.317779703434216e-07,-1.083126193641234e-05,-0.023851646290295805,-0.08422759055099138
0.4,1000000,0,full,0,-0.0007782662896520396,0.0006482235056484029,0.0002172252582724165,0.00043099824737598654,-0.00013004278400363678,-0.0021765276793657656,-0.0571146198778213
0.4,1000000,0,full,20,-0.0021699249949859688,0.0009805401423036207,0.000493977727367983,0.00048656241493563783,-0.0011893848526823476,-0.014839653954259081,-0.045444807217554346
0.4,1000000,0,full,100,-0.0004537872232457694,0.0001551841055693779,2.963691771934269e-05,0.0001255471878500352,-0.0002986031176763915,-0.03166692817704906,-0.030199694104972273
0.4,1000000,0,full,1000,-8.876133914689832e-05,4.125949564236045e-05,1.2152245493932777e-05,2.9107250148427672e-05,-4.750184350453789e-05,-0.027426565457428165,-0.027665967184081278
0.4,1000000,0,full,5000,-1.1440697151346106e-06,7.627267753520822e-06,3.122118143583222e-06,4.5051496099376e-06,6.483198038386205e-06,-0.01769651860930341,-0.049526919773158026
0.4,1000000,0,full,9999,-1.8572222907730984e-06,1.8175459557699793e-07,7.195583675166372e-08,1.097987588253342e-07,-1.6754676951961024e-06,-0.016378696983447818,-0.05531994462842225
0.4,1000000,1,full,0,-0.00036822146713605766,0.00045217234406520046,0.00014825676676112718,0.00030391557730407323,8.395087692914285e-05,-0.002406225081403459,-0.04826564766980498
0.4,1000000,1,full,20,-0.000571177530162551,0.0004242649645416262,0.00011117200894216341,0.00031309295559946284,-0.0001469125656209248,-0.010577699886080646,-0.04199454460413076
0.4,1000000,1,full,100,-0.0004076936991317076,0.00014276977674571346,4.4651202173300416e-05,9.811857457241303e-05,-0.00026492392238599405,-0.03137738656683401,-0.027722212746092774
0.4,1000000,1,full,1000,-4.186372092179224e-05,3.148313187927595e-05,8.685382205042355e-06,2.27977496742336e-05,-1.0380589042516292e-05,-0.03131414961704141,-0.02117322037328207
0.4,1000000,1,full,5000,1.3122881404522148e-05,4.42838288632799e-06,7.573522626873406e-07,3.6710306236406495e-06,1.7551264290850132e-05,-0.021367499742450797,-0.03890964141678153
0.4,1000000,1,full,9999,4.108075719221819e-07,3.937420143849223e-07,1.714104687199688e-07,2.2233154566495347e-07,8.045495863071078e-07,-0.018373347233886218,-0.045909759737136686
0.4,1000000,2,full,0,-0.00041425826059180294,0.0005191393865946984,6.615029805228734e-05,0.00045298908854241103,0.00010488112600289537,-0.007073754222830463,-0.05665699431410394
0.4,1000000,2,full,20,-0.001554652457410732,0.0008744643014408409,0.00033502155124319645,0.0005394427501976445,-0.0006801881559698914,-0.01789094743491156,-0.046336379916730425
0.4,1000000,2,full,100,-0.00024692791566766813,0.00016026968902705218,3.92809232375554e-05,0.00012098876578949681,-8.665822664061595e-05,-0.03820863187753144,-0.03172013227068303
0.4,1000000,2,full,1000,-4.0905567453920653e-05,5.2449617928237325e-05,1.650844365550274e-05,3.594117427273459e-05,1.1544050474316687e-05,-0.03540221726356688,-0.027071678328711723
0.4,1000000,2,full,5000,-9.168457092678689e-06,1.4156832054185347e-05,7.087177550374197e-06,7.069654503811149e-06,4.988374961506647e-06,-0.027083656843296215,-0.050890436656415704
0.4,1000000,2,full,9999,1.256637143314561e-06,3.1123744743953056e-07,1.1505755768540955e-07,1.9617988975412102e-07,1.5678745907540908e-06,-0.024947773283027972,-0.056703031505805496
0.4,1000000,3,full,0,-0.0003270065049320954,0.0002899571766937352,7.062564080190218e-05,0.000219331535891833,-3.7049328238360256e-05,-0.01941212281675075,-0.04200794441846637
