a,seed,horizon,geometry,mean_net,normalized_net,median_size_ratio,unit_shrink_fraction
0.35,2,110,full,2.5992240802240785,1.349769837752101,1.4351131397033214,0.15
0.35,2,110,variance,0.6870516640171761,5.686728034121937,2.491677283254093,0.02
0.35,2,200,full,2.1880960849051037,1.1362722129189244,1.4025592223968766,0.13
0.35,2,200,variance,0.6429963852720282,5.322082401468574,2.303204971060792,0.03
0.35,2,500,full,1.9026341366057096,0.98803261689023,1.350683053770798,0.17
0.35,2,500,variance,0.6347474124805891,5.253805636732271,2.414910055038747,0.03
0.35,3,1,full,0.08184141463132086,0.04175666754050536,0.9885949281985942,0.64
0.35,3,1,variance,0.03951283464563482,0.3207891939549317,1.002226980653744,0.49
0.35,3,2,full,0.3446396610611457,0.17584011484932527,1.010257870800832,0.45
0.35,3,2,variance,0.1071205464612511,0.869669667172634,1.0964651795055145,0.33
0.35,3,5,full,0.8018706183158302,0.40912592933968434,1.0650536761061924,0.34
0.35,3,5,variance,0.2147220638628515,1.7432441486076242,1.2944071488649471,0.23
0.35,3,10,full,1.4733857165043327,0.7517425963389381,1.2011875459394015,0.19
0.35,3,10,variance,0.37537234403294945,3.0475007109773653,1.699319806133977,0.12
0.35,3,20,full,2.6081990436680926,1.3307406871756664,1.4177924533000006,0.15
0.35,3,20,variance,0.6638561122824838,5.389587182773259,2.2553420173448613,0.06
0.35,3,50,full,2.814463103157757,1.4359795787132128,1.4899459420752956,0.12
0.35,3,50,variance,0.7248107632192874,5.8844540663361595,2.4250099041283715,0.02
0.35,3,100,full,2.3503428816295027,1.1991787624457455,1.4166042880401828,0.09
0.35,3,100,variance,0.653656949569687,5.30678418432995,2.4041296658361144,0.01
0.35,3,110,full,2.249853846424135,1.147907810526852,1.415740953432798,0.12
0.35,3,110,variance,0.6387950165623447,5.186125984208531,2.4145248592034467,0.01
0.35,3,200,full,2.0978948116448004,1.0703761241106156,1.3790623548629664,0.12
0.35,3,200,variance,0.6225737061039287,5.054431532177541,2.411503391148063,0.02
0.35,3,500,full,1.872373784565844,0.9553120505782723,1.3878952788514802,0.21
0.35,3,500,variance,0.6571557509718923,5.335189579480353,2.4610928152765403,0.02
0.35,4,1,full,0.2896275226033015,0.14766197831908387,0.9975608540011409,0.51
0.35,4,1,variance,0.09022102558862398,0.7603118840227332,1.0378187739677336,0.42
0.35,4,2,full,0.4156299078914353,0.2119022871037338,1.0039438743352553,0.49
0.35,4,2,variance,0.11937169064833109,1.0059707748129991,1.1057640130960187,0.36
0.35,4,5,full,1.331386127956356,0.6787860069151433,1.1542021264709972,0.26
0.35,4,5,variance,0.3493665384655085,2.944186561194496,1.5520887819157139,0.18
0.35,4,10,full,1.872035470095766,0.954427460875177,1.219526531899406,0.19
0.35,4,10,variance,0.46112912356029256,3.8860337756577814,1.762588733166567,0.15
0.35,4,20,full,2.379757009740371,1.213281199308801,1.3650856335065142,0.18
0.35,4,20,variance,0.6093760400928443,5.135342256403288,2.256759962555951,0.06
0.35,4,50,full,2.744304929026257,1.3991401483134147,1.452842779523128,0.11
0.35,4,50,variance,0.7279849694776557,6.134885078867679,2.338894472709314,0.04
0.35,4,100,full,2.6776262624011413,1.3651450923979969,1.3726561318075305,0.12
0.35,4,100,variance,0.7434312996859069,6.265054608035097,2.4690894170594673,0.03
0.35,4,110,full,2.5566332170141406,1.303458715757728,1.3894991204964078,0.09
0.35,4,110,variance,0.710645813505327,5.988764302045701,2.5878315389536457,0.03
0.35,4,200,full,2.589256609598313,1.320091232740781,1.3887060624025458,0.18
0.35,4,200,variance,0.7429575630996854,6.261062328474423,2.422910024844297,0.02
0.35,4,500,full,2.159628673561999,1.1010522739911344,1.3354144666616712,0.17
0.35,4,500,variance,0.7044915564494373,5.93690106122799,2.280731335375484,0.04
0.35,5,1,full,0.23203123720369376,0.114406277243112,1.015939199661181,0.46
0.35,5,1,variance,0.06704255210311674,0.5007431920685697,1.078986097705381,0.39
0.35,5,2,full,0.529024790152702,0.2608431413808179,1.0362358018930053,0.37
0.35,5,2,variance,0.13507652024839248,1.0088913056093278,1.1532370918012398,0.31
0.35,5,5,full,1.1341013662833312,0.5591846895118716,1.128931293275166,0.23
0.35,5,5,variance,0.27211133715250996,2.0324091981793773,1.5018407473989446,0.18
0.35,5,10,full,1.9007244719411642,0.9371790346864849,1.2212053589668481,0.21
0.35,5,10,variance,0.4527167620587662,3.381357502434859,1.7139226350925643,0.12
0.35,5,20,full,2.10454356953401,1.0376749182048648,1.2562614014888183,0.15
0.35,5,20,variance,0.5084382196502852,3.7975430393185827,1.8063891684493312,0.1
0.35,5,50,full,2.5040841098585234,1.2346740221923231,1.4152471498438743,0.11
0.35,5,50,variance,0.6407273386648942,4.785615146559182,2.1731664672040645,0.05
0.35,5,100,full,2.5309523640130065,1.2479217942202665,1.4477650883858317,0.14
0.35,5,100,variance,0.6484235660621636,4.843098541103392,2.267430911032216,0.03
0.35,5,110,full,2.446345313189569,1.2062050933575683,1.4165129511710632,0.13
0.35,5,110,variance,0.6392103263554832,4.774284527983484,2.3405632622324215,0.03
0.35,5,200,full,2.3404043382962767,1.153969400046984,1.3944756561829725,0.11
0.35,5,200,variance,0.6677143592159344,4.987182157229704,2.3105285758611336,0.03
0.35,5,500,full,1.958443523172765,0.965638227754593,1.354404271052454,0.16
0.35,5,500,variance,0.6550539404831284,4.892621042082428,2.4304317628588956,0.0
0.35,6,1,full,0.396810645818651,0.19662038882478194,1.0323836539764497,0.36
0.35,6,1,variance,0.11360865518966301,0.8958575997110784,1.1890071215339075,0.3
0.35,6,2,full,0.8199328376516174,0.40627819603142895,1.0591383100782337,0.25
0.35,6,2,variance,0.2112662360554998,1.6659334873448521,1.3180108147396914,0.17
0.35,6,5,full,1.52072207495445,0.7535205237629218,1.2420264278632434,0.2
0.35,6,5,variance,0.3724858786505323,2.9372260820890337,1.7345534772089772,0.12
0.35,6,10,full,2.049353081916993,1.0154581386658077,1.2890330223148785,0.16
0.35,6,10,variance,0.510784702932821,4.027777260232619,1.8220773389343032,0.05
0.35,6,20,full,2.4722077681225647,1.2249833963528654,1.384435193723423,0.11
0.35,6,20,variance,0.603948594499315,4.762418297389236,2.048708753990005,0.07
0.35,6,50,full,2.6184818317559095,1.297462458015221,1.4405950068895048,0.11
0.35,6,50,variance,0.6562424688880563,5.174780055490154,2.3786688479855154,0.07
0.35,6,100,full,2.4579767722196015,1.2179319122828456,1.4181744332628858,0.13
0.35,6,100,variance,0.6548181591033582,5.163548703945375,2.3586110528456325,0.04
0.35,6,110,full,2.442994022840071,1.2105079330128592,1.462525998012417,0.12
0.35,6,110,variance,0.664534693498579,5.240168140785648,2.4221411201167182,0.06
0.35,6,200,full,2.145328804423443,1.0630142818182315,1.3953561281613673,0.13
0.35,6,200,variance,0.6729642196598848,5.306638913289399,2.415954891650334,0.05
0.35,6,500,full,2.0398453795379146,1.010747055033593,1.339317718198285,0.22
0.35,6,500,variance,0.672726686286657,5.304765851089728,2.4945419021644923,0.01
0.35,7,1,full,0.37926984825608967,0.1929442208250825,1.0279239961673992,0.42
0.35,7,1,variance,0.10835246704576212,0.9414577094750038,1.175095023108267,0.32
0.35,7,2,full,0.5555241176924396,0.2826092517782639,1.0533494600702662,0.35
0.35,7,2,variance,0.14955670212656455,1.299474890232487,1.3011130845162224,0.25
0.35,7,5,full,0.9762570190981791,0.4966467826035297,1.1238287849491073,0.22
0.35,7,5,variance,0.24643068115239472,2.1411978051603824,1.4799449594748888,0.14
0.35,7,10,full,1.509002444252443,0.7676679339741259,1.2148513660180316,0.18
0.35,7,10,variance,0.3829679945100098,3.3275492542440586,1.8652588386447673,0.1
0.35,7,20,full,1.9725109404620575,1.0034664981314965,1.333427967182946,0.14
0.35,7,20,variance,0.5025356113229057,4.3664536532044576,2.133311244118109,0.07
0.35,7,50,full,2.6547137138529684,1.3505204048995945,1.455722730527432,0.09
0.35,7,50,variance,0.6737375148696543,5.85400032717921,2.5508256424443285,0.05
0.35,7,100,full,2.454200520780016,1.248514242320366,1.4489547026558682,0.13
0.35,7,100,variance,0.6504282722241981,5.651469948417091,2.3614187296429536,0.01
0.35,7,110,full,2.5537346875934253,1.2991498052304966,1.450438015529567,0.1
0.35,7,110,variance,0.7023977168896859,6.103024358496135,2.478232541870465,0.02
0.35,7,200,full,2.695465661657152,1.3712519575192839,1.4000560819067136,0.13
0.35,7,200,variance,0.788062182927998,6.8473495610387465,2.5657334181613796,0.01
0.35,7,500,full,2.340931879840405,1.190891603003009,1.361715865195177,0.1
0.35,7,500,variance,0.7570279585078212,6.577698018858234,2.714524880284154,0.03
0.35,8,1,full,0.39434019144280424,0.19790422626343962,1.0330790917789396,0.35
0.35,8,1,variance,0.11689033477279935,0.9714691062962144,1.2172364361275039,0.27
0.35,8,2,full,0.4463981839483074,0.22403013721848317,1.046128286184191,0.34
0.35,8,2,variance,0.1265072047679542,1.0513943808513695,1.223457666235571,0.25
0.35,8,5,full,0.7846316976516967,0.39377657260190907,1.0989348175974933,0.28
0.35,8,5,variance,0.21238706643722785,1.765137160584652,1.3320330352528718,0.21
0.35,8,10,full,1.7423031958121606,0.87439518812917,1.202401984884995,0.22
0.35,8,10,variance,0.4338367219790421,3.6055929979039956,1.6957652880489238,0.12
0.35,8,20,full,2.132551356141704,1.0702457808323256,1.2815006909935747,0.2
0.35,8,20,variance,0.5352279052610068,4.448249513523512,2.025966748955609,0.13
0.35,8,50,full,2.4390253027149114,1.224053306878705,1.42915998451979,0.13
0.35,8,50,variance,0.6218133858345049,5.167856652937217,2.313805849624453,0.06
0.35,8,100,full,2.6980755339689524,1.3540606880490615,1.4286051135792026,0.12
0.35,8,100,variance,0.7434878454554404,6.179086356203762,2.5399090319444175,0.04
0.35,8,110,full,2.4582639388445098,1.2337084408980439,1.4028284342027713,0.09
0.35,8,110,variance,0.7173360877637088,5.961740544659611,2.4314794413260326,0.04
0.35,8,200,full,2.54970174479514,1.2795975707168354,1.4959874447538977,0.1
0.35,8,200,variance,0.7455667300719834,6.196363851254584,2.636954185387008,0.02
0.35,8,500,full,1.999951213753091,1.003698852187223,1.3234097520158032,0.12
0.35,8,500,variance,0.6804907980551131,5.655521380055388,2.5365661994590205,0.02
0.35,9,1,full,0.423664302941077,0.2065732999906826,1.0246146149306394,0.37
0.35,9,1,variance,0.11756773385150669,0.9065105304666782,1.1151835739121871,0.26
0.35,9,2,full,1.1481812715348776,0.5598385150741507,1.118206882265381,0.33
0.35,9,2,variance,0.29377148663024966,2.2651363384917316,1.4143960800268554,0.27
0.35,9,5,full,2.0442843197881144,0.9967669098535573,1.2418546286063652,0.2
0.35,9,5,variance,0.5151069826594975,3.9717521874456616,1.936336484947266,0.18
0.35,9,10,full,2.4258595924854016,1.1828181365647348,1.35538518387124,0.16
0.35,9,10,variance,0.6061422686411955,4.673683258862645,2.1494867533719444,0.12
0.35,9,20,full,2.546367929436459,1.2415764616526788,1.3447372311815722,0.19
0.35,9,20,variance,0.6269897713615865,4.834428729842266,2.152211598338864,0.11
0.35,9,50,full,2.772327485897469,1.3517514537833555,1.4209419941617005,0.13
0.35,9,50,variance,0.7197877477199246,5.549951093155669,2.3399316598201687,0.07
0.35,9,100,full,3.142608509760336,1.5322957490952014,1.5065910979173656,0.1
0.35,9,100,variance,0.8002195862029517,6.170123875100677,2.4602967966311873,0.06
0.35,9,110,full,3.0901693313327314,1.5067270758286764,1.4411893999927925,0.15
0.35,9,110,variance,0.777720456354289,5.99664346966979,2.5425956650264165,0.07
0.35,9,200,full,2.033224526996218,0.9913742962243818,1.3507932354411816,0.16
0.35,9,200,variance,0.6162412535616706,4.7515518702369,2.3474539427365935,0.05
0.35,9,500,full,1.9341590450481392,0.9430712332117112,1.3018011332975556,0.23
0.35,9,500,variance,0.6578731762247336,5.072556410014013,2.2899270251231956,0.03
0.4,0,1,full,0.15932705248767093,0.0768475614003208,0.9934475184455218,0.58
0.4,0,1,variance,0.05784050135971077,0.4433841292843653,1.031732482236705,0.45
0.4,0,2,full,0.2842247986490888,0.13708897719908456,1.0047731394312858,0.46
0.4,0,2,variance,0.08742745273364352,0.6701868776133717,1.0757119163394364,0.36
0.4,0,5,full,0.9327731774912462,0.44990064719472384,1.069864485467818,0.27
0.4,0,5,variance,0.25117930642702874,1.9254486986859656,1.312682919541833,0.13
0.4,0,10,full,1.3948408207638858,0.6727678315998545,1.2026293589994537,0.21
0.4,0,10,variance,0.3731986804638322,2.8608045936266717,1.751985106092576,0.14
0.4,0,20,full,2.1751432254016105,1.0491278785282045,1.3569778699917334,0.15
0.4,0,20,variance,0.5685932324075905,4.358627766730045,2.0847050026718112,0.05
0.4,0,50,full,2.378551369039771,1.1472368911754347,1.3599591684441203,0.18
0.4,0,50,variance,0.6337697156905729,4.858246850432723,2.247950598555575,0.09
0.4,0,100,full,1.9865582215184445,0.9581684498636168,1.3113997947220895,0.21
0.4,0,100,variance,0.5970093938431991,4.576455667587546,2.2408151916315537,0.06
0.4,0,110,full,1.887152985888066,0.9102227317363704,1.3116418272772783,0.21
0.4,0,110,variance,0.5846111265342219,4.481415084843657,2.232191753608372,0.09
0.4,0,200,full,1.9433883649055321,0.9373465106203703,1.2709859684032843,0.22
0.4,0,200,variance,0.6080418712937201,4.661026604789968,2.1530169639399377,0.05
0.4,0,500,full,1.4072422906756743,0.6787493815351623,1.1966459591613545,0.28
0.4,0,500,variance,0.5510030117633725,4.223787568583196,2.066732591575926,0.06
0.4,1,1,full,0.24036534753005753,0.11915145069360977,1.0070862983393054,0.46
0.4,1,1,variance,0.07190367526955847,0.5661508378488704,1.0703391060225305,0.34
0.4,1,2,full,0.6398687594374443,0.3171891943823474,1.0649767177512381,0.38
0.4,1,2,variance,0.16213098236500365,1.276577186953171,1.2451764669162229,0.25
0.4,1,5,full,1.3305766770719702,0.6595798560871287,1.1469767025611124,0.2
0.4,1,5,variance,0.31565452918527837,2.4853816651107246,1.5449336297795275,0.1
0.4,1,10,full,1.6573956524852758,0.8215872146138189,1.2418191756346761,0.14
0.4,1,10,variance,0.3989067596755797,3.140888075154079,1.7149906348047925,0.1
0.4,1,20,full,2.297643255291649,1.1389642053547404,1.3243414692606272,0.12
0.4,1,20,variance,0.5600934860117407,4.410030435725024,2.098717554839631,0.07
0.4,1,50,full,2.3764142340322256,1.1780117489625872,1.340185247137656,0.16
0.4,1,50,variance,0.6234967133402811,4.909250957343793,2.2004574657279052,0.1
0.4,1,100,full,2.2517679141966416,1.1162233506570773,1.4086959316915844,0.21
0.4,1,100,variance,0.6238312866416824,4.911885300500803,2.3180828974093135,0.03
0.4,1,110,full,2.103274378849635,1.0426136546795566,1.417126271282195,0.21
0.4,1,110,variance,0.5730259661055872,4.511857420411784,2.181087736852441,0.05
0.4,1,200,full,1.75008840455546,0.8675359172510178,1.2769773247022558,0.22
0.4,1,200,variance,0.5916741987761649,4.658688754293794,2.208599653027091,0.08
0.4,1,500,full,1.658017666994905,0.8218955532821685,1.2930887971042182,0.27
0.4,1,500,variance,0.6217181699139943,4.895247168981543,2.1925240100192402,0.04
0.4,2,1,full,0.054197551994662946,0.02814463805525019,0.9963347398660198,0.54
0.4,2,1,variance,0.0226679889946837,0.18762299146401995,1.0083037442979674,0.43
0.4,2,2,full,0.12841836858440955,0.0666873017403043,0.9993425256850601,0.5
0.4,2,2,variance,0.04440265265587956,0.36752084722591777,1.0341553966440384,0.38
0.4,2,5,full,0.7360481937967113,0.3822277804663402,1.05373110836008,0.32
0.4,2,5,variance,0.1928127446371589,1.5959114833563872,1.264838116598693,0.25
0.4,2,10,full,1.0746975395907756,0.5580874441271597,1.1050696239239646,0.3
0.4,2,10,variance,0.27715133164476247,2.293982141231078,1.4042151162944119,0.21
0.4,2,20,full,1.572394158240424,0.8165399143530402,1.228261831492422,0.24
0.4,2,20,variance,0.39701504624760914,3.2860943531723312,1.7703507494116983,0.16
0.4,2,50,full,2.588333655147409,1.34411447029047,1.3592585094721894,0.13
0.4,2,50,variance,0.6576849816657215,5.443659943986294,2.0563909959438886,0.07
0.4,2,100,full,2.0400612736401733,1.0593981470378857,1.3263493582520178,0.15
0.4,2,100,variance,0.578471825765824,4.788012489916585,2.111627586439271,0.08
0.4,2,110,full,2.2102473935433657,1.1477753259033525,1.3980716343981867,0.13
0.4,2,110,variance,0.6113524234515862,5.060165264491095,2.26470759613537,0.09
0.4,2,200,full,1.730643975441336,0.8987186044139449,1.3168665630950214,0.19
0.4,2,200,variance,0.5614260682047693,4.646924719575528,2.177860952461797,0.05
0.4,2,500,full,1.4277849306306616,0.7414447445393401,1.2508642660923188,0.24
0.4,2,500,variance,0.5488149262600964,4.542542271798982,2.183701314892393,0.05
0.4,3,1,full,0.0830048124824389,0.04235024986682897,0.9881989115762304,0.6
0.4,3,1,variance,0.04086490768800822,0.33176614423756784,1.0042681291109936,0.48
0.4,3,2,full,0.3685802941905418,0.18805497040621863,1.013087140880477,0.45
0.4,3,2,variance,0.11476407770852468,0.9317244969456,1.1426405130132373,0.32
0.4,3,5,full,0.8355421008928328,0.4263056043232804,1.074864253207116,0.29
0.4,3,5,variance,0.22346305546907852,1.814208828233265,1.3096059607274642,0.22
0.4,3,10,full,1.4960012051384337,0.7632813441039215,1.163372558875011,0.17
0.4,3,10,variance,0.3929571930366292,3.190265197208241,1.672021723178969,0.06
0.4,3,20,full,2.3531516322200905,1.2006118274183357,1.3595895046300208,0.12
0.4,3,20,variance,0.612932693605254,4.976159936224075,2.1567893427219182,0.05
0.4,3,50,full,2.3692219997778934,1.2088111602180902,1.3445149394980804,0.15
0.4,3,50,variance,0.638693456430397,5.185301457364085,2.3800492009950487,0.05
0.4,3,100,full,1.8766775242122395,0.9575078804818119,1.3271609813960374,0.16
0.4,3,100,variance,0.5683169651967044,4.613942350919247,2.244000489818889,0.03
0.4,3,110,full,1.7866674890603291,0.911583465195506,1.3026587180253166,0.15
0.4,3,110,variance,0.551101060744875,4.47417318067781,2.2458443298758386,0.04
0.4,3,200,full,1.5988921302794006,0.8157777748340197,1.3179185493917007,0.19
0.4,3,200,variance,0.5287980402502032,4.293103712202293,2.210197660726345,0.05
0.4,3,500,full,1.4323627454042345,0.7308120861141674,1.2696804001886561,0.23
0.4,3,500,variance,0.5632806566147209,4.5730545385157075,2.3106900908930674,0.04
0.4,4,1,full,0.3176948989101861,0.16197168298543702,0.9953172471751404,0.53
0.4,4,1,variance,0.09835604998351931,0.8288674749606582,1.0618149758444986,0.39
0.4,4,2,full,0.46135799195249677,0.23521602226434637,1.0037982094573925,0.5
0.4,4,2,variance,0.13182094506678171,1.1108833051219433,1.1490831618604131,0.36
0.4,4,5,full,1.420006865600103,0.723967878178448,1.1578465108572886,0.24
0.4,4,5,variance,0.37371417129501855,3.149369271846731,1.6091619672879445,0.18
0.4,4,10,full,1.8710190400314832,0.9539092501997345,1.2522243802544026,0.22
0.4,4,10,variance,0.46874681130684165,3.9502296599839504,1.7787572428848462,0.16
0.4,4,20,full,2.2058003370696495,1.124592161065889,1.272373887157268,0.22
0.4,4,20,variance,0.5811680792067487,4.897627735360965,2.142949506978235,0.11
0.4,4,50,full,2.212918375966177,1.1282211797992125,1.3679675546445593,0.22
0.4,4,50,variance,0.6128980900225152,5.165023324648513,2.350805376189699,0.11
0.4,4,100,full,2.178503471052699,1.1106752887957954,1.3692301049149094,0.25
0.4,4,100,variance,0.640829977839337,5.400411318874521,2.4153359610588696,0.11
0.4,4,110,full,2.042354253477906,1.041261779219823,1.3493848782523856,0.21
0.4,4,110,variance,0.6052220812513516,5.10033595657104,2.3090218023382834,0.09
0.4,4,200,full,2.09048579980571,1.0658008813273767,1.2995974506862868,0.28
0.4,4,200,variance,0.6649576487764837,5.603740363602378,2.263758256001286,0.12
0.4,4,500,full,1.6107722622205558,0.8212265765459478,1.2497132475847934,0.26
0.4,4,500,variance,0.6007862845977179,5.062954549201058,2.3213777532666238,0.07
0.4,5,1,full,0.21663287693675684,0.10681389832457017,1.0070655427739066,0.44
0.4,5,1,variance,0.06383516302412934,0.47678708963458494,1.0553631157825654,0.35
0.4,5,2,full,0.5188132244017396,0.25580818472381706,1.0261044260864303,0.37
0.4,5,2,variance,0.13352125568222015,0.9972749795754018,1.1466894286462326,0.3
0.4,5,5,full,1.140371947004226,0.5622764878622817,1.142764565116065,0.2
0.4,5,5,variance,0.27630021463896004,2.0636960722309943,1.5044807351883895,0.22
0.4,5,10,full,1.903673326631944,0.9386330091227236,1.1988562666160407,0.21
0.4,5,10,variance,0.450901273183821,3.3677975518380086,1.7350402860656122,0.13
0.4,5,20,full,2.0371891707896723,1.0044648810169705,1.2850801523836943,0.17
0.4,5,20,variance,0.4898602480444951,3.6587835125372306,1.9120904898631177,0.11
0.4,5,50,full,2.2015080926377135,1.0854846452340317,1.3316242576815283,0.18
0.4,5,50,variance,0.5793459096325958,4.327155082865774,2.1675112913441916,0.11
0.4,5,100,full,2.0980678341677823,1.0344819654602684,1.3342929475858023,0.25
0.4,5,100,variance,0.561995171475025,4.197561806100225,2.2093500621987685,0.06
0.4,5,110,full,1.9153386802042451,0.9443847763891283,1.3363656650336362,0.19
0.4,5,110,variance,0.5262923878592162,3.930896452937418,2.0981794538228318,0.07
0.4,5,200,full,1.8028642610132273,0.888927676130557,1.3151311724043517,0.19
0.4,5,200,variance,0.5603158180851322,4.185018656254547,2.231993693124939,0.04
0.4,5,500,full,1.4603813384264874,0.7200616360891773,1.2929029706187092,0.31
0.4,5,500,variance,0.5608999846491907,4.189381816975763,2.162668312827522,0.03
0.4,6,1,full,0.39103060430739345,0.19375636785825215,1.0203661426702064,0.38
0.4,6,1,variance,0.11331610999589703,0.8935507434715015,1.1398935448436878,0.32
0.4,6,2,full,0.8519292390299621,0.42213247047264213,1.0653970521751877,0.3
0.4,6,2,variance,0.22019479714260015,1.7363393845981034,1.3073213748961736,0.2
0.4,6,5,full,1.4657037201050758,0.7262588299626812,1.1412389564422856,0.2
0.4,6,5,variance,0.3671302057877544,2.8949940864045844,1.5496991676578042,0.14
0.4,6,10,full,2.0029203359214494,0.9924506294972695,1.2822850483564683,0.17
0.4,6,10,variance,0.5078654937908839,4.0047579252129015,1.7991052330927448,0.12
0.4,6,20,full,2.2183086298727908,1.099175916611602,1.290372315227175,0.18
0.4,6,20,variance,0.5561834376532001,4.385767603913929,1.9425483407213004,0.1
0.4,6,50,full,2.1855695770501087,1.0829536570437657,1.3611174184377342,0.15
0.4,6,50,variance,0.5623145150529999,4.43411402852267,2.027002189135459,0.07
0.4,6,100,full,1.9953244780283779,0.9886868682470835,1.324281498167982,0.16
0.4,6,100,variance,0.5779412270198868,4.557337991086619,2.273801502345957,0.07
0.4,6,110,full,1.977334743732523,0.9797729225418012,1.2920675646003983,0.16
0.4,6,110,variance,0.5827809375174678,4.595501381212321,2.2136930094339724,0.07
0.4,6,200,full,1.765801481374719,0.8749578105168728,1.308176578043206,0.17
0.4,6,200,variance,0.5949934783042159,4.691803000638455,2.278660452141516,0.02
0.4,6,500,full,1.444703894249501,0.7158533784747116,1.2636207018500936,0.28
0.4,6,500,variance,0.5636762999916393,4.444852342293003,2.183922608990951,0.05
0.4,7,1,full,0.369731434732833,0.18809178719869643,1.0343745216222602,0.38
0.4,7,1,variance,0.10682111627760105,0.9281520411694837,1.1970442129941938,0.26
