a,start,seed,S_linear,H_linear,B_linear,C_linear,predicted_linear,formula_residual
0.45,0,9,-5.615275548139575,2.131722512013598e-09,0.6693485075374699,3.88918096107178,-1.056746084773337,7.3747339740826044e-09
0.55,0,0,-2.8846404306794247,2.6158584355324564e-09,0.330232284523984,1.995534076495577,-0.5588740793657343,1.2321729068099721e-08
0.55,0,1,-3.8414450766499915,8.135323684137118e-09,0.4064118496841863,2.757822889431017,-0.6772103559041066,2.650464179953079e-08
0.55,0,2,-1.8118590789386957,2.5432958401184884e-09,0.23057872350685044,1.477273555423754,-0.10400680363781772,6.173022204204065e-09
0.55,0,3,-2.9689887165409976,8.425256460954837e-10,0.31230366981689583,2.0296787283670987,-0.6270063379240032,2.040952619919651e-08
0.55,0,4,-5.369798626151424,2.1978304665426145e-09,0.5457440603474379,3.370929733102778,-1.4531248318999967,1.3966186117401778e-09
0.55,0,5,-4.08227271696429,9.034386780662045e-09,0.42750503185493205,2.9702489853565934,-0.6845186866869655,-4.03141205622343e-09
0.55,0,6,-5.420318809580772,1.1939141571607597e-10,0.5537606045319327,3.3553507221168593,-1.5112074927446628,9.932074140951354e-09
0.55,0,7,-3.2233825400939233,7.81150322017977e-10,0.35871890084335556,2.171650016433174,-0.6930136277522604,5.716017042935311e-09
0.55,0,8,-3.2131867940206322,3.6279766466330303e-09,0.3566255801054918,2.2609962837852415,-0.5955649300782452,3.576323015507372e-09
0.55,0,9,-7.680554415477569,7.468177131982898e-09,0.7577784256310175,4.324292556770076,-2.598483419930152,-5.678145826508521e-09
0.6,0,0,-3.175999449333508,1.1280218071790064e-09,0.3300310763955669,1.9867466946221624,-0.8592216670470804,-1.0140677120064277e-08
0.6,0,1,-4.256596360077068,2.9138883329255083e-10,0.41594567913779446,2.800579560346862,-1.0400711196553516,-6.456710222046137e-10
0.6,0,2,-2.2957590418741223,2.2087391473103392e-09,0.25922459645966905,1.6478376203017537,-0.3886968219382735,-9.656870287401717e-10
0.6,0,3,-3.3200419499452,9.332885030509853e-09,0.3151590828612426,2.0342496665080065,-0.9706332274208923,3.617782586356382e-08
0.6,0,4,-5.820000788542468,6.689084524740121e-09,0.5425046275060327,3.346810260523403,-1.9306858847000865,-9.123860787232836e-09
0.6,0,5,-4.255131558209489,-1.721953078005051e-09,0.40509948734488277,2.808711871877039,-1.041320214221721,1.3512201046909595e-08
0.6,0,6,-5.635714405031126,7.882861368055195e-09,0.5271070054046261,3.201230166613073,-1.907377210963712,-1.4166854181744733e-08
0.6,0,7,-3.6742876921913523,3.5804996587541716e-09,0.36873937247805605,2.235074455542333,-1.0704738609897007,3.992376118170216e-10
0.6,0,8,-3.5164386969904995,3.833482476888721e-09,0.350132185873257,2.222946640723982,-0.9433598769601407,1.040036257850323e-08
0.6,0,9,-7.081887819847177,3.424598254465391e-10,0.6521577237583586,3.7262542958893037,-2.7034757977474952,-2.1095592711894553e-09
0.65,0,0,-3.1021416393702155,3.557649946012241e-09,0.2849681804730826,1.7512078288688733,-1.0659656356881553,9.217545560631693e-09
0.65,0,1,-4.238647214002064,4.5575391852474064e-10,0.38947304072934097,2.61640507971105,-1.2327690943610574,1.2551379033118157e-09
0.65,0,2,-2.6648411662942313,-2.2514713374849e-09,0.2781432002325017,1.7547228941267703,-0.6319750829842457,8.797815186230663e-09
0.65,0,3,-3.2484660431469146,-2.5219914537608548e-09,0.27784883612296524,1.810812011185104,-1.1598052092047237,1.0843887323290455e-08
0.65,0,4,-5.533450883258271,3.8741967293320046e-10,0.49003224831577236,3.0105671051026137,-2.0328514909894477,-3.84630177947955e-08
0.65,0,5,-3.9033915509838475,-8.748383698382459e-10,0.33712866091436083,2.341904844110938,-1.2243580425819913,-4.251395513863555e-09
0.65,0,6,-5.284107855088192,1.7627918244987307e-09,0.46140023847765654,2.8063713559087384,-2.01633625361031,-5.328695800964823e-09
0.65,0,7,-3.8243196912759645,-3.684046562747241e-10,0.35097686787435917,2.135724432388851,-1.3376183709563343,-2.0424824183955488e-08
0.65,0,8,-3.276877269713435,-4.144150665318872e-09,0.29419563284454286,1.8972947216543472,-1.0853869142241903,-5.13450547038191e-09
0.65,0,9,-5.968502931064857,-1.86376128637625e-09,0.5195877305754033,2.992828135959929,-2.456087077329039,1.0935751828349527e-08
0.8,0,0,-1.6854173527144058,7.604833761908264e-09,0.08489592667266685,0.6587823270143417,-0.9417390996033608,8.180797225530771e-09
0.8,0,1,-2.364432575932406,1.748828131219967e-08,0.16127633899967217,1.1288342959364146,-1.0743219344277002,1.0919662014783517e-08
0.8,0,2,-2.074356926375692,1.816857585785776e-08,0.15355206926450363,1.02776119629785,-0.8930436628075625,2.016279976099124e-08
0.8,0,3,-1.7540845040739943,1.012919736505686e-08,0.09482472773542186,0.7390558117793004,-0.9202039656405296,1.1210455033498739e-08
0.8,0,4,-2.461415647758819,1.4635913436716714e-08,0.1653920608532365,1.1281090275597845,-1.1679145562182252,1.1508340547535241e-08
0.8,0,5,-1.8188723027622629,8.868956534132942e-09,0.10220217809882816,0.798728467450174,-0.9179416520174629,3.673158690597529e-09
0.8,0,6,-2.272339427952666,1.1289043227080244e-08,0.15408928051576423,1.0222807759801862,-1.0959693715537058,1.1386033550185705e-08
0.8,0,7,-2.4369949487265594,1.5576004115435782e-08,0.17460876461501537,1.114363532018232,-1.1480226484828517,1.1965543666005753e-08
0.8,0,8,-1.75686983494435,1.182434614340927e-08,0.09692759814818372,0.7112574770226552,-0.9486847542619817,6.312816794758156e-09
0.8,0,9,-2.497280587355208,9.853308729357771e-09,0.16498241041741962,1.0386670593026623,-1.293631114498903,6.717086043791723e-09
0.35,1000000,0,-1.6564508953561161,3.916327182889778e-09,0.13583787175073794,0.7452261462458152,-0.7753868815326068,8.089371125329863e-09
0.35,1000000,1,-1.214365260584936,2.3617921054635054e-09,0.0607648348770288,0.5477098583172437,-0.6058905607391128,-4.289758425852501e-09
0.35,1000000,2,-1.7383638566965864,7.499324587384732e-09,0.14862489258081757,0.8967225592839113,-0.693016400171271,2.838738105524654e-09
0.35,1000000,3,-1.141038067526606,2.3287687427919635e-09,0.09123013658749005,0.5047370937090919,-0.5450708362754727,1.3742174024648487e-09
0.35,1000000,4,-1.6731195654164321,4.7123565291339e-09,0.12140454021113378,0.7913942133744511,-0.7603208164903614,9.37187060769875e-09
0.35,1000000,5,-1.069782506854582,3.746525457060133e-09,0.09321090458443344,0.49258836596414457,-0.4839832344056874,1.8462087623470983e-09
0.35,1000000,6,-1.5000248655905644,3.924345769627997e-09,0.13500630638922342,0.771555351422041,-0.5934632133487299,9.493775508923107e-09
0.35,1000000,7,-1.7929038709701741,2.197284825093292e-09,0.17803776196487592,0.9039687496882886,-0.7108973655504441,8.430719400672965e-09
0.35,1000000,8,-1.6826345245965018,6.264993015465083e-09,0.1501872426606055,0.7633928014762229,-0.7690544852473248,1.1052644348065047e-08
0.35,1000000,9,-3.9157182058307827,5.832231631244437e-09,0.32694048005158005,2.17421999404571,-1.414557750362137,2.4460876510465355e-08
0.4,1000000,0,-2.1078594055766455,5.909695185865797e-09,0.17360534127588736,0.9704054731058309,-0.9638485822279195,-3.0573125569512603e-09
0.4,1000000,1,-1.8014544519812032,6.890418561046481e-09,0.1175828871662699,0.8196703598627539,-0.8642012055696349,7.507874332065036e-09
0.4,1000000,2,-2.185695655326588,1.4910371967762854e-08,0.18438683332352468,1.1631203611620942,-0.838188451215359,5.2847620919434884e-09
0.4,1000000,3,-1.2732596300005619,4.569190039620197e-09,0.10071797864652625,0.5687100898026409,-0.6038315574041917,4.2198712913363496e-10
0.4,1000000,4,-2.3376686047572326,1.6691916870765654e-08,0.17691801217958067,1.09626041863959,-1.0644901660725854,8.826440394460766e-09
0.4,1000000,5,-1.6430698595284057,2.618080520245201e-09,0.1290378428956217,0.7137555305324548,-0.8002764801579594,-3.3242894626730598e-09
0.4,1000000,6,-2.044042597637783,5.215635911822676e-09,0.1754750809329783,1.0449540366894432,-0.8236134746128461,-1.8687941442954198e-10
0.4,1000000,7,-2.541964594911553,1.5389872570963022e-08,0.2396576816807981,1.315400941781325,-0.986905964151863,8.092306093088592e-09
0.4,1000000,8,-2.231132063776072,1.3121087389177387e-08,0.19642859528596207,1.0709798241616693,-0.9637236390098987,7.80254535083681e-09
0.4,1000000,9,-6.798147708468322,2.2989112364204733e-08,0.5823214287912379,3.8228720644232297,-2.3929541903013996,-1.9633429376416488e-09
0.45,1000000,0,-2.9452760060404857,2.892149191861181e-09,0.25105011619062867,1.4272773524797948,-1.2669485395768878,5.098975208000031e-09
0.45,1000000,1,-2.4694631740591504,2.265503837153889e-09,0.17466835738168196,1.172105812834995,-1.1226889930906774,-8.486292367880082e-09
0.45,1000000,2,-3.184318312309646,5.815107989968097e-09,0.2848388499442609,1.7220766287732898,-1.177402814363464,-1.3413523716143785e-08
0.45,1000000,3,-1.8531400495786798,4.105862465629783e-09,0.1491372795457926,0.8548789095681938,-0.8491238522164599,-4.142370975793791e-09
0.45,1000000,4,-3.1632785322984285,1.995717377655509e-09,0.24494354057407466,1.4711771737567063,-1.447157827621472,1.1649541728457603e-08
0.45,1000000,5,-2.25206862104083,-4.439398659414494e-10,0.18070534586784745,0.997363205105838,-1.0740000753294074,4.818322770765823e-09
0.45,1000000,6,-2.9256048115181454,1.6914933706031899e-09,0.25558267200967155,1.476319566721915,-1.193702572294901,1.199835652880973e-09
0.45,1000000,7,-3.5516293990228487,3.39325100284076e-10,0.33128336568307215,1.841274891070577,-1.3790711195728136,-2.235706069818922e-08
0.45,1000000,8,-3.235416856341477,4.7250060227197095e-09,0.2898979678265884,1.640674497100654,-1.3048444014473863,1.475815788562932e-08
0.45,1000000,9,-10.170144671496299,-1.9218616730246083e-09,0.877405613908854,5.683930643249913,-3.6088084104189226,-5.840471300384319e-09
0.55,1000000,0,-5.571143328002644,-1.8225651928874438e-09,0.46401154896096314,2.634121000740657,-2.47301077495418,-5.169408039325049e-09
0.55,1000000,1,-3.926222855402088,7.254500099937393e-09,0.3200087672431245,1.954309120461825,-1.6519049855357488,2.5093110601402896e-08
0.55,1000000,2,-6.3877167952952165,1.0266882881357997e-09,0.5445161087566519,3.1726234745853628,-2.6705772251556468,1.4229133535359148e-08
0.55,1000000,3,-2.876988784682048,1.827556294057428e-09,0.2463448264974981,1.3910870336310255,-1.2395569322162137,9.490245887962112e-09
0.55,1000000,4,-4.902117314477776,3.3142732074304044e-09,0.40664363448159707,2.348830018561702,-2.146643650888724,-7.231479751025426e-09
0.55,1000000,5,-3.5528481912386716,-6.424727572443392e-09,0.2780619293389341,1.585087178460933,-1.689699099272482,9.408950137427051e-09
0.55,1000000,6,-4.284516013159991,3.005586069407619e-09,0.3651735006991491,2.1500748060739134,-1.769267700274826,-3.106517213977196e-09
0.55,1000000,7,-6.603224571926789,-1.366728856830095e-10,0.5718494111180927,3.2110936104286694,-2.8202815630123768,1.2495677031353111e-08
0.55,1000000,8,-5.1536361509218125,2.506987011564428e-09,0.470968236240322,2.8307404990658074,-1.8519274217993118,8.690615321865546e-09
0.55,1000000,9,-12.452458824749204,5.447816193512975e-09,1.1012633318896188,7.102700180601,-4.2484953249600474,1.8149280143882862e-08
0.6,1000000,0,-5.8670892407233595,9.76174276496923e-09,0.4897313075030156,2.799704773937512,-2.5776531649511725,1.5430083745550522e-08
0.6,1000000,1,-3.7673485004698017,-3.9260929713001294e-10,0.3351115493741818,1.9618986260645936,-1.4703383004333217,-2.4990314112381408e-08
0.6,1000000,2,-6.301432393033774,4.241592833820399e-09,0.5212298474024559,3.0190787757090027,-2.7611237575920886,-8.088633013552454e-09
0.6,1000000,3,-2.904026690813062,5.685910452794598e-09,0.26172356330181457,1.4483404239133095,-1.1939626996920485,1.780021636936169e-09
0.6,1000000,4,-4.871697158311077,2.3991516737430073e-09,0.39957677558849697,2.295454454139365,-2.1766659158704966,-1.0313566800990681e-08
0.6,1000000,5,-3.7214418195004004,3.2425321078556638e-09,0.3038492256318269,1.709355166127905,-1.708237440033299,1.5535162497788258e-08
0.6,1000000,6,-4.3466950970749,-9.318526309467572e-10,0.3811675939950223,2.222778821928016,-1.7427486908829972,8.79928203062158e-09
0.6,1000000,7,-6.476385812530604,-2.0393654541581724e-10,0.5721129256445533,3.245695756087725,-2.658577146492933,1.54906703021891e-08
0.6,1000000,8,-4.963113976372919,6.610160586716269e-09,0.4652516287244852,2.8134404309437326,-1.68442188857416,-2.1520380729375676e-08
0.6,1000000,9,-10.080768008474667,1.5391952437213854e-08,0.9065727249665171,5.757852043750994,-3.4163432077687808,-1.6596422567205363e-08
0.65,1000000,0,-5.365517685139958,3.823520356614949e-09,0.4318547158770973,2.4713099454984837,-2.462353008290581,-1.1650275576978694e-08
0.65,1000000,1,-3.1708234270878233,-8.428558725508922e-10,0.29024063665944616,1.6828838762327867,-1.1976989066761263,-8.362319858395151e-09
0.65,1000000,2,-5.187436495277747,-5.133707285168958e-09,0.42573587094935894,2.4651594532742522,-2.2965411765331534,3.453095510064234e-10
0.65,1000000,3,-2.7102742342378665,-3.27116343201917e-09,0.250390913060538,1.3774126379486689,-1.0824706749888975,-1.1510925644058702e-08
0.65,1000000,4,-4.214381012824608,-2.8766164433485183e-09,0.35594980122961517,2.0038286140764856,-1.854602580683404,-1.9711720668114815e-08
0.65,1000000,5,-3.3735163127159837,-1.3325428718841568e-09,0.276426097287412,1.5520402065354004,-1.5450499970822467,-1.3143466891948402e-08
0.65,1000000,6,-4.024519860125922,1.9127900569112256e-10,0.34659273405869745,2.002649717051663,-1.6752773986286915,-1.0195591129952979e-08
0.65,1000000,7,-5.664232948953361,1.5659172056102283e-09,0.4942633434352743,2.818668273927512,-2.3513013043595437,-2.5665114828147238e-08
0.65,1000000,8,-3.8680658870395264,4.3523735541520666e-10,0.3714329589939787,2.253521065134279,-1.2431118651841304,2.708099710567458e-09
0.65,1000000,9,-7.934374571945617,-2.191507071043599e-09,0.7215572831634802,4.519943646699211,-2.692873638926981,-5.347451286598729e-09
0.8,1000000,0,-2.357014302781087,6.970031338841004e-09,0.1849619163816825,1.0426842973603978,-1.1293680918413773,9.772402259917214e-09
0.8,1000000,1,-1.0546246894580291,7.251074526543965e-09,0.08605678993871642,0.4876962691315882,-0.48087162553586726,2.399217340018216e-09
0.8,1000000,2,-1.6513615349096789,1.1360335188795109e-08,0.13178586992178917,0.7677262044636631,-0.7518494637163027,1.4552411288250307e-08
0.8,1000000,3,-1.0405089014272426,8.703799701037846e-09,0.07857313826998924,0.4382344858009768,-0.5237012707381132,2.085636505733779e-09
0.8,1000000,4,-1.595330662226567,1.0473916772645097e-08,0.14681861670114038,0.8292274650719362,-0.6192845747257233,4.746149607157008e-09
0.8,1000000,5,-1.3107936434717176,7.133336590360523e-09,0.09836166006866522,0.5223522431370454,-0.690079734150762,1.018091614905079e-09
0.8,1000000,6,-1.3474425167873356,7.42819403310039e-09,0.11204249509894915,0.6431357167049119,-0.5922643102750764,1.2719796060785743e-08
0.8,1000000,7,-2.3470901289664434,9.60626220486896e-09,0.1898149490110461,1.0970631781343263,-1.060211994270255,2.0554461850546008e-09
0.8,1000000,8,-1.6425647641840264,9.666831772340352e-09,0.1379362546262739,0.8328611380779443,-0.6717673810561795,1.9243202725264418e-08
0.8,1000000,9,-4.59336502510028,2.761437241373978e-08,0.40462017839779524,2.5051114130316865,-1.6836334175372516,1.1480825349142133e-08
