seed,branch,task,online_ce,online_acc,online_ce_first75,online_acc_first75,endpoint_ce,endpoint_acc,probe_auc,early75_probe_auc
0,A,21,2.3187809526920318,0.10313541666666666,2.3401343790690103,0.0975,2.2993052005767822,0.11083333939313889,2.3068711247841516,2.3150746568044025
0,A,22,2.299628480096658,0.10525,2.324679272969564,0.10583333333333333,2.2551753520965576,0.11749999970197678,2.2916534408132234,2.3129274781545
0,A,23,2.3083963126738865,0.10122916666666666,2.4625594488779705,0.09,2.2867045402526855,0.11500000208616257,2.3021662167112034,2.4190036567052204
0,A,24,2.306954501847426,0.10688541666666666,2.4613149261474607,0.11083333333333334,2.282733917236328,0.11416666954755783,2.298725750605265,2.4436117060979208
0,A,25,2.3124901118675867,0.09996875,2.561370782852173,0.10333333333333333,2.2877588272094727,0.11833333969116211,2.3101287752191224,2.479942558606466
0,B,21,0.992598112684985,0.6468854166666667,4.429493293762207,0.0975,0.6827638149261475,0.7350000143051147,0.9608225110272567,3.827542150815328
0,B,22,1.3115230426987012,0.5801458333333334,8.76034392674764,0.10583333333333333,0.7278315424919128,0.7258333563804626,1.288345761905114,7.242798531850179
0,B,23,1.2794565042381485,0.5872395833333334,8.0804239209493,0.10916666666666666,0.7227547764778137,0.737500011920929,1.2495572729210058,6.962891505559285
0,B,24,1.3131051271532972,0.5703541666666667,7.4847500737508135,0.10666666666666667,0.7449749708175659,0.7075000405311584,1.278536229600509,6.707832695643107
0,B,25,1.3701046127602459,0.5486770833333333,7.557673714955648,0.1125,0.8198914527893066,0.70250004529953,1.3482378587524095,6.63322234471639
0,C,21,4.864631570418676,0.10586458333333333,16.60217367808024,0.07416666666666667,2.8809502124786377,0.1274999976158142,4.921838549415271,16.172490170796713
0,C,22,2.5585591438412667,0.12352083333333333,3.0931283124287923,0.0875,2.2847893238067627,0.16333334147930145,2.5461170030434928,3.0549902741114296
0,C,23,2.3225493016839027,0.14126041666666667,2.7425437037150067,0.09333333333333334,2.13332200050354,0.2199999988079071,2.2997988152305284,2.655154846509298
0,C,24,2.1628092327316604,0.196875,2.72841334660848,0.10833333333333334,1.6822184324264526,0.3733333349227905,2.099581503073374,2.6672467549641925
0,C,25,2.203051625688871,0.18267708333333332,3.126806812286377,0.09166666666666666,1.9894353151321411,0.2591666877269745,2.17620432639122,2.953163118362427
0,D,21,2.2220798040231067,0.17842708333333332,7.938333749771118,0.10666666666666667,2.032910108566284,0.2133333384990692,2.205742585261663,7.511367170015971
0,D,22,2.252017807682355,0.12840625,3.048051617940267,0.11333333333333333,2.1968917846679688,0.14500001072883606,2.2478533422350884,2.8829944562911987
0,D,23,2.2910476940671605,0.10895833333333334,2.7373717466990155,0.08666666666666667,2.2574856281280518,0.1274999976158142,2.2834018158713976,2.6455822213490805
0,D,24,2.2967085539897285,0.11103125,2.5296182187398273,0.10333333333333333,2.2619168758392334,0.11666666716337204,2.289484640320142,2.4457121578852337
0,D,25,2.3133525657455127,0.10003125,2.5276988569895424,0.09666666666666666,2.3003787994384766,0.10999999940395355,2.3129743674397467,2.4879929542541506
0,AF,21,2.318021546602249,0.103125,2.340132865905762,0.0975,2.29537296295166,0.11083333939313889,2.3058034922083217,2.318593227068583
0,AF,22,2.3064133723974227,0.102625,2.326869894663493,0.10583333333333333,2.277661085128784,0.11083333939313889,2.299086842040221,2.314552315076192
0,AF,23,2.317071306546529,0.09947916666666666,2.414113664627075,0.08416666666666667,2.3009376525878906,0.10999999940395355,2.311693106551965,2.3874188629786173
0,AF,24,2.3146787158648174,0.10375,2.3525653807322184,0.10833333333333334,2.300581216812134,0.10333333909511566,2.308322988728682,2.340363047917684
0,AF,25,2.313835943818092,0.09939583333333334,2.3768363348642985,0.0975,2.301401138305664,0.11083333939313889,2.3131629168391226,2.35033082485199
0,BF,21,2.048747048040231,0.2589166666666667,3.2293247191111245,0.11083333333333334,1.8379634618759155,0.3383333384990692,2.0124756775697072,3.092170535723368
0,BF,22,2.0992632801731426,0.23190625,2.949902254740397,0.09916666666666667,1.8664861917495728,0.3199999928474426,2.0611996576587357,2.848008516629537
0,BF,23,2.105599784175555,0.230375,2.8676102638244627,0.10333333333333333,1.8668758869171143,0.3283333480358124,2.0753573529918987,2.777877751986186
0,BF,24,2.116269079486529,0.22560416666666666,2.792382148106893,0.105,1.89039945602417,0.2991666793823242,2.076453556954861,2.7510758113861082
0,BF,25,2.115786600669225,0.22639583333333332,2.796356954574585,0.09,1.9222774505615234,0.29500001668930054,2.095178382496039,2.752935441335042
1,A,21,2.295866917490959,0.11398958333333334,2.6542676575978597,0.0925,2.2677178382873535,0.1366666704416275,2.288239055534204,2.531922551790873
1,A,22,2.3025516758958497,0.10789583333333333,2.4539612102508546,0.09833333333333333,2.266664981842041,0.12666666507720947,2.2959254854122797,2.3895573075612386
1,A,23,2.3071823785503707,0.1195,2.492596680323283,0.10416666666666667,2.2971630096435547,0.1366666704416275,2.299533577422301,2.4176397450764973
1,A,24,2.3201063434084257,0.10035416666666666,2.460728677113851,0.10166666666666667,2.3108322620391846,0.10333333909511566,2.312323754946391,2.4269734557469684
1,A,25,2.3165898516575494,0.10417708333333334,2.3597257709503174,0.1025,2.2873969078063965,0.10750000178813934,2.304031409581502,2.3381015268961587
1,B,21,0.8784374296491345,0.6940104166666666,4.965933094024658,0.10916666666666666,0.602846086025238,0.7708333730697632,0.8402607555091381,4.121155400276184
1,B,22,1.1415089132115246,0.6461458333333333,9.212895908355712,0.1025,0.6152845621109009,0.7574999928474426,1.1179423208534718,7.7868551254272464
1,B,23,1.13705102340132,0.6541770833333334,8.773553619384765,0.12083333333333333,0.6206653118133545,0.7766667008399963,1.1139467126230398,7.44332205136617
1,B,24,1.2109687666147948,0.6240104166666667,8.479610939025878,0.10583333333333333,0.6200588345527649,0.7708333730697632,1.1762955366373062,7.161529769897461
1,B,25,1.2696691298137108,0.5988958333333333,7.859066689809163,0.095,0.6518588066101074,0.7608333230018616,1.2377172502477964,6.815066477457682
1,C,21,4.463981957157453,0.12996875,17.961165822347006,0.10666666666666667,2.413958787918091,0.16750000417232513,4.545971926371257,17.7508584912618
1,C,22,2.3131433461705844,0.16746875,2.9246673933664957,0.08916666666666667,1.9658305644989014,0.26333335041999817,2.271931627770265,2.8537317816416423
1,C,23,2.1746366832653683,0.2028125,2.749600836435954,0.1075,1.8901020288467407,0.2874999940395355,2.14126250175635,2.656499408086141
1,C,24,2.2291144443949062,0.17778125,3.008938512802124,0.09833333333333333,1.9553135633468628,0.2758333384990692,2.186462478876114,2.881509943008423
1,C,25,2.1809263975024225,0.191375,2.8746770286560057,0.09,1.951112151145935,0.2708333432674408,2.1539043567180634,2.797325782775879
1,D,21,2.2500044772624967,0.16039583333333332,7.056769485473633,0.1025,2.126802921295166,0.1925000101327896,2.23568347877264,6.706914691925049
1,D,22,2.2764857812921204,0.11958333333333333,2.8758399963378904,0.10666666666666667,2.2247636318206787,0.14500001072883606,2.2666433727343875,2.7057798353830975
1,D,23,2.2763042053977647,0.12829166666666666,2.548133446375529,0.11666666666666667,2.255382537841797,0.15000000596046448,2.2693031009435654,2.4836566162109377
1,D,24,2.31488190360864,0.10298958333333333,2.5023259925842285,0.1,2.303593397140503,0.10833333432674408,2.3064724069833757,2.447947359085083
1,D,25,2.3121679480075836,0.10492708333333334,2.3986730035146078,0.10416666666666667,2.291317939758301,0.10500000417232513,2.301146461268266,2.3824477354685465
