seed,L_A,L_B,L_C,L_D,L_AF,L_BF,A_minus_B,C_minus_D,response_interaction,AF_minus_BF,A_minus_C,B_minus_D,A_minus_D
0,2.3187809526920318,0.992598112684985,4.864631570418676,2.2220798040231067,2.318021546602249,2.048747048040231,1.3261828400070468,2.6425517663955693,1.3163689263885225,0.2692744985620181,-2.5458506177266442,-1.2294816913381217,0.0967011486689251
1,2.295866917490959,0.8784374296491345,4.463981957157453,2.2500044772624967,2.3098432779908182,1.939627084751924,1.4174294878418245,2.2139774798949565,0.796547992053132,0.3702161932388943,-2.1681150396664943,-1.3715670476133623,0.0458624402284622
2,2.3131368174155553,0.952277777445813,5.295184379518032,2.2666249369780225,2.3152373512983324,2.0206017245749632,1.3608590399697422,3.0285594425400095,1.6677004025702673,0.2946356267233692,-2.9820475621024767,-1.3143471595322094,0.04651188043753285
