metric,contrast,seed0,seed1,seed2,mean,sd,ci95_low,ci95_high,scope,pilot_label
online_ce_first75_task21,A_minus_B,-2.089358914693197,-2.3116654364267983,-2.67427843729655,-2.358434262805515,0.2952510869095412,-3.0918786222603636,-1.6249899033506665,SECONDARY,SECONDARY_NOT_CLASSIFIED
online_ce_first75_task21,C_minus_D,8.663839928309123,10.904396336873372,12.888637371063233,10.818957878748577,2.1136941963468776,5.568250414298024,16.06966534319913,SECONDARY,SECONDARY_NOT_CLASSIFIED
online_ce_first75_task21,response_interaction,10.75319884300232,13.21606177330017,15.562915808359783,13.177392141554092,2.4050916462842706,7.20281328257896,19.151971000529223,SECONDARY,SECONDARY_NOT_CLASSIFIED
online_ce_first75_task21,AF_minus_BF,-0.8891918532053626,-1.0202406215667725,-1.1767511653900145,-1.0287278800540498,0.14396740837251987,-1.3863627484686365,-0.6710930116394631,SECONDARY,SECONDARY_NOT_CLASSIFIED
online_ce_first75_task21,A_minus_C,-14.262039299011231,-15.306898164749146,-20.78619936625163,-16.785045610004,3.504262554115866,-25.490116372885133,-8.07997484712287,SECONDARY,SECONDARY_NOT_CLASSIFIED
online_ce_first75_task21,B_minus_D,-3.508840456008911,-2.090836391448975,-5.223283557891846,-3.607653468449911,1.5685596326597666,-7.504171605215821,0.2888646683159992,SECONDARY,SECONDARY_NOT_CLASSIFIED
online_ce_first75_task21,A_minus_D,-5.598199370702108,-4.402501827875773,-7.897561995188395,-5.966087731255425,1.7763354913013445,-10.378749714083595,-1.5534257484272551,SECONDARY,SECONDARY_NOT_CLASSIFIED
online_acc_first75_task21_pp_cost,A_minus_B,0.0,1.666666666666666,0.08333333333333393,0.5833333333333334,0.9391189724653866,-1.7495675220758882,2.916234188742555,SECONDARY,SECONDARY_NOT_CLASSIFIED
online_acc_first75_task21_pp_cost,C_minus_D,3.250000000000001,-0.41666666666666785,1.2500000000000018,1.3611111111111116,1.8358568490953684,-3.1994101212733383,5.921632343495562,SECONDARY,SECONDARY_NOT_CLASSIFIED
online_acc_first75_task21_pp_cost,response_interaction,3.250000000000001,-2.083333333333334,1.1666666666666679,0.7777777777777782,2.6878498910908406,-5.899211500456102,7.454767056011659,SECONDARY,SECONDARY_NOT_CLASSIFIED
