model,window,fine_mean_meas,fine_med_meas,fine_mean_self,fine_med_self,fine_mean_up,fine_med_up,fine_mean_cross,fine_med_cross,fine_mean_bias,fine_med_bias,fine_mean_stretch,fine_med_stretch,fine_mean_rot,fine_med_rot,fine_mean_sh_d_W,fine_med_sh_d_W,fine_mean_sh_d_mu,fine_med_sh_d_mu,fine_mean_sh_d_S,fine_med_sh_d_S,fine_mean_d_d,fine_med_d_d,fine_mean_sh_rho_W,fine_med_sh_rho_W,fine_mean_sh_rho_mu,fine_med_sh_rho_mu,fine_mean_sh_rho_S,fine_med_sh_rho_S,fine_mean_d_rho,fine_med_d_rho,fine_mean_sh_sig_W,fine_med_sh_sig_W,fine_mean_sh_sig_S,fine_med_sh_sig_S,fine_mean_d_sig,fine_med_d_sig,coarse_mean_meas,coarse_mean_self,coarse_mean_up,coarse_mean_cross,coarse_mean_bias,coarse_mean_sh_d_W,coarse_mean_sh_d_mu,coarse_mean_sh_d_S,coarse_mean_sh_rho_W,coarse_mean_sh_rho_mu,coarse_mean_sh_rho_S
"(0, 'RL', 'ELU1', 'ELU1')",t0-t5,-4.952418289436812,-5.069412523774948,-3.522896189558707,-3.695289368830207,2.1819195124535646,1.9639319106906472,-3.5700301389379967,-3.385486476024699,-0.04141147339367308,-0.04232924059033394,1.4224726541177515,1.6172784199020593,0.7594468583358134,0.7352276106240351,-2.5383593503620765,-2.57837697283497,0.11215794775268137,0.012636243575116557,1.3608269383249607,1.3577404214173079,-1.0653744642844345,-1.137287947383212,0.32780617912811183,0.2704703500440953,-0.10498608053406262,-0.05464320557233138,-0.13610489350551125,-0.08025496838538203,0.08671520508853792,0.050457158216073855,2.85735534668084,2.8090340800208278,2.020758210199342,2.069556612945201,4.878113556880183,4.7416665356237075,-4.952418289436812,-0.15937782678545592,3.4563380877121808,-8.207967076969862,-0.04141147339367308,-2.0014154053065445,-1.2608825876337972,2.196923528655907,0.17357339708794106,0.15687208324015123,-0.24373027523955437
"(0, 'RL', 'ELU1', 'ELU1')",t5-t10,-35.013299986472994,-35.29139101151232,-10.927755423129188,-11.249046794330992,-19.83358253587349,-20.106002096905932,-4.172218279696265,-4.133944504412758,-0.07974374777404591,-0.08165741711854935,-26.36502644690003,-25.530708231584278,6.531443911026537,7.844998120843902,-0.791562054943625,-0.7861896555766129,-2.462651425513642,-2.5936751019917974,1.8907451345673962,1.8370082757570163,-1.3634683458898706,-1.4306430204980025,0.25671309249567587,0.2707015966716894,-0.3148165253272815,-0.31866767026276904,0.5134537267794066,0.5044316811680915,0.4553502939478009,0.462528016427316,3.9355947246464473,4.12349578724854,7.778388348432625,7.603059159614317,11.71398307307907,11.722614862873359,-35.013299986472994,-8.20453622625119,-17.978626152542063,-8.750393859905696,-0.07974374777404591,-0.7558759768521436,-2.5543480332292914,1.9467556641915644,0.23058916336444504,-0.1684074417650555,0.39316857234841135
"(0, 'RL', 'ELU1', 'ELU1')",t0-t10,-39.96571827590981,-39.45172288908131,-14.450651612687896,-15.772499850639127,-17.651663023419925,-16.725205784775373,-7.742248418634261,-7.435081566580623,-0.121155221167719,-0.13710742071270943,-24.942553792782277,-24.686110233758143,7.29089076936235,8.885068779591593,-3.329921405305701,-3.084745229850695,-2.3504934777609607,-2.3936751703619037,3.2515720728923565,3.3260929942603785,-2.4288428101743054,-2.3445708188560235,0.5845192716237877,0.5271921650734596,-0.41980260586134416,-0.4017504589521238,0.3773488332738954,0.4085181351319864,0.5420654990363388,0.5326280390001101,6.792950071327289,6.934369566820432,9.799146558631968,9.768042064581486,16.592096629959254,16.414617409947333,-39.9657182759098,-8.363914053036645,-14.522288064829882,-16.95836093687556,-0.12115522116771898,-2.757291382158688,-3.8152306208630886,4.143679192847471,0.40416256045238613,-0.011535358524904298,0.149438297108857
"(0, 'RL', 'ELU1', 'ELU1')",t0-t2,0.15244681482295228,0.19436227584470775,0.40238122716749397,0.3633706069818045,0.6729721000386327,0.7604937066665559,-0.9575351684578121,-0.9972282664335502,0.03462865607463755,0.02755146659910679,0.6091395812289018,0.6482766896278512,0.06383251880973101,0.09577598450534616,-0.3421313850488889,-0.3212093884495593,0.15654555132244652,0.14317879103826936,0.23016800506303445,0.17891955518327612,0.04458217133659204,0.012919730765149073,-0.07178307187034177,-0.08152694341429653,0.04698966424866443,0.053500712030370184,-0.009068480849836707,-0.0036765242957219556,-0.03386188847151405,-0.012847338614247802,1.208853368902908,1.1848426064574356,0.3346530854367137,0.32168802878440506,1.5435064543396217,1.494012518731551,0.15244681482295222,1.5492474256400341,1.0470281559039496,-2.4784574227956693,0.03462865607463755,0.036720952124966816,-0.5745828932801202,0.5824441124917453,-0.054948880626347396,0.013134326614829616,0.007952665540003732
"(0, 'RL', 'ELU1', 'ELU1')",t2-t3,-0.3766337368831841,-0.2155135022717892,-0.20569092644226947,-0.2922995870684318,0.5965798893852204,0.5018997087816781,-0.7637426107797944,-0.7507026002652443,-0.0037800890463404358,-0.0065181441605091095,0.824462244105219,0.7604837176894468,-0.22788235471999854,-0.15600245724770487,-0.6795766424147265,-0.6644734216613073,0.08547345533369231,0.10795760212766252,0.40744895734399905,0.3328419049923452,-0.18665422973703497,-0.13747561978790745,0.07947094341407895,0.04592166535958485,-0.06290187422097657,-0.05339253449645615,-0.0005787214716697944,0.004356592409232502,0.01599034772143257,0.0004335282815335934,0.29983884790536025,0.2709551611825994,0.26679001129997554,0.2598858208785394,0.5666288592053357,0.5557866721132119,-0.3766337368831841,0.5084578224882906,0.9766333941915907,-1.8579448645167247,-0.0037800890463404358,-0.6136023140777525,-0.1685691453640705,0.595517229704788,0.033763817396461705,-0.006780495738919143,-0.010992973936109979
"(0, 'RL', 'ELU1', 'ELU1')",t3-t5,-4.728231367376581,-4.703957354478945,-3.7195864902839317,-4.111792873446545,0.9123675230297116,1.0465703535119113,-1.84875235970039,-1.856069564484708,-0.07226004042197019,-0.07062596827745438,-0.011129171216369294,0.06806672783650214,0.9234966942460808,0.9778312277669485,-1.516651322898461,-1.3413051689496602,-0.12986105890345748,-0.29592282373800793,0.7232099759179269,0.6845663774276123,-0.9233024058839915,-1.0693850255035944,0.32011830758437465,0.24009064636726807,-0.0890738705617505,-0.054760756989837796,-0.12645769118400474,-0.0921196865187302,0.10458674583861939,0.05883242502454809,1.3486631298725718,1.2711775517320851,1.419315113462653,1.406801232738067,2.767978243335225,2.6994254917204676,-4.728231367376581,-2.2170830749137806,1.4326765376166413,-3.871564789657471,-0.07226004042197019,-1.4245340433537586,-0.5177305489896067,1.0189621864593734,0.19475846031782676,0.15051825236424077,-0.24068996684344818
"(0, 'RL', 'ELU1', 'LR')",t0-t5,-2.9632708069357796,-3.2966224951658796,-0.8995703146837297,-1.1057309496319143,1.4359108714972793,1.6903938400002267,-3.455516114027316,-3.60062313867366,-0.04409524972201325,-0.03747699549421668,3.2350605320061483,3.321923099867455,-1.7991496605088693,-1.5781052863284786,-0.8008809113815724,-0.7465387406576112,0.7852650005352606,0.7337862036878068,-0.9630820512541314,-0.9747385237144497,-0.9786979621004435,-1.0934628528475199,0.3157914985054756,0.33116504208419023,-0.05235561966556238,-0.1384821074971751,-0.21889813508731962,-0.1422142509849281,0.0445377437525935,0.028174904029040285,2.5514706069216175,2.4480829526431584,0.5145466679097547,0.5327581301764873,3.0660172748313723,3.039044062490107,-2.9632708069357783,1.5075193419809165,2.3841602156650317,-6.810855114859713,-0.04409524972201325,-0.2539971406237224,-0.791214385520576,0.06651356404385471,0.15986767837897065,0.3240319564548749,-0.43936189108125207
"(0, 'RL', 'ELU1', 'LR')",t5-t10,-2.2837616668329743,-2.353439715406455,-0.35797028170693196,-0.1947349625858883,3.04055067952244,2.534641545038139,-4.903206257914567,-4.646209358206491,-0.06313580673391699,-0.06611834466457367,4.3066132423345165,3.87548765742405,-1.2660625628120747,-1.0649347288333182,-0.14342473184533006,-0.1039620674167433,2.5641234357258407,2.475435910852328,-2.8859779208378518,-2.86176867036867,-0.46527921695734153,-0.49928582916074293,0.20840109412082936,0.20478897020461925,-0.21816173269085057,-0.3701834254227672,0.053677790952558924,0.25317744490026556,0.04391715238253755,0.05444313716924228,0.8791010800853596,0.8339129083127652,-0.29361535789966114,-0.2939208406116762,0.5854857221856982,0.5693887042569363,-2.2837616668329743,1.2645858693928795,4.785594836228162,-8.270806565720097,-0.06313580673391699,-0.2991414805465714,1.841452554951908,-2.0075902913626784,0.2076333428925719,0.19543010609546066,-0.3591462966054951
"(0, 'RL', 'ELU1', 'LR')",t0-t10,-5.247032473768754,-5.768875442951804,-1.2575405963906618,-1.4050065470775555,4.476461551019719,4.61477632459042,-8.358722371941884,-8.678534800406872,-0.10723105645593023,-0.1007150448858738,7.541673774340666,6.931204389172228,-3.0652122233209447,-3.30149165587064,-0.9443056432269024,-0.8681949634407532,3.3493884362611017,3.5099946984396984,-3.849059972091983,-3.738260062465038,-1.443977179057785,-1.5511132396616962,0.5241925926263049,0.4625651151949637,-0.27051735235641294,-0.5238006958595388,-0.16522034413476072,0.06893542319390178,0.08845489613513106,0.10495668217761803,3.4305716870069776,3.4690723304165765,0.22093131001009347,0.23875168072800768,3.65150299701707,3.654956946954762,-5.247032473768752,2.772105211373796,7.169755051893194,-15.081661680579813,-0.10723105645593023,-0.5531386211702938,1.0502381694313323,-1.9410767273188236,0.36750102127154266,0.5194620625503358,-0.7985081876867471
"(0, 'RL', 'ELU1', 'LR')",t0-t2,-1.6205011910310163,-1.4898033844144294,-0.4331294596827825,-0.2925683192297822,-0.4978039617545349,-0.5000977884942854,-0.6882988438102926,-0.6103623761300578,-0.001268925783406303,0.005810843780636787,0.5827896312075737,0.6204368248196406,-1.0805935929621082,-1.1720671811099346,-0.5507334999315033,-0.3904374912285126,-0.2926060468099129,-0.1378624555862613,0.11286969912771096,0.1782656431273581,-0.7304698476137054,-0.6652864093040152,0.08445514829282541,0.07397793295190712,-0.00342901429719624,-0.014484280800930033,-0.04843868084228424,-0.04079195153624775,0.03258745315334493,0.00750437602349787,1.8782261203092483,1.8151022933151462,0.5808001260359533,0.5971615675936018,2.4590262463452017,2.4311458001598676,-1.6205011910310159,0.7615599768274933,-0.3723194987458326,-2.0084727433292704,-0.001268925783406303,0.03359403294225393,-1.4297227473662628,0.6656588668103032,-0.006400299032124106,0.05926154742653078,-0.020273795241061748
