model,window,fine_mean_meas,fine_med_meas,fine_mean_self,fine_med_self,fine_mean_up,fine_med_up,fine_mean_cross,fine_med_cross,fine_mean_bias,fine_med_bias,fine_mean_stretch,fine_med_stretch,fine_mean_rot,fine_med_rot,fine_mean_sh_d_W,fine_med_sh_d_W,fine_mean_sh_d_mu,fine_med_sh_d_mu,fine_mean_sh_d_S,fine_med_sh_d_S,fine_mean_d_d,fine_med_d_d,fine_mean_sh_rho_W,fine_med_sh_rho_W,fine_mean_sh_rho_mu,fine_med_sh_rho_mu,fine_mean_sh_rho_S,fine_med_sh_rho_S,fine_mean_d_rho,fine_med_d_rho,fine_mean_sh_sig_W,fine_med_sh_sig_W,fine_mean_sh_sig_S,fine_med_sh_sig_S,fine_mean_d_sig,fine_med_d_sig,coarse_mean_meas,coarse_mean_self,coarse_mean_up,coarse_mean_cross,coarse_mean_bias,coarse_mean_sh_d_W,coarse_mean_sh_d_mu,coarse_mean_sh_d_S,coarse_mean_sh_rho_W,coarse_mean_sh_rho_mu,coarse_mean_sh_rho_S
"(0, 'RL', 'ELU1', 'LR')",t2-t3,-0.39092740591658576,-0.3374101265889182,-0.07731558579932359,-0.1259728021957411,0.395917825381384,0.175532668135324,-0.6956351608160044,-0.7320820936707755,-0.013894484682641633,-0.014211612520739436,-0.029839889600480247,0.022260493228684033,0.42575771498186393,0.4384931472752315,-0.0459563056771783,-0.19463880184367136,0.2268666587909435,0.165759917376584,-0.19898426806096314,-0.1887562137594738,-0.018073914947197962,-0.08236742082449,0.06412212191541829,0.08335168705151096,-0.09699861612626885,-0.10326917840604152,0.023010635525724864,0.02171863639956094,-0.009865858685125729,-0.0013003048234727793,0.23808470189466927,0.22110333136640647,0.10173348415212168,0.121320352090723,0.339818186046791,0.3230957641966419,-0.3909274059165857,0.2948783988745384,0.5967079093168967,-1.268619229425379,-0.013894484682641633,-0.028373390418973868,0.09943094538462596,-0.08913146991284998,0.03757248359453298,0.016153980754173368,-0.06359232303383207
"(0, 'RL', 'ELU1', 'LR')",t3-t5,-0.9518422099881773,-1.130167889054903,-0.3891252692016237,-0.4994893042966163,1.5377970078704306,1.5121765915448768,-2.0715821094010187,-2.300844321370808,-0.028931839255965316,-0.028242729604244232,2.6821107903990553,2.997891136809104,-1.1443137825286251,-1.330321121830616,-0.20419110577289082,-0.4319607380307051,0.85100438855423,0.9063385005252826,-0.8769674823208792,-0.9168981002455958,-0.23015419953954008,-0.3538385339100816,0.16721422829723193,0.2148885365285355,0.04807201075790269,-0.036173113465822374,-0.19347008977076027,-0.09260300322867492,0.021816149284374302,0.014917075556359675,0.43515978471769984,0.3959243189327426,-0.16798694227832037,-0.1684711111524415,0.2671728424393795,0.2621528691933208,-0.951842209988177,0.4510809662788847,2.159771805093967,-3.533763142105064,-0.028931839255965316,-0.2592177831470025,0.539077416461061,-0.5100138328535985,0.12869549381656178,0.24861642827417085,-0.35549577280635836
"(0, 'RL', 'LR', 'ELU1')",t0-t5,-0.2545616279859073,-0.21836097444149816,0.7347075625402595,0.8776548422848222,0.342869604702828,0.44962949987124423,-1.472553266545612,-1.4976640303407642,0.140414471316617,0.13888997677713633,1.3170409753554662,1.3229974343297866,-0.9741713706526379,-0.9640748628520084,0.9885315189589571,0.9505784723694557,-1.2247173910905336,-1.4728613266218682,0.12214773071069118,0.20926220350984634,-0.11403814142088527,-0.0349815167623464,0.11880553572182756,0.08778621647976602,-0.06334774438101116,-0.05346013814174283,-0.06280476346805858,-0.04955430378140113,-0.007346972127242151,-9.920404771141802e-06,1.5497247474433429,1.5278437455292422,0.12021577107552751,0.10699527570026232,1.6699405185188705,1.6464050933087653,-0.25456162798590715,2.9875118989316234,1.6554758956722104,-5.037963893906358,0.140414471316617,0.9783189969390689,-1.5216045713952813,0.42924743303532736,-0.3777481965048495,0.5657908416643455,-0.1953896172867381
"(0, 'RL', 'LR', 'ELU1')",t5-t10,-21.047656462294942,-20.425206343857532,-7.119193435903972,-7.968609670602738,-9.9668346328291,-10.146236661711786,-3.9207597958758105,-3.8999807935773423,-0.04086859768605791,-0.0480131059885025,-11.18030158351941,-11.242832783465648,1.2134669506903124,1.6637072857378858,-0.860241015953115,-0.8524614235522848,-2.4621901242497968,-2.4542211056083123,1.8177116287114887,1.7675765378591153,-1.504719511491423,-1.5444060170559473,0.27626787706379974,0.3045237287637461,-0.012584215448065593,-0.04611384409951877,0.21406048203408634,0.14905210998347673,0.47774414364982043,0.4760966634675187,4.3596607555678055,4.327056874003047,6.713801975084838,6.719767338217999,11.073462730652643,10.759954157659049,-21.04765646229494,-4.194462193059825,-7.654452677774422,-9.15787299377463,-0.04086859768605791,-0.9128246902900095,-2.4918103705285772,1.8999155493271636,0.20772679308413877,0.1156179757615181,0.15439937480416357
"(0, 'RL', 'LR', 'ELU1')",t0-t10,-21.30221809028085,-20.645503533085726,-6.384485873363713,-6.749306737404733,-9.623965028126273,-9.544535311515116,-5.393313062421421,-5.324467610251665,0.09954587363055907,0.0983167476952076,-9.863260608163944,-10.12435417798935,0.23929558003767434,0.5554703827791849,0.12829050300584227,-0.026258550020524546,-3.6869075153403306,-3.8916966650485465,1.93985935942218,2.1375691327661444,-1.6187576529123084,-1.6887297373622314,0.39507341278562735,0.4480593836832785,-0.07593195982907677,-0.12360732279465103,0.15125571856602776,0.11203925621351885,0.4703971715225783,0.45109206898565474,5.9093855030111495,5.90958847152063,6.834017746160365,6.725824595942122,12.74340324917151,12.52629720013132,-21.30221809028085,-1.206950294128202,-5.998976782102212,-14.195836887680992,0.09954587363055907,0.06549430664905943,-4.013414941923858,2.329162982362491,-0.17002140342071065,0.6814088174258636,-0.04099024248257454
"(0, 'RL', 'LR', 'ELU1')",t0-t2,0.4680388892756062,0.48456968014971835,0.9793200562495151,1.0415812031720557,-0.4959025886970024,-0.5599111561861517,-0.0860429929507174,-0.10439266766223278,0.07066441467381082,0.06672628596425056,-0.0029159930563219146,-0.0012523937884466874,-0.4929865956406803,-0.5612540747173391,1.5858583658754812,1.7231377590161008,-0.7836835911057989,-1.001941283248811,-0.19673251092370048,-0.1836419004071854,0.605442263845982,0.6349607902062232,-0.05170686409061842,-0.08803274932536104,0.012793799229681855,0.03423740839600687,0.0355554027221238,0.05135078487757123,-0.0033576621388127447,0.010121050534825605,0.708355983230324,0.7131388947911195,0.040554282748634325,0.03757947950147161,0.7489102659789584,0.7415162581307114,0.46803888927560633,1.2010187306917073,-0.3677734279462186,-0.4358708281436931,0.07066441467381082,1.7342927996978157,-0.8862385412030399,-0.24261199464879357,-0.14340418243745753,0.18665207408094825,-0.046605553782303494
"(0, 'RL', 'LR', 'ELU1')",t2-t3,-0.10749878718248015,-0.10185757666397946,0.05891025142686102,0.044223173816480485,0.22506805970882,0.15494048754543918,-0.4126782497552874,-0.4409327527662876,0.0212011514371261,0.01714087463915348,0.4194624241767621,0.43894436682123067,-0.1943943644679421,-0.1938796997424065,-0.11650013588440385,-0.1250496439742415,-0.08388676221655139,-0.12577875234697933,0.030855989871045323,0.027562486412768122,-0.16953090822991,-0.16950283503332378,0.03327073216606662,0.040881584189904466,-0.06261047048503364,-0.04824778600103277,0.0068010087902373485,0.0021071865538885145,-0.022538729528729675,-0.023265249679109583,0.1755384585401246,0.18163217291498523,-0.1148290227050708,-0.10734915857069344,0.060709435835053775,0.06602312620301565,-0.10749878718248017,0.7818823287359679,0.5583223257425814,-1.468904593098155,0.0212011514371261,-0.18842805576959853,-0.2536445559421789,0.27254170348186746,-0.17339417869909193,0.12686636298912363,0.023989086181238656
"(0, 'RL', 'LR', 'ELU1')",t3-t5,-0.6151017300790335,-0.5994668018987751,-0.3035227451361167,-0.12705154653073714,0.6137041336910103,0.6497692543349659,-0.9738320238396072,-0.9402672061128108,0.04854890520568006,0.04176639765501022,0.900494544235026,0.8871694564677057,-0.2867904105440155,-0.26109484760383705,-0.48082671103212044,-0.5562574502479767,-0.3571470377681834,-0.44388746516018324,0.2880242517633463,0.3268182857098367,-0.5499494970369573,-0.5462103116491857,0.1372416676463794,0.14205509390899518,-0.013531073125659373,-0.02315211133994252,-0.10516117498041971,-0.10418731753087888,0.01854941954030027,0.0003835333072629857,0.6658303056728941,0.6578385952364867,0.194490511031964,0.19677534002736025,0.8603208167048582,0.8363321946554304,-0.6151017300790332,1.0046108395039484,1.4649269978758477,-3.1331884726645103,0.04854890520568006,-0.5675457469891481,-0.38172147425006275,0.3993177242022535,-0.06094983536829999,0.2522724045942736,-0.17277314968567328
"(0, 'RL', 'LR', 'LR')",t0-t5,-1.853446301509657,-2.1710185508403863,0.05608340043634735,-0.10184592367985934,-1.1336089071780469,-1.1431207268344659,-0.7927779349800437,-0.7205833226782432,0.016857140212086962,0.007501319050788879,0.4420845511370721,0.47635674956060836,-1.5756934583151188,-1.7171132439494996,0.7989643448018373,0.592675383437683,-1.7032917797226292,-1.5561379623685418,-0.04071028341401732,-0.13393456488984964,-0.945037718334809,-0.8610767129426287,0.17948766515232778,0.17339316569990054,-0.1519900142550654,-0.20361376185992403,0.11389131464158656,0.11902089679823033,0.1413889655388489,0.12930309284537672,1.8268133785446665,1.8368938645194368,-0.013493128094967593,-0.06426224750445542,1.813320250449699,1.7885450469869246,-1.853446301509657,1.173503685526552,-0.33589607596698445,-2.707911051281312,0.016857140212086962,1.1660526941003448,-2.528535146001395,0.4174447335662414,-0.1058146488006225,0.30667437492541966,-0.05947076058594824
"(0, 'RL', 'LR', 'LR')",t5-t10,-2.14108994146361,-2.3942323263488023,-0.8229662679630657,-0.9790438083880106,-0.21578909534907284,-0.23549241373665225,-1.0449205836305688,-0.9917327558962191,-0.057413994520902636,-0.06441770121455193,-1.185548876210694,-1.1493183898473462,0.9697597808616212,0.9587256291426068,-0.2965261001432457,-0.2874043650931143,-0.07322496631403351,-0.1187150503324294,-0.3965228719960589,-0.38990214052625205,-0.7662739384533381,-0.8584335004376904,0.10148202575584224,0.08613300178423312,-0.31332667325327984,-0.28116708723559414,0.4110725757349036,0.3935000335002537,0.19922792823746605,0.2699330362743425,0.5064138731621255,0.4903828492548066,-0.18167882507858182,-0.15163340745877785,0.32473504808354364,0.3173804654688901,-2.14108994146361,-0.01955676425880184,0.6824617689960472,-2.7465809516799533,-0.057413994520902636,-0.35912565363244736,-0.06644957404823962,-0.3406987107726513,0.08050875634108162,-0.1806940917982973,0.29941326369468163
"(0, 'RL', 'LR', 'LR')",t0-t10,-3.9945362429732665,-4.642875361071604,-0.7668828675267183,-0.9640598867997365,-1.3493980025271197,-1.3686211324219593,-1.8376985186106125,-1.949695650426811,-0.04055685430881567,-0.053406691178679466,-0.7434643250736221,-0.7756360141686085,-0.6059336774534975,-0.6994308624952081,0.5024382446585917,0.44992945386423433,-1.7765167460366627,-1.7614115867899742,-0.43723315541007624,-0.4917105913597809,-1.7113116567881472,-1.967133466954472,0.28096969090817,0.30782084936128595,-0.46531668750834515,-0.5160549346989407,0.5249638903764902,0.5310537767667954,0.34061689377631493,0.3841596404179336,2.333227251706792,2.3418373189257826,-0.1951719531735494,-0.21704215080763445,2.138055298533242,2.1702867794029306,-3.994536242973267,1.1539469212677502,0.346565693029063,-5.454492002961263,-0.04055685430881567,0.8069270404678978,-2.594984720049635,0.0767460227935901,-0.025305892459540874,0.12598028312712242,0.23994250310873344
"(0, 'RL', 'LR', 'LR')",t0-t2,0.5178736097613035,0.5455440408538732,1.088855994675306,1.0891154093470918,-1.0584277201712577,-1.0666100936199254,0.3980618610207265,0.44032161601059905,0.08938347423652886,0.08273922465741634,0.09492944499506326,0.09270361003478844,-1.153357165166321,-1.079701106110245,1.6028178404134314,1.6316277222506888,-1.1573418890737563,-1.1224013495050207,0.03101951580417417,-0.18654528501240103,0.47649546714384955,0.5688732856123772,0.05116487537503776,0.03482542619479771,-0.06032742365634358,-0.07314073021429374,-0.005385853146423134,-0.004769567371637681,-0.014548401427729013,-0.0023617667811168495,0.9421569803401988,0.9311362318674906,0.14316469107765703,0.1561638077186518,1.0853216714178557,1.078143540164307,0.5178736097613034,1.1817169381263741,-1.0750199658968098,0.3217931632952101,0.08938347423652886,2.02276252486418,-1.7565079786105153,0.21024092089018512,-0.11141481654256344,0.08601485806416809,0.010851557050666347
"(0, 'RL', 'LR', 'LR')",t2-t3,-0.8982692988486529,-0.8606507189435845,-0.2722320252602387,-0.3183653795201136,-0.18141364445997926,-0.02907144237547272,-0.418997324893824,-0.43755116833189606,-0.02562630423461087,-0.030405990779399872,0.2897168671406701,0.309780287835015,-0.4711305116006493,-0.2910618431201362,-0.41258176245572464,-0.44612658192635674,-0.47533954447682547,-0.33551375695197727,0.17231633555723883,0.13651621780136372,-0.7156049713753114,-0.6900695774468115,0.027279422345822927,0.02304321275542054,-0.02724425590808063,-0.0427542117956612,0.016226139024487156,0.009416550941334798,0.01626130546222943,-0.009105428190934437,0.3557549298146392,0.3517397878313287,-0.023074921154515968,-0.02965796480186922,0.33268000866012315,0.31870921034923305,-0.8982692988486529,0.25061813557370105,0.10649736693903046,-1.2297584971267734,-0.02562630423461087,-0.36784125110428045,-0.6494240791745192,0.30166035890348836,-0.06103849299524286,0.1336255470660596,-0.05632574860858731
"(0, 'RL', 'LR', 'LR')",t3-t5,-1.4730506124223073,-1.5323729918409748,-0.7605405689787199,-0.8506017004959416,0.10623245745319013,0.09282553020319895,-0.7718424711069465,-0.776914446449848,-0.04690002978983102,-0.056252069771289825,0.05743823900133876,0.11356674543140344,0.048794218451851536,0.07628873769515691,-0.3912717331558696,-0.44299355892097414,-0.07061034617204752,-0.09864899425701529,-0.2440461347754303,-0.24375234478972185,-0.7059282141033473,-0.7101385789513053,0.10104336743146704,0.08780615314907517,-0.06441833469064116,-0.1011563774136441,0.10305102876352253,0.10083672557459218,0.13967606150434844,0.12166243365480484,0.5289014683898285,0.5556670707071071,-0.13358289801810866,-0.12921053087582024,0.3953185703717198,0.37762687406666706,-1.4730506124223068,-0.2588313881735232,0.632626522990795,-1.799945717449748,-0.04690002978983102,-0.4888685796595542,-0.12260308821636084,-0.0944565462274321,0.06663866073718379,0.087033969795192,-0.013996569028027287
"(0, 'PM', 'ELU1', 'ELU1')",t0-t5,-0.8581366547249081,-0.6511748863898803,2.5277181947968397,2.4912960990314623,-2.0025546635489775,-1.8672369737587253,-1.3823400491729303,-1.0958249626007075,-0.0009601367998402566,0.006015613675117493,1.1575275246834005,1.7212257685501777,-3.160082188232378,-2.6719608084980155,0.16412145258057959,0.20754961806231217,-2.909896513948048,-3.0338245144077836,2.559167482540514,2.3583204661928043,-0.1866075788269543,-0.16611807043805493,0.061255106476239815,0.018743120903680018,0.02186625372374234,0.033097904873477316,-0.10931580573425606,-0.08147527968144666,-0.026194445534273955,-0.015008970512572588,3.775773544595178,3.681978974566703,0.6229657740622633,0.5925291290094827,4.398739318657441,4.314212426593864,-0.858136654724908,2.257065941142412,-2.673641264737479,-0.4406011943300006,-0.0009601367998402565,0.3090233927148747,-2.406241411103849,1.9106104395620196,0.009319634874201576,-0.02100929760781127,-0.014504782800664265
"(0, 'PM', 'ELU1', 'ELU1')",t5-t10,-3.7484240164050586,-3.534649678222655,0.5458285475554792,0.21190902336998269,-2.5081047858644507,-1.3455805082571473,-1.7783996790032262,-1.859333172303147,-0.007748099092859775,-0.016357719898223877,0.8021385472207205,0.8861955074622943,-3.310243333085172,-2.5932136113701696,-0.033756904437746996,0.06646063348489306,-1.9626478396925608,-2.103928111602181,1.366316614666932,1.2359961456596238,-0.6300881294633759,-0.6153478425585811,0.08715083755493541,0.08321981404902068,0.2535853288528741,0.19050702771100297,-0.21102933508036995,-0.19419525028354379,0.12970683132743943,0.047876135803784386,2.799751451039169,2.7494410336195143,-1.764710168208339,-1.492010582902531,1.0350412828308295,1.0768382815626119,-3.748424016405057,1.1507208369845687,-3.041344754339247,-1.850051999957519,-0.007748099092859775,0.01559010480324145,-1.9293100169533042,1.2836317826866865,0.02314299893316531,0.16851770347455705,-0.06195387108028297
"(0, 'PM', 'ELU1', 'ELU1')",t0-t10,-4.606560671129966,-4.483743248937945,3.0735467423523195,1.7901400569974095,-4.510659449413429,-3.766832463866779,-3.1607397281761567,-3.1565444739203405,-0.008708235892700032,-0.0015483405441045761,1.9596660719041208,2.615696870064202,-6.47032552131755,-6.403328638597994,0.1303645481428326,0.18604986204223473,-4.872544353640609,-4.894851414249728,3.9254840972074465,4.198405474088505,-0.8166957082903301,-0.8313821070419065,0.1484059440311752,0.07701021118319587,0.2754515825766165,0.23441012370851497,-0.32034514081462606,-0.2613170275306733,0.10351238579316548,0.015542931664985105,6.575524995634346,6.578581154732456,-1.141744394146076,-0.9388087640111162,5.43378060148827,5.2727957924928335,-4.606560671129966,3.4077867781269813,-5.7149860190767265,-2.2906531942875197,-0.008708235892700032,0.3246134975181161,-4.335551428057152,3.1942422222487066,0.032462633807366886,0.1475084058667458,-0.07645865388094725
