width,enc,seed,alive,mse,signal_var,nmse,unfit,residual_mean,cancellation_median,balance_abs_self_over_rest,gradient_snr,rho_utility_Fgate,rho_utility_Fgate_alive
5,std,0,1,0.836053339924932,2.43359375,0.34354679778616787,0.343531894266293,0.0060223843135699395,0.9876404743620013,0.9755827345424353,0.0034509186014957,1.0,
5,std,1,1,0.844136710798727,0.9218750000000002,0.9156737201884494,0.9155132376207386,0.012163258901645699,0.7136176762227626,1.8026211606558928,0.06768631465730388,-1.0,
5,std,2,1,0.39803293756805325,0.9755859374999998,0.4079937217914781,0.3890279151084671,0.1360249032099967,0.9089723573424044,0.8331341221825241,0.06821925105414349,1.0,
5,std,3,1,0.7962652226488378,0.9990234375000002,0.7970435855253272,0.7889113476155161,0.09013487821718782,0.82173915119086,0.6974170040712004,0.05723568468873388,1.0,
5,std,4,1,1.5750537516735048,1.796875,0.8765516531052548,0.8757605919830624,-0.037701962202776995,0.952292722078726,0.908930139311567,0.02158143441189574,1.0,
5,centered,0,0,1.37741091359527,1.3740234375,1.0024653699513548,1.0,0.05820202827453613,,,0.0,,
5,centered,1,1,1.7954839411100412,2.5927734375,0.6924955012040234,0.6708678889885196,0.23680265722518612,0.7774043343419952,0.6358638069631907,0.013948647978817586,1.0,
5,centered,2,2,0.7184243145008686,2.358398437499999,0.3046238087158964,0.30456514526463113,-0.011762303847564402,0.9855412324227667,0.973949327315234,0.005553232289981196,-0.8749999999999999,
5,centered,3,3,0.3093441051440516,1.2460937499999998,0.24825106870494426,0.21828226876697643,-0.19324578727025876,0.9049335740859639,0.8263732251042479,0.009031036178859206,-0.052631578947368425,-0.5
5,centered,4,1,0.4075868953433312,0.7099609374999998,0.5740976352566317,0.5736579846664893,0.017667335541894563,0.9312007600263086,1.1477645700627386,0.011618517692091932,-1.0,
100,std,0,5,0.2534646920992305,2.2724609374999996,0.11153753532858277,0.07423941474046639,-0.2911331689771178,0.9464471788399602,0.9228055488936224,0.2540757066062974,0.33302638569151766,-0.09999999999999999
100,std,1,5,0.24652925489787975,1.9335937499999998,0.12749795808860045,0.12117367985652716,-0.11058293205914684,0.9488190823887347,1.107883406987163,0.038663148439164734,-0.9987118935165307,-0.3
100,std,2,5,0.4679436652665736,1.3037109375,0.35893206983743176,0.3454191928414658,0.13272861611850295,0.9184452440677309,0.8896485754474067,0.029704217986791417,0.7309084217628657,-0.6
100,std,3,2,0.9773589545308361,2.24609375,0.43513720410416357,0.16073132086163425,-0.7850740979769201,0.8296982315789908,0.9423273920726483,1.0321204137146134,-0.010101010101010098,
100,std,4,1,0.6302852551045199,0.99609375,0.6327569619872827,0.5847760988600892,0.21861710335790985,0.8898622789012958,1.2475388017001692,0.044265917475652033,-1.0,
100,centered,0,81,0.0038180764456474114,1.4365234374999998,0.0026578587901719577,0.0018290367188202995,0.03450539567971876,0.8375369052983558,0.9297521217133258,0.05082984825584755,0.02500540982424082,0.07642276422764227
100,centered,1,62,0.002074902322458628,1.0898437500000004,0.001903853027058812,0.0019031769405599107,-0.0008583872350444305,0.9033611734440655,0.9916743717130128,0.04524568958138765,0.215585379429773,0.3048273778046385
100,centered,2,73,0.009740602021195647,2.631835937499999,0.0037010673356973455,0.0015632000015301129,-0.0750101065168464,0.6836254824493404,0.7658209155403513,0.05912800206920309,0.26881200096781993,0.23164260150561525
100,centered,3,66,0.0033578910118312027,1.4648437499999996,0.0022923202640767683,0.0022436445433695637,0.008444070419809057,0.9080048194954122,0.955537015584695,0.0396894723506536,-0.08062774546614641,-0.03216783216783217
100,centered,4,71,0.0035080238448923894,5.546875000000001,0.0006324324678115856,0.0006300244605416929,0.0036547113873993398,0.7396115694291534,0.9205427054880363,0.037844766371454945,0.024796084828711255,-0.028202548625083836
