arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3,alpha_med_c1,alpha_min_c1,alpha_max_c1,alpha_clip_frac_c1,alpha_W_med_c1,alpha_med_c2,alpha_min_c2,alpha_max_c2,alpha_clip_frac_c2,alpha_W_med_c2,alpha_med_f1,alpha_min_f1,alpha_max_f1,alpha_clip_frac_f1,alpha_W_med_f1,alpha_med_f2,alpha_min_f2,alpha_max_f2,alpha_clip_frac_f2,alpha_W_med_f2
SWA1u,5,0.001,1,none,0.8556770833,0.9850000143,0.9850000143,0,0,68.41375732,30.34093285,-57.3784523,1.031997204,1.045099139,1.698114244,0,0,1305.39502,4629.957031,-169892,0.6226817966,0.748508811,7.193618371,0,0,-261204.5938,152847.9531,-2066288.25,0.1490890235,55.23435489,0,0,-152050.375,115942.0625,-2802867.75,0.1123669967,75.78521774,20.79104614,31.58695221,11.03335857,2.367472172,1.057324171,0.03258685023,0.009131224826,0.04654002935,0,1,0.0002152301604,1.2808473e-05,0.0002969859634,0,1,6.741439847e-06,2.045544306e-06,1.225760116e-05,0,1,8.733261893e-06,1.766531227e-06,1.577642979e-05,0,1
SWA1u,5,0.001,2,none,0.1179895833,0.1283333302,0.1283333302,0,0,251.5883636,109.8416672,-0.3595705628,1.039400339,1.050541282,1.321687711,0,0,306903.3438,141849.1094,-249469.125,1.03475976,1.052130222,1.519113245,0,0,-16782970,10519381,-112004752,-0.001025554724,1.329737419,0.009999999776,0,-4306213376,1248779520,-1.172558234e+10,-6.960529845e-06,2.020585355,64.65077972,81.16378021,13.67437553,4.692024231,0.7999987006,0.009046951309,0.005291060545,3.135994196,0,1,7.048540283e-06,6.007071079e-06,2.719396252e-05,0,1,9.785209443e-08,9.999999939e-09,9.632663023e-07,0.1099999994,1,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,12.13864994
SWA1u,5,0.001,3,none,0.11519375,0.1125000045,0.1125000045,0,0,271.2745361,118.4492722,-0.3277265131,1.039830089,1.0508672,1.307355074,0,0,367904.375,169803.2188,-298005.6562,1.035137892,1.052457333,1.477323767,0,0,-55999100,23943946,-259725296,-0.06297400594,1.255423717,0.08999999613,0,-7511920128,2109634688,-1.685668762e+10,-7.866256979e-09,1.834730851,69.64323425,91.44820404,16.61430359,5.424558163,1.096673489,0.008414313197,0.005073338281,5.700174809,0,1,5.906218121e-06,5.120622973e-06,1.849086038e-05,0,1,4.283007016e-08,9.999999939e-09,1.931756515e-07,0.1099999994,1,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,20.3790226
SWA1u,5,0.001,4,none,0.1034479167,0.1091666669,0.1091666669,0,0,277.5226135,121.2028732,-4.198243618,1.039991736,1.050973177,1.306067549,0,0,389356.875,179646.2031,-316152.6875,1.035375953,1.052625299,1.467383262,0,0,-103894488,38825492,-353445952,-0.06171055138,1.287364434,0.8899999857,0,-9222012928,2555932160,-1.887799091e+10,-8.320923811e-11,1.769840689,71.19003296,95.29985809,19.34108925,5.977572918,5.209376335,0.00823862385,0.005011503119,9.92067337,0,1,5.607154435e-06,4.885293947e-06,1.639262155e-05,0,1,2.591892923e-08,9.999999939e-09,1.264804439e-07,0.1199999973,1,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,24.539711
SWA1u,5,0.001,5,none,0.1100166667,0.1108333394,0.1108333394,0,0,284.4501038,124.2731476,-0.5860962272,1.039821506,1.050875187,1.303744654,0,0,406780.3438,187621.625,-322129.25,1.035079837,1.052465796,1.461661167,0,0,-124190464,51020056,-428859008,-0.06211163476,1.392521893,0.9199999571,0,-9502971904,2551980032,-1.989309235e+10,-1.530891559e-11,2.243254342,72.97666168,98.70698547,22.58390236,6.097349167,7.186854362,0.008015912957,0.004920570645,9.081417084,0,1,5.363673608e-06,4.692235052e-06,1.605134821e-05,0,1,2.017308809e-08,9.999999939e-09,1.054404564e-07,0.1400000006,1,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,24.68508911
SWA1u,5,0.001,6,none,0.11125625,0.1141666695,0.1141666695,0,0,283.6748352,123.9568405,-6.972167969,1.039892554,1.050889254,1.307701603,0,0,412006.3438,189967.4688,-319362.6875,1.035136938,1.052509546,1.459467422,0,0,-158459888,55715180,-484902944,-0.06310652196,1.399059754,0.9599999785,0,-1.094447411e+10,2898552320,-2.0228608e+10,-2.927628842e-13,1.909471375,72.67568207,100.7690659,23.3684082,6.575435638,11.28801727,0.00804337766,0.004932249431,0.367395997,0,1,5.308072559e-06,4.676937806e-06,1.599859752e-05,0,1,1.828319363e-08,9.999999939e-09,6.582892098e-08,0.1400000006,1,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,28.06445122
SWA1u,5,0.001,7,none,0.10458125,0.1108333394,0.1108333394,0,0,286.9779358,125.4241409,-4.744428635,1.040024757,1.050991535,1.305649099,0,0,426341.2812,196733.1094,-327546.4062,1.035305858,1.052614212,1.450712589,0,0,-182027712,64930320,-745778368,-0.06138533354,1.444346732,0.9499999881,0,-1.10844887e+10,2943756544,-2.133856666e+10,-1.272505864e-13,2.163362001,73.49396515,102.6964188,26.40323067,6.595945835,15.10741615,0.007968996651,0.004907840863,0.5819398761,0,1,5.142099781e-06,4.537113455e-06,1.531971975e-05,0,1,1.551623718e-08,9.999999939e-09,5.219773769e-08,0.1899999976,1,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,28.28746223
SWA1u,5,0.001,8,none,0.1153104167,0.1208333373,0.1208333373,0,0,298.8005371,130.6016998,-2.601908445,1.040039778,1.051024318,1.29522742,0,0,453285.7812,208958.6562,-347826.6875,1.035218,1.052602887,1.438987091,0,0,-184919584,72499520,-678515008,-0.05882382393,1.503677401,0.9499999881,0,-1.140932096e+10,2997384448,-2.320775987e+10,-3.313550877e-13,2.492558983,76.64243317,105.2655716,26.78583717,6.457636833,17.60837555,0.007643948775,0.004779866431,3.621278048,0,1,4.789600098e-06,4.228177204e-06,1.408891876e-05,0,1,1.408042039e-08,9.999999939e-09,5.635488165e-08,0.25,1,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,29.08278084
SWA1u,5,0.001,9,none,0.12711875,0.1291666627,0.1291666627,0,0,306.2536621,133.9069824,1.446066976,1.039946675,1.051037431,1.29528441,0,0,475807,219814.2344,-387627.0625,1.035057425,1.052564621,1.443702962,0,0,-244814752,93970976,-609963904,-0.05469799042,1.504648931,0.9399999976,0,-1.391981568e+10,3714334976,-2.513145651e+10,-1.468148973e-16,2.228169897,78.48993683,109.744133,29.91343689,6.85895443,17.61722565,0.007433754392,0.004693116527,0.7865169644,0,1,4.583614555e-06,4.06557001e-06,1.13279857e-05,0,1,1.094601831e-08,9.999999939e-09,5.740238862e-08,0.4599999785,1,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,36.07076263
SWA1u,5,0.001,10,none,0.1169625,0.1183333397,0.1183333397,0,0,313.8716125,137.2454071,-2.695784807,1.040021777,1.051031351,1.292569114,0,0,500792.6562,230808.0469,-404360.3438,1.035081148,1.052586317,1.430253626,0,0,-280474976,108437312,-696622144,-0.03961438686,1.520000248,0.8999999762,0,-1.453005005e+10,3881749504,-2.676694221e+10,-1.150499623e-17,1.482414892,80.50244141,111.3676529,31.83259392,6.663838387,21.74769402,0.007257822901,0.004622718785,2.25787282,0,1,4.339445695e-06,3.870455657e-06,1.075291129e-05,0,1,9.999999939e-09,9.999999939e-09,5.85404365e-08,0.5299999714,1.056292772,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,37.83099365
