[17:08:29] R/std+l2init:1e-2 task  1/30 hard alive 10/10 online 0.651 test 0.650 0.71 ms/step  0.1 min, ETA 1.6 min
[17:08:30] R/std+l2init:1e-2 task  2/30 easy alive 10/10 online 0.967 test 1.000 0.69 ms/step  0.1 min, ETA 0.9 min
[17:08:30] R/std+l2init:1e-2 task  3/30 hard alive 10/10 online 0.668 test 0.680 0.69 ms/step  0.1 min, ETA 0.6 min
[17:08:31] R/std+l2init:1e-2 task  4/30 easy alive 10/10 online 0.971 test 0.998 0.69 ms/step  0.1 min, ETA 0.5 min
[17:08:32] R/std+l2init:1e-2 task  5/30 hard alive 10/10 online 0.660 test 0.652 0.69 ms/step  0.1 min, ETA 0.5 min
[17:08:32] R/std+l2init:1e-2 task  6/30 easy alive 10/10 online 0.968 test 0.999 0.69 ms/step  0.1 min, ETA 0.4 min
[17:08:33] R/std+l2init:1e-2 task  7/30 hard alive 10/10 online 0.660 test 0.660 0.69 ms/step  0.1 min, ETA 0.4 min
[17:08:33] R/std+l2init:1e-2 task  8/30 easy alive 10/10 online 0.969 test 1.000 0.69 ms/step  0.1 min, ETA 0.3 min
[17:08:34] R/std+l2init:1e-2 task  9/30 hard alive 10/10 online 0.683 test 0.685 0.69 ms/step  0.1 min, ETA 0.3 min
[17:08:34] R/std+l2init:1e-2 task 10/30 easy alive 10/10 online 0.969 test 0.998 0.69 ms/step  0.1 min, ETA 0.3 min
[17:08:35] R/std+l2init:1e-2 task 11/30 hard alive 10/10 online 0.704 test 0.722 0.69 ms/step  0.1 min, ETA 0.3 min
[17:08:35] R/std+l2init:1e-2 task 12/30 easy alive 10/10 online 0.970 test 1.000 0.69 ms/step  0.2 min, ETA 0.2 min
[17:08:36] R/std+l2init:1e-2 task 13/30 hard alive 10/10 online 0.650 test 0.668 0.69 ms/step  0.2 min, ETA 0.2 min
[17:08:37] R/std+l2init:1e-2 task 14/30 easy alive 10/10 online 0.971 test 1.000 0.69 ms/step  0.2 min, ETA 0.2 min
[17:08:37] R/std+l2init:1e-2 task 15/30 hard alive 10/10 online 0.672 test 0.673 0.69 ms/step  0.2 min, ETA 0.2 min
[17:08:38] R/std+l2init:1e-2 task 16/30 easy alive 10/10 online 0.966 test 1.000 0.69 ms/step  0.2 min, ETA 0.2 min
[17:08:38] R/std+l2init:1e-2 task 17/30 hard alive 10/10 online 0.648 test 0.639 0.69 ms/step  0.2 min, ETA 0.2 min
[17:08:39] R/std+l2init:1e-2 task 18/30 easy alive 10/10 online 0.966 test 1.000 0.69 ms/step  0.2 min, ETA 0.1 min
[17:08:39] R/std+l2init:1e-2 task 19/30 hard alive 10/10 online 0.674 test 0.684 0.69 ms/step  0.2 min, ETA 0.1 min
[17:08:40] R/std+l2init:1e-2 task 20/30 easy alive 10/10 online 0.970 test 1.000 0.69 ms/step  0.2 min, ETA 0.1 min
[17:08:41] R/std+l2init:1e-2 task 21/30 hard alive 10/10 online 0.661 test 0.667 0.69 ms/step  0.2 min, ETA 0.1 min
[17:08:41] R/std+l2init:1e-2 task 22/30 easy alive 10/10 online 0.969 test 0.999 0.69 ms/step  0.2 min, ETA 0.1 min
[17:08:42] R/std+l2init:1e-2 task 23/30 hard alive 10/10 online 0.647 test 0.648 0.69 ms/step  0.3 min, ETA 0.1 min
[17:08:42] R/std+l2init:1e-2 task 24/30 easy alive 10/10 online 0.967 test 1.000 0.69 ms/step  0.3 min, ETA 0.1 min
[17:08:43] R/std+l2init:1e-2 task 25/30 hard alive 10/10 online 0.643 test 0.661 0.69 ms/step  0.3 min, ETA 0.1 min
[17:08:43] R/std+l2init:1e-2 task 26/30 easy alive 10/10 online 0.967 test 1.000 0.69 ms/step  0.3 min, ETA 0.0 min
[17:08:44] R/std+l2init:1e-2 task 27/30 hard alive 10/10 online 0.653 test 0.663 0.69 ms/step  0.3 min, ETA 0.0 min
[17:08:44] R/std+l2init:1e-2 task 28/30 easy alive 10/10 online 0.965 test 1.000 0.69 ms/step  0.3 min, ETA 0.0 min
[17:08:45] R/std+l2init:1e-2 task 29/30 hard alive 10/10 online 0.648 test 0.664 0.69 ms/step  0.3 min, ETA 0.0 min
[17:08:46] R/std+l2init:1e-2 task 30/30 easy alive 10/10 online 0.968 test 1.000 0.69 ms/step  0.3 min, ETA 0.0 min
[17:08:46] R/std fresh control on task 29: gap median -0.010 (0/10 positive)
wrote results/cifar5p1_mlp_0920/R_s10-19l2init:1e2/per_task.csv (300 rows, 0.3 min)
