task,f,shock_ce,shock_acc,N,N2,D2,cos,arm,k,act,param,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,sigma,zbar,posfrac,acc
1,1.0,2.3048040866851807,0.100341796875,1.1423046624917501,1.3116541872446046,0.9754122392023377,0.003278605673764061,K050_LR,0.5,leaky,0.1,1,,,,,,,,,,,,,,,
2,0.5,1.1381490230560303,0.607421875,1.4647794119288087,2.1593246329665066,0.5946054051582642,0.141481150089074,K050_LR,0.5,leaky,0.1,1,,,,,,,,,,,,,,,
3,0.5038265306122449,1.576311707496643,0.484375,1.715952837493952,2.9667004860093016,0.6111198542973246,0.08349541837298816,K050_LR,0.5,leaky,0.1,1,,,,,,,,,,,,,,,
4,0.5,1.2763429880142212,0.548095703125,1.9141222892819645,3.694144136109739,0.6096066880446764,0.042605095980218,K050_LR,0.5,leaky,0.1,1,,,,,,,,,,,,,,,
5,0.5,0.8972564339637756,0.720703125,2.0660036965932984,4.3078791083212025,0.5213140726873442,0.030294720637489215,K050_LR,0.5,leaky,0.1,1,,,,,,,,,,,,,,,
6,0.5012755102040817,1.5817744731903076,0.522705078125,2.197526023340946,4.880453290662537,0.49632981246366614,0.02222068503190841,K050_LR,0.5,leaky,0.1,1,,,,,,,,,,,,,,,
7,0.5,0.8240431547164917,0.729248046875,2.3090916594096007,5.3922494354276544,0.4577651169882629,0.014687185679545993,K050_LR,0.5,leaky,0.1,1,,,,,,,,,,,,,,,
8,0.5025510204081632,1.1499555110931396,0.58935546875,2.4191793217293496,5.916045922785107,0.4810790605025986,0.01068594400510889,K050_LR,0.5,leaky,0.1,1,,,,,,,,,,,,,,,
9,0.5,1.1585066318511963,0.596923828125,2.517725693491822,6.40553817248834,0.4820046808285464,-0.0003263219301734169,K050_LR,0.5,leaky,0.1,1,,,,,,,,,,,,,,,
10,0.5012755102040817,1.427804946899414,0.49853515625,2.613426330491178,6.899698841220011,0.48669060109528345,-0.001917226654701466,K050_LR,0.5,leaky,0.1,1,,,,,,,,,,,,,,,
11,0.5,1.0987807512283325,0.623779296875,2.70063812710747,7.368668876022175,0.43798852024474155,0.0064263828063858145,K050_LR,0.5,leaky,0.1,1,,,,,,,,,,,,,,,
12,0.5012755102040817,1.185439944267273,0.572998046875,2.7792995574048387,7.801106856622555,0.46640547276627364,-0.011617316366033087,K050_LR,0.5,leaky,0.1,1,,,,,,,,,,,,,,,
13,0.5,1.8112900257110596,0.442626953125,2.8530898604240527,8.21798832587602,0.43528196881330145,-0.009869395108295074,K050_LR,0.5,leaky,0.1,1,,,,,,,,,,,,,,,
14,0.5025510204081632,1.009383201599121,0.647705078125,2.928828564302878,8.658088354079245,0.43341404761025715,-0.0009168086112959095,K050_LR,0.5,leaky,0.1,1,,,,,,,,,,,,,,,
15,0.5012755102040817,1.0737676620483398,0.6181640625,3.006074778705139,9.115715899321916,0.44992802553990274,-0.00041053884949869584,K050_LR,0.5,leaky,0.1,1,,,,,,,,,,,,,,,
16,0.5,1.2858420610427856,0.552978515625,3.082578974255631,9.582874154606788,0.5145205176806376,-0.012946593596715617,K050_LR,0.5,leaky,0.1,1,,,,,,,,,,,,,,,
17,0.5012755102040817,1.3014709949493408,0.591064453125,3.154020494911938,10.026084485778417,0.45965413104735914,-0.005056466598101676,K050_LR,0.5,leaky,0.1,1,,,,,,,,,,,,,,,
18,0.5,0.9083307385444641,0.7099609375,3.221207478211485,10.448994044704186,0.49773490090560357,-0.019040326710652613,K050_LR,0.5,leaky,0.1,1,,,,,,,,,,,,,,,
