task,f,shock_ce,shock_acc,N,N2,D2,cos,arm,k,act,param,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,sigma,zbar,posfrac,acc
1,1.0,2.291033983230591,0.13818359375,0.9941284324112638,0.9938985443116977,0.6512602513063527,0.011737656806171169,K050_SN06,0.5,snake,0.6,0,,,,,,,,,,,,,,,
2,0.5,1.1500369310379028,0.642822265625,1.281848061664242,1.6537499555863175,0.5083722030231083,0.1055740395630307,K050_SN06,0.5,snake,0.6,0,,,,,,,,,,,,,,,
3,0.5051020408163265,1.3435323238372803,0.52685546875,1.4939672425223458,2.2459904906828587,0.4665147476294489,0.07038366738094895,K050_SN06,0.5,snake,0.6,0,,,,,,,,,,,,,,,
4,0.5,1.0992228984832764,0.644775390625,1.6340398964519756,2.6876909673999574,0.3904515489672707,0.026104080682546594,K050_SN06,0.5,snake,0.6,0,,,,,,,,,,,,,,,
5,0.5025510204081632,1.2648277282714844,0.55322265625,1.7599372464830023,3.1168137420328326,0.43144579737842603,-0.0017263086881848166,K050_SN06,0.5,snake,0.6,0,,,,,,,,,,,,,,,
6,0.5038265306122449,1.6043648719787598,0.487060546875,1.8713381720953466,3.524741241964185,0.40921236401035765,-0.0021786715514371413,K050_SN06,0.5,snake,0.6,0,,,,,,,,,,,,,,,
7,0.5012755102040817,1.3129411935806274,0.55078125,1.9613790197945176,3.8726878534763602,0.34761095726355706,-0.001254111669088838,K050_SN06,0.5,snake,0.6,0,,,,,,,,,,,,,,,
8,0.5012755102040817,1.487126111984253,0.5341796875,2.0489197820675775,4.226158025578334,0.3840034220192228,-0.014122400868016971,K050_SN06,0.5,snake,0.6,0,,,,,,,,,,,,,,,
9,0.5025510204081632,1.5832446813583374,0.51611328125,2.12994704677021,4.565422944979028,0.38529366233704165,-0.019921769160015576,K050_SN06,0.5,snake,0.6,0,,,,,,,,,,,,,,,
10,0.5,1.4983714818954468,0.498291015625,2.2088086821450688,4.909883458749313,0.383839900652846,-0.016919329702180158,K050_SN06,0.5,snake,0.6,0,,,,,,,,,,,,,,,
11,0.5,1.091780662536621,0.64599609375,2.2807838109660814,5.234191488164538,0.38518754929032467,-0.024309958786392992,K050_SN06,0.5,snake,0.6,0,,,,,,,,,,,,,,,
12,0.5025510204081632,1.435745358467102,0.551513671875,2.3446465804758234,5.528302786555469,0.36688756084441837,-0.030086867067683314,K050_SN06,0.5,snake,0.6,0,,,,,,,,,,,,,,,
13,0.5051020408163265,1.6085141897201538,0.550537109375,2.406390332588708,5.8216954705634,0.36583633307578123,-0.028565793472235815,K050_SN06,0.5,snake,0.6,0,,,,,,,,,,,,,,,
14,0.5,2.2205095291137695,0.374755859375,2.4644110543580813,6.10203099594975,0.3831976708602549,-0.03652475258539999,K050_SN06,0.5,snake,0.6,0,,,,,,,,,,,,,,,
15,0.5,1.4006378650665283,0.576904296875,2.5219626552894554,6.3878380169275815,0.35885297306018793,-0.026641210835500532,K050_SN06,0.5,snake,0.6,0,,,,,,,,,,,,,,,
16,0.5,1.388701319694519,0.520751953125,2.578416037686763,6.674682284700047,0.3671060518484313,-0.028613331194888448,K050_SN06,0.5,snake,0.6,0,,,,,,,,,,,,,,,
17,0.5,1.2228479385375977,0.610595703125,2.6256490306975917,6.918576208065558,0.3485760286748053,-0.035833768175529364,K050_SN06,0.5,snake,0.6,0,,,,,,,,,,,,,,,
18,0.5012755102040817,1.603065848350525,0.515625,2.673594663221061,7.17144565488048,0.36714654433083055,-0.03707832599265747,K050_SN06,0.5,snake,0.6,0,,,,,,,,,,,,,,,
19,0.5025510204081632,1.6914052963256836,0.490966796875,2.7206485397872404,7.425333855475871,0.3798301558971236,-0.04072828504513401,K050_SN06,0.5,snake,0.6,0,,,,,,,,,,,,,,,
20,0.5038265306122449,1.0670562982559204,0.624267578125,2.76392272194068,7.6624187406340205,0.3459530568562505,-0.035649512768783406,K050_SN06,0.5,snake,0.6,0,0.0030283214145187796,0.7656399445250722,9.653600052763697e-05,0.5286938800428105,77.49680521673068,0.11181416706215609,0.9011064127969135,1.0,1.7763568394002505e-15,0.020053612534921498,17.251408256432875,1.2420895699777306,-0.6136320510519476,0.28015625,0.940500020980835
21,0.5025510204081632,2.01076078414917,0.400146484375,2.8115838914939615,7.926848264688073,0.4059205662846286,-0.042587202273832704,K050_SN06,0.5,snake,0.6,0,,,,,,,,,,,,,,,
22,0.5025510204081632,2.3879899978637695,0.32568359375,2.8555414691638585,8.173560505724874,0.41393628589727377,-0.04823201407554631,K050_SN06,0.5,snake,0.6,0,,,,,,,,,,,,,,,
23,0.5,1.7993100881576538,0.465087890625,2.8902531261287367,8.371151132525181,0.372559058562441,-0.05224688703692079,K050_SN06,0.5,snake,0.6,0,,,,,,,,,,,,,,,
24,0.5038265306122449,2.366396188735962,0.427001953125,2.9327739613961943,8.618646262348138,0.3515434070543867,-0.03331280108717389,K050_SN06,0.5,snake,0.6,0,,,,,,,,,,,,,,,
25,0.5,1.2125601768493652,0.60986328125,2.9724728081509126,8.852021333915728,0.38581346075411604,-0.04393379785428726,K050_SN06,0.5,snake,0.6,0,,,,,,,,,,,,,,,
26,0.5012755102040817,1.291887640953064,0.5517578125,3.007946883493895,9.064282259301855,0.36108789684060427,-0.04401862564582888,K050_SN06,0.5,snake,0.6,0,,,,,,,,,,,,,,,
