task,f,shock_ce,shock_acc,N,N2,D2,cos,arm,k,act,param,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,sigma,zbar,posfrac,acc
1,1.0,2.308525800704956,0.080810546875,0.9989001912603771,1.0017440318295838,0.6615990787554472,0.0077662987083717775,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
2,0.7525510204081632,0.35696813464164734,0.898193359375,1.22657358377626,1.5118235800381665,0.3157846278311579,0.17104732240568854,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
3,0.7512755102040817,0.3607713580131531,0.8935546875,1.4040592954887716,1.9820360715498913,0.30783269523328327,0.11854188165480611,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
4,0.75,0.43830108642578125,0.861083984375,1.5540051168544813,2.4274967538778065,0.3115158501448106,0.08429114096161584,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
5,0.75,0.43194618821144104,0.863525390625,1.6775625195622523,2.8281573841468037,0.2897799686104852,0.06455112513009581,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
6,0.7512755102040817,0.31995677947998047,0.896484375,1.7762173981954987,3.170510498228469,0.2608473603122319,0.046737735006695244,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
7,0.75,0.39543771743774414,0.86962890625,1.8695986243079037,3.511424335274746,0.2791541392550683,0.03214988976201927,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
8,0.7512755102040817,0.5523297786712646,0.813720703125,1.9611144499557343,3.8636048174673308,0.272585867678424,0.03976056247150752,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
9,0.7512755102040817,0.4462184011936188,0.849853515625,2.0328624256808454,4.151394690087118,0.2623996208281103,0.011635941624188587,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
10,0.75,0.8497925400733948,0.73828125,2.1086068223108607,4.466032420012192,0.2897938222912055,0.010021878981682162,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
11,0.75,0.529717206954956,0.8349609375,2.1786622716893023,4.768349021225917,0.2942601748290047,0.0018186506885561563,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
12,0.7512755102040817,0.4151504337787628,0.871826171875,2.2356583344614833,5.019162188347381,0.2665028957608234,-0.008024614990467202,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
13,0.7525510204081632,0.6911565065383911,0.755615234375,2.2977886152343117,5.301450968354064,0.28832530738493667,-0.003950078978115462,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
14,0.75,0.37540656328201294,0.88232421875,2.3524607666117068,5.556597269186534,0.26127354670653047,-0.004403669437487863,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
15,0.75,0.6973915100097656,0.7978515625,2.40227801140982,5.794042190577395,0.2617219878697666,-0.011111441873719425,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
16,0.7512755102040817,0.5334631204605103,0.833984375,2.451969960005269,6.03491292345391,0.2849995503487391,-0.01774095885216271,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
17,0.75,0.5090141892433167,0.829833984375,2.502337393874051,6.284825214507591,0.2792568312606933,-0.011833113439755525,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
18,0.75,0.4431289732456207,0.85791015625,2.554684759178065,6.5500717731229035,0.2670882412596364,-0.0021265155623386915,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
19,0.7551020408163265,0.5314603447914124,0.831787109375,2.601390584392458,6.791796025191584,0.27414014022892536,-0.013379581045523191,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
20,0.7525510204081632,0.35716208815574646,0.8818359375,2.6511929316874823,7.0538660635442545,0.29080153491897986,-0.010986971633447506,K025_SN06,0.25,snake,0.6,2,0.002056638031959378,0.8428019845985715,6.255008669382123e-05,0.4914971977507772,79.37492921860824,0.10419137164577535,0.9542309233292426,1.0,2.6645352591003757e-15,0.020049317358877685,14.504311030331175,1.2661221433192729,-0.5632780625495225,0.2904296875,0.9491000175476074
21,0.7512755102040817,0.7888461947441101,0.7265625,2.6887174666889395,7.255590323213542,0.2763349848780223,-0.02839089078130682,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
22,0.7512755102040817,0.7128468155860901,0.769775390625,2.72972575421942,7.478269183832242,0.29296121729395574,-0.025585892340748085,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
23,0.75,0.5233913064002991,0.817626953125,2.766586546009464,7.680262474502931,0.2767258613565665,-0.026675913113603525,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
24,0.7512755102040817,0.3784664273262024,0.872314453125,2.7986345791890233,7.858112538717858,0.28369945592432083,-0.037052709406687735,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
25,0.75,0.7274314761161804,0.79638671875,2.8364762048932324,8.071450066359503,0.2981199725079105,-0.02905803256005226,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
26,0.75,0.9388010501861572,0.7041015625,2.872280473284741,8.27513802523226,0.2712170048730997,-0.023578160552381277,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
27,0.75,0.5995842218399048,0.806884765625,2.900561827807708,8.438247954998042,0.2775066214632447,-0.039195998266055146,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
28,0.75,0.5270005464553833,0.82568359375,2.928540803937635,8.60043415826667,0.28383950115280054,-0.039399696324504664,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
29,0.7525510204081632,0.44386082887649536,0.8544921875,2.955318524138283,8.758299257517796,0.26810178772689225,-0.037847024085772646,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
30,0.7512755102040817,0.47964614629745483,0.8359375,2.9844358689091983,8.931191223829371,0.27647715549572516,-0.03422048900036238,K025_SN06,0.25,snake,0.6,2,0.00206985402975579,0.8149413257747071,6.392225632303193e-05,0.4955784675514747,80.17682478871532,0.10551072886520381,0.9190912898246181,1.0,4.440892098500626e-15,0.019301831162295134,14.323882183562212,1.2818194338555984,-0.5956127131701634,0.286953125,0.9453999996185303
31,0.7512755102040817,0.42139381170272827,0.85205078125,3.011286712803435,9.092150880574108,0.2635917307972586,-0.03477917378609235,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
32,0.7512755102040817,0.5090463757514954,0.834716796875,3.0419536004078815,9.277490413701319,0.3030920893567619,-0.03616617617634102,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
33,0.7525510204081632,0.49917685985565186,0.83935546875,3.0677498934238066,9.434404131044749,0.29554451595493725,-0.04274863295100675,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
34,0.7525510204081632,0.5073363184928894,0.833740234375,3.0870015427290305,9.553915623173495,0.26827132722572,-0.04853785589125886,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
35,0.75,0.34293320775032043,0.884521484375,3.1079715613555776,9.68425863165036,0.25450804496424295,-0.04031734399769976,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
36,0.75,0.3845843970775604,0.871826171875,3.133609321571712,9.845174826484131,0.27711791134611097,-0.03622045075738258,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
37,0.7512755102040817,0.34192919731140137,0.882080078125,3.1575683029785115,9.995742294598895,0.26187070418387554,-0.03518576517465016,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
38,0.75,0.39391472935676575,0.880615234375,3.1811821865103878,10.145644450714004,0.26248455206142407,-0.035453098941629,K025_SN06,0.25,snake,0.6,2,,,,,,,,,,,,,,,
