task,f,shock_ce,shock_acc,N,N2,D2,cos,arm,k,act,param,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,sigma,zbar,posfrac,acc
1,1.0,2.3068690299987793,0.118896484375,0.9863357221844118,0.9776006256018382,0.6397543942077659,0.00548944874773445,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
2,0.9030612244897959,0.3007347285747528,0.911865234375,1.2094373209797242,1.471505255555129,0.26173242403361774,0.22682739586211192,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
3,0.9030612244897959,0.2832263708114624,0.915283203125,1.3708399451464381,1.8911006383651163,0.23094079539837226,0.16120801112718552,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
4,0.9030612244897959,0.2272513061761856,0.931884765625,1.5072110631783402,2.285674303223133,0.2221678402463759,0.13289744408495913,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
5,0.9005102040816326,0.18764108419418335,0.947509765625,1.6139243932284484,2.6194040753372914,0.2092909854329407,0.08935914858056578,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
6,0.9017857142857143,0.1998407542705536,0.933349609375,1.7094997891988644,2.9413868465668367,0.22914614740651276,0.056516585650198695,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
7,0.9005102040816326,0.16554993391036987,0.94775390625,1.7994815192374305,3.2582454781413266,0.22248663717346326,0.05670057152040947,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
8,0.9017857142857143,0.24437552690505981,0.92138671875,1.8819398692715965,3.562239380532195,0.23062720873575884,0.04182886708009624,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
9,0.9030612244897959,0.2665698826313019,0.91845703125,1.955648575875826,3.8457490867539184,0.2159075053430066,0.038706835495317185,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
10,0.9043367346938775,0.2166457325220108,0.92919921875,2.0233600917080166,4.114851276125842,0.2102270585189107,0.03224282703068093,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
11,0.9017857142857143,0.15993675589561462,0.94873046875,2.083243865947062,4.361675825541322,0.21159301777337064,0.01824128806109312,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
12,0.9005102040816326,0.16683365404605865,0.94970703125,2.157657495397702,4.678238228746487,0.23403276410997834,0.03881626288480226,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
13,0.9017857142857143,0.17542622983455658,0.9462890625,2.2199880626942945,4.950732806540278,0.23154974899170752,0.019919021021251114,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
14,0.9030612244897959,0.1521562933921814,0.94873046875,2.2782197924697782,5.214908175723367,0.19272808460853308,0.034662384398256016,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
15,0.9030612244897959,0.17071568965911865,0.944091796875,2.331713210176003,5.461804804080418,0.21737612204235496,0.013399342857280007,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
16,0.9005102040816326,0.19147293269634247,0.94287109375,2.382018572067452,5.698564874519658,0.19995432305880934,0.01742474969802409,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
17,0.9017857142857143,0.23146341741085052,0.927001953125,2.438566755569563,5.972189051872479,0.22587571927533545,0.020476916118061062,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
18,0.9017857142857143,0.1707463562488556,0.94482421875,2.476373497139797,6.158052149659479,0.2161604308513382,-0.01306016242247287,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
19,0.9017857142857143,0.172694593667984,0.9462890625,2.5203051415769853,6.377500860903479,0.21933579175870066,-0.0012391823769343474,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
20,0.9030612244897959,0.17040416598320007,0.948974609375,2.558888229711412,6.573890613185357,0.21519968562522748,-0.008923242889726108,K010_SN06,0.1,snake,0.6,1,0.0009557308981302877,0.8570745010634307,3.3243530775548594e-05,0.42796932481475586,78.37855758942281,0.08793383833255304,0.9616400983233638,1.0,7.105427357601002e-15,0.017687842669713204,12.1665309695293,1.2672132877231643,-0.5145180000416929,0.308828125,0.9538999795913696
21,0.9017857142857143,0.2106955498456955,0.93115234375,2.6000362174671356,6.7865562140633156,0.22327788483477426,-0.004565808922355467,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
22,0.9005102040816326,0.24335134029388428,0.924560546875,2.6332122983262547,6.960099877225014,0.2516947703878494,-0.029782585210076443,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
23,0.9005102040816326,0.25138533115386963,0.9189453125,2.675020863682937,7.182122849610771,0.207099410197703,0.005676592000093826,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
24,0.9017857142857143,0.21071238815784454,0.9306640625,2.7115702151644694,7.379983063026352,0.2071071326573437,-0.004692337350733787,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
25,0.9005102040816326,0.2746797204017639,0.91064453125,2.742713116600026,7.5493831103732205,0.2325768025888108,-0.024493013231273356,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
26,0.9017857142857143,0.2214556187391281,0.928466796875,2.7763249383442887,7.734699481286436,0.21755228237503452,-0.012709240957194303,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
27,0.9017857142857143,0.2634158432483673,0.909912109375,2.8116631851284626,7.931885752079402,0.2119199001300914,-0.005861177918661408,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
28,0.9017857142857143,0.20963755249977112,0.93359375,2.8425495350697476,8.106156945769712,0.21755892382222344,-0.016497123004179343,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
29,0.9005102040816326,0.16554716229438782,0.94384765625,2.8735748779761536,8.283006877942634,0.20444528146711033,-0.011341881793059077,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
30,0.9017857142857143,0.17555426061153412,0.94482421875,2.902994831832895,8.452127500148292,0.22865958598880012,-0.02195949087102444,K010_SN06,0.1,snake,0.6,1,0.0010996954392426947,0.826522363255508,3.775023450946101e-05,0.44791720992983053,78.68653329835774,0.09134724803859907,0.9355830545163121,1.0,2.6645352591003757e-15,0.01782063842410008,12.831166905870665,1.2599224751184381,-0.5374003263064222,0.29333984375,0.9528999924659729
31,0.9017857142857143,0.2921961843967438,0.900390625,2.929225566428211,8.60466663915795,0.21712206662219757,-0.024029089772884208,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
32,0.9017857142857143,0.305111289024353,0.906494140625,2.9580944010496366,8.775252032863543,0.22873072969322605,-0.02204595327445011,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
33,0.9017857142857143,0.2512524425983429,0.914306640625,2.9870979764832324,8.946724473777676,0.21684281769785818,-0.016188404637431323,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
34,0.9005102040816326,0.2102031409740448,0.93212890625,3.011986027299632,9.097493997549071,0.2057565470888937,-0.02117931227097945,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
35,0.9005102040816326,0.17775531113147736,0.941650390625,3.043498781738245,9.288367430783026,0.21353142263828098,-0.008567915987720234,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
36,0.9005102040816326,0.22928962111473083,0.9248046875,3.073107817807002,9.47025179387978,0.21710907171355587,-0.013412312304978479,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
37,0.9005102040816326,0.15939854085445404,0.9482421875,3.0990068136332076,9.630518600905727,0.21556813037927486,-0.02035929293940693,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
38,0.9005102040816326,0.1598425954580307,0.9482421875,3.12095912888494,9.767499300135253,0.2333622513632918,-0.03301628298450201,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
39,0.9017857142857143,0.2752348482608795,0.906494140625,3.1460350861714255,9.925382196733052,0.22329461974304413,-0.022604330753136802,K010_SN06,0.1,snake,0.6,1,,,,,,,,,,,,,,,
40,0.9017857142857143,0.2000724971294403,0.93603515625,3.172093363005025,10.09109208710455,0.21707304110165043,-0.018079721630820146,K010_SN06,0.1,snake,0.6,1,0.0008492890297693482,0.8287810079445869,3.043549042011526e-05,0.4343014414382062,77.52542381012887,0.08760647842050971,0.9341577518969996,1.0,7.105427357601002e-15,0.018184490352660544,11.93726284827613,1.2891556527100458,-0.5581083331229637,0.29482421875,0.9581999778747559
