task,f,shock_ce,shock_acc,N,N2,D2,cos,arm,k,act,param,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,sigma,zbar,posfrac,acc
1,1.0,2.3068690299987793,0.118896484375,0.9863357221844118,0.9776006256018382,0.6397543942077659,0.00548944874773445,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
2,1.0,0.2890282869338989,0.915283203125,1.1877824918058386,1.4191997721737744,0.22190606961808965,0.23380475593578112,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
3,1.0,0.22503966093063354,0.9306640625,1.3262642031136194,1.7699729778005988,0.17986385035853744,0.1698607248855517,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
4,1.0,0.17783905565738678,0.946044921875,1.4379487008265825,2.0813939160558963,0.17758716052004775,0.1194884257690988,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
5,1.0,0.16098493337631226,0.95361328125,1.519668077998154,2.323379542240909,0.1590530966372558,0.07255320265054654,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
6,1.0,0.16129888594150543,0.951904296875,1.5996672819559965,2.575484572546947,0.18898959000821527,0.04648917603045777,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
7,1.0,0.12362195551395416,0.96142578125,1.6648065869743789,2.788907177808183,0.15354919915461196,0.04721626269985145,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
8,1.0,0.12864282727241516,0.963134765625,1.730557221233139,3.0135627502483864,0.19429931505671827,0.020702400105489755,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
9,1.0,0.12020726501941681,0.963134765625,1.7969462802273666,3.2484774109079613,0.16356823540871432,0.050731989091328575,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
10,1.0,0.12547242641448975,0.961181640625,1.8488084674418537,3.4366203472158703,0.17527101879203755,0.008373070719975133,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
11,1.0,0.10204311460256577,0.97021484375,1.8981304314366485,3.6231210567603127,0.16850936527537472,0.011745998390281795,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
12,1.0,0.12652403116226196,0.96142578125,1.966195086374634,3.887676207764106,0.17169599321385318,0.057378239410053294,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
13,1.0,0.12366454303264618,0.96240234375,2.0135979213834405,4.07808131132263,0.18640912534897328,0.0011174166466655505,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
14,1.0,0.08926208317279816,0.97509765625,2.068734222907545,4.304281599488478,0.16333747318613245,0.037619901730409924,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
15,1.0,0.08892229944467545,0.971923828125,2.119235526517312,4.516840273244421,0.18557384227786713,0.014690675855252397,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
16,1.0,0.10099907219409943,0.969970703125,2.16372479618363,4.708256682435696,0.17726705040047555,0.007800523003278889,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
17,1.0,0.09810053557157516,0.970947265625,2.1931134029033723,4.837828053375315,0.14650544397810492,-0.01108535977874072,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
18,1.0,0.07398083060979843,0.9775390625,2.2273746432272925,4.988485289358391,0.1754587024432591,-0.0122129850194923,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
19,1.0,0.11796858161687851,0.966064453125,2.2648977871875173,5.156745622256027,0.14619592108769455,0.013591920994251732,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
20,1.0,0.08669870346784592,0.9736328125,2.30875067176366,5.357680227375298,0.1814860308849333,0.0097690479536814,K000_SN06,0.0,snake,0.6,1,0.00040968455689212974,0.9675936026668073,1.3381533009425556e-05,0.4063866304469731,77.85944857616444,0.07431560238213544,1.068500351491406,1.0,1.3322676295501878e-14,0.01605381566791915,11.304853290897228,1.3420146910235367,-0.37579052775594557,0.35240234375,0.9652000069618225
21,1.0,0.07594722509384155,0.978515625,2.3458329804889506,5.530837202337048,0.15784467084100295,0.008612844313969773,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
22,1.0,0.10040101408958435,0.969482421875,2.3748578866203593,5.668926195483705,0.18841418754142822,-0.02631672769471649,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
23,1.0,0.07761749625205994,0.977294921875,2.4111001640317173,5.842352788135672,0.16176247347322462,0.0052390861942145095,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
24,1.0,0.1041308119893074,0.96923828125,2.4413340739908236,5.989455226142852,0.14868792921836105,-0.000602145678774697,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
25,1.0,0.05722065269947052,0.981201171875,2.478394483365285,6.17258735192242,0.1667306379878416,0.007987961739504014,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
26,1.0,0.07715806365013123,0.9755859375,2.512671646649035,6.342253964594439,0.1811749884842584,-0.005063486908639607,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
27,1.0,0.0712103322148323,0.97802734375,2.5358999675821794,6.461337368208039,0.17172684711883904,-0.026167942573877823,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
28,1.0,0.05257145315408707,0.982666015625,2.5670826807591176,6.622032068617261,0.16718767075488272,-0.004067420637817932,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
29,1.0,0.07179094851016998,0.97900390625,2.5999252150072563,6.792612412413402,0.15570176706735375,0.006960520132416064,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
30,1.0,0.08641566336154938,0.971435546875,2.6312781659784377,6.9571952361530744,0.17795303181994604,-0.004981687026303576,K000_SN06,0.0,snake,0.6,1,0.0003196475825189047,0.943597842423456,1.108712682414698e-05,0.38003553969791154,80.39726174168948,0.07822602559270189,1.0459739130085142,1.0,3.552713678800501e-15,0.015916167645966532,11.180645729441208,1.3375636630369971,-0.431655346610789,0.33056640625,0.9681000113487244
31,1.0,0.05952715128660202,0.98095703125,2.6698763440055417,7.162579008209563,0.1520131371900427,0.025811691583385102,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
32,1.0,0.07410857826471329,0.976806640625,2.695333948336788,7.301069386017928,0.16097201720543491,-0.010146230228966763,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
33,1.0,0.07017775624990463,0.97607421875,2.72204809716657,7.44411771406261,0.18074018589488802,-0.016322435488808375,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
34,1.0,0.0643521398305893,0.98046875,2.7615521629595166,7.660809012209497,0.1716842233627075,0.019593740022239438,K000_SN06,0.0,snake,0.6,1,,,,,,,,,,,,,,,
