task,f,shock_ce,shock_acc,N,N2,D2,cos,arm,k,act,param,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,sigma,zbar,posfrac,acc
1,1.0,2.3068690299987793,0.118896484375,0.9863357221844118,0.9776006256018382,0.6397543942077659,0.00548944874773445,K050_SN06,0.5,snake,0.6,1,,,,,,,,,,,,,,,
2,0.5,1.2112003564834595,0.5712890625,1.2665623288644534,1.6138210262642527,0.4655397619609566,0.1240352801203931,K050_SN06,0.5,snake,0.6,1,,,,,,,,,,,,,,,
3,0.5038265306122449,1.4532694816589355,0.497802734375,1.4881969415540783,2.228487163930563,0.4867879513206955,0.07144698877537879,K050_SN06,0.5,snake,0.6,1,,,,,,,,,,,,,,,
4,0.5,1.1664148569107056,0.58349609375,1.6589392428119831,2.7694388762736755,0.4817829864735063,0.027592120142430683,K050_SN06,0.5,snake,0.6,1,,,,,,,,,,,,,,,
5,0.5,0.8349748253822327,0.724609375,1.786425672136825,3.2101424750071628,0.4126299973558366,0.012776171667345168,K050_SN06,0.5,snake,0.6,1,,,,,,,,,,,,,,,
6,0.5012755102040817,1.3434674739837646,0.561767578125,1.900741763254954,3.6341077951774023,0.40417780220932803,0.007898672357913005,K050_SN06,0.5,snake,0.6,1,,,,,,,,,,,,,,,
7,0.5,0.8396927714347839,0.690673828125,1.9966060052265098,4.010957934058168,0.36811465268277277,0.0019006969720232378,K050_SN06,0.5,snake,0.6,1,,,,,,,,,,,,,,,
8,0.5025510204081632,1.0809471607208252,0.6376953125,2.085810315356048,4.376593954021389,0.3817756079297243,-0.00839915424074902,K050_SN06,0.5,snake,0.6,1,,,,,,,,,,,,,,,
9,0.5,1.1794288158416748,0.588134765625,2.159661722123382,4.691847174548742,0.3738818233300588,-0.024594561914972796,K050_SN06,0.5,snake,0.6,1,,,,,,,,,,,,,,,
10,0.5012755102040817,1.519169569015503,0.48046875,2.232323010370582,5.011100114683639,0.3718331649651707,-0.02173173184749614,K050_SN06,0.5,snake,0.6,1,,,,,,,,,,,,,,,
11,0.5,1.0705827474594116,0.6201171875,2.303162459802017,5.333057166776134,0.36187455692587817,-0.01697681040558041,K050_SN06,0.5,snake,0.6,1,,,,,,,,,,,,,,,
12,0.5012755102040817,1.2892451286315918,0.544189453125,2.369259057336561,5.641309544483614,0.38785459680721845,-0.029693415350227532,K050_SN06,0.5,snake,0.6,1,,,,,,,,,,,,,,,
13,0.5,2.0903403759002686,0.425537109375,2.4210630560716684,5.889991621857648,0.3419546519170255,-0.03558862507557648,K050_SN06,0.5,snake,0.6,1,,,,,,,,,,,,,,,
14,0.5025510204081632,0.9614481925964355,0.672119140625,2.476458132243369,6.162515170936172,0.33524048647603183,-0.02506933048253256,K050_SN06,0.5,snake,0.6,1,,,,,,,,,,,,,,,
15,0.5012755102040817,1.1829266548156738,0.59521484375,2.5299617364600038,6.42962464799708,0.34339492978928304,-0.0278876581333017,K050_SN06,0.5,snake,0.6,1,,,,,,,,,,,,,,,
16,0.5,1.2285733222961426,0.591796875,2.582742970493163,6.698689105401063,0.3792273452476948,-0.03733633643396916,K050_SN06,0.5,snake,0.6,1,,,,,,,,,,,,,,,
17,0.5012755102040817,1.295168161392212,0.6025390625,2.6367019825177476,6.9804576192038015,0.35079472538878564,-0.02422480338080769,K050_SN06,0.5,snake,0.6,1,,,,,,,,,,,,,,,
18,0.5,1.0749319791793823,0.656005859375,2.6728989374846646,7.172691200142838,0.37105764006191366,-0.05816496585630809,K050_SN06,0.5,snake,0.6,1,,,,,,,,,,,,,,,
19,0.5,1.1954058408737183,0.593017578125,2.723149751162996,7.44315459289015,0.36954747818781086,-0.03297999779282937,K050_SN06,0.5,snake,0.6,1,,,,,,,,,,,,,,,
20,0.5012755102040817,1.7474215030670166,0.460205078125,2.771967299433183,7.713031475363957,0.3701177436716845,-0.033122117482244536,K050_SN06,0.5,snake,0.6,1,0.003275218995682518,0.7596639819124205,9.924235070617246e-05,0.557106411034435,77.98006801785564,0.11623601278679276,0.9155684089164506,1.0,6.217248937900877e-15,0.021944128143946137,16.866368134739094,1.2069768952627704,-0.5797867976517785,0.28986328125,0.9332000017166138
21,0.5025510204081632,1.4371881484985352,0.555908203125,2.8120392233499842,7.93547383202907,0.37026633550881327,-0.04611063616438704,K050_SN06,0.5,snake,0.6,1,,,,,,,,,,,,,,,
